id,x0,x1,x2,fitness-2,fitness-2.5,fitness-3,fitness-1.5,fitness-3.5,fitness-4,fitness-4.5,fitness-1,fitness-0.5,fitness-5
163353,1.44663,2.91927,-4.93998,-54.243,NA,NA,NA,NA,NA,NA,NA,NA,NA
163482,2.6858,2.43446,-4.8103,NA,NA,-40.415,NA,NA,NA,NA,NA,NA,NA
163602,2.46659,2.24548,-4.999,NA,-31.493,NA,NA,NA,NA,NA,NA,NA,NA
163810,1.47743,1.64218,-4.88539,NA,NA,NA,NA,-35.09,NA,NA,NA,NA,NA
164019,2.44439,1.83979,-4.11184,NA,NA,NA,NA,-47.912,NA,NA,NA,NA,NA
164349,2.06363,2.64634,-4.28697,NA,NA,-28.576,NA,NA,NA,NA,NA,NA,NA
164410,2.89716,1.84715,-4.28859,NA,NA,NA,-53.037,NA,NA,NA,NA,NA,NA
164737,2.73975,2.19647,-4.5548,NA,NA,-32.982,NA,NA,NA,NA,NA,NA,NA
164934,2.11186,3.22202,-4.877,NA,NA,NA,-78.258,NA,NA,NA,NA,NA,NA
165057,1.61783,2.73553,-4.71156,NA,-32.361,NA,NA,NA,NA,NA,NA,NA,NA
165376,2.2327,2.63704,-4.81796,-38.456,NA,NA,NA,NA,NA,NA,NA,NA,NA
165479,3.47129,1.57057,-4.46659,-75.818,NA,NA,NA,NA,NA,NA,NA,NA,NA
165778,1.69036,2.51391,-4.88314,NA,NA,NA,-51.641,NA,NA,NA,NA,NA,NA
165821,1.83694,1.82579,-3.66908,NA,NA,NA,NA,NA,NA,NA,-61.783,NA,NA
166185,1.65733,1.03098,-3.50055,NA,NA,NA,-84.765,NA,NA,NA,NA,NA,NA
166216,0.57953,0.994611,-3.3998,NA,-105.995,NA,NA,NA,NA,NA,NA,NA,NA
166525,1.03362,1.8419,-2.88912,NA,NA,-76.317,NA,NA,NA,NA,NA,NA,NA
166787,1.11173,1.16812,-4.24401,NA,-29.674,NA,NA,NA,NA,NA,NA,NA,NA
166874,0.801908,2.97896,-4.55931,-65.075,NA,NA,NA,NA,NA,NA,NA,NA,NA
167039,1.55349,2.0848,-3.83066,NA,NA,NA,NA,-44.168,NA,NA,NA,NA,NA
167213,2.41081,1.73922,-4.36176,NA,NA,-18.233,NA,NA,NA,NA,NA,NA,NA
167410,1.29484,1.40002,-4.76172,-24.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
167793,3.32058,1.54346,-4.65734,NA,-58.927,NA,NA,NA,NA,NA,NA,NA,NA
167924,3.29761,1.87411,-4.95246,NA,NA,NA,NA,NA,NA,NA,-99.859,NA,NA
168142,2.50196,2.28112,-4.62624,-28.246,NA,NA,NA,NA,NA,NA,NA,NA,NA
168303,3.73421,2.51219,-4.3196,-105.671,NA,NA,NA,NA,NA,NA,NA,NA,NA
168499,2.4927,2.22936,-4.47704,NA,-22.562,NA,NA,NA,NA,NA,NA,NA,NA
168642,2.89508,2.16576,-3.74982,NA,NA,NA,NA,NA,NA,NA,-95.667,NA,NA
168924,2.95079,3.24549,-4.57936,NA,NA,NA,-102.272,NA,NA,NA,NA,NA,NA
169028,2.75309,1.74629,-4.6784,NA,-28.872,NA,NA,NA,NA,NA,NA,NA,NA
169265,1.74948,1.29355,-4.70897,NA,-9.856,NA,NA,NA,NA,NA,NA,NA,NA
169411,2.04038,1.23786,-4.38587,NA,-8.181,NA,NA,NA,NA,NA,NA,NA,NA
169647,2.54251,2.29487,-4.34922,-33.827,NA,NA,NA,NA,NA,NA,NA,NA,NA
169862,1.47468,3.08571,-3.90259,-61.149,NA,NA,NA,NA,NA,NA,NA,NA,NA
170079,1.5894,2.9458,-4.21092,NA,-40.548,NA,NA,NA,NA,NA,NA,NA,NA
170207,1.52082,2.17426,-4.30511,NA,-10.973,NA,NA,NA,NA,NA,NA,NA,NA
170490,1.47346,1.63783,-4.05645,NA,-7.003,NA,NA,NA,NA,NA,NA,NA,NA
170601,1.04795,2.14994,-4.73836,NA,NA,-34.571,NA,NA,NA,NA,NA,NA,NA
170914,1.83067,1.81019,-4.3527,NA,NA,-4.879,NA,NA,NA,NA,NA,NA,NA
171155,1.78227,1.24976,-4.50126,NA,-6.749,NA,NA,NA,NA,NA,NA,NA,NA
171209,0.145029,1.89138,-4.14636,-81.507,NA,NA,NA,NA,NA,NA,NA,NA,NA
171435,0.913389,1.32446,-4.35456,-47.637,NA,NA,NA,NA,NA,NA,NA,NA,NA
171652,1.41141,2.265,-3.69478,NA,NA,-31.304,NA,NA,NA,NA,NA,NA,NA
171967,1.725,0.509915,-4.3514,NA,NA,NA,NA,NA,-94.621,NA,NA,NA,NA
172054,2.11163,2.12937,-4.35936,NA,NA,NA,NA,NA,-66.137,NA,NA,NA,NA
172216,2.08418,2.07783,-3.20067,NA,NA,NA,NA,-74.839,NA,NA,NA,NA,NA
172424,1.9603,2.17333,-4.21493,-13.007,NA,NA,NA,NA,NA,NA,NA,NA,NA
172722,2.42904,2.2277,-3.86388,NA,NA,NA,-52.466,NA,NA,NA,NA,NA,NA
172812,2.0867,1.87728,-4.67513,NA,NA,NA,-27.999,NA,NA,NA,NA,NA,NA
173048,1.92539,1.92895,-4.45002,-8.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
173399,0.858597,0.928296,-4.90515,NA,NA,-73.504,NA,NA,NA,NA,NA,NA,NA
173588,1.60769,0.806279,-4.66626,NA,NA,-43.666,NA,NA,NA,NA,NA,NA,NA
173614,1.19391,1.97449,-4.13425,NA,NA,NA,NA,-28.832,NA,NA,NA,NA,NA
173831,1.50707,2.12533,-4.80482,NA,NA,-24.124,NA,NA,NA,NA,NA,NA,NA
174198,2.4071,2.33055,-4.68172,-33.508,NA,NA,NA,NA,NA,NA,NA,NA,NA
174296,2.06645,2.49155,-2.84478,-82.118,NA,NA,NA,NA,NA,NA,NA,NA,NA
174476,1.02619,2.68797,-3.21554,-78.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
174625,2.36184,3.62223,-3.47593,NA,-115.313,NA,NA,NA,NA,NA,NA,NA,NA
174940,1.15757,2.67964,-4.76145,NA,-38.803,NA,NA,NA,NA,NA,NA,NA,NA
175078,1.01111,1.97941,-4.61983,NA,NA,-28.838,NA,NA,NA,NA,NA,NA,NA
175388,2.42599,1.85058,-4.07272,-26.747,NA,NA,NA,NA,NA,NA,NA,NA,NA
175529,2.33778,1.7952,-4.06374,NA,-12.424,NA,NA,NA,NA,NA,NA,NA,NA
175699,2.49281,1.31759,-4.62496,NA,-20.94,NA,NA,NA,NA,NA,NA,NA,NA
175839,1.47873,2.54887,-3.88831,NA,NA,NA,NA,-45.365,NA,NA,NA,NA,NA
176032,2.3501,1.00506,-3.76273,NA,NA,-44.693,NA,NA,NA,NA,NA,NA,NA
176247,2.42804,1.30731,-3.68413,NA,-30.031,NA,NA,NA,NA,NA,NA,NA,NA
176469,1.88504,2.04996,-4.39501,-8.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
176764,1.75429,2.07682,-3.52312,-28.169,NA,NA,NA,NA,NA,NA,NA,NA,NA
176997,0.786251,2.85333,-3.51192,NA,NA,-73.16,NA,NA,NA,NA,NA,NA,NA
177076,1.92711,1.88151,-4.80447,NA,NA,NA,NA,NA,NA,-76.781,NA,NA,NA
177324,2.77652,2.19221,-4.11198,NA,-33.783,NA,NA,NA,NA,NA,NA,NA,NA
177480,2.73744,2.15291,-3.88917,-38.642,NA,NA,NA,NA,NA,NA,NA,NA,NA
177768,1.91872,2.00003,-3.1648,NA,NA,-43.386,NA,NA,NA,NA,NA,NA,NA
177867,1.50663,1.58445,-3.70355,NA,-15.068,NA,NA,NA,NA,NA,NA,NA,NA
178079,2.46874,1.76994,-4.28236,NA,NA,NA,NA,-36.798,NA,NA,NA,NA,NA
178319,2.52845,2.89591,-4.79419,NA,-53.089,NA,NA,NA,NA,NA,NA,NA,NA
178410,2.38317,1.39807,-4.79761,-29.983,NA,NA,NA,NA,NA,NA,NA,NA,NA
178654,2.24191,0.808529,-3.82724,-48.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
178951,2.606,2.49827,-3.93021,NA,NA,NA,NA,NA,NA,NA,-83.972,NA,NA
179043,2.83742,1.2623,-3.79462,NA,-43.698,NA,NA,NA,NA,NA,NA,NA,NA
179261,3.33665,1.23313,-4.51217,NA,NA,NA,-82.177,NA,NA,NA,NA,NA,NA
179565,3.41138,2.29113,-3.9525,-78.971,NA,NA,NA,NA,NA,NA,NA,NA,NA
179665,2.71068,1.66407,-4.72469,-33.362,NA,NA,NA,NA,NA,NA,NA,NA,NA
179988,2.17346,2.02283,-4.87504,NA,NA,NA,-41.155,NA,NA,NA,NA,NA,NA
180151,1.52253,3.38038,-4.52179,NA,NA,NA,NA,NA,NA,NA,-104.553,NA,NA
180207,2.46216,2.02085,-4.94116,NA,NA,NA,NA,NA,NA,NA,-60.705,NA,NA
180516,1.6267,0.652024,-4.48049,NA,-52.303,NA,NA,NA,NA,NA,NA,NA,NA
180734,0.299269,1.80815,-4.12672,-74.246,NA,NA,NA,NA,NA,NA,NA,NA,NA
180880,0.342328,1.58074,-3.42382,-102.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
181149,1.1931,1.54063,-4.77582,NA,NA,NA,-37.424,NA,NA,NA,NA,NA,NA
181325,0.96529,1.96355,-4.23865,NA,-23.964,NA,NA,NA,NA,NA,NA,NA,NA
181467,2.79641,2.54243,-4.51853,NA,-43.787,NA,NA,NA,NA,NA,NA,NA,NA
181690,1.73021,1.43335,-4.83678,NA,-11.841,NA,NA,NA,NA,NA,NA,NA,NA
181971,1.26809,1.21566,-4.05464,NA,NA,NA,-41.742,NA,NA,NA,NA,NA,NA
182178,1.99672,1.091,-4.41036,NA,NA,NA,NA,NA,NA,NA,-69.174,NA,NA
182294,0.636951,1.70926,-4.31362,NA,-39.779,NA,NA,NA,NA,NA,NA,NA,NA
182507,0.759828,2.17664,-3.8737,NA,NA,NA,NA,NA,-70.959,NA,NA,NA,NA
182773,0.863854,1.10357,-4.97139,NA,NA,NA,NA,NA,-83.827,NA,NA,NA,NA
182949,1.83515,0.890897,-4.63616,NA,NA,-42.225,NA,NA,NA,NA,NA,NA,NA
183083,2.18495,1.64554,-4.68709,NA,-10.335,NA,NA,NA,NA,NA,NA,NA,NA
183396,2.39763,2.21246,-3.65089,NA,NA,-37.69,NA,NA,NA,NA,NA,NA,NA
183504,1.85086,2.11166,-4.37108,NA,-7.6,NA,NA,NA,NA,NA,NA,NA,NA
183605,2.22538,0.785334,-4.72099,NA,-41.522,NA,NA,NA,NA,NA,NA,NA,NA
183931,2.12761,2.05496,-4.62493,NA,-11.541,NA,NA,NA,NA,NA,NA,NA,NA
184171,1.86228,0.643445,-4.67278,NA,NA,NA,NA,-63.452,NA,NA,NA,NA,NA
184323,1.86879,1.64347,-3.09348,NA,-44.024,NA,NA,NA,NA,NA,NA,NA,NA
184479,1.6135,1.93417,-3.79495,NA,-12.785,NA,NA,NA,NA,NA,NA,NA,NA
184701,3.48012,1.32066,-4.27614,NA,NA,-75.869,NA,NA,NA,NA,NA,NA,NA
184919,2.10959,1.74993,-4.00146,NA,-7.485,NA,NA,NA,NA,NA,NA,NA,NA
185026,2.6022,1.1214,-4.56319,NA,NA,NA,-57.822,NA,NA,NA,NA,NA,NA
185257,2.83304,1.87921,-3.60684,NA,NA,NA,-76.036,NA,NA,NA,NA,NA,NA
185518,2.96203,1.79397,-4.83353,-48.716,NA,NA,NA,NA,NA,NA,NA,NA,NA
185796,2.65353,1.90115,-3.74025,NA,NA,-44.464,NA,NA,NA,NA,NA,NA,NA
185893,3.06764,0.643983,-4.78092,NA,NA,-79.542,NA,NA,NA,NA,NA,NA,NA
186119,0.511718,1.12589,-4.77328,NA,NA,NA,NA,-79.792,NA,NA,NA,NA,NA
186208,1.03595,1.33651,-3.80401,NA,NA,NA,NA,-59.18,NA,NA,NA,NA,NA
186567,0.931046,1.62854,-3.33395,NA,NA,NA,NA,-76.724,NA,NA,NA,NA,NA
186719,2.29335,0.481209,-4.48737,NA,NA,-67.772,NA,NA,NA,NA,NA,NA,NA
186882,2.80327,1.28815,-3.82799,NA,NA,NA,NA,-63.952,NA,NA,NA,NA,NA
187172,2.94255,1.55657,-3.627,NA,-51.152,NA,NA,NA,NA,NA,NA,NA,NA
187380,2.73921,2.71223,-4.94181,NA,-54.435,NA,NA,NA,NA,NA,NA,NA,NA
187544,2.63367,2.50991,-4.99357,NA,-44.867,NA,NA,NA,NA,NA,NA,NA,NA
187657,2.47187,1.18393,-3.45856,NA,-46.538,NA,NA,NA,NA,NA,NA,NA,NA
187873,1.84274,1.12815,-4.34956,NA,-11.458,NA,NA,NA,NA,NA,NA,NA,NA
188013,2.52608,1.43849,-3.13378,NA,-60.058,NA,NA,NA,NA,NA,NA,NA,NA
188313,1.88039,1.77509,-2.96714,NA,-53.794,NA,NA,NA,NA,NA,NA,NA,NA
188593,1.60268,1.28247,-4.00564,NA,NA,NA,NA,NA,-65.372,NA,NA,NA,NA
188761,2.82717,2.19807,-4.63653,NA,NA,-44.321,NA,NA,NA,NA,NA,NA,NA
188977,1.8513,3.49644,-4.61393,NA,NA,-79.654,NA,NA,NA,NA,NA,NA,NA
189124,0.570169,2.42619,-4.56311,NA,NA,NA,NA,-61.765,NA,NA,NA,NA,NA
189222,1.28469,2.49255,-4.96005,NA,NA,-39.892,NA,NA,NA,NA,NA,NA,NA
189516,1.68081,2.4565,-4.57116,-21.817,NA,NA,NA,NA,NA,NA,NA,NA,NA
189665,1.30307,2.00623,-4.93006,NA,-20.428,NA,NA,NA,NA,NA,NA,NA,NA
189992,1.94983,1.73436,-4.49507,NA,NA,-5.535,NA,NA,NA,NA,NA,NA,NA
190034,2.98775,2.59046,-4.68151,NA,NA,-57.48,NA,NA,NA,NA,NA,NA,NA
190239,2.06494,0.338259,-4.47815,-94.294,NA,NA,NA,NA,NA,NA,NA,NA,NA
190452,1.73699,3.03045,-4.6856,-48.742,NA,NA,NA,NA,NA,NA,NA,NA,NA
190771,2.53271,1.88921,-4.58187,NA,NA,-30.564,NA,NA,NA,NA,NA,NA,NA
190949,2.22154,0.86632,-3.62673,NA,-47.693,NA,NA,NA,NA,NA,NA,NA,NA
191106,2.06457,1.65438,-3.34071,NA,NA,-34.926,NA,NA,NA,NA,NA,NA,NA
191225,1.51904,1.95143,-4.55208,NA,NA,NA,NA,NA,NA,NA,-54.584,NA,NA
191557,3.19197,1.67496,-4.22269,-51.154,NA,NA,NA,NA,NA,NA,NA,NA,NA
191625,2.73075,1.40161,-4.37604,NA,NA,-28.28,NA,NA,NA,NA,NA,NA,NA
191869,2.05266,0.556481,-4.2586,NA,NA,-55.008,NA,NA,NA,NA,NA,NA,NA
192021,1.95115,2.14988,-4.70009,NA,NA,NA,-25.179,NA,NA,NA,NA,NA,NA
192367,2.0429,1.36303,-3.60751,-26.826,NA,NA,NA,NA,NA,NA,NA,NA,NA
192409,1.95804,2.09172,-4.37868,NA,NA,-17.404,NA,NA,NA,NA,NA,NA,NA
192690,2.36074,1.23457,-4.47643,NA,-18.05,NA,NA,NA,NA,NA,NA,NA,NA
192918,1.99303,1.3577,-4.45519,NA,NA,NA,-27.521,NA,NA,NA,NA,NA,NA
193005,1.32608,1.6784,-4.6936,NA,-11.597,NA,NA,NA,NA,NA,NA,NA,NA
193376,2.17951,1.21015,-3.8791,NA,-18.201,NA,NA,NA,NA,NA,NA,NA,NA
193550,2.31102,1.92205,-4.3313,NA,NA,NA,NA,NA,-52.723,NA,NA,NA,NA
193667,1.63463,3.02998,-4.86218,NA,NA,NA,NA,NA,-97.342,NA,NA,NA,NA
193979,2.30644,2.62307,-3.82327,NA,-37.869,NA,NA,NA,NA,NA,NA,NA,NA
194030,1.5004,2.34209,-3.24316,NA,-44.952,NA,NA,NA,NA,NA,NA,NA,NA
194203,2.43891,1.30928,-3.85542,NA,NA,NA,NA,-53.632,NA,NA,NA,NA,NA
194420,2.37539,2.73395,-4.32787,NA,NA,-41.471,NA,NA,NA,NA,NA,NA,NA
194791,3.07634,1.92621,-4.45529,-45.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
194987,1.2383,1.82719,-3.28752,NA,NA,-48.933,NA,NA,NA,NA,NA,NA,NA
195178,0.911595,1.52078,-3.22082,NA,-60.832,NA,NA,NA,NA,NA,NA,NA,NA
195381,1.61754,2.56171,-3.82922,NA,NA,NA,NA,NA,NA,NA,-78.495,NA,NA
195577,2.1706,3.10463,-4.12192,NA,-53.082,NA,NA,NA,NA,NA,NA,NA,NA
195694,1.74986,2.24394,-4.84823,NA,-17.328,NA,NA,NA,NA,NA,NA,NA,NA
195867,2.44709,2.49453,-4.78987,NA,NA,NA,-48.378,NA,NA,NA,NA,NA,NA
196126,1.34789,2.1582,-4.84674,NA,-19.762,NA,NA,NA,NA,NA,NA,NA,NA
196295,1.54742,2.46302,-3.79766,-33.369,NA,NA,NA,NA,NA,NA,NA,NA,NA
196478,0.415103,2.36516,-4.9925,NA,NA,-65.068,NA,NA,NA,NA,NA,NA,NA
196649,0.607998,1.64787,-4.33428,NA,NA,-42.238,NA,NA,NA,NA,NA,NA,NA
196846,2.11411,1.06275,-3.81862,NA,-25.254,NA,NA,NA,NA,NA,NA,NA,NA
197190,1.63901,2.22839,-3.68855,-25.601,NA,NA,NA,NA,NA,NA,NA,NA,NA
197245,1.02547,1.75297,-4.24154,NA,NA,-20.672,NA,NA,NA,NA,NA,NA,NA
197580,1.60086,0.946437,-4.62816,NA,NA,-27.974,NA,NA,NA,NA,NA,NA,NA
197614,2.31962,2.4146,-4.24063,NA,-24.363,NA,NA,NA,NA,NA,NA,NA,NA
197946,2.62313,1.91813,-3.35157,-55.695,NA,NA,NA,NA,NA,NA,NA,NA,NA
198032,1.72445,1.59915,-4.11383,-17.171,NA,NA,NA,NA,NA,NA,NA,NA,NA
198303,2.10665,1.60708,-4.98976,NA,-16.707,NA,NA,NA,NA,NA,NA,NA,NA
198403,1.94804,1.20214,-3.48989,NA,-32.117,NA,NA,NA,NA,NA,NA,NA,NA
198760,1.7537,1.69108,-2.82651,NA,NA,NA,NA,NA,-93.686,NA,NA,NA,NA
198857,1.37811,2.03107,-4.35141,NA,NA,NA,NA,NA,NA,-86.886,NA,NA,NA
199013,1.01947,2.46604,-4.31694,NA,NA,-42.156,NA,NA,NA,NA,NA,NA,NA
199325,1.27094,2.73372,-3.73747,NA,NA,NA,NA,-68.695,NA,NA,NA,NA,NA
199407,1.12332,2.5666,-3.06015,NA,NA,NA,NA,-92.27,NA,NA,NA,NA,NA
199797,0.982544,3.67532,-4.66544,-104.895,NA,NA,NA,NA,NA,NA,NA,NA,NA
200000,1.75303,1.85588,-4.5177,NA,NA,NA,NA,-19.464,NA,NA,NA,NA,NA
