id,x0,x1,x2,fitness-3.5,fitness-2,fitness-3,fitness-2.5,fitness-1.5,fitness-1,fitness-4,fitness-0.5
185317,1.119,1.3107,-3.76078,NA,-50.369,NA,NA,NA,NA,NA,NA
185589,2.09945,1.52793,-4.44547,NA,NA,NA,-5.725,NA,NA,NA,NA
185700,1.49669,1.81176,-4.75131,NA,NA,NA,NA,-27.372,NA,NA,NA
185886,1.75452,1.84098,-4.4485,NA,NA,NA,NA,-28.566,NA,NA,NA
186150,2.07982,2.36035,-4.20949,NA,-23.436,NA,NA,NA,NA,NA,NA
186393,1.92132,2.06022,-4.64113,NA,NA,-15.273,NA,NA,NA,NA,NA
186538,1.99363,1.97841,-4.92613,NA,NA,-25.214,NA,NA,NA,NA,NA
186673,2.51592,2.22092,-4.02016,-49.102,NA,NA,NA,NA,NA,NA,NA
186945,2.68115,2.24425,-4.72123,NA,NA,-42.969,NA,NA,NA,NA,NA
187134,2.56906,2.10429,-3.81876,NA,-36.181,NA,NA,NA,NA,NA,NA
187215,1.86569,2.34326,-4.49669,NA,NA,NA,NA,-32.861,NA,NA,NA
187528,2.30548,2.6023,-3.40695,NA,-57.999,NA,NA,NA,NA,NA,NA
187688,2.27458,1.8101,-3.04777,NA,NA,NA,-55.597,NA,NA,NA,NA
187924,2.57381,1.67154,-4.0986,NA,NA,NA,-20.213,NA,NA,NA,NA
188164,2.44684,1.26628,-4.83372,NA,-28.697,NA,NA,NA,NA,NA,NA
188357,1.07687,2.03481,-4.99453,NA,-31.931,NA,NA,NA,NA,NA,NA
188405,1.44141,1.44061,-3.97603,NA,NA,-13.318,NA,NA,NA,NA,NA
188646,1.60452,1.31194,-4.56967,NA,-13.542,NA,NA,NA,NA,NA,NA
188933,1.32102,1.61438,-4.55175,-42.66,NA,NA,NA,NA,NA,NA,NA
189089,2.10539,2.19156,-4.97977,-38.912,NA,NA,NA,NA,NA,NA,NA
189217,2.81478,1.48694,-4.50881,-43.14,NA,NA,NA,NA,NA,NA,NA
189445,2.24531,2.15048,-4.63954,NA,NA,NA,-16.331,NA,NA,NA,NA
189616,2.80054,2.26808,-4.73228,NA,NA,-40.138,NA,NA,NA,NA,NA
189936,2.13378,0.989877,-3.94569,NA,NA,NA,-25.6,NA,NA,NA,NA
190017,3.23326,2.213,-4.71653,NA,NA,NA,-58.091,NA,NA,NA,NA
190252,3.39381,2.07265,-3.61226,NA,NA,NA,-84.645,NA,NA,NA,NA
190478,1.85646,1.65285,-3.85934,NA,-13.699,NA,NA,NA,NA,NA,NA
190618,0.961097,1.85079,-3.3084,-59.47,NA,NA,NA,NA,NA,NA,NA
190871,1.60155,1.10814,-3.20931,NA,NA,-52.984,NA,NA,NA,NA,NA
191168,1.47702,1.83009,-4.02732,-24.525,NA,NA,NA,NA,NA,NA,NA
191352,1.9253,2.26771,-3.8787,NA,NA,NA,-17.79,NA,NA,NA,NA
191403,2.45413,1.43501,-4.45843,NA,NA,NA,-16.166,NA,NA,NA,NA
191715,2.51058,1.69435,-4.89752,-51.96,NA,NA,NA,NA,NA,NA,NA
191965,3.00151,2.297,-4.86967,NA,NA,-52.445,NA,NA,NA,NA,NA
192018,2.82168,1.41018,-4.91155,NA,NA,-39.119,NA,NA,NA,NA,NA
192245,2.24732,1.28459,-3.55192,NA,NA,NA,-32.024,NA,NA,NA,NA
192563,2.33057,1.49275,-4.99741,NA,NA,NA,-23.748,NA,NA,NA,NA
192662,2.57106,1.7631,-4.92402,NA,NA,NA,-26.84,NA,NA,NA,NA
192979,2.11183,2.12875,-4.91442,NA,NA,NA,-18.246,NA,NA,NA,NA
193024,1.4303,2.07259,-4.48951,NA,NA,NA,-10.341,NA,NA,NA,NA
193201,2.58436,1.60834,-4.74306,NA,NA,-27.383,NA,NA,NA,NA,NA
193535,2.0997,1.40926,-4.4906,-33.155,NA,NA,NA,NA,NA,NA,NA
193669,1.2927,1.99905,-4.05466,NA,NA,-19.34,NA,NA,NA,NA,NA
193865,1.93754,1.48528,-4.0105,NA,NA,-14.277,NA,NA,NA,NA,NA
194016,2.52076,1.65028,-4.40876,NA,NA,NA,NA,-32.524,NA,NA,NA
194365,2.5157,1.95111,-4.53111,NA,NA,NA,NA,-35.426,NA,NA,NA
194510,3.11737,1.34629,-4.1206,NA,-59.596,NA,NA,NA,NA,NA,NA
194638,2.15273,2.37194,-4.97105,NA,NA,NA,-26.726,NA,NA,NA,NA
195000,2.05575,2.34237,-4.62637,NA,NA,-20.869,NA,NA,NA,NA,NA
195193,2.60866,1.56813,-3.92059,NA,-31.929,NA,NA,NA,NA,NA,NA
195265,1.74956,1.39537,-4.43547,NA,-10.75,NA,NA,NA,NA,NA,NA
195523,2.13537,1.70292,-4.27793,NA,NA,NA,-4.881,NA,NA,NA,NA
195711,1.44955,2.32822,-4.70362,NA,-21.056,NA,NA,NA,NA,NA,NA
195920,2.66835,1.90016,-4.10953,NA,NA,NA,NA,-38.887,NA,NA,NA
196081,1.96857,1.97627,-4.67992,NA,-10.311,NA,NA,NA,NA,NA,NA
196371,1.42287,1.64544,-4.82183,NA,NA,NA,NA,-29.892,NA,NA,NA
196576,1.45856,1.25775,-4.85694,NA,NA,NA,-19.808,NA,NA,NA,NA
196687,1.01858,1.55825,-3.95522,NA,NA,-25.913,NA,NA,NA,NA,NA
196807,2.37707,2.44028,-4.25244,NA,NA,NA,NA,-42.521,NA,NA,NA
197059,1.87273,1.80671,-4.75434,NA,NA,NA,NA,NA,-53.754,NA,NA
197399,1.26831,2.15125,-4.57379,NA,NA,NA,-16.297,NA,NA,NA,NA
197420,1.14335,1.75814,-4.10983,NA,-30.573,NA,NA,NA,NA,NA,NA
197650,2.52111,1.21837,-4.3873,NA,NA,NA,-23.358,NA,NA,NA,NA
197966,1.8693,0.459126,-4.52053,NA,NA,NA,-75.887,NA,NA,NA,NA
198187,1.71653,2.00642,-4.52745,NA,NA,-9.711,NA,NA,NA,NA,NA
198285,2.19105,1.30157,-4.11352,NA,NA,NA,-12.164,NA,NA,NA,NA
198443,1.04685,2.17037,-4.48184,NA,NA,-30.379,NA,NA,NA,NA,NA
198604,1.0606,2.44851,-4.89031,NA,-39.778,NA,NA,NA,NA,NA,NA
198895,1.98024,1.32495,-4.64646,NA,-14.396,NA,NA,NA,NA,NA,NA
199080,2.57739,2.04594,-4.33917,NA,NA,NA,NA,-43.86,NA,NA,NA
199206,1.68925,2.02945,-3.98,NA,NA,-13.089,NA,NA,NA,NA,NA
199424,2.66522,2.46785,-4.98191,NA,NA,NA,-43.832,NA,NA,NA,NA
199726,2.35573,2.57224,-4.81847,NA,-42.991,NA,NA,NA,NA,NA,NA
199995,0.701123,1.56631,-3.6167,NA,-65.627,NA,NA,NA,NA,NA,NA
