id,x0,x1,x2,fitness7,fitness8,fitness9,fitness9.5,fitness10,fitness8.5,fitness7.5,fitness5,fitness4.5,fitness4,fitness1.5,fitness2,fitness3,fitness2.5,fitness6.5,fitness1,fitness0.5,fitness3.5,fitness5.5,fitness6
104724,6.5326,8.26383,7.47851,NA,0.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104941,7.11291,7.28822,7.05148,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105059,8.21085,6.69895,8.16164,NA,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105394,8.69989,8.31082,9.40245,NA,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105532,8.56446,7.7361,9.26651,NA,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105744,8.91599,8.27865,8.32547,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105935,8.8608,7.94165,7.86881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373
106039,8.94641,7.52168,8.25706,NA,NA,NA,NA,NA,NA,NA,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106258,9.83623,6.28601,7.10432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.374,NA
106569,9.08968,5.47366,7.9525,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106711,8.09824,6.63106,7.5585,NA,NA,NA,NA,NA,NA,NA,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106966,7.89615,6.45705,9.13566,0.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107188,7.04292,7.44023,8.61229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA
107321,7.17215,7.93479,9.69251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266,NA,NA,NA,NA,NA
107515,7.00974,9.12131,8.7485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243,NA,NA,NA,NA,NA
107766,7.07299,8.4696,9.17175,NA,NA,NA,NA,NA,NA,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107829,6.77567,8.53516,7.35998,NA,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108133,6.78518,8.5707,8.05071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376,NA,NA,NA,NA,NA
108243,7.15011,7.73102,5.47221,NA,NA,NA,NA,NA,NA,0.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108468,7.54906,8.3394,4.21137,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108704,8.14444,8.42732,3.52408,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108965,7.33118,8.31941,3.82846,NA,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109081,7.22199,8.24576,3.16239,NA,NA,NA,NA,NA,0.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109248,6.15882,8.4909,4.87701,NA,NA,NA,NA,NA,NA,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109522,4.44586,8.06357,4.32374,NA,NA,NA,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109652,3.63219,9.27314,4.29021,NA,NA,NA,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109858,2.36354,9.36013,6.31499,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110098,1.34804,9.6449,7.20625,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110379,2.18951,9.4791,6.23173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.251,NA
110471,4.43172,8.82636,5.8163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110785,3.93133,8.56448,6.86087,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110997,2.47894,7.87283,6.69887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA
111122,4.46274,7.51717,7.21994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.809,NA,NA,NA,NA,NA,NA,NA,NA
111376,5.39246,8.56798,7.31787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203,NA,NA,NA,NA,NA,NA,NA,NA
111432,5.01458,6.96991,7.87912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.526,NA,NA,NA,NA,NA,NA,NA,NA
111713,7.563,6.28131,6.38204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.291,NA,NA,NA,NA,NA,NA
111881,7.89532,6.46743,5.84012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA
112105,8.10074,7.20809,6.56817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656,NA,NA,NA
112354,7.9836,8.2624,7.48564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.881,NA,NA,NA
112413,8.49888,10.1296,8.3209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253,NA,NA,NA,NA,NA,NA,NA,NA
112675,7.87578,8.69075,8.47634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309,NA,NA,NA,NA,NA,NA,NA
112822,7.646,7.54889,7.37656,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113139,8.20048,8.7444,7.49359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364
113259,8.59063,7.75887,8.13882,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113454,8.6929,8.42368,8.79362,NA,NA,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113718,8.62132,7.57617,8.73558,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113829,8.33005,8.45757,10.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.111
114037,7.85351,9.15011,8.51498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333,NA,NA,NA,NA,NA
114397,8.47357,8.76419,6.46774,NA,NA,NA,NA,NA,NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114506,8.52137,9.27631,7.32268,NA,NA,NA,NA,NA,NA,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114666,8.23687,7.43036,7.59595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552
114914,9.18788,7.31835,7.70338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184,NA
115143,10.2425,7.86348,8.00812,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115331,9.3013,8.3608,8.03044,NA,NA,NA,NA,NA,NA,NA,0.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115421,10.1465,8.94806,7.90262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,NA
115696,9.30822,7.20083,8.21514,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115808,8.91259,7.84836,7.58796,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116058,9.61736,7.47832,7.19438,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116239,8.99412,7.22863,8.27937,NA,NA,NA,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116534,8.46151,7.29399,8.53547,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116679,8.47243,7.7948,8.4944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.449,NA,NA,NA,NA,NA
116815,8.60182,8.12564,8.44091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365,NA,NA,NA,NA,NA
117094,7.98217,7.87132,9.067,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117304,6.4783,7.81781,7.30719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252
117453,7.95813,7.30866,8.80489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263,NA
117695,8.50647,7.09409,9.66378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001
117987,7.97084,7.66757,7.05837,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118125,7.8226,7.41694,8.05581,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118326,9.04138,7.69678,8.06065,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118551,9.32747,8.248,8.28844,NA,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118689,8.90352,7.11985,8.23479,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118921,7.91831,8.3099,7.74325,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119152,8.15448,7.32718,5.82927,NA,NA,NA,NA,NA,NA,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119313,6.68711,9.02421,4.88129,NA,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119459,7.20521,8.9616,6.66186,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119752,9.03971,8.22057,7.24959,NA,NA,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119956,9.28238,8.37955,7.00325,NA,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120030,8.24891,8.82799,7.76972,NA,NA,NA,NA,NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120227,8.22282,8.10944,6.77107,NA,NA,NA,NA,NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120408,7.58847,6.29572,3.39775,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120702,6.85256,5.78189,4.18736,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120998,7.91575,5.33372,3.9774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177,NA,NA,NA,NA,NA
121071,6.50516,7.51083,4.29681,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121232,7.77613,7.63615,4.45022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA
121468,6.94977,7.4246,3.86984,NA,NA,NA,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121727,8.94035,8.0259,4.2756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288
121951,8.33376,8.03762,6.02597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133,NA,NA,NA,NA,NA
122021,8.92031,7.71632,6.42084,NA,NA,NA,NA,NA,NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122340,9.83232,7.8296,9.0758,NA,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122597,9.62339,7.69967,8.11724,NA,NA,NA,NA,NA,NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122777,9.11422,7.59698,8.70908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185,NA,NA,NA,NA,NA
122863,7.86066,5.74662,9.33032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.042,NA,NA,NA,NA,NA
123156,8.71391,6.55496,8.3311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243,NA,NA,NA,NA,NA
123313,8.92869,8.55712,7.64861,NA,NA,NA,NA,NA,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123566,6.95434,8.35865,6.4801,NA,NA,NA,NA,NA,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123644,6.59702,7.79145,5.83469,NA,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123890,6.53237,7.49226,7.64792,NA,NA,NA,NA,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124062,8.54581,7.89211,10.2429,NA,NA,NA,NA,NA,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124343,7.27591,7.39554,8.94155,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124410,5.63029,7.02918,7.68709,NA,NA,NA,NA,NA,NA,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124778,5.07963,6.70116,7.36615,NA,NA,NA,NA,NA,NA,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124919,4.87641,7.52694,8.58791,NA,NA,NA,NA,NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125107,6.68094,6.24727,7.40627,NA,NA,NA,NA,NA,0.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125280,7.2294,7.60601,7.42719,NA,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125491,9.90107,7.9674,7.34107,NA,NA,NA,NA,NA,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125654,9.51479,6.84663,7.82782,NA,NA,NA,NA,NA,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125875,8.1582,8.01199,7.1207,NA,NA,NA,NA,NA,NA,0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126001,8.35158,8.96773,8.01683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224,NA
126245,7.1077,9.84241,7.57517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008
126449,6.79529,9.46885,7.55642,NA,NA,NA,NA,NA,NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126748,7.84335,9.86639,7.95547,NA,0.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126948,8.08051,9.72188,7.2503,NA,NA,NA,NA,NA,NA,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127070,7.91435,10.0239,7.59631,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127297,9.08827,9.54357,8.16103,NA,NA,NA,NA,NA,NA,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127452,8.788,9.10996,7.754,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127741,8.25741,8.27314,7.51779,NA,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127858,7.57675,7.55739,7.83696,0.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128065,7.49885,7.74516,7.58208,NA,0.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128221,7.11932,5.57701,7.7397,NA,NA,NA,NA,NA,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128519,8.22611,5.74504,7.00623,NA,NA,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128652,7.13258,7.35869,5.38896,NA,NA,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128981,7.32263,7.32152,4.83915,NA,NA,NA,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129086,8.52438,7.99571,3.62327,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129348,7.86307,8.16081,4.66429,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129437,9.31567,8.75577,6.29404,NA,NA,NA,NA,NA,NA,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129683,9.72402,7.37612,7.13916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294,NA,NA,NA,NA,NA
129856,10.1339,6.86835,7.19739,NA,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130121,9.30514,6.7329,8.39285,NA,NA,NA,NA,NA,NA,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130315,9.42849,7.87075,8.43548,NA,NA,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130495,10.001,8.20427,7.92887,NA,NA,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130793,9.51751,8.67703,8.18262,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130945,9.30287,6.30109,7.59062,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131089,8.67798,7.55122,7.85305,NA,NA,NA,NA,NA,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131208,10.0365,7.85432,7.20744,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131593,8.80485,6.69961,7.65812,NA,NA,NA,NA,NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131660,9.87995,7.40688,7.24507,NA,NA,NA,NA,NA,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131969,8.99533,7.47673,7.92657,NA,NA,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132154,8.78494,8.22657,7.65288,NA,NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132361,7.35015,7.67127,8.38069,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132443,6.18345,6.94712,8.35579,NA,0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132678,7.23365,7.98908,7.08369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488,NA,NA,NA,NA,NA
132831,8.00894,8.01509,9.13239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273
133110,7.26682,8.03606,10.2188,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133386,8.03422,8.36689,10.0371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199,NA,NA,NA,NA,NA
133539,7.25842,8.04071,8.45079,NA,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133637,7.14509,7.19739,9.59304,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133951,7.1109,7.59406,8.64093,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134031,7.41433,8.19618,8.99049,NA,NA,NA,NA,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134342,7.63751,8.40979,10.0339,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134425,6.9574,8.89699,8.58292,NA,NA,NA,NA,NA,0.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134717,6.27834,8.89274,7.81306,NA,NA,NA,NA,NA,NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134841,4.86238,8.35835,8.37187,NA,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135115,6.17596,7.16528,7.02374,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135371,7.09733,8.24688,6.58441,NA,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135475,6.71931,9.0238,8.47196,NA,NA,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135777,7.56907,9.32773,8.26551,NA,NA,NA,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135845,6.31538,8.34449,8.78188,NA,NA,NA,NA,NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136188,7.30189,6.82768,9.47629,NA,NA,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136293,7.63999,7.2496,9.45352,NA,NA,NA,NA,NA,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136444,7.39334,8.23566,9.23849,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136792,6.72833,8.26647,8.44586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397,NA,NA,NA,NA,NA
136996,5.97008,8.57777,7.34013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.053
137159,6.70628,8.22105,7.15275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321,NA,NA,NA,NA,NA
137330,6.92656,8.59263,7.58924,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137536,6.9867,9.77966,7.58019,NA,NA,NA,NA,NA,NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137729,8.00747,8.44379,7.94148,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137933,8.04278,9.47058,7.46113,NA,NA,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138128,7.80222,9.09966,7.23616,NA,NA,NA,NA,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138345,7.85937,9.57245,7.84881,NA,NA,NA,0.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138597,7.07774,10.0656,7.8683,NA,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138778,7.51977,9.82317,7.82709,NA,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138855,7.18852,9.65608,8.87683,NA,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139034,8.43137,9.1549,8.05712,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139302,7.60645,7.59239,7.69036,NA,NA,NA,NA,NA,0.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139470,9.27822,8.46252,6.46777,NA,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
