id,x0,x1,x2,fitness-0.5,fitness-1,fitness-1.5,fitness-2,fitness-2.5,fitness0,fitness-3,fitness-3.5,fitness-4,fitness-5,fitness-4.5
159373,-3.36142,5,3.79526,NA,NA,NA,NA,NA,NA,-96.333,NA,NA,NA,NA
159465,-2.64281,4.27446,3.41966,NA,NA,NA,-35.268,NA,NA,NA,NA,NA,NA,NA
159637,-2.45606,5,3.94809,NA,NA,NA,-39.798,NA,NA,NA,NA,NA,NA,NA
159973,-1.67844,5,4.38141,NA,NA,NA,NA,NA,NA,-50.521,NA,NA,NA,NA
160113,-1.73747,4.60231,3.72925,NA,NA,NA,NA,NA,NA,NA,-64.172,NA,NA,NA
160256,-1.63755,5,3.48348,NA,NA,NA,NA,NA,NA,NA,NA,-81.786,NA,NA
160482,-0.824798,4.23398,3.09955,NA,NA,NA,NA,NA,NA,NA,-107.765,NA,NA,NA
160623,-2.48594,4.80286,2.51751,NA,NA,NA,NA,NA,NA,NA,-79.257,NA,NA,NA
160958,-1.63804,5,0.924533,NA,NA,NA,-159.467,NA,NA,NA,NA,NA,NA,NA
161163,-1.66051,4.19606,1.35202,NA,NA,NA,NA,NA,NA,-122.054,NA,NA,NA,NA
161329,-1.54115,4.5617,2.29933,NA,NA,NA,-40.57,NA,NA,NA,NA,NA,NA,NA
161555,-2.2145,5,2.26947,NA,NA,NA,NA,-51.65,NA,NA,NA,NA,NA,NA
161655,-2.4773,4.72789,2.56489,NA,NA,NA,NA,NA,NA,NA,-67.319,NA,NA,NA
161857,-3.40983,5,3.24563,NA,NA,NA,NA,-86.322,NA,NA,NA,NA,NA,NA
162012,-2.74645,3.71684,2.92333,NA,NA,NA,NA,NA,NA,-68.482,NA,NA,NA,NA
162268,-2.43215,4.18825,4.15358,NA,NA,NA,NA,NA,NA,-57.967,NA,NA,NA,NA
162576,-1.87207,5,4.77031,NA,NA,NA,NA,-65.358,NA,NA,NA,NA,NA,NA
162762,-1.81375,5,4.89086,NA,NA,NA,NA,-67.711,NA,NA,NA,NA,NA,NA
162929,-0.882001,4.76739,4.77369,NA,NA,NA,-74.029,NA,NA,NA,NA,NA,NA,NA
163011,-0.602137,4.45557,5,NA,NA,NA,NA,-108.656,NA,NA,NA,NA,NA,NA
163386,-1.4896,4.91188,5,NA,NA,NA,NA,NA,NA,NA,-124.844,NA,NA,NA
163423,-0.490985,3.97133,5,NA,NA,NA,NA,NA,NA,NA,-183.629,NA,NA,NA
163720,-1.47264,3.29643,4.89326,NA,NA,NA,NA,NA,NA,-114.888,NA,NA,NA,NA
163844,-2.27334,4.127,5,NA,NA,NA,NA,NA,NA,NA,NA,-161.776,NA,NA
164168,-2.58621,5,5,NA,NA,NA,NA,NA,NA,-112.896,NA,NA,NA,NA
164394,-1.51121,4.85863,5,NA,NA,NA,NA,NA,NA,-89.69,NA,NA,NA,NA
164481,-2.18831,4.35514,3.95107,NA,NA,NA,NA,NA,NA,-41.425,NA,NA,NA,NA
164619,-2.1781,5,4.12715,NA,NA,NA,NA,NA,NA,-43.42,NA,NA,NA,NA
164962,-3.0377,4.24096,5,NA,NA,NA,NA,-108.767,NA,NA,NA,NA,NA,NA
165194,-2.27521,5,5,NA,NA,NA,NA,-81.824,NA,NA,NA,NA,NA,NA
165268,-2.08752,4.58844,5,NA,NA,NA,NA,NA,NA,-89.064,NA,NA,NA,NA
165540,-0.925843,4.84094,5,NA,NA,NA,NA,NA,NA,NA,-134.152,NA,NA,NA
165618,-2.55552,4.62372,4.26825,NA,NA,NA,NA,NA,NA,NA,-78.554,NA,NA,NA
165820,-2.72261,3.90863,3.92231,NA,NA,NA,-61.498,NA,NA,NA,NA,NA,NA,NA
166115,-1.53753,3.44201,4.56486,NA,NA,NA,NA,-74.029,NA,NA,NA,NA,NA,NA
166344,-0.774633,3.84936,4.50782,NA,NA,NA,-81.585,NA,NA,NA,NA,NA,NA,NA
166569,-1.69533,3.6059,4.45265,NA,NA,NA,NA,NA,NA,-62.827,NA,NA,NA,NA
166651,-2.34124,3.00785,3.70274,NA,NA,NA,NA,NA,NA,-84.477,NA,NA,NA,NA
166874,-2.11931,5,3.97854,NA,NA,NA,NA,-29.888,NA,NA,NA,NA,NA,NA
167060,-3.07303,5,2.24286,NA,NA,NA,NA,-90.863,NA,NA,NA,NA,NA,NA
167338,-2.81943,5,2.21576,NA,NA,NA,NA,-79.627,NA,NA,NA,NA,NA,NA
167584,-2.01025,4.03542,2.59378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-127.331
167705,-1.55169,5,2.67311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-147.172
167813,-0.543243,5,2.36382,NA,NA,NA,NA,NA,NA,NA,-128.16,NA,NA,NA
168170,-1.49213,4.59047,2.8317,NA,NA,NA,NA,NA,NA,-25.915,NA,NA,NA,NA
168237,-1.68326,3.26873,4.002,NA,NA,NA,NA,NA,NA,-64.692,NA,NA,NA,NA
168486,-1.74543,5,2.72217,NA,NA,NA,NA,NA,NA,-42.412,NA,NA,NA,NA
168746,-3.0887,4.7166,2.51195,NA,NA,NA,NA,NA,NA,NA,NA,-124.251,NA,NA
168912,-3.70224,4.30868,3.00273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-186.608
169005,-3.33531,5,2.3666,NA,NA,NA,NA,NA,NA,-107.398,NA,NA,NA,NA
169228,-2.99149,5,1.62052,NA,NA,NA,NA,NA,NA,NA,NA,-192.108,NA,NA
169518,-0.659497,4.11468,3.68581,NA,NA,NA,NA,-54.761,NA,NA,NA,NA,NA,NA
169682,-1.57646,4.24106,3.59691,NA,NA,NA,NA,NA,NA,-28.97,NA,NA,NA,NA
169857,-0.140412,5,3.663,NA,NA,NA,NA,NA,NA,-132.636,NA,NA,NA,NA
170160,-0.469689,3.64409,2.96752,NA,NA,NA,NA,-113.461,NA,NA,NA,NA,NA,NA
170248,-0.425719,4.87779,2.88683,NA,NA,NA,-73.075,NA,NA,NA,NA,NA,NA,NA
170537,-1.9401,5,4.23805,NA,-83.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
170749,-2.22767,4.7187,4.57324,NA,-90.222,NA,NA,NA,NA,NA,NA,NA,NA,NA
170897,-2.1449,4.71815,3.15168,NA,NA,NA,-15.143,NA,NA,NA,NA,NA,NA,NA
171184,-4.33314,4.7705,3.05153,NA,-260.793,NA,NA,NA,NA,NA,NA,NA,NA,NA
171365,-3.32684,4.96547,2.30909,NA,NA,NA,-125.853,NA,NA,NA,NA,NA,NA,NA
171436,-2.73978,3.31126,3.61558,NA,-160.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
171756,-0.569299,4.39731,3.6286,NA,-108.282,NA,NA,NA,NA,NA,NA,NA,NA,NA
171849,-0.689288,3.75571,2.8664,NA,NA,NA,NA,NA,NA,-100.669,NA,NA,NA,NA
172011,-0.768875,4.9797,1.6886,NA,NA,NA,-126.669,NA,NA,NA,NA,NA,NA,NA
172361,-1.88609,4.84798,3.6557,NA,NA,-27.16,NA,NA,NA,NA,NA,NA,NA,NA
172505,-0.621989,5,4.92148,NA,NA,NA,-99.585,NA,NA,NA,NA,NA,NA,NA
172663,-1.39378,4.9124,5,NA,NA,-83.721,NA,NA,NA,NA,NA,NA,NA,NA
172906,-1.32866,4.94947,3.60516,NA,NA,NA,-17.858,NA,NA,NA,NA,NA,NA,NA
173036,-1.08932,4.24601,3.27632,NA,NA,NA,NA,-16.382,NA,NA,NA,NA,NA,NA
173320,-0.603552,4.28068,3.40779,NA,NA,NA,NA,-58.373,NA,NA,NA,NA,NA,NA
173590,-1.77856,5,4.87828,NA,NA,NA,NA,NA,NA,NA,-117.034,NA,NA,NA
173628,-1.47401,3.73833,4.51432,NA,NA,NA,NA,NA,NA,NA,NA,-125.229,NA,NA
173956,-1.82027,3.59606,4.44089,NA,NA,NA,NA,NA,NA,-74.5,NA,NA,NA,NA
174005,-0.901354,4.63543,4.66906,NA,NA,NA,NA,NA,NA,-85.262,NA,NA,NA,NA
174329,-1.46915,4.78963,5,NA,NA,NA,NA,-71.336,NA,NA,NA,NA,NA,NA
174513,-2.73812,4.72915,3.25239,NA,NA,NA,-49.204,NA,NA,NA,NA,NA,NA,NA
174659,-1.33059,5,3.85781,NA,NA,NA,-25.58,NA,NA,NA,NA,NA,NA,NA
174826,-2.22416,3.87901,4.29433,NA,NA,NA,NA,-45.721,NA,NA,NA,NA,NA,NA
175150,-2.10068,4.43449,5,NA,NA,NA,NA,NA,NA,NA,-108.252,NA,NA,NA
175207,-3.17999,5,5,NA,NA,-143.405,NA,NA,NA,NA,NA,NA,NA,NA
175571,-1.94084,5,4.53009,NA,NA,-54.901,NA,NA,NA,NA,NA,NA,NA,NA
175710,-1.55873,5,4.61866,NA,-86.409,NA,NA,NA,NA,NA,NA,NA,NA,NA
175983,-2.18444,5,3.8848,NA,NA,NA,-33.333,NA,NA,NA,NA,NA,NA,NA
176110,-0.703863,5,3.38401,NA,NA,NA,NA,NA,NA,-67.84,NA,NA,NA,NA
176385,-1.69215,4.7467,3.89811,NA,NA,NA,NA,-25.159,NA,NA,NA,NA,NA,NA
176435,-2.45152,2.88504,2.97439,NA,NA,NA,NA,-96.251,NA,NA,NA,NA,NA,NA
176727,-2.07285,2.53297,2.56407,NA,NA,-243.699,NA,NA,NA,NA,NA,NA,NA,NA
176986,-2.60853,3.82407,2.09368,NA,NA,-136.068,NA,NA,NA,NA,NA,NA,NA,NA
177112,-3.41652,5,2.67039,NA,-180.473,NA,NA,NA,NA,NA,NA,NA,NA,NA
177370,-1.62188,5,3.29505,NA,NA,NA,NA,NA,NA,-44.384,NA,NA,NA,NA
177403,-2.02057,4.80752,2.35,NA,NA,NA,-46.39,NA,NA,NA,NA,NA,NA,NA
177739,-1.40681,4.29607,1.89786,NA,NA,NA,NA,NA,NA,-81.965,NA,NA,NA,NA
177954,-0.925599,5,2.47435,NA,NA,NA,NA,NA,NA,-65.855,NA,NA,NA,NA
178185,-1.11545,4.56988,2.74444,NA,NA,NA,NA,-25.91,NA,NA,NA,NA,NA,NA
178369,-0.406585,5,3.6243,NA,NA,NA,NA,NA,NA,NA,-130.751,NA,NA,NA
178463,-1.30994,4.95933,4.30818,NA,NA,NA,NA,-45.698,NA,NA,NA,NA,NA,NA
178776,-2.58115,4.18767,3.53833,NA,NA,NA,NA,NA,NA,NA,-58.938,NA,NA,NA
178944,-2.57791,4.58459,3.19096,NA,NA,NA,NA,-34.887,NA,NA,NA,NA,NA,NA
179063,-2.44953,5,3.38671,NA,NA,NA,-31.871,NA,NA,NA,NA,NA,NA,NA
179384,-3.03704,4.56967,2.80055,NA,NA,NA,NA,NA,NA,-70.406,NA,NA,NA,NA
179462,-3.12358,4.36265,3.41178,NA,NA,NA,NA,NA,NA,NA,-104.934,NA,NA,NA
179719,-2.85721,4.04408,2.08789,NA,NA,NA,NA,NA,NA,NA,-119.224,NA,NA,NA
179991,-3.03887,4.72222,2.86301,NA,NA,NA,NA,NA,NA,NA,NA,-131.591,NA,NA
180141,-2.9332,5,5,NA,NA,NA,NA,NA,NA,-115.264,NA,NA,NA,NA
180337,-2.50796,4.77384,5,NA,NA,NA,NA,NA,NA,NA,-124.215,NA,NA,NA
180435,-2.87987,4.33219,4.8895,NA,NA,NA,NA,-94.722,NA,NA,NA,NA,NA,NA
180628,-1.42062,5,3.42511,NA,NA,NA,NA,NA,NA,-46.594,NA,NA,NA,NA
180929,-2.02793,4.83001,3.66206,NA,NA,NA,NA,NA,NA,NA,-57.9,NA,NA,NA
181101,-2.37718,5,3.02998,NA,NA,NA,-31.062,NA,NA,NA,NA,NA,NA,NA
181352,-1.75854,5,3.82572,NA,NA,-42.98,NA,NA,NA,NA,NA,NA,NA,NA
181529,-2.28502,4.89572,3.74409,NA,NA,-46.562,NA,NA,NA,NA,NA,NA,NA,NA
181800,-2.04938,4.7053,3.62143,NA,NA,NA,NA,NA,NA,-31.86,NA,NA,NA,NA
181812,-0.535542,5,2.86197,NA,NA,NA,NA,NA,NA,-87.585,NA,NA,NA,NA
182087,-1.6274,5,3.99523,NA,NA,NA,NA,-25.005,NA,NA,NA,NA,NA,NA
182324,-1.07749,5,4.73984,NA,NA,NA,NA,NA,NA,NA,-109.469,NA,NA,NA
182480,-0.748569,4.57187,4.80654,NA,NA,NA,NA,-91.98,NA,NA,NA,NA,NA,NA
182787,0.283859,5,5,NA,NA,NA,NA,NA,NA,NA,-304.446,NA,NA,NA
182961,-0.632667,4.10746,5,NA,NA,NA,NA,NA,NA,NA,-182.391,NA,NA,NA
183011,-1.13423,4.66802,3.95267,NA,NA,NA,NA,NA,NA,NA,NA,-121.401,NA,NA
183398,-1.22102,3.80254,5,NA,NA,NA,NA,-95.116,NA,NA,NA,NA,NA,NA
183561,-1.47027,4.19303,3.71423,NA,-60.334,NA,NA,NA,NA,NA,NA,NA,NA,NA
183668,-1.91037,3.94234,4.55211,NA,-88.317,NA,NA,NA,NA,NA,NA,NA,NA,NA
183864,-2.48491,5,3.3212,NA,NA,NA,-32.241,NA,NA,NA,NA,NA,NA,NA
184166,-2.43191,5,4.30559,NA,NA,NA,NA,-50.397,NA,NA,NA,NA,NA,NA
184320,-2.27109,5,3.15083,NA,NA,NA,NA,NA,NA,-34.777,NA,NA,NA,NA
184526,-2.39902,5,3.3178,NA,NA,NA,NA,-29.408,NA,NA,NA,NA,NA,NA
184721,-2.5708,4.93842,3.87895,NA,NA,NA,NA,NA,NA,-49.447,NA,NA,NA,NA
184905,-2.89224,5,4.72696,-197.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185028,-1.29508,4.89886,4.16009,NA,NA,-38.244,NA,NA,NA,NA,NA,NA,NA,NA
185206,-1.86971,4.74893,4.79497,NA,NA,NA,-58.809,NA,NA,NA,NA,NA,NA,NA
185557,-0.775818,5,5,NA,NA,NA,NA,NA,NA,-128.801,NA,NA,NA,NA
185706,-1.55462,5,5,NA,NA,-81.448,NA,NA,NA,NA,NA,NA,NA,NA
185818,-1.56899,5,4.83685,NA,NA,NA,-67.159,NA,NA,NA,NA,NA,NA,NA
186180,-1.49371,4.47411,4.38745,NA,NA,NA,-34.994,NA,NA,NA,NA,NA,NA,NA
186211,-1.81351,4.79344,5,NA,NA,NA,NA,NA,NA,-80.347,NA,NA,NA,NA
186594,-1.26865,5,5,NA,NA,NA,NA,-78.552,NA,NA,NA,NA,NA,NA
186697,-1.0817,4.80991,4.28185,NA,NA,NA,-43.368,NA,NA,NA,NA,NA,NA,NA
186879,-1.46428,5,3.70716,NA,NA,NA,NA,NA,NA,NA,-61.799,NA,NA,NA
187163,-0.93966,3.2876,4.26744,NA,NA,NA,NA,NA,NA,-103.985,NA,NA,NA,NA
187377,-1.11886,3.36801,3.92245,NA,NA,NA,NA,-70.234,NA,NA,NA,NA,NA,NA
187403,-1.83363,2.76475,3.39465,NA,NA,NA,NA,NA,NA,NA,NA,-119.007,NA,NA
187710,-1.64914,4.44082,4.23439,NA,NA,NA,NA,NA,NA,-38.256,NA,NA,NA,NA
187961,-2.21206,4.47893,3.419,NA,NA,NA,-14.783,NA,NA,NA,NA,NA,NA,NA
188073,-2.41053,3.69041,4.64301,NA,NA,NA,NA,-76.082,NA,NA,NA,NA,NA,NA
188254,-3.56555,4.31677,5,NA,NA,NA,-147.528,NA,NA,NA,NA,NA,NA,NA
188485,-2.84291,5,4.06666,NA,NA,-68.333,NA,NA,NA,NA,NA,NA,NA,NA
188621,-3.05369,3.73951,2.45047,NA,-274.173,NA,NA,NA,NA,NA,NA,NA,NA,NA
188940,-3.45148,4.10753,3.25463,NA,-189.741,NA,NA,NA,NA,NA,NA,NA,NA,NA
189004,-2.94244,4.61336,2.32564,NA,NA,NA,NA,-76.402,NA,NA,NA,NA,NA,NA
189299,-3.08611,4.37585,2.88378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-154.431
189451,-1.77476,4.36322,2.57851,NA,NA,NA,NA,NA,NA,NA,NA,-96.083,NA,NA
189662,-3.25137,4.17088,3.60338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-166.958
189915,-2.51707,3.77194,3.28033,NA,NA,NA,NA,NA,NA,-43.622,NA,NA,NA,NA
190145,-2.56166,3.43127,3.91488,NA,NA,NA,-78.218,NA,NA,NA,NA,NA,NA,NA
190205,-1.95679,2.54104,4.55235,NA,NA,NA,-140.867,NA,NA,NA,NA,NA,NA,NA
190563,-2.10118,3.71261,4.44898,NA,NA,-84.08,NA,NA,NA,NA,NA,NA,NA,NA
190610,-3.37821,4.20932,5,NA,-185.893,NA,NA,NA,NA,NA,NA,NA,NA,NA
190884,-1.89097,4.15608,5,NA,NA,NA,NA,NA,NA,-78.533,NA,NA,NA,NA
191189,-2.10063,4.39284,4.97137,NA,-101.644,NA,NA,NA,NA,NA,NA,NA,NA,NA
191233,-1.53667,4.67212,4.5566,NA,NA,-62.711,NA,NA,NA,NA,NA,NA,NA,NA
191485,-2.63508,4.86845,4.29666,NA,NA,NA,-58.312,NA,NA,NA,NA,NA,NA,NA
191756,-2.75831,4.69731,3.6789,NA,NA,NA,NA,-42.525,NA,NA,NA,NA,NA,NA
191894,-1.8525,4.28503,2.19876,NA,NA,NA,-58.715,NA,NA,NA,NA,NA,NA,NA
192133,-0.759997,4.79041,2.81788,NA,NA,-62.594,NA,NA,NA,NA,NA,NA,NA,NA
192337,0.0846847,5,4.00743,NA,NA,NA,NA,NA,NA,NA,-195.933,NA,NA,NA
192470,-1.89357,4.86637,5,NA,NA,NA,NA,NA,NA,NA,NA,-158.003,NA,NA
192641,-1.80688,5,5,NA,NA,NA,NA,-78.123,NA,NA,NA,NA,NA,NA
192931,-2.45487,3.92357,4.7214,NA,NA,NA,NA,NA,NA,-83.604,NA,NA,NA,NA
193030,-1.95687,4.16345,5,NA,NA,NA,NA,NA,NA,NA,-97.607,NA,NA,NA
193323,-2.17671,4.54376,4.76073,NA,NA,NA,NA,NA,NA,NA,-106.47,NA,NA,NA
193480,-0.369994,4.20811,3.98954,NA,NA,NA,NA,NA,NA,NA,NA,-240.396,NA,NA
193791,-1.5535,5,5,NA,NA,-77.724,NA,NA,NA,NA,NA,NA,NA,NA
193907,-2.07495,4.43094,5,-139.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194133,-1.42986,5,5,NA,-99.673,NA,NA,NA,NA,NA,NA,NA,NA,NA
194327,-2.23818,4.62434,4.27835,NA,NA,NA,NA,-36.812,NA,NA,NA,NA,NA,NA
194463,-2.93347,3.99094,4.94292,NA,NA,NA,NA,NA,NA,NA,-150.421,NA,NA,NA
194639,-2.39655,5,3.10668,NA,NA,NA,NA,NA,NA,NA,-58.843,NA,NA,NA
194987,-2.57229,4.53051,3.24857,NA,NA,NA,NA,NA,NA,NA,-62.865,NA,NA,NA
195184,-2.8566,3.49983,2.65234,NA,NA,NA,NA,NA,NA,-89.459,NA,NA,NA,NA
195303,-3.92002,4.51559,2.61455,NA,NA,NA,NA,NA,NA,NA,NA,-197.941,NA,NA
195570,-2.0632,3.61198,3.59141,NA,NA,NA,NA,NA,NA,NA,-79.64,NA,NA,NA
195767,-2.9636,3.22069,3.043,NA,NA,NA,NA,NA,NA,-94.307,NA,NA,NA,NA
195827,-3.13288,2.14182,3.56208,NA,NA,NA,NA,NA,NA,-189.243,NA,NA,NA,NA
196094,-2.72199,3.26572,4.13321,NA,NA,NA,NA,-82.875,NA,NA,NA,NA,NA,NA
196394,-1.96948,3.06051,3.53178,NA,NA,-103.131,NA,NA,NA,NA,NA,NA,NA,NA
196513,-2.34772,2.74977,3.30726,NA,NA,NA,NA,-91.927,NA,NA,NA,NA,NA,NA
196690,-1.99444,3.05752,3.94322,NA,NA,NA,NA,NA,NA,-79.216,NA,NA,NA,NA
196948,-2.42825,4.60589,3.66491,NA,NA,NA,NA,NA,NA,NA,-55.246,NA,NA,NA
197170,-2.29394,3.38337,4.3006,NA,NA,NA,NA,NA,NA,-81.857,NA,NA,NA,NA
197341,-1.72732,3.32733,3.80938,NA,NA,NA,NA,NA,NA,NA,-68.023,NA,NA,NA
197494,-2.14584,4.84805,2.96663,NA,NA,NA,NA,-22.647,NA,NA,NA,NA,NA,NA
197764,-3.16587,5,3.13038,NA,NA,NA,-72.115,NA,NA,NA,NA,NA,NA,NA
197928,-3.05629,5,3.08123,NA,NA,-78.435,NA,NA,NA,NA,NA,NA,NA,NA
198018,-2.78059,5,3.89773,NA,NA,NA,NA,NA,NA,NA,-91.76,NA,NA,NA
198329,-1.72115,4.80189,4.96045,NA,NA,NA,-71.035,NA,NA,NA,NA,NA,NA,NA
198441,-1.85166,4.87539,4.0544,NA,NA,NA,NA,-26.689,NA,NA,NA,NA,NA,NA
198603,-1.25345,4.91954,2.65499,NA,NA,NA,NA,NA,NA,-55.138,NA,NA,NA,NA
198815,-1.90285,4.35546,2.74966,NA,NA,NA,NA,NA,NA,NA,-71.142,NA,NA,NA
199010,-2.61718,4.43315,3.32555,NA,NA,NA,NA,NA,NA,-41.526,NA,NA,NA,NA
199329,-2.83895,4.56432,5,NA,NA,NA,NA,NA,NA,NA,-136.018,NA,NA,NA
199456,-4.08348,5,4.70185,NA,NA,NA,NA,-180.473,NA,NA,NA,NA,NA,NA
199652,-3.55251,4.11615,4.37014,NA,NA,NA,NA,NA,NA,-128.396,NA,NA,NA,NA
199999,-2.83722,4.20611,4.96374,NA,NA,NA,NA,-95.994,NA,NA,NA,NA,NA,NA
