id,x0,x1,x2,fitness-0.5,fitness0,fitness-2,fitness-3.5,fitness-3,fitness-1.5,fitness-2.5,fitness-1,fitness0.5,fitness1,fitness5,fitness4,fitness4.5,fitness3.5,fitness3,fitness2
127191,4.97608,-0.589307,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7770.91,NA,NA,NA,NA,NA
127214,5,-0.605145,4.72459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8307.485,NA,NA,NA,NA,NA
127454,3.90349,-0.773791,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2943.469,NA,NA,NA,NA,NA
127709,3.85194,-0.869199,4.9327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4851.041,NA,NA,NA,NA,NA
127936,5,-0.681346,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11922.494,NA,NA,NA
128045,5,-1.0435,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4847.02,NA,NA,NA,NA,NA
128212,5,-1.30821,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2235.543
128558,5,-0.781087,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4730.427,NA,NA,NA,NA
128754,5,0.363371,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3394.821,NA,NA,NA,NA,NA
128962,5,-0.556239,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5354.401,NA,NA,NA,NA,NA
129055,4.37711,-1.5081,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5475.909,NA,NA,NA,NA,NA
129239,4.69695,-2.00638,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5836.627,NA,NA,NA,NA,NA
129513,4.2548,-1.53063,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6380.994,NA,NA,NA,NA,NA
129638,4.46706,-1.25231,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531.382,NA,NA,NA
129988,5,-0.988002,4.71637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9134.14,NA,NA,NA
130016,5,-0.558945,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5497.296,NA,NA,NA,NA,NA
130262,5,-0.731153,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12334.288,NA,NA,NA,NA,NA
130471,4.33696,-1.37392,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6656.286,NA,NA,NA,NA,NA
130615,5,-2.01948,4.78064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6850.748,NA,NA,NA,NA,NA
130927,5,-0.712965,4.94761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17544.208,NA,NA,NA,NA,NA
131133,5,-0.923677,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11067.894,NA,NA,NA,NA,NA
131215,5,-1.49697,4.41332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4467.913,NA,NA,NA,NA,NA
131479,4.96923,-0.624114,4.59143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4104.82,NA,NA,NA,NA,NA
131723,5,-0.90135,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11496.165,NA,NA,NA,NA,NA
131965,5,-2.16606,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3368.948,NA,NA,NA,NA,NA
132035,3.2383,-1.20729,4.62409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1085.603,NA,NA,NA,NA,NA
132239,3.63776,-0.79651,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3052.23,NA,NA,NA,NA,NA
132545,3.43261,-1.49037,4.77865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2644.144,NA,NA,NA
132647,5,-1.54629,4.88902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8037.693,NA,NA,NA
132988,5,-0.721043,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12112.031,NA,NA,NA,NA,NA
133183,5,-0.903508,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11429.938,NA,NA,NA,NA,NA
133278,4.2982,-1.48448,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7020.717,NA,NA,NA,NA,NA
133410,5,-1.19285,4.87057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3610.114,NA,NA,NA
133621,5,-0.776282,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16698.024,NA,NA,NA,NA,NA
133968,3.83479,-1.47746,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386.502,NA,NA,NA
134103,4.45123,-1.44228,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3144.34,NA,NA,NA,NA,NA
134378,4.94757,-2.03748,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8516.971,NA,NA,NA,NA,NA
134561,5,-0.865966,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12392.655,NA,NA,NA,NA,NA
134688,5,-2.02057,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5535.073,NA,NA,NA,NA,NA
134956,5,-1.04717,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4629.622,NA,NA,NA,NA,NA
135126,5,-0.706649,4.93458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14505.977,NA,NA,NA,NA,NA
135386,4.84369,-0.66366,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13763.76,NA,NA,NA,NA,NA
135399,4.86771,-0.744984,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16766.345,NA,NA,NA,NA,NA
135617,5,-1.92221,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4793.473,NA,NA,NA,NA,NA
135815,4.7529,-0.564018,4.70175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6469.023,NA,NA,NA,NA,NA
136142,4.90762,-1.46337,4.22776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9003.269,NA,NA,NA,NA,NA
136213,4.81044,-0.550006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6510.846,NA,NA,NA,NA,NA
136422,5,-2.05412,4.83773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7076.592,NA,NA,NA,NA,NA
136788,5,-1.32604,4.33742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6028.114,NA,NA,NA,NA,NA
136797,4.78683,-0.9717,4.81192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14170.954,NA,NA,NA,NA,NA
137004,4.86005,-0.965304,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12026.549,NA,NA,NA,NA,NA
137354,5,-2.24443,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1305.2,NA,NA,NA,NA,NA
137420,4.67907,-0.690687,4.91212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10328.672,NA,NA,NA
137640,5,-0.645004,4.82883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16264.085,NA,NA,NA,NA,NA
137817,5,-0.858181,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12540.502,NA,NA,NA,NA,NA
138095,5,-0.677649,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10853.723,NA,NA,NA,NA,NA
138233,5,-0.93751,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10222.059,NA,NA,NA,NA,NA
138561,5,-0.87449,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12210.017,NA,NA,NA,NA,NA
138620,4.34408,-1.26593,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4647.483,NA,NA,NA,NA,NA
138989,5,-2.14926,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3763.253,NA,NA,NA,NA,NA
139163,5,-0.896703,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9417.917,NA,NA,NA
139301,4.83818,-0.768631,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17117.514,NA,NA,NA,NA,NA
139435,5,-0.82511,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12962.851,NA,NA,NA,NA,NA
139662,4.80346,-0.726226,4.90207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20432.351,NA,NA,NA,NA,NA
139962,5,-1.00732,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6901.983,NA,NA,NA,NA,NA
140103,5,-2.04635,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7191.235,NA,NA,NA,NA,NA
140201,4.11291,-1.38729,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4275.615,NA,NA,NA,NA,NA
140492,4.19995,-0.330025,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3705.569,NA,NA,NA,NA,NA
140625,4.72191,-1.01329,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6905.812,NA,NA,NA,NA,NA
140959,4.82745,-1.3093,4.17046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7520.632,NA,NA,NA,NA,NA
141024,4.87209,-0.692767,4.72968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16290.15,NA,NA,NA,NA,NA
141283,5,-0.620027,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10619.637,NA,NA,NA,NA,NA
141474,5,-1.03184,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5527.893,NA,NA,NA,NA,NA
141641,4.2128,-0.302064,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3730.048,NA,NA,NA
141948,3.81988,0.434042,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955.686,NA,NA,NA,NA,NA
142166,4.71751,-0.846512,4.96571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14980.586,NA,NA,NA,NA,NA
142235,4.76695,-0.680021,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13136.804,NA,NA,NA,NA,NA
142590,5,-0.868003,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12921.802,NA,NA,NA,NA,NA
142789,5,-1.80778,4.97751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1616.357,NA,NA,NA,NA,NA
142923,5,-1.10001,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389.248,NA,NA,NA,NA,NA
143069,5,-1.35503,4.26904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7757.298,NA,NA,NA
143317,4.592,-1.65071,4.21664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394.124,NA,NA,NA,NA,NA
143458,5,-1.48612,4.22644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6760.582,NA,NA,NA,NA,NA
143694,5,-1.55674,3.14559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400.04,NA,NA,NA,NA,NA
143833,4.27196,-1.28717,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5651.195,NA,NA,NA,NA,NA
144061,5,-1.94022,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6759.393,NA,NA,NA,NA,NA
144231,5,-2.00612,4.81433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7229.054,NA,NA,NA,NA,NA
144550,5,-0.527787,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3828.541,NA,NA,NA,NA,NA
144726,4.83566,-1.83376,4.98178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3472.128,NA,NA,NA,NA,NA
144956,5,-0.797834,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13591.171,NA,NA,NA
145102,5,-0.279439,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2093.109,NA,NA,NA
145352,4.69333,-1.31616,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5842.624,NA,NA,NA
145531,5,-0.858974,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2586.437,NA,NA,NA
145603,5,-0.660582,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10327.792,NA,NA,NA
145949,5,-0.609079,4.81181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13300.961,NA,NA,NA,NA,NA
146138,4.95692,-0.807701,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15261.141,NA,NA,NA,NA,NA
146193,5,-0.870997,4.6567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9321.672,NA,NA,NA,NA,NA
146394,5,-2.03601,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5470.034,NA,NA,NA,NA,NA
146711,5,-0.992274,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7698.943,NA,NA,NA,NA,NA
146835,4.72824,-2.47698,4.1208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1343.826,NA,NA,NA,NA,NA
147123,5,-3.96908,3.69663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852.82,NA,NA,NA,NA,NA
147321,3.23483,-1.41455,3.88264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446.524,NA,NA,NA,NA,NA
147563,5,-0.790281,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13042.457,NA,NA,NA,NA,NA
147769,5,-1.01144,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6677.239,NA,NA,NA,NA,NA
147860,5,-0.493663,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977.686,NA,NA,NA,NA,NA
148136,5,-1.36875,4.27912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7105.043,NA,NA,NA,NA,NA
148226,5,-0.856742,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12565.832,NA,NA,NA,NA,NA
148515,5,-0.740608,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12516.32,NA,NA,NA,NA,NA
148678,5,-0.279629,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4177.02,NA,NA,NA,NA
148798,5,-0.278709,4.25493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5185.336,NA,NA,NA,NA,NA
149021,5,-0.975932,4.65669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6461.657,NA,NA,NA,NA,NA
149368,4.85826,-0.105661,4.33772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5362.276,NA,NA,NA,NA,NA
149470,4.89406,0.28812,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4309.929,NA,NA,NA,NA,NA
149659,5,-0.862845,4.88915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16400.421,NA,NA,NA,NA,NA
149978,4.91655,-0.843521,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17899.694,NA,NA,NA,NA,NA
150034,4.16033,-1.31395,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5963.101,NA,NA,NA,NA,NA
150304,4.33118,-1.52202,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6201.986,NA,NA,NA,NA,NA
150524,4.95397,-2.10709,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5445.935,NA,NA,NA,NA,NA
150626,5,-0.797659,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13056.913,NA,NA,NA,NA,NA
150938,5,-0.710465,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12362.856,NA,NA,NA
151102,5,-0.709237,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14950.763,NA,NA,NA,NA,NA
151239,5,-0.664107,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10368.139,NA,NA,NA,NA,NA
151560,5,-0.721621,4.82548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10303.403,NA,NA,NA
151781,5,-0.948495,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9769.262,NA,NA,NA,NA,NA
151915,5,-0.942904,4.79049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12598.886,NA,NA,NA,NA,NA
152139,5,-0.912514,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11139.761,NA,NA,NA,NA,NA
152198,4.94451,-0.842496,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19616.29,NA,NA,NA,NA,NA
152517,5,0.275136,4.83571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4203.608,NA,NA,NA,NA,NA
152637,4.76434,-0.280565,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4622.337,NA,NA,NA
152840,5,-0.643828,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9567.949,NA,NA,NA,NA,NA
153172,5,-0.910532,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11205.516,NA,NA,NA,NA,NA
153351,5,-1.4031,4.28449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7347.826,NA,NA,NA,NA,NA
153506,4.85568,-0.143357,4.35449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5537.225,NA,NA,NA,NA,NA
153705,4.60557,-0.783147,3.70374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2141.515,NA,NA,NA,NA,NA
153914,5,-0.744007,4.71386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16825.335,NA,NA,NA,NA,NA
154135,5,-0.574604,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6313.175,NA,NA,NA,NA,NA
154235,4.98406,-0.91562,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11797.246,NA,NA,NA,NA,NA
154431,5,-2.08255,4.90984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6449.624,NA,NA,NA,NA,NA
154713,4.82751,-2.94156,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3983.407,NA,NA,NA,NA,NA
154853,5,-0.875293,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12191.703,NA,NA,NA,NA,NA
155113,5,-0.796262,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13055.463,NA,NA,NA,NA,NA
155236,4.93431,-0.753508,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15719.29,NA,NA,NA,NA,NA
155500,5,-1.00618,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6963.695,NA,NA,NA,NA,NA
155604,5,-0.701263,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11597.634,NA,NA,NA,NA,NA
155872,5,-0.864532,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12421.255,NA,NA,NA,NA,NA
156139,5,-0.812161,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13036.315,NA,NA,NA,NA,NA
156281,4.74303,-1.2392,4.88647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6370.21,NA,NA,NA
156556,5,-0.810413,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13312.637,NA,NA,NA,NA,NA
156630,5,-0.892991,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11740.417,NA,NA,NA,NA,NA
156980,5,-0.809133,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13045.995,NA,NA,NA,NA,NA
157019,3.76543,-0.737282,3.89912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1442.767,NA,NA,NA,NA,NA
157274,4.68996,-0.631052,4.95098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9823.982,NA,NA,NA,NA,NA
157550,4.81305,-0.534541,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5451.749,NA,NA,NA,NA,NA
157675,5,-2.22314,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1886.352,NA,NA,NA,NA,NA
157915,5,-1.9479,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6059.734,NA,NA,NA,NA,NA
158095,5,-0.752796,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15777.127,NA,NA,NA,NA,NA
158299,5,-0.727103,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15432.759,NA,NA,NA,NA,NA
158399,4.74388,-2.03905,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6161.081,NA,NA,NA,NA,NA
158689,5,-2.10782,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4606.169,NA,NA,NA,NA,NA
158914,4.97556,-3.05095,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3437.364,NA,NA,NA,NA,NA
158993,5,-0.840745,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14019.795,NA,NA,NA,NA,NA
159200,5,0.437744,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2659.741,NA,NA,NA,NA,NA
159575,4.84632,-0.775998,3.86455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5472.033,NA,NA,NA,NA,NA
159690,5,-0.83717,3.85707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3987.595,NA,NA,NA,NA,NA
159894,4.67501,-1.01241,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7142.799,NA,NA,NA,NA,NA
160039,5,-0.571798,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7452.729,NA,NA,NA,NA,NA
160279,5,-0.744447,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12582.969,NA,NA,NA,NA,NA
160583,5,-1.28203,4.48642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036.445,NA,NA,NA,NA,NA
160684,4.66831,-0.981731,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6713.194,NA,NA,NA,NA,NA
160826,4.44067,-1.46317,4.69172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4400.592,NA,NA,NA,NA,NA
161106,3.88557,-0.743599,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3307.745,NA,NA,NA,NA,NA
161299,4.82328,-0.902926,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15033.563,NA,NA,NA,NA,NA
161513,5,0.371647,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3351.335,NA,NA,NA,NA,NA
161618,5,-0.667528,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7104.605,NA,NA,NA
161807,5,-1.47734,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5048.478,NA,NA,NA,NA
162092,4.97619,0.19498,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2058.784,NA,NA,NA,NA,NA
162374,5,-0.239324,4.70964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1751.535,NA,NA,NA,NA
162406,4.72622,-0.798005,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13928.886,NA,NA,NA,NA,NA
162721,5,-0.728173,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12271.71,NA,NA,NA,NA,NA
162844,5,-0.944514,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9936.7,NA,NA,NA,NA,NA
163041,5,-0.832888,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12893.759,NA,NA,NA,NA,NA
163237,5,-0.661345,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10264.15,NA,NA,NA,NA,NA
163565,4.79271,-0.638299,4.80088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15106.315,NA,NA,NA,NA,NA
163618,4.91258,-0.842793,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16397.024,NA,NA,NA,NA,NA
163809,4.85663,-1.49848,4.31826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11885.237,NA,NA,NA,NA,NA
164091,5,-0.0804401,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3978.933,NA,NA,NA
164342,5,-0.743513,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12567.143,NA,NA,NA,NA,NA
164503,5,-0.117143,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2836.227,NA,NA,NA
164670,5,-0.760207,4.94779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17905.541,NA,NA,NA,NA,NA
164919,5,-0.915955,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11023.098,NA,NA,NA,NA,NA
165001,3.9083,-0.755747,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2528.793,NA,NA,NA
165267,3.7535,-0.829856,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6284.652,NA,NA,NA,NA,NA
165437,5,-1.02314,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6025.095,NA,NA,NA,NA,NA
165601,4.97035,-0.834647,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7017.391,NA,NA,NA
165954,5,-2.24012,4.89436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865.657,NA,NA,NA,NA,NA
166072,5,-2.97219,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3194.288,NA,NA,NA,NA,NA
166209,5,-1.0527,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4299.524,NA,NA,NA,NA,NA
166506,5,-0.647979,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9738.476,NA,NA,NA,NA,NA
166784,5,1.38688,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2391.978,NA,NA,NA,NA,NA
166851,4.74721,-0.0764038,4.77316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5269.261,NA,NA,NA,NA
166993,4.66571,-0.967902,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7145.943,NA,NA,NA,NA,NA
167373,4.8836,-1.91294,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7571.759,NA,NA,NA,NA,NA
167453,5,-2.17138,4.97947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3522.927,NA,NA,NA,NA,NA
167713,4.7899,-0.623092,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10906.943,NA,NA,NA,NA,NA
167901,5,-1.09488,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1709.495,NA,NA,NA,NA,NA
168169,5,-0.762351,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12837.184,NA,NA,NA,NA,NA
168246,5,-0.900268,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11528.883,NA,NA,NA,NA,NA
168503,4.95791,0.289528,4.71649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5263.671,NA,NA,NA,NA,NA
168742,5,0.138109,4.93417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624.171,NA,NA,NA,NA,NA
168961,5,-0.774602,3.74736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4746.902,NA,NA,NA,NA,NA
169173,5,-0.82022,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14346.708,NA,NA,NA,NA,NA
169247,5,-0.798253,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15239.996,NA,NA,NA,NA,NA
169440,4.77277,-0.8646,4.95998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17525.572,NA,NA,NA,NA,NA
