id,x0,x1,x2,fitness-0.5,fitness-2.5,fitness-3,fitness-4.5,fitness-5,fitness-4,fitness-3.5,fitness-2
181524,-2.17289,4.95613,-4.76152,NA,NA,NA,-72.904,NA,NA,NA,NA
181709,-1.31536,4.50483,-4.69854,NA,NA,NA,-60.937,NA,NA,NA,NA
181867,-2.23395,4.87097,-3.68255,NA,NA,NA,-103.09,NA,NA,NA,NA
182129,-1.56499,4.13232,-4.55677,NA,NA,NA,NA,-51.125,NA,NA,NA
182300,-1.50603,3.50627,-4.51926,NA,NA,NA,NA,NA,NA,-97.174,NA
182459,-1.9714,4.32477,-4.5767,NA,NA,NA,NA,NA,-60.514,NA,NA
182793,-2.70892,3.49834,-4.8343,NA,NA,NA,NA,NA,-98.997,NA,NA
182950,-1.33477,3.267,-4.20395,NA,NA,NA,-107.031,NA,NA,NA,NA
183046,-2.76759,4.64207,-4.9717,NA,NA,NA,NA,-75.79,NA,NA,NA
183293,-3.06113,4.79293,-4.29939,NA,NA,NA,NA,-102.963,NA,NA,NA
183571,-1.46226,3.22822,-3.69693,NA,NA,NA,-115.011,NA,NA,NA,NA
183770,-1.69009,3.41733,-3.86267,NA,NA,NA,NA,-68.411,NA,NA,NA
183852,-1.57407,4.41388,-4.93225,NA,NA,NA,NA,-47.975,NA,NA,NA
184026,-1.56306,4.89671,-4.82386,NA,NA,NA,-71.163,NA,NA,NA,NA
184298,-1.42664,3.69561,-4.05731,NA,NA,NA,NA,NA,-103.036,NA,NA
184480,-1.83853,3.84202,-4.39206,NA,NA,NA,NA,-45.211,NA,NA,NA
184697,-3.50701,4.45922,-4.78207,NA,NA,NA,-111.335,NA,NA,NA,NA
184968,-2.79094,3.57646,-4.61549,NA,NA,NA,-71.253,NA,NA,NA,NA
185011,-1.9402,4.57921,-4.68912,NA,NA,NA,NA,NA,NA,-68.13,NA
185333,-1.85992,3.29259,-4.6513,NA,NA,NA,NA,NA,-58.066,NA,NA
185537,-1.86363,2.89654,-4.28504,NA,NA,NA,NA,-103.263,NA,NA,NA
185615,-1.54977,3.93675,-4.3537,NA,NA,NA,-37.081,NA,NA,NA,NA
185852,-1.24741,3.98381,-4.57686,NA,NA,NA,-42.329,NA,NA,NA,NA
186058,-2.93643,4.22314,-4.84186,NA,NA,NA,NA,NA,-83.191,NA,NA
186322,-2.16699,4.18698,-4.76693,NA,NA,NA,-46.42,NA,NA,NA,NA
186589,-2.35361,4.10661,-4.82843,NA,NA,NA,-56.526,NA,NA,NA,NA
186782,-2.16636,3.69361,-4.7658,NA,NA,NA,NA,NA,-45.135,NA,NA
186966,-2.35229,4.20014,-4.185,NA,NA,NA,NA,NA,-73.904,NA,NA
187140,-2.48089,4.98777,-4.79386,NA,NA,NA,NA,NA,-82.531,NA,NA
187359,-2.39762,3.60871,-4.7803,NA,NA,NA,NA,NA,NA,-77.885,NA
187437,-2.57656,4.69527,-3.785,NA,NA,NA,-114.668,NA,NA,NA,NA
187725,-1.86064,4.4164,-4.20065,NA,NA,NA,-64.647,NA,NA,NA,NA
187807,-2.73142,4.16719,-4.73592,NA,NA,NA,-63.641,NA,NA,NA,NA
188023,-2.35043,4.35899,-4.34047,NA,NA,NA,-50.283,NA,NA,NA,NA
188308,-1.87408,4.61833,-4.35746,NA,NA,NA,-62.379,NA,NA,NA,NA
188544,-3.00255,2.85898,-4.87589,NA,NA,NA,NA,NA,-141.866,NA,NA
188709,-3.47964,3.49343,-4.82573,NA,NA,NA,NA,NA,NA,-113.766,NA
188820,-2.06484,4.17463,-4.21796,NA,NA,NA,-56.028,NA,NA,NA,NA
189078,-1.02476,4.68551,-4.90065,NA,NA,NA,-57.629,NA,NA,NA,NA
189359,-1.44888,4.95777,-4.35655,NA,NA,NA,NA,NA,-97.327,NA,NA
189421,-1.706,4.86537,-4.86012,NA,NA,NA,-61.714,NA,NA,NA,NA
189654,-1.79427,4.23315,-4.73281,NA,NA,NA,NA,NA,-40.551,NA,NA
189908,-1.94645,4.48597,-4.05633,NA,NA,NA,NA,-74.767,NA,NA,NA
190040,-2.04724,3.06811,-4.13021,NA,NA,NA,NA,NA,-116.058,NA,NA
190355,-1.88405,4.17354,-4.47057,NA,NA,NA,-44.099,NA,NA,NA,NA
190578,-2.24595,4.49486,-4.06351,NA,NA,NA,NA,NA,-83.575,NA,NA
190730,-2.63615,3.39978,-4.76782,NA,NA,NA,NA,NA,-51.795,NA,NA
190861,-2.20399,4.44894,-4.54238,NA,NA,NA,NA,NA,-58.524,NA,NA
191090,-2.18381,4.14345,-4.16221,NA,NA,NA,-62.92,NA,NA,NA,NA
191387,-2.56906,2.77554,-4.81078,NA,NA,NA,NA,NA,-102.508,NA,NA
191464,-2.83737,3.76043,-4.82667,NA,NA,NA,NA,NA,-87.215,NA,NA
191636,-3.3806,4.19743,-4.47712,NA,NA,NA,NA,NA,NA,-126.139,NA
191819,-2.06479,4.16231,-4.27384,NA,NA,NA,NA,NA,NA,-87.766,NA
192069,-0.91631,4.34447,-4.56295,NA,NA,NA,NA,-92.146,NA,NA,NA
192388,-2.20857,4.18032,-4.59082,NA,NA,NA,NA,-54.741,NA,NA,NA
192458,-1.79185,4.29678,-3.71312,NA,NA,NA,-107.616,NA,NA,NA,NA
192706,-1.7795,4.63311,-4.43594,NA,NA,NA,NA,NA,-70.068,NA,NA
192815,-2.35592,3.76955,-4.83858,NA,NA,NA,-36.745,NA,NA,NA,NA
193078,-2.44381,4.44121,-4.03081,NA,NA,NA,NA,NA,-84.531,NA,NA
193331,-2.87798,4.17826,-4.9149,NA,NA,NA,NA,-68.092,NA,NA,NA
193562,-3.50231,3.79223,-3.91186,NA,NA,NA,-119.246,NA,NA,NA,NA
193721,-3.11389,3.96627,-4.57307,NA,NA,NA,-83.364,NA,NA,NA,NA
193841,-2.73013,4.79298,-4.80358,NA,NA,NA,NA,-78.461,NA,NA,NA
194117,-1.72714,4.70144,-4.7355,NA,NA,NA,-51.735,NA,NA,NA,NA
194270,-2.39364,4.16089,-4.58277,NA,NA,NA,-55.296,NA,NA,NA,NA
194497,-1.81215,3.3855,-4.49018,NA,NA,NA,-32.901,NA,NA,NA,NA
194722,-1.27493,3.75626,-4.57678,NA,NA,NA,NA,NA,-22.093,NA,NA
194803,-1.89321,4.09972,-4.2387,NA,NA,NA,NA,-56.819,NA,NA,NA
195140,-1.55358,4.29983,-4.81568,NA,NA,NA,-37.794,NA,NA,NA,NA
195390,-1.2731,4.80601,-3.75714,NA,NA,NA,NA,-107.023,NA,NA,NA
195598,-1.34761,4.0784,-4.57324,NA,NA,NA,NA,NA,-52.989,NA,NA
195740,-2.2987,4.35581,-4.16419,NA,NA,NA,NA,-81.575,NA,NA,NA
195936,-2.73107,4.63645,-4.8944,NA,NA,NA,NA,NA,NA,-91.718,NA
196043,-2.14238,3.84289,-4.43535,NA,NA,NA,NA,-55.757,NA,NA,NA
196319,-2.411,3.42391,-3.99263,NA,NA,NA,NA,NA,-99.516,NA,NA
196487,-2.24906,3.59611,-4.35847,NA,NA,NA,-57.946,NA,NA,NA,NA
196765,-2.01611,4.96313,-4.68907,NA,NA,NA,NA,-77.405,NA,NA,NA
196900,-1.75771,4.40793,-4.97172,NA,NA,NA,-47.226,NA,NA,NA,NA
197079,-2.33687,4.97286,-3.61108,NA,NA,NA,-119.974,NA,NA,NA,NA
197271,-2.03209,4.8577,-4.53384,NA,NA,NA,NA,-74.713,NA,NA,NA
197422,-3.02981,4.44933,-4.25332,NA,NA,NA,-89.544,NA,NA,NA,NA
197779,-3.28305,4.52824,-4.54563,NA,NA,NA,-100.126,NA,NA,NA,NA
197875,-3.05029,4.52155,-4.87448,NA,NA,NA,NA,NA,NA,-100.377,NA
198073,-2.27928,4.19204,-4.12611,NA,NA,NA,NA,NA,-91.492,NA,NA
198366,-3.48451,3.63752,-4.9738,NA,NA,NA,-103.267,NA,NA,NA,NA
198515,-2.92344,4.73554,-4.33548,NA,NA,NA,NA,-88.192,NA,NA,NA
198606,-3.06069,4.11568,-4.56176,NA,NA,NA,NA,NA,-87.825,NA,NA
198870,-2.53485,4.26622,-4.787,NA,NA,NA,-51.029,NA,NA,NA,NA
199122,-2.53764,4.2234,-4.29066,NA,NA,NA,NA,NA,NA,-80.79,NA
199367,-2.53537,4.65361,-4.75198,NA,NA,NA,NA,NA,-72.612,NA,NA
199553,-2.41284,4.24427,-3.77267,NA,NA,NA,-85.63,NA,NA,NA,NA
199709,-2.01563,3.48192,-4.88966,NA,NA,NA,NA,-66.011,NA,NA,NA
200000,-2.4111,2.8183,-4.11634,NA,NA,NA,-121.278,NA,NA,NA,NA
