id,x0,x1,x2,fitness-1.5,fitness-1,fitness-0.5,fitness-2,fitness-3,fitness0,fitness-4,fitness-5,fitness0.5,fitness2,fitness1.5,fitness3,fitness3.5,fitness4.5,fitness4,fitness2.5,fitness1,fitness-2.5,fitness-4.5,fitness-3.5,fitness5
98878,-0.339608,-4.68787,-2.19375,NA,70.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99086,0.348588,-4.36547,-1.30325,1045.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99316,-0.0385421,-4.86596,-3.15652,NA,254.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99554,-0.601319,-3.93384,-1.5252,NA,NA,1339.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99627,-1.37652,-3.72891,-0.0889365,NA,NA,43.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99879,-1.38862,-3.42623,0.900734,NA,NA,NA,NA,NA,NA,NA,NA,370.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100150,1.02909,-3.24261,-0.0938774,NA,NA,NA,NA,NA,NA,NA,NA,-7.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100364,0.257446,-3.68253,2.57074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100488,-0.458318,-2.91293,0.735559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100748,-0.153075,-3.05537,1.00555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100827,0.409619,-2.99662,2.32237,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101022,0.822145,-3.03708,2.34722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101281,1.07183,-1.80911,1.80594,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101461,2.27121,-1.22149,2.35076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.867,NA,NA,NA,NA,NA
101712,0.853743,-0.584818,2.1376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101924,0.688564,-1.94304,3.71738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.679,NA,NA,NA,NA,NA
102014,0.462292,-0.744439,1.63297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.172,NA,NA,NA,NA,NA,NA
102299,3.07753,-0.173054,2.02317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.096,NA,NA,NA,NA,NA,NA,NA,NA,NA
102416,2.79904,-0.825891,0.411389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.326,NA,NA,NA,NA,NA
102715,4.08019,-0.381829,0.050701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.415,NA,NA,NA,NA,NA,NA,NA,NA
102809,3.47404,-1.34922,0.676148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.124
103138,4.47224,-1.82523,0.251256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.77,NA,NA,NA,NA,NA,NA
103334,4.06444,-2.08134,1.50525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.185,NA,NA,NA,NA,NA,NA,NA
103491,3.06504,-1.89684,3.1243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.256,NA,NA,NA,NA,NA,NA
103638,2.41951,-1.93931,2.52422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.268
103865,3.50043,-0.428353,1.62986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.144,NA,NA,NA,NA,NA,NA
104005,2.81682,-0.568367,1.14524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.169,NA,NA,NA,NA,NA,NA
104359,2.09116,-2.60214,-0.231169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.523,NA,NA,NA,NA,NA,NA
104588,1.63528,-3.52566,-0.257834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.781,NA,NA,NA,NA,NA,NA,NA,NA,NA
104645,1.90947,-1.76207,-0.23977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.39,NA,NA,NA,NA,NA,NA,NA
104915,1.03262,-1.70475,0.957162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.649,NA,NA,NA,NA,NA,NA,NA,NA
105078,0.12499,-0.623014,0.479632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.223,NA,NA,NA,NA,NA,NA,NA,NA
105392,1.56552,-1.40155,-0.241206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.486,NA,NA,NA,NA,NA,NA
105476,1.3375,-1.53053,-0.853117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1397.145,NA,NA,NA,NA,NA,NA,NA,NA
105704,1.31065,-0.0413709,-1.37338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2101.688
105801,2.17326,0.0199815,-2.27415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.755,NA,NA,NA,NA,NA,NA,NA
106130,1.43836,-0.110636,-1.30677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591.17,NA,NA,NA,NA,NA,NA
106210,2.33637,-0.38288,-0.487542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.065,NA,NA,NA,NA,NA,NA,NA,NA
106441,1.76168,-0.214609,-2.15305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.745,NA,NA,NA,NA,NA
106610,2.27244,0.775498,-0.788008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.617,NA,NA,NA,NA,NA,NA,NA,NA
106821,4.80153,2.09097,-1.73913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.532,NA,NA,NA,NA,NA
107074,4.45392,1.33273,-4.18041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.279,NA,NA,NA,NA
107311,3.35475,1.63984,-4.37402,NA,NA,NA,NA,NA,75.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107538,3.86803,0.495943,-4.49846,NA,NA,NA,NA,NA,87.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107761,3.64355,1.08124,-3.88297,NA,NA,NA,NA,NA,NA,NA,NA,-2.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107809,4.69576,2.17935,-4.71497,NA,NA,-6.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108068,3.03682,2.87607,-4.96393,NA,NA,NA,3.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108323,1.9463,2.51211,-4.11574,-26.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108551,4.05699,2.29191,-4.02404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.507,NA,NA,NA
108637,3.63308,3.08511,-4.06125,NA,NA,NA,NA,NA,-29.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108917,3.11259,3.95822,-3.18144,NA,NA,32.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109079,3.60442,4.79289,-4.12034,NA,NA,NA,NA,NA,314.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109386,3.52962,4.206,-3.33436,NA,NA,3.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109521,3.29582,3.01442,-4.93538,NA,NA,NA,NA,NA,NA,NA,NA,-2.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109647,3.8565,4.49818,-4.15767,NA,31.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109909,1.74377,4.08752,-4.31591,70.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009,1.21142,2.47466,-4.48336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.862,NA
110273,0.481136,3.19903,-2.55273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.775,NA,NA
110437,-1.03216,3.41105,-2.34872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.825,NA
110693,-0.402887,4.72532,-2.58705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.745,NA,NA
110938,0.730303,3.21697,-1.55536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.219,NA,NA
111052,1.16268,3.20452,-1.87597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.549,NA,NA
111385,1.23247,2.5353,-4.43873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.614,NA,NA
111466,0.800883,2.01421,-2.52296,NA,NA,NA,NA,NA,NA,NA,16.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111716,1.88989,3.84536,-3.54954,NA,NA,NA,NA,NA,NA,NA,13.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111817,1.23523,2.01705,-1.82114,NA,NA,NA,NA,6.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112051,0.83974,3.38384,-1.33725,390.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112339,1.61522,3.00264,-1.79836,NA,NA,NA,NA,NA,1.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112518,0.704942,1.95916,-2.18668,121.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112740,0.822285,0.540673,-0.790042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.753,NA
112962,0.991183,0.668279,-0.738367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.93,NA,NA
113006,0.36024,1.23864,-0.728906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.209,NA,NA
113342,0.220465,0.966451,-0.619145,NA,NA,NA,NA,NA,NA,NA,174.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113545,0.982499,1.1618,-1.04619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.865,NA,NA
113763,0.595981,-0.0552294,-0.788932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.44,NA,NA
113906,0.696146,1.61113,0.687388,NA,NA,NA,NA,11.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114042,2.25705,1.73523,0.900214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.199,NA,NA,NA
114241,0.522032,0.818045,-0.0547928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.356,NA,NA,NA
114563,2.12582,1.16241,-0.843239,NA,NA,NA,NA,-35.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114647,1.66853,-0.577248,-1.07505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-49.069,NA,NA
114960,0.207108,-1.47616,-0.811204,NA,NA,NA,NA,NA,NA,1163.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115159,-0.160567,-1.81395,-0.0267292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.041,NA,NA,NA
115350,-0.54454,-3.06258,0.736651,NA,NA,NA,353.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115566,-0.41803,-2.87289,0.522055,-56.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115754,-1.52705,-2.25883,0.261133,NA,NA,NA,232.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115891,-2.95736,-2.54343,0.467126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.461,NA,NA,NA
116187,-4.75719,-3.12195,0.547021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.116,NA,NA,NA
116212,-4.81465,-3.09838,0.220405,74.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116406,-2.89928,-3.49171,-1.33513,NA,NA,39.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116644,-1.48914,-4.17543,-1.20238,NA,256.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116876,-1.17863,-4.8005,-1.1719,132.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117146,-2.54404,-4.02186,0.224217,NA,393.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117381,-3.11328,-3.42556,1.06908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12,NA,NA,NA,NA
117583,-2.69674,-3.90273,-0.0627509,NA,NA,133.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117739,-2.33174,-4.96262,-0.715465,NA,NA,NA,NA,NA,54.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117938,-1.12197,-4.48588,-0.532943,NA,NA,NA,NA,NA,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118070,0.455903,-4.45486,-0.965947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-131.512,NA,NA,NA,NA
118213,1.19545,-3.04381,-0.0289112,NA,NA,NA,190.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118415,1.55354,-2.45568,-0.989619,NA,NA,NA,NA,15.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118663,1.58208,-1.25418,-2.17706,NA,NA,NA,NA,NA,NA,NA,-19.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118971,0.685043,-1.11367,-0.785229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.755,NA,NA
119136,0.912534,-1.18494,-1.61143,NA,NA,NA,NA,NA,NA,249.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119302,1.49732,-2.41669,-2.25171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.081,NA,NA
119521,1.62796,-4.26596,-3.21623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.818,NA,NA
119606,1.23813,-4.04411,-1.57941,NA,NA,NA,NA,NA,NA,NA,184.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119930,1.68006,-4.84087,-0.477703,NA,NA,NA,NA,NA,NA,12.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120142,3.73618,-4.21494,1.74854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.172,NA,NA,NA
120229,2.70702,-4.35875,1.81075,-104.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120580,2.69886,-4.7505,2.9731,NA,-0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120761,1.69176,-4.79939,3.5082,NA,NA,19.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120950,-0.0506411,-3.43842,2.3179,NA,NA,NA,NA,NA,130.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121185,2.1492,-3.18009,2.86573,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121378,2.3182,-4.20762,0.723997,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121512,2.23614,-4.91442,0.237909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.83,NA,NA,NA,NA
121624,3.34778,-4.10092,-0.277622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.45,NA,NA,NA,NA
121975,2.14942,-4.50063,0.481165,NA,NA,NA,NA,NA,NA,NA,NA,1.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122112,2.37105,-3.39063,0.562608,NA,17.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122273,0.719019,-3.99247,-0.393428,NA,178.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122443,-0.0608493,-4.76281,-0.297474,NA,NA,NA,NA,NA,318.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122722,-1.40296,-4.57485,0.781556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122955,-0.482077,-4.97731,0.40925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123025,0.134345,-4.35949,0.530763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA
123273,1.21602,-2.59971,0.794168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.139,NA,NA,NA,NA,NA,NA,NA
123577,0.981028,-1.78515,0.335015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.716,NA,NA,NA,NA,NA,NA
123714,0.610826,-1.05612,1.40035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.95,NA,NA,NA,NA,NA,NA
123941,3.23934,-2.9108,1.61734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.241,NA,NA,NA,NA,NA,NA,NA
124028,2.06349,-2.52751,-0.410684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.485,NA,NA,NA,NA,NA,NA,NA
124224,2.06606,-3.84132,-0.34629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.937,NA,NA,NA,NA,NA,NA,NA,NA
124405,0.0203376,-4.03709,-0.676313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718.345,NA,NA,NA,NA,NA,NA,NA
124796,0.323496,-3.67898,-0.233757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.824
124877,-0.852059,-3.33992,-0.267858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.239,NA,NA,NA,NA,NA,NA
125020,-1.53783,-3.07159,0.5485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.368,NA,NA,NA,NA,NA,NA,NA,NA
125323,-2.29281,-2.43909,0.308086,NA,NA,NA,NA,NA,NA,NA,NA,-0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125599,-2.03139,-2.54482,0.00894015,NA,NA,NA,NA,NA,-85.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125726,-1.64893,-2.31625,-1.24973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125894,-0.710882,-1.96049,0.683367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606.059,NA,NA,NA,NA,NA,NA,NA,NA
126029,-0.714255,-0.507093,0.3502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
126356,-1.12337,-1.18018,0.246473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.381,NA,NA,NA,NA,NA,NA,NA,NA
126430,-1.74855,-1.993,-0.567624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.279,NA,NA,NA,NA
126626,-1.09335,-2.11863,0.996379,NA,NA,NA,NA,NA,-50.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126868,-1.59905,-2.56761,1.30889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.656,NA,NA,NA,NA,NA,NA,NA,NA,NA
127135,-1.54046,-1.68178,2.03704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.411,NA,NA,NA,NA,NA,NA,NA
127306,-1.73878,-1.28243,3.31631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609.482
127417,-3.04857,-0.57,4.83828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1259.25,NA,NA,NA,NA,NA,NA,NA
127737,-2.08422,-0.894055,4.36006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.61,NA,NA,NA,NA,NA,NA,NA,NA
127844,-0.716083,-1.06982,4.89562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1582.421,NA,NA,NA,NA,NA,NA
128134,-0.304357,-0.0540033,4.31229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.586,NA,NA,NA,NA,NA,NA,NA,NA
128286,-1.61185,0.885711,4.15044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.726,NA,NA,NA,NA,NA,NA
128474,-1.65784,0.0317184,3.86211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.459,NA,NA,NA,NA,NA,NA
128725,-2.83114,0.625332,3.72991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.768,NA,NA,NA,NA,NA,NA
128851,-4.9097,-0.665688,2.72118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.498,NA,NA,NA,NA,NA,NA
129033,-4.40327,0.98916,2.19336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.315,NA,NA,NA,NA,NA,NA,NA,NA,NA
129308,-4.36462,1.57113,0.712382,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129456,-4.46231,0.879825,1.31044,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129694,-4.71829,1.27798,2.32751,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129905,-4.83869,0.51242,3.34815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.859,NA,NA,NA,NA,NA
130131,-3.91568,-0.629636,0.468042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.794,NA,NA,NA,NA,NA,NA
130323,-3.53863,-0.0883385,-1.43205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561.667,NA,NA,NA,NA,NA,NA,NA,NA
130505,-4.69509,0.258004,-2.61976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.645,NA,NA,NA,NA,NA,NA,NA
130678,-4.8508,0.220126,-3.55022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.438,NA,NA,NA,NA,NA,NA,NA
130821,-4.37985,0.559251,-4.0762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.696,NA,NA,NA,NA,NA,NA
131175,-3.791,-1.04631,-4.05899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.472,NA,NA,NA,NA,NA,NA
131252,-4.82286,-0.422625,-4.17105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,NA,NA,NA,NA
131410,-3.12136,-0.450966,-1.94341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.894,NA,NA,NA,NA,NA,NA
