id,x0,x1,x2,fitness4,fitness4.5,fitness7,fitness8,fitness7.5,fitness8.5,fitness6.5,fitness9,fitness9.5,fitness10
170363,7.81204,7.76425,7.91687,NA,NA,0.907,NA,NA,NA,NA,NA,NA,NA
170483,7.50525,7.22962,7.20042,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA
170647,7.61019,7.48777,7.0259,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA
170957,7.86395,8.0451,7.15774,NA,NA,NA,NA,0.906,NA,NA,NA,NA,NA
171041,8.04206,7.79244,7.88124,NA,NA,NA,NA,0.968,NA,NA,NA,NA,NA
171278,7.34938,8.07733,8.52288,NA,NA,0.761,NA,NA,NA,NA,NA,NA,NA
171584,7.87416,6.91997,7.99948,NA,NA,NA,0.845,NA,NA,NA,NA,NA,NA
171629,7.576,7.42545,7.84455,NA,NA,NA,NA,0.939,NA,NA,NA,NA,NA
171853,8.50016,7.3736,6.95933,NA,NA,NA,0.741,NA,NA,NA,NA,NA,NA
172107,8.60094,7.72111,7.03156,NA,NA,NA,NA,0.748,NA,NA,NA,NA,NA
172306,7.35455,7.04673,7.68245,NA,NA,NA,NA,0.851,NA,NA,NA,NA,NA
172530,7.81028,7.56659,7.42103,NA,NA,0.873,NA,NA,NA,NA,NA,NA,NA
172643,7.98551,7.675,7.51614,NA,NA,NA,NA,0.976,NA,NA,NA,NA,NA
172860,8.38797,7.27011,7.76896,NA,NA,0.812,NA,NA,NA,NA,NA,NA,NA
173131,7.63613,6.54901,7.61928,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA
173314,7.15525,7.07812,7.6823,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA
173410,7.98335,7.64646,7.94021,NA,NA,NA,0.933,NA,NA,NA,NA,NA,NA
173685,8.43097,8.2892,7.95689,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA
173830,8.18239,8.04756,7.45072,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA
174041,8.69891,8.04304,7.13039,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA
174378,7.59226,8.50619,8.07014,NA,NA,NA,0.817,NA,NA,NA,NA,NA,NA
174506,7.81636,7.936,7.14345,NA,NA,NA,NA,0.915,NA,NA,NA,NA,NA
174675,7.49105,7.34455,8.02139,NA,NA,NA,NA,NA,NA,0.733,NA,NA,NA
174904,7.15772,7.32834,7.89577,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA
175132,7.06749,7.29261,7.72043,NA,NA,NA,NA,NA,NA,0.672,NA,NA,NA
175276,7.37196,7.80306,8.14848,NA,NA,NA,0.899,NA,NA,NA,NA,NA,NA
175512,7.63767,7.36421,8.25532,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA
175653,7.18902,8.67507,7.51607,NA,NA,NA,NA,0.762,NA,NA,NA,NA,NA
175956,8.32921,7.77747,8.07194,NA,NA,NA,NA,NA,0.763,NA,NA,NA,NA
176007,7.93241,6.70215,7.87087,NA,NA,NA,0.764,NA,NA,NA,NA,NA,NA
176280,7.55168,7.24566,7.88167,NA,NA,NA,0.941,NA,NA,NA,NA,NA,NA
176458,7.25088,7.25864,7.94912,NA,NA,NA,NA,0.895,NA,NA,NA,NA,NA
176603,8.34206,7.3766,7.53494,NA,NA,NA,NA,NA,0.836,NA,NA,NA,NA
176963,7.91144,7.50354,7.93012,NA,NA,NA,NA,0.966,NA,NA,NA,NA,NA
177104,8.17676,6.84585,7.83257,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA
177339,8.05694,7.92206,7.82348,NA,NA,NA,NA,NA,0.884,NA,NA,NA,NA
177461,7.82751,8.00062,7.73009,NA,NA,NA,0.968,NA,NA,NA,NA,NA,NA
177669,7.815,8.13988,7.72705,NA,NA,NA,NA,0.961,NA,NA,NA,NA,NA
177966,7.39267,7.08884,6.93397,NA,NA,NA,0.766,NA,NA,NA,NA,NA,NA
178106,6.99219,7.54042,8.42869,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA
178347,8.24815,7.89815,7.94171,NA,NA,NA,NA,0.916,NA,NA,NA,NA,NA
178547,7.765,7.36448,7.37906,NA,NA,0.887,NA,NA,NA,NA,NA,NA,NA
178618,7.4686,7.28298,7.82214,NA,NA,NA,NA,0.931,NA,NA,NA,NA,NA
178956,7.87093,7.32318,8.16343,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA
179119,7.15135,7.98137,7.53838,NA,NA,NA,NA,0.896,NA,NA,NA,NA,NA
179230,7.83928,8.41038,7.09346,NA,NA,NA,NA,NA,NA,0.568,NA,NA,NA
179428,7.67091,8.15394,6.93492,NA,NA,NA,0.789,NA,NA,NA,NA,NA,NA
179647,7.35058,8.27077,7.41549,NA,NA,NA,NA,0.876,NA,NA,NA,NA,NA
179862,8.0742,8.08003,8.17459,NA,NA,NA,0.896,NA,NA,NA,NA,NA,NA
180005,7.41337,8.44004,7.22622,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA
180220,7.11483,8.71435,7.4648,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA
180494,8.31157,7.74159,7.91045,NA,NA,NA,0.916,NA,NA,NA,NA,NA,NA
180648,7.89724,7.91991,7.4572,NA,NA,NA,NA,0.958,NA,NA,NA,NA,NA
180975,7.86868,7.41501,7.79944,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA
181090,8.21661,7.47781,7.56237,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA
181283,8.21378,8.07001,8.2609,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA
181551,7.41078,8.14804,7.11189,NA,NA,NA,0.852,NA,NA,NA,NA,NA,NA
181626,7.50127,7.66665,7.1782,NA,NA,0.764,NA,NA,NA,NA,NA,NA,NA
181857,7.87688,8.07784,8.00684,NA,NA,NA,NA,0.948,NA,NA,NA,NA,NA
182011,7.25399,7.1191,7.41144,NA,NA,NA,NA,0.862,NA,NA,NA,NA,NA
182334,7.51903,7.02756,8.40664,NA,NA,0.719,NA,NA,NA,NA,NA,NA,NA
182485,7.52418,8.33433,7.70141,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA
182708,7.43378,8.25372,7.13479,NA,NA,NA,NA,0.847,NA,NA,NA,NA,NA
182936,7.96461,7.27431,7.95261,NA,NA,NA,NA,NA,NA,0.675,NA,NA,NA
183127,9.01737,7.49991,8.30012,NA,NA,NA,0.669,NA,NA,NA,NA,NA,NA
183252,8.95208,7.47913,7.61896,NA,NA,NA,0.755,NA,NA,NA,NA,NA,NA
183529,8.69384,8.28845,8.15676,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA
183610,7.97044,7.56155,7.83756,NA,NA,0.869,NA,NA,NA,NA,NA,NA,NA
183950,7.34275,7.42347,7.44292,NA,NA,0.837,NA,NA,NA,NA,NA,NA,NA
184126,7.67383,7.96558,8.2346,NA,NA,NA,0.921,NA,NA,NA,NA,NA,NA
184213,7.41358,7.50889,7.15053,NA,NA,NA,NA,0.863,NA,NA,NA,NA,NA
184548,7.76582,8.29743,8.52565,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA
184702,7.60943,7.49284,7.97469,NA,NA,NA,0.936,NA,NA,NA,NA,NA,NA
184951,7.47002,7.69248,7.60013,NA,NA,NA,0.985,NA,NA,NA,NA,NA,NA
185049,7.97908,7.3864,7.86863,NA,NA,NA,NA,0.947,NA,NA,NA,NA,NA
185398,7.73126,8.23427,7.72926,NA,NA,NA,NA,0.937,NA,NA,NA,NA,NA
185549,8.51813,8.47486,8.07131,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA
185626,8.64666,7.81016,7.49863,NA,NA,NA,NA,NA,0.741,NA,NA,NA,NA
185926,8.0284,7.66367,7.2962,NA,NA,NA,0.937,NA,NA,NA,NA,NA,NA
186064,8.12067,7.23431,8.57645,NA,NA,NA,0.749,NA,NA,NA,NA,NA,NA
186221,7.90642,7.95946,7.53109,NA,NA,NA,NA,0.969,NA,NA,NA,NA,NA
186501,7.31735,7.99561,7.69194,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA
186663,8.278,7.81866,8.0293,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA
186864,7.56366,7.21527,7.79633,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA
187020,6.75697,8.78457,7.40285,NA,NA,0.502,NA,NA,NA,NA,NA,NA,NA
187376,7.8722,8.43022,7.54356,NA,NA,NA,0.894,NA,NA,NA,NA,NA,NA
187424,7.7072,8.51061,6.84964,NA,NA,NA,NA,NA,0.671,NA,NA,NA,NA
187699,7.98743,8.01221,7.43264,NA,NA,NA,NA,NA,0.817,NA,NA,NA,NA
187814,8.68909,7.83135,7.80777,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA
188152,8.46449,7.08793,7.25511,NA,NA,NA,0.752,NA,NA,NA,NA,NA,NA
188301,8.3144,7.32055,7.60828,NA,NA,NA,0.884,NA,NA,NA,NA,NA,NA
188559,8.48985,8.18777,8.37574,NA,NA,NA,0.748,NA,NA,NA,NA,NA,NA
188666,8.48716,7.23457,7.95033,NA,NA,NA,NA,0.813,NA,NA,NA,NA,NA
188908,7.90375,8.08154,8.28999,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
189007,8.5195,6.75348,7.54919,NA,NA,NA,0.687,NA,NA,NA,NA,NA,NA
189360,8.31697,7.68861,8.15063,NA,NA,NA,NA,0.861,NA,NA,NA,NA,NA
189553,7.92782,7.81043,7.63441,NA,NA,0.937,NA,NA,NA,NA,NA,NA,NA
189682,8.02437,7.42254,7.93515,NA,NA,NA,NA,0.952,NA,NA,NA,NA,NA
189918,7.95163,7.70822,8.05714,NA,NA,NA,0.948,NA,NA,NA,NA,NA,NA
190152,8.56207,7.72974,7.40766,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA
190363,7.36848,7.32101,7.08607,NA,NA,NA,0.851,NA,NA,NA,NA,NA,NA
190450,8.27587,7.43096,8.14406,NA,NA,NA,0.838,NA,NA,NA,NA,NA,NA
190609,6.96823,7.84394,7.66269,NA,NA,NA,NA,NA,0.707,NA,NA,NA,NA
190932,8.37912,7.39316,7.69825,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA
191007,7.27948,7.23799,7.9785,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA
191313,8.25591,7.85878,7.8926,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA
191508,7.7711,8.00521,7.264,NA,NA,NA,NA,NA,0.864,NA,NA,NA,NA
191615,7.46905,7.47417,7.62038,NA,NA,NA,NA,NA,0.902,NA,NA,NA,NA
191815,7.49958,8.2472,8.34285,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA
192131,7.43907,7.20084,8.05462,NA,NA,NA,NA,NA,NA,NA,NA,0.588,NA
192316,6.9965,7.50552,6.96796,NA,NA,NA,0.763,NA,NA,NA,NA,NA,NA
192554,7.59621,8.36121,7.5596,NA,NA,NA,NA,0.889,NA,NA,NA,NA,NA
192623,7.29426,8.15726,7.2957,NA,NA,NA,0.853,NA,NA,NA,NA,NA,NA
192811,7.29211,7.93372,7.76109,NA,NA,NA,NA,0.936,NA,NA,NA,NA,NA
193039,7.73595,7.81022,7.25021,NA,NA,NA,NA,0.952,NA,NA,NA,NA,NA
193211,7.6884,7.27557,7.64416,NA,NA,NA,NA,NA,0.847,NA,NA,NA,NA
193596,8.21422,7.63375,7.44738,NA,NA,NA,0.934,NA,NA,NA,NA,NA,NA
193678,7.47431,7.35081,7.67141,NA,NA,NA,NA,0.958,NA,NA,NA,NA,NA
193911,7.39573,7.16244,7.83493,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA
194189,7.71014,8.0978,8.24727,NA,NA,NA,NA,NA,0.838,NA,NA,NA,NA
194311,7.99174,7.52518,7.72498,NA,NA,NA,0.953,NA,NA,NA,NA,NA,NA
194415,7.73959,6.8466,7.07638,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA
194721,6.76306,7.9451,7.84147,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA
194894,7.70886,7.64849,8.82762,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA
195124,7.87232,7.9402,7.87838,NA,NA,NA,NA,0.945,NA,NA,NA,NA,NA
195251,7.98603,8.11123,7.92721,NA,NA,NA,NA,0.941,NA,NA,NA,NA,NA
195451,7.72881,8.10898,7.47442,NA,NA,NA,0.954,NA,NA,NA,NA,NA,NA
195701,7.41027,7.52419,7.14117,NA,NA,NA,NA,0.894,NA,NA,NA,NA,NA
195843,7.23671,7.27831,7.14517,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA
196046,7.45684,7.15316,7.07449,NA,NA,NA,0.783,NA,NA,NA,NA,NA,NA
196365,7.86285,8.08299,7.32773,NA,NA,NA,NA,0.935,NA,NA,NA,NA,NA
196586,8.03388,7.90488,8.32658,NA,NA,NA,0.899,NA,NA,NA,NA,NA,NA
196725,7.68642,7.4271,8.94198,NA,NA,NA,NA,NA,0.631,NA,NA,NA,NA
196864,7.43602,7.41802,8.17465,NA,NA,NA,NA,0.921,NA,NA,NA,NA,NA
197154,7.63884,7.47741,7.19456,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA
197366,7.48945,7.43793,7.82035,NA,NA,NA,NA,0.938,NA,NA,NA,NA,NA
197455,7.97201,7.49953,7.8541,NA,NA,NA,NA,0.931,NA,NA,NA,NA,NA
197638,7.83614,7.90322,8.0351,NA,NA,NA,0.949,NA,NA,NA,NA,NA,NA
197908,7.88209,8.11693,7.82214,NA,NA,NA,NA,0.926,NA,NA,NA,NA,NA
198073,7.58746,7.94925,7.5395,NA,NA,NA,0.96,NA,NA,NA,NA,NA,NA
198208,8.00072,7.4987,7.40278,NA,NA,NA,NA,NA,0.892,NA,NA,NA,NA
198555,8.34172,7.93192,8.54857,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA
198715,7.35313,8.0825,8.1501,NA,NA,NA,0.903,NA,NA,NA,NA,NA,NA
198906,7.61151,7.46406,7.95123,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA
199034,7.95608,7.23628,8.47615,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA
199373,8.13141,7.43984,7.51973,NA,NA,NA,0.898,NA,NA,NA,NA,NA,NA
199428,7.68666,8.06383,7.80069,NA,NA,NA,NA,0.968,NA,NA,NA,NA,NA
199718,7.20583,6.9022,7.52106,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA
199999,6.41328,8.54767,8.58971,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022
