id,x0,x1,x2,fitness-4,fitness-3.5,fitness-2,fitness-1.5,fitness-2.5,fitness-4.5,fitness-3,fitness-1,fitness-5,fitness-0.5,fitness0
154036,0.844358,2.1259,-3.79626,NA,NA,NA,NA,-38.301,NA,NA,NA,NA,NA,NA
154313,1.6823,2.43454,-3.84982,NA,NA,NA,-39.771,NA,NA,NA,NA,NA,NA,NA
154409,1.50518,2.79961,-3.99405,NA,NA,NA,NA,-36.269,NA,NA,NA,NA,NA,NA
154614,1.03058,2.17135,-4.43363,NA,NA,NA,NA,-23.7,NA,NA,NA,NA,NA,NA
154807,0.983952,1.11363,-3.91356,-84.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155170,1.0062,1.85116,-4.54255,NA,NA,NA,NA,NA,NA,-22.016,NA,NA,NA,NA
155291,1.23922,2.89451,-4.3126,NA,NA,NA,NA,-42.736,NA,NA,NA,NA,NA,NA
155482,0.879357,2.69272,-4.74658,NA,NA,-52.616,NA,NA,NA,NA,NA,NA,NA,NA
155645,1.31348,2.87654,-3.6706,NA,NA,NA,NA,-50.931,NA,NA,NA,NA,NA,NA
155947,3.11392,3.14029,-4.34716,NA,NA,NA,NA,-88.677,NA,NA,NA,NA,NA,NA
156106,2.90183,2.12324,-4.38787,NA,NA,NA,NA,NA,NA,NA,-69.373,NA,NA,NA
156272,2.52827,2.46013,-4.26856,NA,NA,NA,NA,-30.552,NA,NA,NA,NA,NA,NA
156412,1.27899,2.21194,-2.99716,NA,NA,NA,NA,-59.143,NA,NA,NA,NA,NA,NA
156784,2.12253,1.58492,-3.27586,NA,NA,NA,-60.502,NA,NA,NA,NA,NA,NA,NA
156907,0.700727,1.55918,-4.38475,NA,NA,NA,-72.872,NA,NA,NA,NA,NA,NA,NA
157101,1.93239,2.10663,-4.96353,NA,NA,-24.275,NA,NA,NA,NA,NA,NA,NA,NA
157384,1.05072,1.80423,-4.06452,NA,NA,NA,-37.297,NA,NA,NA,NA,NA,NA,NA
157598,1.85768,0.901505,-4.22559,NA,NA,NA,-72.949,NA,NA,NA,NA,NA,NA,NA
157703,3.01578,2.096,-4.84053,NA,NA,NA,NA,-46.798,NA,NA,NA,NA,NA,NA
157902,2.3392,1.6798,-4.97492,NA,NA,NA,NA,NA,NA,-23.399,NA,NA,NA,NA
158039,2.71845,2.10596,-3.92583,NA,-47.374,NA,NA,NA,NA,NA,NA,NA,NA,NA
158381,2.26209,2.06124,-2.70653,NA,NA,NA,NA,-88.476,NA,NA,NA,NA,NA,NA
158454,1.74184,2.01652,-3.27237,NA,NA,NA,NA,NA,-125.667,NA,NA,NA,NA,NA
158602,2.1009,0.981462,-3.4106,NA,NA,-56.578,NA,NA,NA,NA,NA,NA,NA,NA
158825,1.94475,1.5325,-4.17546,NA,NA,NA,-20.966,NA,NA,NA,NA,NA,NA,NA
159046,2.82441,1.75083,-4.39931,NA,NA,NA,-41.582,NA,NA,NA,NA,NA,NA,NA
159295,1.58572,2.36198,-3.68939,NA,NA,NA,-52.26,NA,NA,NA,NA,NA,NA,NA
159584,1.71465,3.11165,-2.64732,NA,-139.376,NA,NA,NA,NA,NA,NA,NA,NA,NA
159738,2.5554,3.01185,-4.71323,NA,NA,NA,NA,NA,NA,-65.692,NA,NA,NA,NA
159977,1.69825,1.69778,-4.89319,NA,NA,NA,NA,-11.542,NA,NA,NA,NA,NA,NA
160107,2.13245,2.58231,-4.49012,NA,NA,NA,NA,NA,NA,NA,-75.327,NA,NA,NA
160337,2.05778,2.79199,-4.48316,NA,NA,NA,NA,NA,NA,NA,-68.956,NA,NA,NA
160429,1.14692,1.53534,-3.84234,NA,NA,NA,NA,NA,NA,NA,-97.591,NA,NA,NA
160762,2.79126,0.471486,-4.52998,NA,NA,NA,NA,NA,NA,-85.166,NA,NA,NA,NA
160927,2.1483,1.23694,-4.10357,NA,NA,NA,NA,NA,NA,-16.969,NA,NA,NA,NA
161058,3.23459,3.02447,-4.66911,NA,NA,NA,NA,-89.911,NA,NA,NA,NA,NA,NA
161229,3.47389,3.76857,-4.79807,NA,NA,-162.352,NA,NA,NA,NA,NA,NA,NA,NA
161488,1.69301,2.46568,-4.55014,NA,NA,-21.184,NA,NA,NA,NA,NA,NA,NA,NA
161719,2.04797,2.68315,-4.83943,NA,NA,-34.874,NA,NA,NA,NA,NA,NA,NA,NA
161958,1.72023,1.67471,-4.29493,NA,-16.921,NA,NA,NA,NA,NA,NA,NA,NA,NA
162170,2.5936,1.32124,-4.76698,NA,NA,NA,NA,-27.478,NA,NA,NA,NA,NA,NA
162316,2.03288,2.19313,-3.95803,NA,NA,NA,NA,NA,NA,-26.217,NA,NA,NA,NA
162584,1.68943,1.63225,-3.85269,NA,NA,-17.888,NA,NA,NA,NA,NA,NA,NA,NA
162601,0.958981,1.42892,-4.96621,NA,NA,NA,-66.341,NA,NA,NA,NA,NA,NA,NA
162871,2.38345,1.27277,-4.90101,NA,NA,-31.74,NA,NA,NA,NA,NA,NA,NA,NA
163088,2.84588,1.18437,-3.524,NA,NA,NA,NA,NA,NA,-58.574,NA,NA,NA,NA
163301,3.3973,1.23797,-3.95198,NA,NA,NA,NA,-72.288,NA,NA,NA,NA,NA,NA
163515,3.16178,1.62358,-4.74751,NA,NA,NA,-66.458,NA,NA,NA,NA,NA,NA,NA
163675,1.09986,1.09002,-4.95343,NA,NA,NA,NA,-49.128,NA,NA,NA,NA,NA,NA
163868,2.12948,2.01613,-4.39797,NA,NA,-20.904,NA,NA,NA,NA,NA,NA,NA,NA
164042,1.49767,2.86051,-3.78961,NA,NA,NA,-62.962,NA,NA,NA,NA,NA,NA,NA
164363,1.70176,2.09052,-4.40558,NA,NA,-12.583,NA,NA,NA,NA,NA,NA,NA,NA
164475,2.42627,1.39756,-3.82034,NA,NA,NA,NA,NA,NA,-25.697,NA,NA,NA,NA
164721,2.85927,2.02819,-3.31044,NA,NA,NA,-73.725,NA,NA,NA,NA,NA,NA,NA
164940,1.65086,1.81554,-3.95435,NA,NA,NA,NA,NA,NA,-9.944,NA,NA,NA,NA
165162,1.96144,2.43881,-4.4765,NA,NA,NA,NA,NA,NA,-25.356,NA,NA,NA,NA
165260,1.09073,2.10491,-4.87463,NA,NA,NA,NA,NA,NA,-32.481,NA,NA,NA,NA
165498,1.68276,0.830921,-4.3292,NA,NA,NA,NA,-32.009,NA,NA,NA,NA,NA,NA
165746,2.01457,0.143934,-4.24514,NA,-119.561,NA,NA,NA,NA,NA,NA,NA,NA,NA
165934,3.28375,1.33804,-4.30645,NA,NA,NA,NA,-58.392,NA,NA,NA,NA,NA,NA
166166,2.2275,1.63731,-4.56863,NA,NA,NA,NA,NA,NA,-10.642,NA,NA,NA,NA
166323,0.927763,1.41834,-3.47591,NA,NA,-63.865,NA,NA,NA,NA,NA,NA,NA,NA
166594,1.24441,1.01416,-4.43721,NA,NA,NA,NA,NA,NA,-37.224,NA,NA,NA,NA
166659,1.24252,0.895287,-4.50702,NA,NA,NA,NA,-43.657,NA,NA,NA,NA,NA,NA
166983,1.35596,2.20087,-4.86688,NA,NA,-22.989,NA,NA,NA,NA,NA,NA,NA,NA
167155,1.23587,2.01103,-3.8979,NA,NA,NA,NA,-18.623,NA,NA,NA,NA,NA,NA
167279,1.63132,0.824196,-4.93614,NA,NA,NA,NA,NA,NA,-49.606,NA,NA,NA,NA
167563,1.80009,1.38749,-3.94709,-61.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167709,1.96029,1.37694,-4.23219,NA,NA,NA,NA,NA,NA,-6.425,NA,NA,NA,NA
167882,1.7127,1.50263,-3.35058,NA,NA,NA,NA,-31.923,NA,NA,NA,NA,NA,NA
168024,1.93386,1.02848,-3.37632,NA,NA,NA,NA,NA,NA,-51.936,NA,NA,NA,NA
168230,0.547621,1.63511,-3.50674,NA,NA,-77.946,NA,NA,NA,NA,NA,NA,NA,NA
168408,0.50958,2.83535,-4.26675,NA,NA,NA,NA,-67.9,NA,NA,NA,NA,NA,NA
168704,0.801398,3.47488,-4.72048,NA,NA,-96.105,NA,NA,NA,NA,NA,NA,NA,NA
168883,0.166043,1.4216,-3.7596,NA,NA,NA,NA,NA,NA,-85.854,NA,NA,NA,NA
169048,1.4303,1.52627,-4.36006,NA,NA,NA,NA,-5.373,NA,NA,NA,NA,NA,NA
169251,2.05973,2.12363,-4.36849,NA,NA,-20.982,NA,NA,NA,NA,NA,NA,NA,NA
169416,2.15915,2.32204,-3.98518,NA,NA,-26.067,NA,NA,NA,NA,NA,NA,NA,NA
169669,1.74099,2.35868,-4.82385,NA,NA,NA,-46.757,NA,NA,NA,NA,NA,NA,NA
169948,1.62602,1.79713,-4.37464,NA,NA,NA,NA,-2.154,NA,NA,NA,NA,NA,NA
170035,2.33774,2.03696,-3.91828,NA,NA,NA,NA,NA,NA,-21.911,NA,NA,NA,NA
170352,2.29013,1.55441,-4.35318,NA,-38.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
170531,1.90243,1.99762,-4.10179,NA,-25.968,NA,NA,NA,NA,NA,NA,NA,NA,NA
170658,1.92551,3.20376,-4.52786,NA,NA,NA,NA,-56.606,NA,NA,NA,NA,NA,NA
170835,1.27657,1.10574,-4.46147,NA,-45.937,NA,NA,NA,NA,NA,NA,NA,NA,NA
171111,1.5709,1.21319,-4.87172,NA,NA,NA,NA,NA,NA,-30.217,NA,NA,NA,NA
171372,1.51776,2.5217,-3.99242,NA,NA,NA,NA,-24.33,NA,NA,NA,NA,NA,NA
171460,2.49352,3.40391,-4.12017,NA,NA,NA,NA,NA,NA,-84.196,NA,NA,NA,NA
171701,2.49919,3.11709,-3.33765,NA,NA,NA,NA,NA,NA,-95.848,NA,NA,NA,NA
171981,2.03424,2.39523,-4.26064,NA,NA,NA,NA,-18.053,NA,NA,NA,NA,NA,NA
172022,2.38581,2.02869,-4.34535,NA,NA,NA,NA,-15.616,NA,NA,NA,NA,NA,NA
172228,1.93235,2.33867,-3.34506,NA,NA,NA,NA,-38.887,NA,NA,NA,NA,NA,NA
172493,0.965021,1.60082,-2.80212,NA,NA,NA,NA,-82.394,NA,NA,NA,NA,NA,NA
172689,1.08984,1.14228,-4.11968,NA,-48.046,NA,NA,NA,NA,NA,NA,NA,NA,NA
172952,0.811788,1.30463,-4.3981,NA,NA,-44.704,NA,NA,NA,NA,NA,NA,NA,NA
173169,1.13431,1.73527,-3.63998,NA,NA,NA,NA,NA,NA,-39.489,NA,NA,NA,NA
173322,2.3092,1.40886,-3.45236,NA,NA,-35.83,NA,NA,NA,NA,NA,NA,NA,NA
173556,2.24486,1.66275,-3.59785,NA,NA,-28.923,NA,NA,NA,NA,NA,NA,NA,NA
173615,0.969598,2.01543,-4.02798,NA,NA,NA,NA,-25.253,NA,NA,NA,NA,NA,NA
173901,1.83477,3.08739,-4.3297,-101.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174003,1.32974,2.15962,-4.31791,NA,NA,NA,NA,-14.569,NA,NA,NA,NA,NA,NA
174340,1.23979,2.29054,-4.33183,NA,NA,NA,NA,NA,NA,-21.34,NA,NA,NA,NA
174426,2.76283,2.19651,-4.0347,NA,NA,-35.526,NA,NA,NA,NA,NA,NA,NA,NA
174748,2.33289,1.96999,-4.68623,NA,NA,NA,NA,-15.422,NA,NA,NA,NA,NA,NA
174817,2.82327,1.69776,-4.1767,NA,NA,NA,NA,NA,NA,-35.965,NA,NA,NA,NA
175093,2.05807,1.4867,-4.63228,-51.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175211,1.13137,0.902979,-4.78893,NA,-69.292,NA,NA,NA,NA,NA,NA,NA,NA,NA
175403,1.87632,1.34772,-4.00366,NA,NA,NA,NA,-6.366,NA,NA,NA,NA,NA,NA
175796,0.611434,1.85921,-4.67563,NA,-67.929,NA,NA,NA,NA,NA,NA,NA,NA,NA
175864,1.86558,1.56384,-4.186,NA,-29.966,NA,NA,NA,NA,NA,NA,NA,NA,NA
176083,2.48244,1.2584,-4.31218,NA,NA,NA,NA,NA,NA,-21.46,NA,NA,NA,NA
176282,2.18936,2.50053,-3.82487,NA,NA,NA,NA,-29.64,NA,NA,NA,NA,NA,NA
176457,1.33876,1.23209,-4.5235,NA,NA,-27.272,NA,NA,NA,NA,NA,NA,NA,NA
176685,0.723296,1.41126,-3.90108,NA,NA,NA,NA,-47.621,NA,NA,NA,NA,NA,NA
176954,1.66812,2.25158,-4.76069,NA,NA,NA,NA,NA,NA,-24.929,NA,NA,NA,NA
177102,1.47757,1.91753,-4.91688,-55.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177370,0.752053,2.56395,-4.26233,NA,NA,NA,NA,NA,NA,-52.436,NA,NA,NA,NA
177545,0.684602,2.50564,-4.91908,NA,NA,-55.569,NA,NA,NA,NA,NA,NA,NA,NA
177647,0.940672,2.02219,-4.7897,NA,NA,NA,NA,-29.058,NA,NA,NA,NA,NA,NA
177856,0.884184,2.74871,-4.7896,NA,NA,NA,NA,-51.839,NA,NA,NA,NA,NA,NA
178035,1.11231,2.58437,-3.97043,NA,-52.387,NA,NA,NA,NA,NA,NA,NA,NA,NA
178260,1.13499,2.3464,-4.40686,NA,NA,NA,NA,NA,NA,-34.394,NA,NA,NA,NA
178472,2.23248,0.882107,-4.11482,NA,-62.261,NA,NA,NA,NA,NA,NA,NA,NA,NA
178646,2.25361,1.38524,-4.93478,NA,-36.788,NA,NA,NA,NA,NA,NA,NA,NA,NA
178967,1.50359,1.33624,-4.50554,NA,NA,NA,NA,NA,NA,-14.254,NA,NA,NA,NA
179072,2.32317,1.34479,-4.55317,NA,NA,NA,NA,NA,NA,-16.343,NA,NA,NA,NA
179302,1.64468,1.3069,-4.77292,NA,NA,NA,NA,NA,NA,-20.248,NA,NA,NA,NA
179594,2.95322,1.72709,-4.7095,-85.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179719,2.06055,2.88492,-4.74716,NA,-53.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
179994,2.11833,2.37626,-4.4045,NA,-45.361,NA,NA,NA,NA,NA,NA,NA,NA,NA
180114,2.02182,2.99605,-4.87063,NA,-68.411,NA,NA,NA,NA,NA,NA,NA,NA,NA
180227,1.89737,3.00105,-3.67825,NA,-66.609,NA,NA,NA,NA,NA,NA,NA,NA,NA
180532,2.21599,2.76141,-4.38853,NA,NA,NA,NA,-34.499,NA,NA,NA,NA,NA,NA
180692,0.848676,2.01131,-3.91839,NA,NA,-35.924,NA,NA,NA,NA,NA,NA,NA,NA
180821,2.78013,2.75083,-4.14907,NA,NA,NA,NA,NA,NA,-54.493,NA,NA,NA,NA
181187,3.00369,1.38292,-4.49043,NA,NA,NA,-57.224,NA,NA,NA,NA,NA,NA,NA
181392,1.40929,0.596664,-4.39737,NA,NA,-75.13,NA,NA,NA,NA,NA,NA,NA,NA
181423,2.1231,1.48878,-3.17866,NA,NA,-50.92,NA,NA,NA,NA,NA,NA,NA,NA
181679,2.14915,1.38181,-3.52848,NA,-40.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
181951,3.36102,1.29049,-4.19779,NA,NA,NA,NA,-65.066,NA,NA,NA,NA,NA,NA
182020,2.79213,1.91877,-4.39433,NA,NA,-38.763,NA,NA,NA,NA,NA,NA,NA,NA
182309,2.51947,1.6056,-4.90857,NA,NA,NA,NA,NA,NA,-27.935,NA,NA,NA,NA
182418,1.58408,1.68103,-4.08214,NA,NA,NA,NA,-3.613,NA,NA,NA,NA,NA,NA
182601,0.938833,1.46375,-4.64851,NA,NA,-35.37,NA,NA,NA,NA,NA,NA,NA,NA
182853,1.24699,2.53754,-4.75886,NA,NA,NA,NA,-30.834,NA,NA,NA,NA,NA,NA
183084,1.563,2.20284,-4.47448,NA,NA,-21.581,NA,NA,NA,NA,NA,NA,NA,NA
183203,2.1373,2.31379,-4.26415,-78.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183528,0.926565,1.57902,-4.17169,NA,NA,-33.804,NA,NA,NA,NA,NA,NA,NA,NA
183699,1.14701,1.46535,-4.53358,NA,NA,NA,NA,-17.906,NA,NA,NA,NA,NA,NA
183940,1.82238,2.19094,-4.67194,NA,NA,NA,NA,-13.444,NA,NA,NA,NA,NA,NA
184108,2.50509,1.93289,-3.93357,NA,NA,NA,NA,NA,NA,-26.922,NA,NA,NA,NA
184241,3.11718,1.06549,-3.58983,NA,NA,NA,NA,-72.502,NA,NA,NA,NA,NA,NA
184508,2.80616,1.83645,-4.29556,NA,-55.099,NA,NA,NA,NA,NA,NA,NA,NA,NA
184639,2.85862,1.99503,-4.92297,NA,NA,NA,NA,NA,NA,-48.805,NA,NA,NA,NA
184932,3.16581,0.720579,-4.36656,NA,NA,NA,NA,-77.663,NA,NA,NA,NA,NA,NA
185089,2.54267,2.11016,-4.84255,NA,NA,NA,NA,-27.599,NA,NA,NA,NA,NA,NA
185264,1.58996,2.63651,-4.63139,NA,NA,NA,NA,NA,NA,-29.441,NA,NA,NA,NA
185481,1.46554,2.24241,-4.43482,NA,NA,NA,NA,NA,NA,-19.834,NA,NA,NA,NA
185724,1.39527,2.02298,-4.34814,NA,NA,-17.343,NA,NA,NA,NA,NA,NA,NA,NA
185998,2.36291,2.01383,-4.07096,NA,NA,NA,NA,-16.826,NA,NA,NA,NA,NA,NA
186191,2.39705,1.91078,-4.54471,NA,NA,-16.347,NA,NA,NA,NA,NA,NA,NA,NA
186324,2.53771,2.03611,-4.94271,NA,NA,NA,NA,NA,NA,NA,-65.227,NA,NA,NA
186402,2.08478,1.99026,-4.9597,NA,NA,NA,NA,NA,NA,-20.525,NA,NA,NA,NA
186698,2.23468,2.0564,-3.75842,NA,NA,-26.102,NA,NA,NA,NA,NA,NA,NA,NA
186906,1.93991,2.53206,-4.68117,NA,NA,NA,NA,-23.621,NA,NA,NA,NA,NA,NA
187064,2.02544,1.94142,-4.91156,NA,NA,NA,-36.396,NA,NA,NA,NA,NA,NA,NA
187358,1.56661,0.701448,-4.9622,NA,NA,NA,NA,-66.11,NA,NA,NA,NA,NA,NA
187546,1.8442,1.58988,-4.02681,NA,-19.679,NA,NA,NA,NA,NA,NA,NA,NA,NA
187788,0.569847,2.04551,-4.20941,NA,NA,NA,NA,NA,NA,-47.964,NA,NA,NA,NA
187985,0.944416,1.68912,-4.82571,NA,NA,NA,NA,-29.79,NA,NA,NA,NA,NA,NA
188014,2.09297,1.46755,-3.98893,NA,-42.174,NA,NA,NA,NA,NA,NA,NA,NA,NA
188259,1.84125,2.56119,-4.97518,NA,NA,NA,NA,NA,NA,-39.904,NA,NA,NA,NA
188466,2.56345,2.26974,-4.14022,NA,NA,-31.658,NA,NA,NA,NA,NA,NA,NA,NA
188731,3.15511,1.72038,-4.69322,NA,-62.475,NA,NA,NA,NA,NA,NA,NA,NA,NA
188839,2.5113,2.17075,-4.01388,NA,NA,NA,NA,-25.088,NA,NA,NA,NA,NA,NA
189165,2.09599,2.55073,-4.70763,NA,NA,NA,NA,-26.416,NA,NA,NA,NA,NA,NA
189363,2.19601,1.95479,-4.58474,NA,NA,NA,-27.113,NA,NA,NA,NA,NA,NA,NA
189464,2.63677,1.98553,-4.79261,NA,NA,NA,NA,NA,NA,NA,-75.865,NA,NA,NA
189606,1.83667,1.79243,-3.56899,NA,NA,-27.699,NA,NA,NA,NA,NA,NA,NA,NA
189928,2.45793,1.83819,-4.56609,NA,NA,NA,-38.103,NA,NA,NA,NA,NA,NA,NA
190052,2.47214,2.31726,-4.46619,NA,NA,NA,NA,-24.418,NA,NA,NA,NA,NA,NA
190364,0.793404,1.85975,-4.29801,NA,NA,NA,NA,NA,NA,-33.186,NA,NA,NA,NA
190492,1.79242,2.05137,-4.89995,NA,NA,-23.222,NA,NA,NA,NA,NA,NA,NA,NA
190622,2.39516,1.64718,-4.67826,NA,NA,-18.305,NA,NA,NA,NA,NA,NA,NA,NA
190871,1.95087,2.39615,-3.89259,NA,NA,NA,NA,NA,NA,-23.822,NA,NA,NA,NA
191010,3.01127,1.13398,-3.39888,NA,NA,-74.389,NA,NA,NA,NA,NA,NA,NA,NA
191274,2.34137,1.73456,-4.15755,NA,NA,NA,NA,-12.215,NA,NA,NA,NA,NA,NA
191596,2.37119,2.05763,-2.51893,NA,NA,-112.452,NA,NA,NA,NA,NA,NA,NA,NA
191666,0.73525,1.56502,-2.88214,NA,-106.659,NA,NA,NA,NA,NA,NA,NA,NA,NA
191812,1.5986,1.92678,-3.91124,NA,NA,NA,NA,-9.206,NA,NA,NA,NA,NA,NA
192180,1.58105,2.06739,-3.78944,NA,NA,-20.25,NA,NA,NA,NA,NA,NA,NA,NA
192211,0.940597,2.55601,-3.89129,NA,NA,NA,NA,NA,NA,-43.649,NA,NA,NA,NA
192424,1.70153,1.548,-3.78248,NA,NA,NA,NA,NA,NA,-18.898,NA,NA,NA,NA
192759,2.37623,1.31812,-3.7896,NA,NA,NA,NA,-24.248,NA,NA,NA,NA,NA,NA
192982,2.03531,3.12868,-3.31648,NA,NA,-90.485,NA,NA,NA,NA,NA,NA,NA,NA
193094,2.11464,2.15092,-3.52926,NA,NA,NA,-45.278,NA,NA,NA,NA,NA,NA,NA
193382,1.22192,2.3914,-4.86484,NA,NA,NA,NA,NA,NA,-37.577,NA,NA,NA,NA
193573,1.04103,2.23223,-4.70279,NA,NA,-32.594,NA,NA,NA,NA,NA,NA,NA,NA
193683,2.48278,2.21169,-4.37393,NA,-33.913,NA,NA,NA,NA,NA,NA,NA,NA,NA
193882,2.56179,1.15667,-4.93529,NA,NA,-47.041,NA,NA,NA,NA,NA,NA,NA,NA
194005,2.26009,1.37367,-3.79251,NA,NA,NA,NA,NA,NA,-22.891,NA,NA,NA,NA
194382,1.74757,1.27746,-4.60027,NA,NA,-15.599,NA,NA,NA,NA,NA,NA,NA,NA
194582,1.36724,1.59734,-3.42605,NA,-42.556,NA,NA,NA,NA,NA,NA,NA,NA,NA
194636,1.56801,2.32638,-3.87881,NA,NA,NA,NA,NA,NA,-23.098,NA,NA,NA,NA
194964,1.89384,0.831819,-4.39126,NA,NA,NA,NA,NA,NA,-37.625,NA,NA,NA,NA
195069,2.16562,1.2395,-4.2128,NA,NA,NA,NA,NA,NA,-23.761,NA,NA,NA,NA
195379,1.71137,1.99968,-4.58381,NA,-24.985,NA,NA,NA,NA,NA,NA,NA,NA,NA
195462,1.50658,0.768559,-3.93197,NA,NA,NA,NA,NA,NA,-52.404,NA,NA,NA,NA
195692,1.71701,0.905275,-3.60228,NA,NA,-56.768,NA,NA,NA,NA,NA,NA,NA,NA
195855,1.98477,2.40969,-4.43835,NA,NA,NA,NA,NA,NA,-28.114,NA,NA,NA,NA
196062,1.72063,2.20946,-4.70283,NA,-25.979,NA,NA,NA,NA,NA,NA,NA,NA,NA
196225,1.36064,1.29607,-4.32289,NA,NA,NA,NA,-10.487,NA,NA,NA,NA,NA,NA
196462,2.8714,1.3069,-3.60672,NA,NA,NA,NA,NA,NA,-60.684,NA,NA,NA,NA
196632,3.37371,1.66869,-4.73304,NA,NA,-69.834,NA,NA,NA,NA,NA,NA,NA,NA
196853,3.35395,2.27363,-4.79757,NA,NA,NA,-80.936,NA,NA,NA,NA,NA,NA,NA
197180,3.13701,2.21436,-4.45213,NA,NA,NA,-61.424,NA,NA,NA,NA,NA,NA,NA
197224,2.08285,1.86845,-3.37696,NA,NA,NA,NA,-31.154,NA,NA,NA,NA,NA,NA
197504,1.05361,2.28251,-3.95476,NA,-39.399,NA,NA,NA,NA,NA,NA,NA,NA,NA
197721,1.34181,2.23579,-4.70925,NA,NA,NA,NA,NA,NA,-26.034,NA,NA,NA,NA
197915,0.549457,1.74212,-4.71495,NA,NA,-54.95,NA,NA,NA,NA,NA,NA,NA,NA
198112,1.4017,1.79045,-4.20946,NA,NA,NA,NA,-7.211,NA,NA,NA,NA,NA,NA
198232,0.607865,2.54734,-4.31434,NA,NA,-55.148,NA,NA,NA,NA,NA,NA,NA,NA
198513,-0.19684,2.5085,-4.68898,NA,NA,-111.528,NA,NA,NA,NA,NA,NA,NA,NA
198746,0.653504,1.42328,-4.5171,NA,NA,-53.534,NA,NA,NA,NA,NA,NA,NA,NA
198957,2.15719,1.16534,-4.63985,NA,NA,NA,NA,-16.584,NA,NA,NA,NA,NA,NA
199035,1.42668,1.58037,-4.52744,NA,NA,NA,NA,NA,NA,NA,-60.951,NA,NA,NA
199321,2.35688,2.03105,-4.65409,NA,NA,-27.328,NA,NA,NA,NA,NA,NA,NA,NA
199582,2.25124,1.82955,-4.77171,NA,NA,-20.043,NA,NA,NA,NA,NA,NA,NA,NA
199672,1.67369,2.85228,-4.93741,NA,NA,NA,NA,-42.681,NA,NA,NA,NA,NA,NA
199999,1.24749,3.75663,-4.3137,NA,NA,NA,-115.25,NA,NA,NA,NA,NA,NA,NA
