id,x0,x1,x2,fitness-3.5,fitness-3,fitness-2.5,fitness-5,fitness-4.5,fitness-4,fitness-2,fitness-1.5
191741,-1.38432,4.4681,-4.3548,NA,NA,NA,-71.973,NA,NA,NA,NA
191971,-1.34548,5,-5,NA,NA,NA,-91.542,NA,NA,NA,NA
192163,-2.38187,3.74974,-5,NA,NA,NA,NA,NA,-81.141,NA,NA
192328,-3.78647,3.99848,-5,NA,-176.804,NA,NA,NA,NA,NA,NA
192514,-1.87137,3.29149,-5,NA,NA,NA,NA,NA,-56.117,NA,NA
192635,-0.985818,3.34039,-5,NA,NA,NA,NA,-80.691,NA,NA,NA
192991,-1.0219,3.82519,-5,NA,NA,NA,NA,NA,-48.759,NA,NA
193193,-1.71564,5,-5,NA,NA,NA,NA,NA,-80.933,NA,NA
193241,-1.73439,4.29023,-5,NA,NA,NA,NA,NA,-39.835,NA,NA
193440,-1.46441,4.60778,-5,NA,NA,NA,-58.212,NA,NA,NA,NA
193597,-1.52895,5,-5,NA,NA,NA,-82.024,NA,NA,NA,NA
193872,-1.43209,4.57544,-5,NA,NA,NA,-57.614,NA,NA,NA,NA
194118,-0.86527,4.10463,-3.99348,NA,NA,NA,-124.817,NA,NA,NA,NA
194358,-1.17568,5,-4.54826,NA,NA,NA,NA,NA,-102.992,NA,NA
194583,-2.33824,5,-5,NA,NA,NA,-77.447,NA,NA,NA,NA
194653,-2.27212,4.67908,-4.49793,NA,NA,NA,-65.722,NA,NA,NA,NA
194798,-2.37054,2.77356,-3.78922,NA,NA,NA,NA,-134.342,NA,NA,NA
195089,-1.00591,2.77505,-4.17437,NA,NA,NA,-146.426,NA,NA,NA,NA
195207,-2.26084,3.83266,-4.85706,NA,NA,NA,-66.338,NA,NA,NA,NA
195508,-2.52099,4.89747,-5,NA,NA,NA,NA,-77.022,NA,NA,NA
195632,-2.16839,3.71918,-5,NA,NA,NA,-50.474,NA,NA,NA,NA
195841,-2.1098,3.70317,-5,NA,NA,NA,-40.968,NA,NA,NA,NA
196154,-2.91347,5,-4.74476,NA,NA,NA,-98.315,NA,NA,NA,NA
196272,-2.12449,3.98792,-4.78781,NA,NA,NA,-46.984,NA,NA,NA,NA
196413,-1.95427,3.29486,-4.44698,NA,NA,NA,-52.444,NA,NA,NA,NA
196746,-1.7617,3.14183,-4.21222,NA,NA,NA,-87.458,NA,NA,NA,NA
196880,-1.14002,4.88645,-4.96208,NA,NA,NA,-95.55,NA,NA,NA,NA
197073,-2.45386,5,-5,NA,NA,NA,NA,NA,-90.34,NA,NA
197232,-3.42345,4.72376,-5,NA,NA,NA,NA,-112.624,NA,NA,NA
197476,-3.00394,4.58151,-5,NA,NA,NA,NA,NA,-100.915,NA,NA
197675,-1.61072,4.73224,-5,-103.398,NA,NA,NA,NA,NA,NA,NA
197957,-1.37454,4.35348,-4.36784,NA,NA,NA,-49.048,NA,NA,NA,NA
198024,-0.477301,5,-5,NA,NA,NA,NA,-138.127,NA,NA,NA
198375,-2.20409,3.18703,-5,NA,NA,NA,NA,-59.483,NA,NA,NA
198478,-1.93657,3.04856,-5,NA,NA,NA,NA,NA,-69.363,NA,NA
198601,-2.04882,2.96688,-5,NA,NA,NA,-59.211,NA,NA,NA,NA
198911,-3.07746,3.79282,-4.01938,NA,NA,NA,-100.976,NA,NA,NA,NA
199095,-2.65439,3.85462,-3.13098,NA,NA,NA,-155.637,NA,NA,NA,NA
199311,-2.71122,4.89499,-4.28988,NA,NA,NA,-97.388,NA,NA,NA,NA
199593,-1.79552,5,-4.92036,NA,NA,NA,NA,-72.428,NA,NA,NA
199675,-0.931965,3.4074,-4.43698,NA,NA,NA,-116.367,NA,NA,NA,NA
199995,-1.22653,0.755246,-4.90836,NA,NA,NA,-413.031,NA,NA,NA,NA
