id,x0,x1,x2,fitness-2.5,fitness-4,fitness-3.5,fitness-1.5,fitness-3,fitness-2,fitness-1,fitness-4.5
190318,0.885074,2.43087,-4.61071,NA,NA,-47.962,NA,NA,NA,NA,NA
190600,1.78432,2.85594,-4.43215,NA,NA,NA,NA,-41.247,NA,NA,NA
190704,1.27364,2.64429,-4.82821,NA,NA,NA,NA,-41.034,NA,NA,NA
190982,1.09187,1.91794,-4.36603,-16.645,NA,NA,NA,NA,NA,NA,NA
191069,2.20708,0.931843,-5,NA,NA,NA,NA,NA,-47.531,NA,NA
191252,1.43913,2.47424,-5,NA,NA,NA,NA,-40.491,NA,NA,NA
191484,1.7958,1.20171,-4.70916,NA,NA,NA,NA,-20.961,NA,NA,NA
191740,0.907621,1.90939,-5,NA,NA,NA,NA,-41.186,NA,NA,NA
191912,1.23321,2.25721,-5,NA,NA,NA,NA,-32.761,NA,NA,NA
192097,0.866946,2.05086,-5,NA,NA,-63.421,NA,NA,NA,NA,NA
192291,1.48254,2.40853,-5,NA,NA,NA,NA,-30.264,NA,NA,NA
192562,1.29991,2.15932,-4.04623,NA,NA,NA,NA,-17.256,NA,NA,NA
192794,1.60432,1.69401,-5,NA,NA,NA,NA,-21.096,NA,NA,NA
192957,1.45597,2.06132,-4.67924,-12.353,NA,NA,NA,NA,NA,NA,NA
193058,2.52272,1.4426,-4.11818,NA,NA,NA,NA,NA,-23.031,NA,NA
193363,1.9518,0.579584,-4.45658,-56.318,NA,NA,NA,NA,NA,NA,NA
193600,1.75317,1.11627,-4.43412,NA,NA,NA,-56.894,NA,NA,NA,NA
193648,1.92198,1.99713,-5,-17.005,NA,NA,NA,NA,NA,NA,NA
193921,2.51063,1.82194,-4.71221,NA,NA,NA,-33.35,NA,NA,NA,NA
194049,1.78804,1.27319,-4.23346,-6.777,NA,NA,NA,NA,NA,NA,NA
194263,1.90355,2.22933,-4.8643,-17.182,NA,NA,NA,NA,NA,NA,NA
194591,1.76782,1.3055,-5,NA,NA,NA,NA,NA,-23.534,NA,NA
194768,1.90281,1.448,-3.53272,NA,NA,NA,NA,NA,-30.919,NA,NA
194852,2.9972,1.32182,-5,-51.508,NA,NA,NA,NA,NA,NA,NA
195018,2.28064,2.28105,-5,-27.672,NA,NA,NA,NA,NA,NA,NA
195338,2.30135,1.19727,-5,NA,NA,NA,NA,-30.67,NA,NA,NA
195569,1.59764,1.43118,-5,-19.641,NA,NA,NA,NA,NA,NA,NA
195696,1.50314,0.75067,-4.5583,NA,NA,-57.44,NA,NA,NA,NA,NA
195899,1.90546,1.66886,-5,NA,NA,-45.483,NA,NA,NA,NA,NA
196158,0.713001,1.18025,-4.59257,NA,NA,NA,NA,-53.432,NA,NA,NA
196269,0.69682,1.77043,-4.93342,NA,NA,NA,NA,NA,-48.136,NA,NA
196452,2.91847,1.54006,-4.77392,-38.634,NA,NA,NA,NA,NA,NA,NA
196718,3.03025,1.56648,-5,-48.309,NA,NA,NA,NA,NA,NA,NA
196953,2.17465,1.57504,-5,NA,NA,NA,NA,NA,-26.925,NA,NA
197183,2.19192,1.98911,-4.76736,NA,NA,NA,-26.687,NA,NA,NA,NA
197277,2.09411,1.91779,-5,-18.827,NA,NA,NA,NA,NA,NA,NA
197486,2.09527,1.47603,-5,NA,NA,NA,NA,NA,-20.929,NA,NA
197655,1.78388,1.62583,-4.47319,NA,NA,NA,NA,-3.929,NA,NA,NA
197937,1.30606,0.824779,-4.8706,-52.364,NA,NA,NA,NA,NA,NA,NA
198114,1.56027,1.49116,-5,-19.065,NA,NA,NA,NA,NA,NA,NA
198317,1.78788,1.54744,-4.81853,NA,NA,NA,NA,NA,-14.826,NA,NA
198554,1.52904,1.95371,-5,NA,NA,NA,NA,NA,-20.608,NA,NA
198677,2.23472,1.61503,-4.64003,NA,NA,NA,NA,-16.533,NA,NA,NA
198828,2.50788,1.60741,-4.92071,NA,NA,NA,NA,NA,-31.189,NA,NA
199110,1.45154,1.79743,-5,NA,NA,NA,NA,-22.31,NA,NA,NA
199298,1.68063,1.73337,-3.989,NA,NA,NA,NA,NA,-8.289,NA,NA
199512,1.35812,2.20513,-3.40633,NA,NA,NA,NA,NA,-40.614,NA,NA
199642,2.45164,1.28146,-4.91641,-26.835,NA,NA,NA,NA,NA,NA,NA
200000,3.19158,3.16983,-4.11887,NA,NA,NA,NA,NA,NA,-151.657,NA
