id,x0,x1,x2,fitness5.5,fitness7,fitness6.5,fitness8,fitness7.5,fitness8.5,fitness9,fitness9.5,fitness6,fitness10.5,fitness10
160154,7.65859,6.21954,7.59685,NA,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA
160264,7.80664,7.2133,7.39653,NA,NA,NA,0.889,NA,NA,NA,NA,NA,NA,NA
160524,6.87086,7.85139,8.28006,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA
160660,7.35908,8.28955,7.67994,NA,NA,NA,0.889,NA,NA,NA,NA,NA,NA,NA
160843,7.99728,9.41742,7.94449,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA,NA
161104,6.70784,8.80811,7.83312,NA,NA,NA,NA,NA,0.458,NA,NA,NA,NA,NA
161273,7.40631,7.88097,7.39748,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA
161556,8.07713,7.13379,7.40928,NA,NA,NA,NA,NA,NA,0.627,NA,NA,NA,NA
161652,7.18945,8.48322,6.15158,NA,NA,NA,0.421,NA,NA,NA,NA,NA,NA,NA
161999,9.05361,7.872,7.85188,NA,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA
162189,9.19949,8.13672,8.12794,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA
162355,6.96713,7.60147,7.79056,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA
162587,7.74582,7.76865,9.71529,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA
162780,7.07415,8.29482,8.7384,NA,NA,NA,NA,0.663,NA,NA,NA,NA,NA,NA
162809,7.56814,8.51557,9.83945,NA,NA,NA,0.404,NA,NA,NA,NA,NA,NA,NA
163171,8.51306,7.83752,8.50719,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA
163355,9.32535,8.39008,7.53278,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA
163512,8.77506,7.57609,6.67599,NA,NA,NA,0.552,NA,NA,NA,NA,NA,NA,NA
163774,8.22118,6.72459,6.97394,NA,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA
163909,6.82149,7.49906,7.58513,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA
164182,6.77909,7.48469,7.96816,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA,NA
164332,6.83147,8.44885,7.71787,NA,NA,NA,NA,NA,0.636,NA,NA,NA,NA,NA
164474,8.05426,7.19465,6.97388,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA
164679,7.34136,6.96441,7.0069,NA,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA
164965,6.66446,7.75148,7.48247,NA,NA,NA,0.752,NA,NA,NA,NA,NA,NA,NA
165156,7.73284,7.70507,7.89205,NA,NA,NA,NA,NA,0.841,NA,NA,NA,NA,NA
165364,7.31467,7.89787,7.62184,NA,NA,NA,0.934,NA,NA,NA,NA,NA,NA,NA
165571,7.31478,8.31122,8.04806,NA,NA,NA,NA,0.842,NA,NA,NA,NA,NA,NA
165775,8.73034,7.37346,8.16334,NA,NA,NA,0.761,NA,NA,NA,NA,NA,NA,NA
165999,7.58423,7.73732,8.45583,NA,NA,NA,NA,0.896,NA,NA,NA,NA,NA,NA
166097,7.29863,7.30748,8.59325,NA,NA,NA,NA,NA,NA,0.484,NA,NA,NA,NA
166233,6.60476,8.27947,7.7524,NA,NA,NA,NA,NA,NA,0.474,NA,NA,NA,NA
166405,7.61397,9.59212,7.74442,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA
166712,6.99267,10.5,7.73042,NA,NA,NA,0.346,NA,NA,NA,NA,NA,NA,NA
166933,6.44722,9.23954,7.98196,NA,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA
167007,7.38073,8.47517,8.35408,NA,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA
167361,6.89025,7.77415,8.13892,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA
167414,7.38497,8.01894,7.8001,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
167777,6.84652,7.47483,7.677,NA,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA
167953,7.22473,7.69493,8.17693,NA,NA,NA,NA,NA,0.846,NA,NA,NA,NA,NA
168046,9.26101,7.90838,8.72169,NA,NA,NA,NA,0.471,NA,NA,NA,NA,NA,NA
168349,8.71163,7.36976,8.03929,NA,NA,NA,NA,NA,0.642,NA,NA,NA,NA,NA
168429,7.95522,8.2711,7.6992,NA,NA,NA,NA,NA,NA,0.647,NA,NA,NA,NA
168729,7.41896,7.95198,8.90691,NA,NA,NA,NA,NA,0.675,NA,NA,NA,NA,NA
168837,6.40337,8.69911,7.08891,NA,NA,NA,NA,NA,NA,0.212,NA,NA,NA,NA
169046,8.59175,8.27241,7.89641,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA
169236,8.33486,9.13955,7.88077,NA,NA,NA,NA,NA,0.463,NA,NA,NA,NA,NA
169510,7.69323,9.12639,8.57916,NA,NA,NA,NA,0.588,NA,NA,NA,NA,NA,NA
169764,7.5183,8.02156,8.61925,NA,NA,NA,NA,0.803,NA,NA,NA,NA,NA,NA
169900,8.20419,7.59036,7.88765,NA,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA
170080,7.73435,6.65459,8.07212,NA,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA
170335,7.20047,7.12646,8.01395,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA
170531,7.53864,7.10091,9.48507,NA,NA,NA,NA,0.526,NA,NA,NA,NA,NA,NA
170653,7.97808,7.35938,9.09424,NA,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA
170843,8.35775,7.62563,8.72973,NA,NA,NA,NA,0.731,NA,NA,NA,NA,NA,NA
171113,7.0486,7.48196,8.55556,NA,NA,NA,NA,0.761,NA,NA,NA,NA,NA,NA
171392,7.55994,7,7.9985,NA,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA
171484,7.6182,8.61008,7.35857,NA,NA,NA,NA,0.833,NA,NA,NA,NA,NA,NA
171690,7.45466,7.99419,7.69322,NA,0.841,NA,NA,NA,NA,NA,NA,NA,NA,NA
171960,7.60473,7.72444,9.27,NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA
172168,8.67043,7.50905,7.69797,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA
172234,8.43188,8.08477,7.81273,NA,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA
172429,9.10923,9.29113,7.99677,NA,NA,NA,NA,0.384,NA,NA,NA,NA,NA,NA
172712,8.14135,8.22841,7.85021,NA,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA
172898,8.43517,7.09131,7.88544,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA
173161,7.92447,6.85039,8.9043,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
173355,9.00915,6.96662,8.39058,NA,NA,NA,NA,0.548,NA,NA,NA,NA,NA,NA
173476,8.05264,5.98287,7.87184,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA
173771,7.4206,6.04322,8.3118,NA,NA,NA,NA,NA,0.356,NA,NA,NA,NA,NA
173936,8.46934,6.95321,8.71244,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA
174087,7.32195,7.45554,7.67882,NA,NA,0.708,NA,NA,NA,NA,NA,NA,NA,NA
174216,7.67597,7.32907,7.57634,NA,NA,NA,NA,0.965,NA,NA,NA,NA,NA,NA
174401,7.47711,7.81515,7.58484,NA,NA,NA,0.973,NA,NA,NA,NA,NA,NA,NA
174776,8.66505,8.07043,7.37621,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA
174988,8.0884,7.29509,7.25296,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA
175166,8.54299,8.19975,6.83409,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA
175313,9.66098,7.84906,8.10394,NA,NA,NA,NA,0.551,NA,NA,NA,NA,NA,NA
175524,8.03383,8.24419,8.56752,NA,NA,NA,0.783,NA,NA,NA,NA,NA,NA,NA
175746,7.99552,8.23363,9.12726,NA,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA
175857,8.29024,8.96166,9.11437,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA
176047,8.72075,9.04467,7.37513,NA,NA,NA,NA,0.549,NA,NA,NA,NA,NA,NA
176351,9.38196,8.11729,7.95499,NA,NA,0.385,NA,NA,NA,NA,NA,NA,NA,NA
176474,7.48713,8.20395,8.41428,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA
176689,8.03178,8.76385,9.13551,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA
176818,8.96459,9.00671,8.50013,NA,NA,NA,0.388,NA,NA,NA,NA,NA,NA,NA
177076,8.17035,8.5098,8.12112,NA,NA,NA,NA,0.776,NA,NA,NA,NA,NA,NA
177318,7.44375,7.8226,7.57924,NA,NA,NA,NA,0.974,NA,NA,NA,NA,NA,NA
177492,6.98592,8.60616,7.74241,NA,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA
177713,7.85194,8.2906,7.86272,NA,NA,NA,NA,0.887,NA,NA,NA,NA,NA,NA
177942,8.13546,8.07165,7.47455,NA,NA,NA,NA,0.926,NA,NA,NA,NA,NA,NA
178001,7.71909,7.10925,7.69679,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
178230,8.09594,7.91308,7.38138,NA,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA
178513,8.84804,8.79073,7.05257,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA
178668,7.83053,9.07185,6.84722,NA,NA,NA,0.536,NA,NA,NA,NA,NA,NA,NA
178922,7.47895,9.24559,6.5773,NA,NA,NA,NA,0.404,NA,NA,NA,NA,NA,NA
179125,8.25525,8.26139,8.39187,NA,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA
179351,7.61112,6.87111,7.16059,NA,NA,NA,NA,NA,0.664,NA,NA,NA,NA,NA
179506,8.41051,7.53639,6.97834,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA
179636,7.16024,7.02136,6.697,NA,NA,NA,NA,NA,0.485,NA,NA,NA,NA,NA
179929,7.70353,7.04226,8.24994,NA,NA,NA,NA,NA,0.778,NA,NA,NA,NA,NA
180163,7.02814,6.45567,8.05397,NA,NA,NA,0.564,NA,NA,NA,NA,NA,NA,NA
180346,7.87905,7.22698,7.53757,NA,NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA
180463,8.29155,8.22161,7.4741,NA,NA,NA,NA,0.873,NA,NA,NA,NA,NA,NA
180616,9.06788,8.99407,7.83055,NA,NA,NA,NA,0.459,NA,NA,NA,NA,NA,NA
180860,8.12811,8.5217,7.33652,NA,NA,NA,NA,0.792,NA,NA,NA,NA,NA,NA
181145,7.9708,9.0378,8.06406,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA
181280,7.7659,9.44773,7.39569,NA,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA
181481,9.04176,9.2867,8.02124,NA,NA,NA,0.377,NA,NA,NA,NA,NA,NA,NA
181690,9.61594,6.93285,6.95541,NA,NA,NA,NA,NA,NA,NA,-0.059,NA,NA,NA
181919,8.2814,7.83824,8.31136,NA,NA,NA,NA,NA,NA,NA,0.509,NA,NA,NA
182100,5.72492,8.16752,7.99614,NA,NA,NA,NA,NA,NA,0.259,NA,NA,NA,NA
182335,7.77775,8.02245,8.14333,NA,NA,NA,NA,NA,NA,0.756,NA,NA,NA,NA
182446,7.11467,7.14657,7.48423,NA,NA,NA,NA,NA,0.684,NA,NA,NA,NA,NA
182696,6.37563,7.89613,6.77893,NA,NA,NA,NA,NA,0.401,NA,NA,NA,NA,NA
182926,8.1062,8.1355,7.5797,NA,NA,NA,0.925,NA,NA,NA,NA,NA,NA,NA
183017,9.67184,7.42455,6.9317,NA,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA
183237,8.08343,8.00667,7.5214,NA,NA,NA,NA,0.908,NA,NA,NA,NA,NA,NA
183531,9.48094,7.90251,7.28445,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA
183769,7.49225,6.80462,7.45246,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
183804,7.19155,7.60248,7.40081,NA,NA,NA,NA,NA,NA,NA,NA,0.455,NA,NA
184093,6.99941,7.97435,7.06512,NA,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA
184287,6.81833,8.50293,7.80787,NA,NA,NA,0.718,NA,NA,NA,NA,NA,NA,NA
184453,7.7739,8.18092,7.8079,NA,NA,NA,0.934,NA,NA,NA,NA,NA,NA,NA
184676,7.28664,7.19107,7.24509,NA,NA,NA,NA,NA,NA,0.628,NA,NA,NA,NA
184818,7.98676,7.19732,6.94256,NA,NA,NA,NA,NA,0.669,NA,NA,NA,NA,NA
185078,7.61782,8.07884,7.96244,NA,NA,NA,NA,NA,NA,0.733,NA,NA,NA,NA
185256,7.90808,7.6002,7.27981,NA,NA,NA,0.899,NA,NA,NA,NA,NA,NA,NA
185490,8.14437,7.631,8.31669,NA,NA,NA,NA,0.878,NA,NA,NA,NA,NA,NA
185703,8.09611,8.81851,7.02705,NA,0.629,NA,NA,NA,NA,NA,NA,NA,NA,NA
185818,7.42273,7.44634,6.53323,NA,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA
186141,7.96151,6.7132,6.63885,NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA
186310,7.52742,7.76787,7.22824,NA,NA,NA,0.928,NA,NA,NA,NA,NA,NA,NA
186401,8.39649,8.00845,7.09262,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA
186676,8.33093,7.88405,7.88743,NA,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA
186925,7.30757,7.81658,6.88502,NA,NA,NA,NA,NA,NA,0.584,NA,NA,NA,NA
187020,7.62251,8.56401,6.93459,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA
187353,7.22964,8.00535,7.38914,NA,NA,NA,NA,NA,0.853,NA,NA,NA,NA,NA
187438,7.30043,7.90913,8.65352,NA,NA,NA,NA,0.772,NA,NA,NA,NA,NA,NA
187695,7.45628,9.59406,8.29029,NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA
187862,7.57141,8.26718,8.15383,NA,NA,NA,NA,0.891,NA,NA,NA,NA,NA,NA
188074,8.07198,7.67258,8.01966,NA,NA,NA,NA,0.948,NA,NA,NA,NA,NA,NA
188201,7.90959,7.83491,8.22539,NA,NA,0.737,NA,NA,NA,NA,NA,NA,NA,NA
188552,7.6673,8.31956,7.89364,NA,NA,NA,NA,0.922,NA,NA,NA,NA,NA,NA
188665,9.11474,8.22411,7.81646,NA,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA
188810,8.0483,8.19532,7.99097,NA,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA
189110,7.47376,8.3357,9.59275,NA,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA
189296,7.32298,7.3535,8.64608,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA
189423,7.1228,7.24374,8.59557,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA
189696,7.35624,7.6999,8.07085,NA,NA,NA,NA,0.945,NA,NA,NA,NA,NA,NA
189914,7.51594,7.10293,7.14053,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA
190022,6.78344,7.13137,7.6209,NA,NA,NA,NA,0.711,NA,NA,NA,NA,NA,NA
190271,5.30855,7.94096,6.82755,NA,0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA
190552,5.19697,7.44563,7.86444,NA,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA
190677,4.32245,7.91859,7.55791,NA,NA,0.641,NA,NA,NA,NA,NA,NA,NA,NA
190971,3.68012,7.43748,9.4807,NA,NA,NA,0.444,NA,NA,NA,NA,NA,NA,NA
191072,4.13579,6.19391,7.90169,NA,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA
191398,3.93194,7.39886,8.66065,NA,NA,NA,NA,0.802,NA,NA,NA,NA,NA,NA
191559,4.35179,7.65948,8.48131,NA,NA,NA,NA,NA,0.786,NA,NA,NA,NA,NA
191773,3.68898,7.00895,8.70588,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA
191820,2.36761,6.28107,7.1638,NA,NA,NA,NA,0.502,NA,NA,NA,NA,NA,NA
192113,4.03272,7.47101,7.81591,NA,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA
192390,5.93694,8.02299,8.07286,NA,NA,NA,NA,0.474,NA,NA,NA,NA,NA,NA
192439,7.04985,8.37081,8.69387,NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA
192642,7.01339,9.04497,7.36095,NA,NA,NA,NA,0.613,NA,NA,NA,NA,NA,NA
192978,7.36682,9.54557,7.49581,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
193018,7.49376,8.00536,7.00088,NA,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA
193271,8.41918,7.64407,6.59429,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA
193494,6.80632,7.95556,6.02137,NA,NA,NA,NA,NA,0.264,NA,NA,NA,NA,NA
193742,7.68193,7.40593,6.49389,NA,NA,NA,NA,NA,0.525,NA,NA,NA,NA,NA
193839,8.49595,8.03917,6.96684,NA,NA,NA,NA,NA,NA,0.446,NA,NA,NA,NA
194065,7.9958,7.23258,6.9496,NA,NA,NA,NA,NA,NA,NA,0.414,NA,NA,NA
194277,8.54785,8.29151,8.15067,NA,NA,NA,NA,NA,NA,NA,0.385,NA,NA,NA
194516,8.40198,8.51746,7.83074,NA,NA,NA,NA,NA,NA,0.583,NA,NA,NA,NA
194635,7.76493,7.76837,7.39662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543
194829,8.71692,8.08141,6.11314,NA,NA,NA,0.346,NA,NA,NA,NA,NA,NA,NA
195030,8.29071,8.08555,7.8905,NA,NA,NA,NA,NA,NA,0.695,NA,NA,NA,NA
195203,8.39253,7.40546,9.64911,NA,NA,NA,NA,NA,0.333,NA,NA,NA,NA,NA
195597,8.15202,8.03109,8.55117,NA,NA,NA,NA,NA,NA,0.519,NA,NA,NA,NA
195612,8.05159,8.08041,7.83609,NA,NA,NA,NA,NA,NA,NA,0.566,NA,NA,NA
195867,7.33919,7.88027,7.94119,NA,NA,NA,NA,NA,NA,0.711,NA,NA,NA,NA
196118,7.68613,7.83055,7.1587,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA
196249,7.62325,7.97069,8.20546,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA
196525,9.18081,7.59896,6.86904,NA,NA,NA,0.541,NA,NA,NA,NA,NA,NA,NA
196631,9.18237,6.70505,7.81813,NA,NA,NA,0.472,NA,NA,NA,NA,NA,NA,NA
196947,8.11714,7.15984,7.9158,NA,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA
197131,9.00099,8.00856,7.80133,NA,NA,NA,NA,NA,NA,0.539,NA,NA,NA,NA
197286,9.94921,7.87809,7.33222,NA,NA,NA,0.484,NA,NA,NA,NA,NA,NA,NA
197432,9.73642,7.79017,7.24015,NA,NA,NA,NA,0.504,NA,NA,NA,NA,NA,NA
197641,9.02034,8.43886,7.05283,NA,NA,NA,NA,0.561,NA,NA,NA,NA,NA,NA
197952,9.12195,7.28781,8.53484,NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA
198149,8.03559,6.81825,8.44591,NA,NA,NA,NA,0.715,NA,NA,NA,NA,NA,NA
198301,7.69354,7.04252,7.8396,NA,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA
198401,7.88819,7.56362,6.69625,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA,NA
198731,8.03811,8.14291,5.66732,NA,NA,NA,NA,0.435,NA,NA,NA,NA,NA,NA
198973,8.60257,8.96987,4.25195,NA,NA,NA,NA,NA,0.525,NA,NA,NA,NA,NA
199033,8.03784,8.25629,4.40209,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA
199272,7.37532,7.18237,4.21042,NA,NA,NA,0.897,NA,NA,NA,NA,NA,NA,NA
199562,6.55753,7.03844,4.0817,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
199732,7.39067,6.9104,4.32076,NA,NA,NA,NA,NA,NA,0.602,NA,NA,NA,NA
199999,8.21441,7.54189,4.1984,NA,NA,NA,0.886,NA,NA,NA,NA,NA,NA,NA
