id,x0,x1,x2,fitness-3,fitness-2,fitness-2.5,fitness-3.5,fitness-1.5,fitness-4,fitness-1,fitness-4.5
190869,2.48905,1.41342,-4.75175,NA,NA,-22.309,NA,NA,NA,NA,NA
191154,1.73641,2.13457,-5,NA,NA,-19.032,NA,NA,NA,NA,NA
191223,1.73175,1.95306,-4.75812,NA,NA,NA,-39.262,NA,NA,NA,NA
191519,1.36493,1.97408,-4.69664,NA,NA,NA,NA,NA,-46.187,NA,NA
191631,2.50319,1.4087,-5,NA,NA,NA,-43.922,NA,NA,NA,NA
191911,2.32621,2.29885,-4.76282,-24.673,NA,NA,NA,NA,NA,NA,NA
192169,2.15227,2.12139,-3.25673,NA,-46.438,NA,NA,NA,NA,NA,NA
192330,1.57334,2.56608,-4.83097,NA,-32.976,NA,NA,NA,NA,NA,NA
192593,1.94137,2.54625,-5,NA,-35.966,NA,NA,NA,NA,NA,NA
192705,2.69496,2.68061,-5,-63.192,NA,NA,NA,NA,NA,NA,NA
192970,1.93411,2.22551,-5,NA,NA,NA,-34.673,NA,NA,NA,NA
193157,1.59078,1.75639,-4.70271,NA,NA,NA,-22.287,NA,NA,NA,NA
193247,1.5406,2.00804,-4.51758,NA,NA,-7.826,NA,NA,NA,NA,NA
193425,1.68764,2.0366,-3.43405,-32.503,NA,NA,NA,NA,NA,NA,NA
193661,0.865045,2.10924,-3.83541,-35.752,NA,NA,NA,NA,NA,NA,NA
193938,2.16089,1.81947,-5,NA,NA,-17.54,NA,NA,NA,NA,NA
194082,2.47298,1.29698,-5,NA,-34.437,NA,NA,NA,NA,NA,NA
194349,2.27297,1.60631,-3.99209,NA,-16.648,NA,NA,NA,NA,NA,NA
194477,1.59291,1.47459,-4.49776,NA,NA,-3.764,NA,NA,NA,NA,NA
194666,2.0223,1.58339,-4.62645,NA,NA,NA,-37.554,NA,NA,NA,NA
194912,1.66281,1.83279,-5,-27.832,NA,NA,NA,NA,NA,NA,NA
195030,1.24641,1.42757,-3.75817,NA,NA,-22.728,NA,NA,NA,NA,NA
195327,2.20052,1.56275,-4.60941,NA,NA,-8.643,NA,NA,NA,NA,NA
195465,1.82536,1.54275,-3.67468,NA,-19.931,NA,NA,NA,NA,NA,NA
195688,0.979463,1.62764,-4.37227,NA,-36.392,NA,NA,NA,NA,NA,NA
195854,1.69228,1.32231,-3.68786,NA,-34.495,NA,NA,NA,NA,NA,NA
196106,1.32077,1.34841,-4.51447,-20.323,NA,NA,NA,NA,NA,NA,NA
196379,1.18205,1.65242,-5,-26.352,NA,NA,NA,NA,NA,NA,NA
196490,2.11532,1.70522,-4.94303,-24.496,NA,NA,NA,NA,NA,NA,NA
196618,2.47308,2.63587,-5,-45.02,NA,NA,NA,NA,NA,NA,NA
196814,1.68757,1.94517,-4.31599,NA,-6.712,NA,NA,NA,NA,NA,NA
197013,1.67116,2.13535,-3.55946,NA,NA,NA,NA,-40.184,NA,NA,NA
197209,1.03837,2.14275,-4.04347,-26.381,NA,NA,NA,NA,NA,NA,NA
197468,2.20055,0.941875,-5,-43.873,NA,NA,NA,NA,NA,NA,NA
197730,1.80094,1.93231,-4.59733,NA,NA,NA,-26.61,NA,NA,NA,NA
197994,1.47599,1.78779,-4.67431,-11.98,NA,NA,NA,NA,NA,NA,NA
198098,2.54079,1.62025,-4.1829,NA,-30.056,NA,NA,NA,NA,NA,NA
198244,2.22227,1.92319,-5,NA,NA,-21.087,NA,NA,NA,NA,NA
198577,1.52654,1.35733,-5,NA,NA,-20.777,NA,NA,NA,NA,NA
198618,2.57794,1.50725,-4.58432,-30.544,NA,NA,NA,NA,NA,NA,NA
198843,1.51822,0.944264,-3.71594,NA,NA,-41.233,NA,NA,NA,NA,NA
199145,1.50428,0.865153,-3.70618,-53.646,NA,NA,NA,NA,NA,NA,NA
199355,1.64352,1.04744,-3.71551,NA,-41.35,NA,NA,NA,NA,NA,NA
199600,2.3296,1.56077,-4.40795,NA,NA,-11.328,NA,NA,NA,NA,NA
199639,2.31349,1.62213,-4.51867,NA,-24.069,NA,NA,NA,NA,NA,NA
199998,2.84642,0.818259,-4.09023,NA,NA,NA,NA,-82.681,NA,NA,NA
