id,x0,x1,x2,fitness4,fitness4.5,fitness7,fitness7.5,fitness8,fitness9,fitness8.5,fitness6.5
194392,8.26942,7.93097,7.98035,NA,NA,NA,NA,0.897,NA,NA,NA
194568,7.35171,7.93276,7.72183,NA,NA,NA,0.96,NA,NA,NA,NA
194609,8.37252,8.42401,7.73687,NA,NA,NA,NA,0.79,NA,NA,NA
194901,8.68282,7.69416,7.28138,NA,NA,NA,0.8,NA,NA,NA,NA
195106,8.04512,7.02495,7.45633,NA,NA,NA,NA,0.862,NA,NA,NA
195319,7.14244,7.24924,7.10267,NA,NA,NA,NA,0.805,NA,NA,NA
195471,8.11509,7.40277,8.09852,NA,NA,NA,0.915,NA,NA,NA,NA
195669,7.65881,7.28012,7.69828,NA,NA,NA,NA,0.948,NA,NA,NA
195997,7.69615,7.42047,7.82088,NA,NA,NA,0.979,NA,NA,NA,NA
196105,8.07448,8.58149,7.09778,NA,NA,NA,NA,NA,NA,0.706,NA
196205,8.79177,7.7147,8.21766,NA,NA,NA,NA,0.762,NA,NA,NA
196470,7.82705,8.11947,8.02819,NA,NA,NA,0.929,NA,NA,NA,NA
196760,6.84828,7.8969,7.53922,NA,NA,NA,0.831,NA,NA,NA,NA
196965,7.49731,7.34228,7.54815,NA,NA,NA,NA,0.953,NA,NA,NA
197092,7.53559,7.98286,6.82117,NA,NA,0.64,NA,NA,NA,NA,NA
197385,7.89575,7.37165,8.12361,NA,NA,NA,0.932,NA,NA,NA,NA
197501,7.87531,7.77862,7.70258,NA,NA,NA,0.993,NA,NA,NA,NA
197740,7.58915,8.16737,8.17924,NA,NA,NA,0.91,NA,NA,NA,NA
197981,7.675,8.12913,7.30119,NA,NA,NA,0.923,NA,NA,NA,NA
198149,7.88362,6.99327,7.46491,NA,NA,NA,NA,0.826,NA,NA,NA
198376,8.10342,7.25421,7.68758,NA,NA,NA,NA,0.88,NA,NA,NA
198471,7.76071,7.63315,7.92756,NA,NA,NA,NA,0.967,NA,NA,NA
198737,7.88657,7.4183,7.64184,NA,NA,NA,NA,NA,NA,0.84,NA
198820,8.15951,7.40853,8.149,NA,NA,NA,NA,NA,0.639,NA,NA
199190,7.74394,7.60839,7.36429,NA,NA,NA,NA,NA,0.741,NA,NA
199399,7.59303,7.77712,7.97932,NA,NA,NA,0.945,NA,NA,NA,NA
199569,6.99369,8.50416,7.60909,NA,NA,NA,0.773,NA,NA,NA,NA
199797,7.58305,6.78782,6.77213,NA,NA,NA,NA,0.633,NA,NA,NA
199998,5.0609,5.89651,9.03043,NA,NA,-0.218,NA,NA,NA,NA,NA
