id,x0,x1,x2,fitness-1,fitness0,fitness-0.5,fitness-3,fitness-2.5,fitness-1.5,fitness-2,fitness0.5,fitness1,fitness3,fitness-3.5,fitness2,fitness1.5,fitness2.5,fitness4.5,fitness5,fitness3.5,fitness4,fitness-4.5,fitness-4
100623,-0.981196,-0.801904,0.208143,NA,NA,NA,NA,1132.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100853,0.517137,-0.398611,-0.83673,853.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101092,-0.763601,-1.28319,-1.22076,NA,NA,NA,NA,NA,NA,NA,NA,3297.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101307,0.44367,-2.16023,-0.854831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.279,NA,NA,NA,NA,NA,NA,NA,NA
101472,0.727642,-1.67656,-0.344783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.992,NA,NA,NA,NA,NA,NA
101783,-0.997,-2.7735,-1.48775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.09,NA,NA,NA
101898,-1.52593,-1.45017,-1.37092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10854.385,NA,NA,NA,NA,NA
102156,-2.57396,-0.693197,-1.57382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3184.226,NA,NA,NA,NA,NA
102209,-1.3578,-0.255426,-2.01339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2156.859,NA,NA
102436,-1.33404,-0.609889,-1.44291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6321.553,NA,NA,NA,NA,NA
102652,-0.634065,-0.970186,0.84946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2112.239,NA,NA
102833,-0.547817,0.0477397,-0.322883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071.549,NA,NA,NA,NA
103153,-0.562178,-0.919674,-0.782837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12315.795,NA,NA,NA,NA
103208,0.153076,-0.699553,-0.192005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.932,NA,NA,NA,NA,NA
103556,-1.2782,-1.69766,-0.54629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.819,NA,NA
103627,-1.49239,-0.608127,-1.02214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3131.788,NA,NA,NA,NA,NA
103843,-0.991754,-0.745063,-1.90535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2776.498,NA,NA,NA,NA,NA
104027,-1.52244,-1.60068,-2.65782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048.171,NA,NA,NA,NA,NA
104218,-3.46002,-0.748774,-2.5363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570.62,NA,NA,NA,NA
104513,-2.48699,-0.574246,-0.11461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.494,NA,NA,NA
104646,-2.08365,0.0701573,-1.44268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.163,NA,NA
104825,-1.39425,-0.0382632,-1.97665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.949,NA,NA,NA,NA,NA
105116,-0.844013,-0.583423,-0.783086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19806.418,NA,NA,NA,NA
105201,-0.616729,-0.638555,-0.035075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2648.11,NA,NA,NA,NA,NA
105530,-0.383671,-1.95907,-0.062722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1639.575,NA,NA,NA,NA
105667,-0.544405,-2.67992,0.0933836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.837,NA,NA,NA,NA,NA
105846,-0.954612,-0.976497,1.3223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443.169,NA,NA,NA,NA,NA
106154,-0.790334,0.163456,1.4327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.529,NA,NA,NA,NA
106257,-1.50397,0.507188,0.696056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.133,NA,NA,NA,NA,NA
106492,-1.86011,-0.0344788,-0.348821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614.271,NA,NA,NA,NA,NA
106656,-1.2989,-1.47019,-2.00603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9690.707,NA,NA,NA,NA
106848,-1.45414,-0.795748,-2.26701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835.915,NA,NA
107069,-0.241284,-1.84339,-1.01088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.917,NA,NA,NA,NA,NA
107317,-2.03777,-0.76236,-0.514301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3503.056,NA,NA,NA,NA
107494,-0.610041,-0.77277,0.192033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926.646,NA,NA
107724,0.31948,-0.0786538,-1.53787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3724.106,NA,NA,NA,NA
107904,1.8519,-0.826476,-1.34352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579.159,NA,NA
108125,0.712901,-0.992093,-0.80468,NA,NA,NA,NA,NA,NA,NA,NA,NA,624.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108358,0.338318,0.925688,-2.46374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504.632,NA,NA,NA,NA
108472,-1.56983,0.399106,-2.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647.971,NA,NA,NA,NA
108624,-1.33916,-0.261311,-1.53076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3409.175,NA,NA,NA
108843,-1.38021,-0.61119,-1.5306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7709.838,NA,NA,NA,NA,NA
109051,-1.25726,0.439693,-1.52446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3597.818,NA,NA,NA,NA
109285,-0.709771,-0.528006,-0.87209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9674.838,NA,NA,NA,NA
109575,-2.21711,-1.91285,-2.86453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.605,NA,NA,NA,NA
109685,-1.4608,-2.38496,-3.55237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.062,NA,NA
109927,-0.465531,-3.50734,-2.51316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.799,NA,NA,NA,NA,NA
110105,-0.104077,-2.54038,-1.34078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999.849,NA,NA,NA,NA,NA
110234,-0.383893,-1.01892,-0.308866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2292.978,NA,NA,NA,NA
110460,-2.46761,-1.05194,0.270287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.473,NA,NA,NA,NA,NA
110786,-2.68736,-0.304906,-0.847958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1615.66,NA,NA,NA,NA
110930,-1.86934,0.785474,0.0147551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683.136,NA,NA,NA,NA
111147,-0.639535,0.0705799,-1.24523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902.711,NA,NA,NA,NA
111333,-1.41946,-1.23716,0.260888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3903.242,NA,NA,NA,NA
111500,-0.199436,-0.977591,0.35903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.055,NA,NA
111632,-0.92402,-1.49396,0.908198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4111.722,NA,NA,NA,NA,NA
111993,-2.59472,-1.23261,-1.23545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.401,NA,NA
112186,-1.21043,-2.39881,-0.306162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616.602,NA,NA
112394,-0.681458,-1.64942,0.357528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1409.419,NA,NA,NA,NA,NA
112432,-1.85307,-0.511883,-0.25231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.754,NA,NA,NA,NA,NA
112681,-1.42688,0.00065667,-0.619386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1658.364,NA,NA
112837,-2.17978,1.75657,-1.24359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.746,NA,NA,NA
113196,-1.47955,1.24241,-1.13528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.754,NA,NA,NA,NA,NA
113212,-1.49702,-0.684838,-1.33644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6027.143,NA,NA
113525,-0.494942,-0.714738,-0.660827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145.776,NA,NA,NA
113741,-1.64574,-1.30594,-0.826503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10434.208,NA,NA,NA,NA,NA
113850,-1.20087,-0.999724,-1.19432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2295.482,NA,NA,NA,NA
114092,-0.0484189,-1.52124,0.207522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830.015,NA,NA,NA,NA
114261,0.298057,-0.710993,-0.372736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571.581,NA,NA
114461,0.669074,-0.698487,-0.00318643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.239,NA,NA,NA,NA,NA
114656,-0.751336,0.458609,0.00184604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990.224,NA,NA,NA,NA,NA
114954,-0.978366,0.302937,-0.808785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1793.36,NA,NA
115179,-0.908438,1.81642,-1.0845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.896,NA,NA,NA
115295,-1.35039,-1.23158,0.0454885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.716,NA,NA,NA,NA,NA,NA,NA,NA
115476,-1.42794,-1.63074,-0.70666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1461.727,NA,NA,NA,NA,NA,NA,NA
115616,-0.947046,-1.41236,-1.47511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4172.766,NA,NA,NA,NA,NA,NA,NA,NA
115821,-0.884586,-0.769074,-1.36978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3689.174,NA,NA,NA,NA,NA,NA,NA,NA
116028,-0.742431,-0.966241,-1.29202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4076.118,NA,NA,NA,NA,NA,NA
116314,-2.18371,-1.55254,-0.797542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.921,NA,NA,NA,NA,NA,NA
116472,-1.52689,-0.996609,-0.897978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2309.821,NA,NA,NA,NA,NA,NA,NA,NA
116798,-1.48062,-0.316489,0.303577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596.305,NA,NA,NA,NA,NA,NA,NA,NA
116871,-2.46579,0.754435,0.74529,NA,NA,NA,NA,NA,NA,NA,67.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117010,-0.898734,1.9917,-0.806968,NA,NA,NA,NA,NA,NA,NA,300.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117240,-0.193215,2.33846,-0.19797,NA,NA,NA,NA,NA,NA,NA,560.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117530,-0.798865,1.1659,-0.220229,NA,NA,NA,NA,NA,NA,NA,575.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117729,-0.659105,1.67425,1.66537,236.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117973,-1.16239,1.08117,1.35051,NA,6.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118040,-0.77635,-0.0225963,1.52414,NA,NA,536.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118344,-1.9915,-0.152807,2.89381,750.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118508,-1.43093,0.370804,2.72559,NA,NA,NA,NA,NA,1133.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118789,-0.123015,1.89843,2.30866,NA,NA,NA,NA,NA,521.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118873,-1.39455,2.31677,0.923222,NA,NA,NA,NA,14.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119088,-1.41922,3.56405,0.0354796,NA,NA,NA,NA,NA,NA,79.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119209,-1.66118,4.43553,-1.01405,NA,NA,NA,NA,NA,NA,789.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119528,-1.33476,4.46801,-1.44486,NA,NA,NA,NA,NA,3639.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119626,-1.3165,4.70613,-0.618344,NA,NA,NA,NA,NA,5866.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119979,-2.28588,2.19802,-1.28479,NA,NA,NA,NA,NA,NA,28.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120026,-1.95092,0.96383,-0.922199,2168.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120354,-2.38445,-0.117283,-0.345738,1341.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120577,-0.731981,0.0544226,1.16599,NA,NA,143.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120607,-0.17475,0.301776,-0.308831,152.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120906,-0.116077,-1.51222,-1.11478,NA,NA,NA,NA,NA,351.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121152,-0.743809,-0.961469,-1.79469,NA,NA,NA,NA,NA,1932.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121321,-0.0565043,-0.771278,-1.54524,NA,NA,NA,NA,NA,11176.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121476,0.535671,-1.00972,-2.54886,336.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121731,-0.215711,-0.711034,-3.09268,NA,NA,NA,NA,NA,NA,NA,1283.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121903,-1.31744,-0.367554,-2.05344,NA,NA,NA,NA,NA,NA,NA,652.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122037,-2.5391,-0.460383,-1.48876,NA,83.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122327,-2.04246,0.24612,-0.934483,NA,NA,NA,NA,NA,2411.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122446,-1.24345,-0.235127,-0.846649,NA,NA,NA,NA,NA,9573.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122651,-2.49589,-1.67399,-0.873356,896.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122895,-1.64496,-2.05087,-0.283928,NA,NA,NA,NA,NA,2131.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123155,-1.99516,-0.860483,-0.0468258,NA,NA,6381.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123201,-1.5027,-1.15306,-0.866279,NA,NA,NA,NA,NA,2167.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123449,-0.106119,-1.0519,-2.15524,2102.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123745,-0.961963,-0.503182,-1.1952,NA,NA,1431.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123868,-0.163794,-0.80074,-1.45034,NA,NA,NA,NA,NA,19321.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124121,-2.19352,-1.08234,-0.614695,NA,NA,NA,NA,NA,917.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124278,-2.06266,-0.145136,-0.742991,NA,NA,NA,1813.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124445,-1.29621,-0.733635,-1.42577,NA,NA,NA,NA,1074.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124679,-1.38436,-1.07615,-2.38395,NA,NA,NA,NA,NA,931.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124932,-0.887215,-0.140215,-0.343022,3082.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125174,-0.793052,0.83705,-0.75836,11086.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125365,-0.945896,0.0293626,-1.53278,NA,NA,NA,NA,NA,5188.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125520,-1.20571,-0.0620497,-0.859377,NA,363.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125731,-1.26588,-0.0361391,-1.21956,NA,934.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125954,-0.760022,0.874931,-0.832376,7383.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126001,-1.22521,2.47107,-0.971469,NA,NA,NA,NA,NA,NA,478.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126385,-1.42569,1.30845,-0.60579,4421.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126518,-0.0730537,0.500368,-0.885071,NA,NA,2105.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126754,-0.631416,-1.03188,-0.194333,NA,NA,7102.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126960,-0.267505,-1.57369,0.796943,4048.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127094,-0.719012,-1.71297,0.0337057,NA,NA,NA,NA,NA,851.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127299,0.413457,-1.25815,-0.0375997,NA,NA,NA,NA,NA,1110.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127433,0.29275,-2.22554,-2.17068,NA,NA,NA,NA,NA,68.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127658,-0.595466,-3.51775,-3.60305,NA,NA,NA,NA,NA,544.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127811,-1.48174,-3.13589,-2.96417,583.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128062,-0.245509,-1.87984,-1.34388,NA,NA,NA,NA,NA,5184.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128369,-1.2551,-1.13605,-1.31225,1245.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128598,-0.717456,-1.19492,-0.817427,NA,NA,10415.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128601,0.99501,-0.124525,-2.45322,438.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128957,0.178965,-0.107903,-0.723246,1402.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129074,0.380155,-0.201365,-0.67203,1952.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129223,-1.06537,-0.744644,-0.263535,NA,NA,NA,NA,NA,NA,2622.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129540,-0.412977,-1.39597,-1.07647,NA,824.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129754,-1.36893,-0.191425,-1.27886,NA,NA,NA,NA,NA,NA,NA,2140.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129924,-1.51922,-1.27725,-0.644181,6746.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130072,-1.45337,-0.948762,-1.18985,NA,NA,NA,NA,NA,3840.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130251,-0.72899,-1.5415,-0.179594,6717.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130418,0.559188,-1.02997,-1.01048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.121,NA,NA,NA,NA,NA,NA,NA,NA,NA
130671,0.362394,-1.60076,-0.39934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.438,NA,NA,NA,NA,NA,NA,NA,NA,NA
130955,0.618466,-2.04988,0.656356,NA,NA,NA,NA,NA,151.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131004,-0.767869,-1.78947,-0.650962,NA,NA,NA,NA,NA,448.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131386,-1.17148,-1.34258,-0.671474,NA,3850.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131430,-2.17815,-0.702377,-0.102281,4147.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131703,-2.48174,-1.08265,1.21617,NA,NA,301.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131813,-1.39737,-1.65267,0.8882,NA,NA,1937.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132069,-2.1813,-1.27876,0.236237,NA,NA,570.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132386,-0.430274,-1.56004,-0.162814,NA,NA,NA,355.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132461,0.682624,-1.40667,-0.553729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.668,NA,NA,NA,NA,NA,NA,NA,NA,NA
132644,-0.708837,-1.14762,-1.78844,NA,NA,NA,63.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132947,-1.37548,-0.536787,-0.87973,NA,NA,NA,NA,NA,NA,1654.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133125,-0.971713,0.0301076,-0.184622,NA,NA,NA,NA,NA,2823.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133223,-1.80074,-0.0598077,-0.759917,NA,NA,NA,NA,NA,NA,572.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133537,-2.08247,-0.693144,0.0681796,NA,NA,NA,NA,NA,NA,759.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133630,-0.960672,-1.46521,0.944488,NA,NA,NA,NA,NA,901.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133911,-2.09603,-0.00525699,0.162094,NA,NA,NA,NA,NA,NA,NA,48.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134180,-1.0584,-0.824212,-0.581011,NA,NA,2072.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
