id,x0,x1,x2,fitness10,fitness8.5,fitness7,fitness7.5,fitness8,fitness9.5,fitness6.5,fitness6,fitness9,fitness5,fitness5.5,fitness4.5
151467,8.4775,9.3287,8.4419,NA,NA,NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA
151746,8.18584,7.3791,9.01301,NA,NA,NA,NA,NA,NA,NA,NA,0.464,NA,NA,NA
151920,8.38378,8.16907,9.411,NA,NA,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA
152105,6.97377,8.2535,8.2542,NA,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152375,7.02975,9.47124,8.43444,NA,NA,NA,NA,0.415,NA,NA,NA,NA,NA,NA,NA
152531,4.3344,7.9064,8.97822,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152701,6.06338,6.99419,8.27461,NA,NA,NA,0.388,NA,NA,NA,NA,NA,NA,NA,NA
153000,7.54199,6.75692,7.75017,NA,NA,NA,NA,0.806,NA,NA,NA,NA,NA,NA,NA
153197,7.61929,7.18812,8.21477,NA,NA,NA,NA,NA,NA,0.572,NA,NA,NA,NA,NA
153308,7.36697,7.3371,6.81743,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA
153546,7.27646,8.08426,8.18691,NA,NA,NA,NA,0.887,NA,NA,NA,NA,NA,NA,NA
153710,8.07389,8.3129,7.76368,NA,NA,NA,NA,NA,NA,NA,NA,0.628,NA,NA,NA
153918,7.7622,8.24038,7.02181,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA
154148,7.09452,8.07537,7.81598,NA,NA,NA,0.883,NA,NA,NA,NA,NA,NA,NA,NA
154335,6.38141,7.54242,8.31419,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA
154568,6.76273,7.55882,8.13403,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA
154745,6.6108,7.31502,8.09163,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA
154955,4.82245,7.61531,7.97168,NA,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155110,6.34452,7.25326,6.49142,NA,NA,NA,0.327,NA,NA,NA,NA,NA,NA,NA,NA
155217,7.31287,6.52048,7.84096,NA,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155478,8.26927,7.82022,8.77483,NA,NA,NA,NA,0.702,NA,NA,NA,NA,NA,NA,NA
155637,7.57582,8.69463,8.26753,NA,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA
155842,8.93312,7.35833,8.89127,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA
156039,9.15197,7.44183,8.74507,NA,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA
156331,7.67324,8.66891,9.07631,NA,NA,NA,0.577,NA,NA,NA,NA,NA,NA,NA,NA
156577,6.94301,8.37672,8.09,NA,NA,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA
156709,7.60645,8.43374,8.14934,NA,NA,NA,0.859,NA,NA,NA,NA,NA,NA,NA,NA
156827,7.48808,7.45508,8.90152,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA
157175,7.73754,7.57643,8.44207,NA,NA,NA,NA,0.897,NA,NA,NA,NA,NA,NA,NA
157382,8.88848,8.18812,7.32777,NA,NA,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA
157413,7.08212,8.07116,7.16957,NA,NA,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA
157667,7.35801,7.68387,7.38988,NA,NA,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA
157980,7.68541,8.6322,6.79464,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA
158031,7.88441,8.08975,6.44597,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA
158318,7.79709,7.95042,8.26015,NA,NA,NA,NA,0.909,NA,NA,NA,NA,NA,NA,NA
158599,8.63677,8.36511,8.41464,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158639,7.52543,7.10078,8.79029,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA
158983,7.51663,7.22515,8.10747,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA
159076,7.8819,7.57969,8.46603,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA,NA,NA
159388,7.80805,8.54869,9.0073,NA,NA,NA,NA,NA,NA,NA,NA,0.441,NA,NA,NA
159558,7.49141,8.95879,9.17806,NA,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159654,7.32459,9.16362,8.39906,NA,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159923,7.21851,7.09277,8.53346,NA,NA,NA,0.748,NA,NA,NA,NA,NA,NA,NA,NA
160030,7.18485,6.73625,7.40963,NA,NA,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA
160312,6.31021,7.76479,8.35655,NA,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA
160527,7.96049,7.71231,7.77144,NA,NA,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA
160661,8.16159,7.59978,8.40861,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA,NA
160876,7.05968,8.02556,8.46793,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161189,6.80045,8.05238,7.41134,NA,NA,NA,NA,NA,0.456,NA,NA,NA,NA,NA,NA
161289,6.15596,8.06667,7.32713,NA,NA,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA
161436,7.70156,8.2757,7.01,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA
161751,6.95275,7.58643,7.60305,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA,NA
161904,6.71561,8.32239,8.28259,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA
162141,6.27747,8.04376,9.94141,NA,NA,NA,0.155,NA,NA,NA,NA,NA,NA,NA,NA
162318,8.18042,8.11639,8.4931,NA,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA,NA
162404,7.57588,7.9745,8.21303,NA,NA,NA,0.913,NA,NA,NA,NA,NA,NA,NA,NA
162739,7.76717,8.29697,7.13789,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA
162947,8.08023,7.70621,7.1837,NA,NA,NA,0.898,NA,NA,NA,NA,NA,NA,NA,NA
163122,9.01659,7.98177,6.83851,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA
163325,7.8123,7.91752,8.542,NA,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA
163593,7.50032,7.09557,7.46627,NA,NA,NA,NA,0.889,NA,NA,NA,NA,NA,NA,NA
163675,6.62335,7.89399,6.95716,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA
163933,7.60494,7.00128,7.50457,NA,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164157,7.98645,8.2046,7.10486,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA
164339,8.15473,8.97851,7.0979,NA,NA,NA,0.642,NA,NA,NA,NA,NA,NA,NA,NA
164467,8.40205,8.33645,6.72071,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA
164738,8.93058,8.87638,7.68364,NA,NA,NA,NA,NA,NA,0.212,NA,NA,NA,NA,NA
164963,7.29956,7.53677,7.73,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA
165093,6.79705,7.08449,8.65647,NA,NA,NA,NA,0.545,NA,NA,NA,NA,NA,NA,NA
165345,7.09133,7.66412,8.88316,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA
165481,6.50365,7.62974,8.2486,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA
165602,7.00737,6.93973,7.74449,NA,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA
165831,8.02236,8.29714,8.16897,NA,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166032,8.15764,8.23501,7.11659,NA,NA,NA,NA,0.816,NA,NA,NA,NA,NA,NA,NA
166210,7.60797,7.26669,7.92376,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166411,7.51442,6.87351,7.97013,NA,NA,NA,NA,0.784,NA,NA,NA,NA,NA,NA,NA
166686,7.14877,7.95255,7.43092,NA,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166870,6.94161,7.37701,6.7669,NA,NA,NA,NA,NA,NA,0.386,NA,NA,NA,NA,NA
167166,7.10346,7.25002,7.01716,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA
167334,8.27727,8.1898,8.35904,NA,NA,NA,NA,NA,NA,0.553,NA,NA,NA,NA,NA
167552,7.77672,7.93615,8.80855,NA,NA,NA,NA,NA,NA,0.471,NA,NA,NA,NA,NA
167645,7.3337,7.8921,7.45735,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167852,7.49573,7.27212,7.70491,NA,NA,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA
168144,7.84198,7.26987,6.70309,NA,NA,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA
168224,8.34216,9.10477,8.08845,NA,NA,NA,0.622,NA,NA,NA,NA,NA,NA,NA,NA
168490,8.44377,7.35248,7.92502,NA,NA,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA
168718,6.69453,7.96469,6.59427,NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168907,6.99593,7.68815,7.00286,NA,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169002,7.34066,8.28481,7.26535,NA,NA,NA,NA,NA,NA,0.551,NA,NA,NA,NA,NA
169210,6.80981,7.55851,7.34194,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA,NA
169433,7.60419,7.49173,7.91152,NA,NA,NA,NA,0.973,NA,NA,NA,NA,NA,NA,NA
169723,8.53705,7.2493,7.89502,NA,NA,NA,NA,NA,NA,NA,0.419,NA,NA,NA,NA
169886,8.2546,7.52477,7.94196,NA,NA,NA,NA,0.911,NA,NA,NA,NA,NA,NA,NA
170056,8.78129,7.17802,7.94101,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA,NA
170272,7.91245,7.13249,7.81759,NA,NA,NA,0.903,NA,NA,NA,NA,NA,NA,NA,NA
170458,8.05843,7.77473,6.92405,NA,NA,NA,NA,NA,NA,0.606,NA,NA,NA,NA,NA
170793,8.27087,7.81726,7.03537,NA,NA,NA,NA,0.817,NA,NA,NA,NA,NA,NA,NA
170906,7.28509,7.9413,7.60809,NA,NA,NA,0.939,NA,NA,NA,NA,NA,NA,NA,NA
171024,6.76935,7.10899,8.4309,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA
171308,7.02736,8.3491,7.12625,NA,NA,NA,0.751,NA,NA,NA,NA,NA,NA,NA,NA
171488,7.06953,7.7613,8.12204,NA,NA,NA,NA,0.877,NA,NA,NA,NA,NA,NA,NA
171608,7.97768,7.09332,8.23567,NA,NA,NA,0.836,NA,NA,NA,NA,NA,NA,NA,NA
171832,7.99925,6.9751,8.22378,NA,NA,NA,0.809,NA,NA,NA,NA,NA,NA,NA,NA
172041,8.30988,7.77273,8.74179,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA
172344,8.68474,7.70394,9.55377,NA,NA,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA
172460,8.19247,7.09733,9.84314,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA
172633,7.29073,7.04782,10.0865,NA,NA,NA,NA,0.386,NA,NA,NA,NA,NA,NA,NA
172932,7.22778,8.04357,7.83408,NA,0.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173052,7.41775,7.52033,7.09923,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173289,7.31359,7.37884,6.56681,NA,0.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173422,7.39815,7.9541,6.53514,NA,NA,NA,NA,NA,0.278,NA,NA,NA,NA,NA,NA
173745,6.54974,7.72486,7.05918,NA,NA,NA,NA,0.609,NA,NA,NA,NA,NA,NA,NA
173932,7.3362,8.0401,7.32377,NA,NA,NA,0.897,NA,NA,NA,NA,NA,NA,NA,NA
174111,8.12642,8.14738,7.76121,NA,NA,NA,0.896,NA,NA,NA,NA,NA,NA,NA,NA
174233,8.13971,9.30468,7.51475,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA
174446,7.0453,8.74762,7.92328,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA
174644,8.04485,8.48563,8.12193,NA,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA
174968,7.10064,7.98108,8.61772,NA,NA,NA,NA,NA,NA,0.554,NA,NA,NA,NA,NA
175095,7.90709,8.11713,8.46735,NA,NA,NA,NA,NA,NA,0.663,NA,NA,NA,NA,NA
175234,7.57306,5.77078,9.07069,NA,NA,NA,0.205,NA,NA,NA,NA,NA,NA,NA,NA
175433,8.32596,6.05017,7.14658,NA,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175741,8.61252,6.88191,7.50557,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175914,8.14717,7.40644,6.76308,NA,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176158,7.58658,7.55608,7.77603,NA,NA,NA,NA,0.963,NA,NA,NA,NA,NA,NA,NA
176213,9.41596,8.35416,7.86274,NA,NA,NA,NA,NA,NA,NA,NA,0.363,NA,NA,NA
176467,9.06167,6.64336,7.36398,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176737,8.60536,8.35156,7.78589,NA,NA,NA,0.784,NA,NA,NA,NA,NA,NA,NA,NA
176807,8.4892,8.50019,7.32066,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA
177045,8.69197,9.43864,7.13467,NA,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177236,8.2402,8.30333,7.25951,NA,NA,NA,NA,NA,NA,NA,NA,0.542,NA,NA,NA
177425,7.75251,7.41514,9.26221,NA,NA,NA,NA,0.609,NA,NA,NA,NA,NA,NA,NA
177642,8.25305,6.89807,8.39542,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177927,8.10199,7.69493,7.4433,NA,NA,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA
178062,8.4759,7.34954,7.08782,NA,NA,NA,NA,NA,NA,0.469,NA,NA,NA,NA,NA
178363,7.01827,7.25465,8.35974,NA,NA,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA
178413,6.95369,7.59077,8.45394,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
178702,7.86044,7.08274,9.10363,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA
178901,8.7033,7.82712,7.74102,NA,NA,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA
179164,8.21969,7.48517,7.62752,NA,NA,NA,NA,0.937,NA,NA,NA,NA,NA,NA,NA
179270,8.3335,7.72298,7.18941,NA,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179555,8.4272,7.05381,7.04149,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA,NA,NA
179645,7.83865,8.67752,7.22388,NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179825,7.94549,8.22569,7.34154,NA,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA,NA
180193,7.79963,7.27294,7.93873,NA,NA,NA,0.904,NA,NA,NA,NA,NA,NA,NA,NA
180250,8.42066,7.19144,7.38716,NA,NA,NA,0.804,NA,NA,NA,NA,NA,NA,NA,NA
180411,7.33188,7.59975,8.60346,NA,NA,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA
180677,7.50342,6.99918,7.71075,NA,NA,NA,NA,NA,NA,0.694,NA,NA,NA,NA,NA
180820,7.7336,8.38843,7.53402,NA,NA,NA,0.895,NA,NA,NA,NA,NA,NA,NA,NA
181139,7.58582,8.77583,8.4601,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA
181346,8.09498,8.59634,7.84235,NA,NA,NA,NA,NA,NA,0.557,NA,NA,NA,NA,NA
181506,6.94791,8.32983,7.70725,NA,NA,NA,NA,NA,NA,0.512,NA,NA,NA,NA,NA
181715,7.40932,7.70981,9.45496,NA,NA,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA
181922,7.15355,7.39068,7.95057,NA,NA,NA,NA,NA,NA,0.693,NA,NA,NA,NA,NA
182042,7.99546,7.22863,7.54249,NA,NA,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA
182280,7.9644,7.39831,8.36493,NA,NA,NA,NA,0.859,NA,NA,NA,NA,NA,NA,NA
182462,7.8196,7.10662,8.9511,NA,NA,NA,NA,NA,NA,NA,NA,0.493,NA,NA,NA
182637,6.937,6.0589,7.81231,NA,NA,NA,NA,0.436,NA,NA,NA,NA,NA,NA,NA
182982,7.58071,6.54553,7.23288,NA,NA,NA,NA,0.669,NA,NA,NA,NA,NA,NA,NA
183191,6.61664,7.90125,7.85862,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA
183357,6.8095,8.15582,8.19722,NA,NA,NA,NA,NA,NA,0.391,NA,NA,NA,NA,NA
183564,6.93864,8.53779,6.81111,NA,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA
183763,7.84976,7.8423,6.88924,NA,NA,NA,NA,0.812,NA,NA,NA,NA,NA,NA,NA
183886,8.28123,8.32553,6.70813,NA,NA,NA,NA,0.641,NA,NA,NA,NA,NA,NA,NA
184075,7.10695,8.15102,7.12311,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA
184353,8.04751,6.39475,6.88891,NA,NA,NA,NA,0.512,NA,NA,NA,NA,NA,NA,NA
184496,7.79342,7.21461,8.59913,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184752,8.16835,8.29918,8.70222,NA,NA,NA,NA,NA,NA,NA,NA,0.427,NA,NA,NA
184965,7.29757,8.29556,7.75712,NA,NA,NA,NA,0.882,NA,NA,NA,NA,NA,NA,NA
185077,7.54241,8.54618,7.12748,NA,NA,NA,NA,0.796,NA,NA,NA,NA,NA,NA,NA
185258,8.51695,8.06909,7.41252,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA,NA
185578,7.60935,7.17683,7.45172,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA
185650,7.11095,7.48,6.96536,NA,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA
185916,8.40687,7.95202,6.82709,NA,NA,NA,NA,0.727,NA,NA,NA,NA,NA,NA,NA
186190,6.72334,7.56385,7.31874,NA,NA,NA,NA,0.761,NA,NA,NA,NA,NA,NA,NA
186261,7.86207,8.29005,6.55145,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
186413,8.05256,8.014,7.59432,NA,NA,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA
186786,7.00523,7.61252,7.83406,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA,NA
186943,7.18985,9.21271,7.02494,NA,NA,NA,0.519,NA,NA,NA,NA,NA,NA,NA,NA
187135,8.10726,8.51639,7.31388,NA,NA,NA,NA,0.819,NA,NA,NA,NA,NA,NA,NA
187279,7.06428,7.75511,7.47267,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187442,5.31017,7.89234,7.85958,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187728,7.77359,8.63519,7.98869,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187986,7.07893,7.88556,7.51192,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188026,8.79325,8.12623,7.90114,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188389,7.72679,7.88175,8.01162,NA,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA
188583,8.48425,8.93393,8.08305,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188748,7.19574,7.3974,8.2161,NA,NA,NA,NA,0.842,NA,NA,NA,NA,NA,NA,NA
188868,7.02744,7.89742,8.31972,NA,NA,NA,NA,0.792,NA,NA,NA,NA,NA,NA,NA
189091,7.6271,7.50429,7.44739,NA,NA,NA,NA,0.974,NA,NA,NA,NA,NA,NA,NA
189201,7.84343,7.38572,8.52808,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA
189503,7.92315,7.5624,8.0017,NA,NA,NA,0.954,NA,NA,NA,NA,NA,NA,NA,NA
189656,6.43817,7.54327,7.73855,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA
189862,7.34498,8.94119,8.40455,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
190187,8.25048,7.36006,7.73549,NA,NA,NA,0.915,NA,NA,NA,NA,NA,NA,NA,NA
190201,7.82541,7.89364,7.90991,NA,NA,NA,0.979,NA,NA,NA,NA,NA,NA,NA,NA
190560,6.8042,8.81388,7.77671,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA
190764,6.88706,7.81509,8.31083,NA,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA,NA
190814,6.89154,7.74013,7.88459,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA
191029,7.75174,8.45512,9.02467,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA,NA
191290,7.36943,8.46248,9.6765,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA
191433,8.52445,8.24453,9.15035,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA
191610,8.73856,7.59772,7.54992,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
191925,7.72351,8.24476,7.5228,NA,NA,NA,0.916,NA,NA,NA,NA,NA,NA,NA,NA
192146,7.47194,8.88229,7.51018,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA
192239,8.78227,8.48009,7.01496,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA,NA
192529,8.27615,8.07043,7.65989,NA,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA,NA
192724,7.63905,8.3132,8.4714,NA,NA,NA,NA,0.818,NA,NA,NA,NA,NA,NA,NA
192846,6.90741,6.95876,8.70717,NA,NA,0.521,NA,NA,NA,NA,NA,NA,NA,NA,NA
193016,6.51519,7.79868,7.68513,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA
193312,7.91622,6.10778,7.20639,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA
193584,7.17824,7.0572,6.89197,NA,NA,NA,0.708,NA,NA,NA,NA,NA,NA,NA,NA
193688,7.55849,7.80069,7.46357,NA,NA,NA,0.979,NA,NA,NA,NA,NA,NA,NA,NA
193986,7.5113,7.34597,7.49989,NA,0.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194091,7.58358,8.09027,7.27335,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
194330,7.85983,7.67118,7.57265,NA,NA,NA,NA,0.989,NA,NA,NA,NA,NA,NA,NA
194549,7.1558,7.44184,7.18203,NA,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA
194653,7.04569,7.61726,7.51998,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194844,8.09273,7.33279,8.13411,NA,NA,NA,NA,0.886,NA,NA,NA,NA,NA,NA,NA
195103,7.53738,7.47728,8.95575,NA,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA,NA
195210,7.78603,7.00635,8.16838,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195405,7.37805,7.97014,8.00769,NA,NA,NA,NA,NA,NA,NA,NA,0.762,NA,NA,NA
195779,8.09791,9.15454,7.81294,NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195971,7.7916,7.865,8.87941,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196118,8.02852,7.50794,8.51754,NA,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196270,7.26637,8.50338,7.6803,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196574,7.26715,7.05546,8.30113,NA,NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA
196702,7.98512,8.06427,8.55974,NA,NA,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA
196816,7.47275,6.89282,8.30887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733
197177,7.89434,8.29972,7.83681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424,NA
197339,8.24853,8.82639,7.7338,NA,NA,NA,NA,NA,NA,NA,0.289,NA,NA,NA,NA
197421,7.42422,9.16849,6.95746,NA,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA
197783,7.32039,8.0757,7.74105,NA,NA,NA,0.941,NA,NA,NA,NA,NA,NA,NA,NA
197951,7.97847,7.55219,6.67963,NA,NA,NA,NA,NA,NA,0.458,NA,NA,NA,NA,NA
198151,8.24963,7.28588,6.19698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,NA
198236,6.42356,8.76169,7.71223,NA,NA,NA,NA,NA,NA,0.282,NA,NA,NA,NA,NA
198410,5.76343,8.62163,9.0261,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA
198711,6.39729,7.4757,8.34422,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA
198960,6.40543,7.80091,7.34416,NA,NA,NA,NA,0.624,NA,NA,NA,NA,NA,NA,NA
199153,7.53958,8.27871,7.13035,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA,NA
199317,7.54614,8.46219,8.29002,NA,NA,NA,NA,NA,NA,0.535,NA,NA,NA,NA,NA
199493,7.92421,7.98301,8.10819,NA,NA,NA,0.928,NA,NA,NA,NA,NA,NA,NA,NA
199646,8.31568,7.87,8.2553,NA,NA,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA
200000,8.63894,8.27995,7.24814,NA,NA,NA,NA,NA,NA,NA,0.357,NA,NA,NA,NA
