id,x0,x1,x2,fitness-1.5,fitness-2,fitness-2.5,fitness-4,fitness-3.5,fitness-4.5,fitness-3,fitness-5
181479,-0.97271,3.62545,-3.35729,NA,NA,NA,NA,NA,-195.193,NA,NA
181732,-1.12786,3.76329,-4.57371,NA,NA,NA,NA,NA,NA,NA,-52.094
181935,-3.24042,4.79354,-4.39265,NA,NA,NA,NA,-132.326,NA,NA,NA
182099,-3.16639,3.95996,-3.78542,NA,NA,NA,NA,NA,NA,-166.69,NA
182268,-3.41746,3.71593,-4.60657,NA,NA,-207.156,NA,NA,NA,NA,NA
182479,-3.02314,2.93974,-4.79445,NA,-237.693,NA,NA,NA,NA,NA,NA
182724,-2.18102,3.93061,-3.6677,NA,NA,NA,-106.845,NA,NA,NA,NA
182899,-2.46155,3.949,-4.65556,NA,NA,NA,-56.108,NA,NA,NA,NA
183017,-2.57474,4.30754,-4.73226,NA,NA,NA,NA,NA,NA,NA,-65.273
183287,-1.88765,3.94246,-3.82192,NA,NA,NA,NA,-112.278,NA,NA,NA
183570,-2.09642,3.92119,-3.68503,NA,NA,NA,NA,-99.761,NA,NA,NA
183772,-2.44349,3.29345,-4.58869,NA,NA,NA,NA,NA,-66.695,NA,NA
183924,-3.31181,4.29407,-3.73106,NA,NA,NA,NA,NA,-124.255,NA,NA
184082,-2.23091,4.59864,-2.86871,NA,NA,NA,NA,-202.527,NA,NA,NA
184388,-2.5413,2.95311,-4.85019,NA,NA,NA,NA,NA,-103.697,NA,NA
184525,-1.8184,4.7422,-3.78813,NA,NA,NA,-110.079,NA,NA,NA,NA
184737,-1.04637,4.72337,-4.27421,NA,NA,NA,NA,NA,-108.295,NA,NA
184873,-1.45858,4.75288,-4.2187,NA,NA,NA,NA,NA,NA,NA,-93.83
185048,-1.14546,4.93491,-4.89208,NA,NA,NA,NA,NA,-89.285,NA,NA
185384,-1.03729,3.2392,-4.68309,NA,NA,NA,-85.571,NA,NA,NA,NA
185527,-2.12543,2.06389,-3.90559,NA,NA,NA,NA,NA,-229.373,NA,NA
185703,-3.39747,4.15224,-4.67727,NA,NA,NA,-107.73,NA,NA,NA,NA
185972,-4.10742,4.50398,-4.61746,NA,NA,NA,-169.1,NA,NA,NA,NA
186191,-3.35153,4.85303,-4.46326,NA,NA,NA,NA,NA,-115.78,NA,NA
186236,-1.17181,3.40989,-4.79335,NA,NA,NA,-45.427,NA,NA,NA,NA
186555,-1.85028,3.66032,-3.93475,NA,NA,NA,NA,NA,-78.095,NA,NA
186710,-2.18393,3.24943,-4.32439,NA,NA,NA,-83.841,NA,NA,NA,NA
186817,-3.21643,3.29986,-3.44605,NA,NA,NA,NA,NA,-142.968,NA,NA
187071,-4.38959,2.72425,-3.582,NA,NA,NA,NA,NA,-243.142,NA,NA
187324,-4.36913,3.94596,-3.87972,NA,NA,NA,NA,NA,-202.045,NA,NA
187588,-3.16791,3.66256,-4.9676,NA,NA,NA,NA,NA,-84.403,NA,NA
187743,-2.76877,4.24043,-4.32852,NA,NA,NA,NA,NA,-76.096,NA,NA
187965,-0.422854,4.95584,-4.79961,NA,NA,NA,NA,NA,-169.865,NA,NA
188099,-2.50823,3.78409,-4.33146,NA,NA,-201.093,NA,NA,NA,NA,NA
188227,-2.83529,4.45725,-4.91221,NA,NA,NA,NA,NA,-74.556,NA,NA
188445,-1.43869,3.89946,-3.66785,NA,NA,NA,NA,NA,-99.803,NA,NA
188769,-2.80732,3.14597,-4.61211,NA,NA,NA,NA,NA,-84.762,NA,NA
188975,-1.83342,3.04959,-3.39722,NA,NA,NA,NA,-197.174,NA,NA,NA
189063,-3.27718,4.00249,-4.28865,NA,NA,NA,-113.27,NA,NA,NA,NA
189304,-2.1032,4.83101,-4.48315,NA,NA,NA,-79.26,NA,NA,NA,NA
189556,-2.08354,3.13233,-3.39084,NA,NA,NA,NA,NA,NA,NA,-138.899
189725,-2.4209,3.55299,-3.81451,NA,NA,NA,NA,-136.04,NA,NA,NA
189957,-1.8531,2.99192,-4.62534,NA,NA,-250.009,NA,NA,NA,NA,NA
190120,-1.44198,3.13093,-4.5808,NA,NA,NA,NA,NA,NA,-210.331,NA
190359,-2.88945,4.68576,-4.54757,NA,NA,-156.942,NA,NA,NA,NA,NA
190534,-2.41275,4.74576,-4.9399,NA,NA,NA,NA,NA,NA,-108.358,NA
190800,-2.73501,4.1317,-4.35574,NA,NA,NA,-78.128,NA,NA,NA,NA
190857,-3.33856,4.92934,-4.97873,NA,NA,NA,NA,-144.095,NA,NA,NA
191052,-4.1041,4.77973,-4.91798,NA,NA,-237.564,NA,NA,NA,NA,NA
191218,-4.73763,3.66606,-4.39464,NA,NA,NA,NA,NA,-227.796,NA,NA
191560,-4.36077,4.47588,-4.64983,NA,NA,NA,NA,NA,NA,NA,-194.723
191607,-4.61079,4.85075,-4.81938,NA,NA,NA,NA,-246.795,NA,NA,NA
191825,-3.60878,3.9486,-4.69147,NA,NA,NA,NA,NA,-108.777,NA,NA
192134,-3.8172,2.87908,-4.94952,NA,NA,NA,NA,NA,NA,NA,-145.172
192264,-3.47642,1.25333,-3.209,NA,NA,NA,NA,-345.734,NA,NA,NA
192497,-1.93362,2.23199,-3.23415,NA,NA,NA,NA,NA,NA,NA,-231.346
192667,-2.82621,2.79245,-3.50364,NA,NA,NA,NA,-195.392,NA,NA,NA
192845,-3.10691,4.05057,-4.81239,NA,NA,NA,NA,NA,NA,-124.601,NA
193033,-3.04011,3.66638,-4.81589,NA,NA,NA,NA,NA,NA,-148.094,NA
193227,-2.65435,3.69137,-4.19295,NA,NA,NA,NA,NA,NA,-109.293,NA
193587,-1.92486,3.24856,-4.25603,NA,NA,NA,-81.17,NA,NA,NA,NA
193689,-1.43368,3.36528,-4.18897,NA,NA,NA,-73.295,NA,NA,NA,NA
193896,-2.53957,3.05952,-3.20144,NA,NA,NA,NA,NA,NA,NA,-162.996
194029,-2.19724,4.18217,-4.06288,NA,NA,NA,-71.519,NA,NA,NA,NA
194361,-1.47673,3.06427,-3.44957,NA,NA,NA,-217.135,NA,NA,NA,NA
194588,-1.72392,2.91892,-4.98935,NA,NA,NA,NA,-164.126,NA,NA,NA
194654,-1.45819,3.19293,-4.29814,NA,NA,NA,NA,-192.691,NA,NA,NA
194916,-2.51547,3.30893,-3.48234,NA,NA,NA,NA,NA,-127.716,NA,NA
195126,-2.67662,3.3962,-3.9111,NA,NA,NA,NA,NA,-80.409,NA,NA
195392,-1.23473,3.30062,-4.08505,NA,NA,NA,NA,NA,-105.875,NA,NA
195448,-2.05645,3.32319,-4.4962,NA,NA,NA,NA,-92.422,NA,NA,NA
195617,-2.37932,4.35763,-3.66971,NA,NA,NA,-105.807,NA,NA,NA,NA
195996,-2.08938,4.67697,-3.88886,NA,NA,NA,NA,-108.593,NA,NA,NA
196004,-2.7463,4.25058,-3.9782,NA,NA,NA,NA,NA,-84.05,NA,NA
196339,-3.0839,4.2398,-4.59727,NA,NA,NA,NA,-118.76,NA,NA,NA
196456,-2.82667,4.28822,-3.47266,NA,NA,NA,NA,-144.644,NA,NA,NA
196669,-3.21487,4.94105,-2.22624,NA,NA,NA,NA,-313.487,NA,NA,NA
196843,-2.6596,4.59259,-2.31827,NA,NA,NA,-265.88,NA,NA,NA,NA
197070,-1.80589,4.72041,-2.09327,NA,NA,NA,NA,-296.934,NA,NA,NA
197313,-3.01367,4.8545,-2.74238,NA,NA,NA,NA,NA,NA,NA,-204.98
197576,-2.59478,3.43686,-3.37083,NA,NA,NA,NA,NA,-133.468,NA,NA
197698,-2.96581,4.35877,-3.78555,NA,NA,NA,-114.831,NA,NA,NA,NA
197927,-2.37456,4.68729,-3.80323,NA,NA,NA,-92.14,NA,NA,NA,NA
198052,-1.79844,4.50827,-3.53993,NA,NA,NA,NA,NA,NA,NA,-107.288
198237,-1.26362,4.2205,-4.18272,NA,NA,NA,NA,NA,NA,NA,-71.909
198442,-0.882075,4.83674,-4.52781,NA,NA,NA,-142.378,NA,NA,NA,NA
198771,-1.06057,4.97937,-4.56242,NA,NA,NA,NA,NA,-100.181,NA,NA
198836,-2.20049,4.15157,-4.50823,NA,NA,NA,NA,NA,-48.56,NA,NA
199096,-2.06225,3.94016,-3.91617,NA,NA,NA,-87.657,NA,NA,NA,NA
199273,-2.34374,2.30652,-4.90889,NA,NA,NA,NA,-153.518,NA,NA,NA
199444,-3.36946,2.64288,-4.75665,NA,NA,NA,-130.844,NA,NA,NA,NA
199782,-3.32446,3.85203,-4.17261,NA,NA,NA,NA,NA,-96.509,NA,NA
199992,-3.67186,4.84335,-4.10534,NA,NA,NA,NA,NA,NA,NA,-151.958
