id,x0,x1,x2,fitness1,fitness2,fitness2.5,fitness0.5,fitness0,fitness-0.5,fitness-1,fitness1.5,fitness4,fitness5,fitness3,fitness3.5,fitness-1.5,fitness-2,fitness4.5,fitness-3,fitness-2.5,fitness-4,fitness-5,fitness-4.5,fitness-3.5
100043,-1.66057,-4.428,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.765,NA,NA,NA
100340,-1.26419,-3.29139,4.34215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.735
100419,-0.94124,-1.87022,3.69464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.947,NA,NA,NA,NA,NA
100727,0.30989,-1.1272,3.91242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.692
100834,0.907411,-0.388864,4.51708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.146,NA,NA,NA
101175,1.30696,-1.47402,2.47845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.882,NA,NA
101366,1.36948,-2.44603,3.78117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84.876,NA,NA,NA
101533,2.43323,-2.24431,2.41726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.853,NA,NA
101695,2.45889,-2.59954,2.74317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.111,NA,NA
101817,3.41276,-3.34567,2.6293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.444,NA
102110,3.11068,-2.30754,1.68641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.599,NA
102318,2.26806,-2.25663,-0.921444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.675
102460,2.53438,-3.21346,-0.062166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.803,NA,NA,NA,NA,NA,NA,NA
102788,4.58239,-2.33861,-2.62059,NA,NA,NA,NA,-97.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102955,5,-2.00685,-2.52123,NA,NA,NA,NA,NA,1687.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103180,3.94924,-3.85754,-1.24267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.189,NA,NA,NA,NA,NA,NA,NA,NA
103255,4.63851,-4.2111,-0.0528696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.869,NA,NA,NA,NA,NA,NA,NA,NA
103532,4.37496,-3.18715,-0.439855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.745,NA,NA,NA,NA,NA
103679,4.4523,-2.37306,-1.48371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-107.032,NA,NA,NA
103958,4.68965,-3.08886,-2.25082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.599,NA,NA,NA,NA,NA
104132,5,-2.15816,-2.19381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.936,NA,NA,NA
104337,5,-3.05175,-3.49474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.876,NA
104425,4.08154,-2.38881,-3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.832,NA,NA
104774,3.4806,-3.48595,-4.03693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.989,NA,NA
104871,5,-1.83552,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.061,NA,NA
105047,4.51682,-0.817363,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.81,NA,NA
105390,3.58785,-0.25857,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.456
105473,2.67932,1.36004,-4.5946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.777,NA,NA,NA,NA,NA
105663,2.73091,1.41398,-2.60774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.816,NA,NA,NA,NA,NA,NA,NA,NA
105881,3.00217,1.2911,-1.34308,NA,NA,NA,NA,-13.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106108,3.99941,1.55806,-0.180528,NA,NA,NA,NA,-2.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106376,4.50929,0.576778,2.49845,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106539,5,-0.448906,2.5119,11.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106749,4.62192,0.587156,3.39613,NA,10.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106880,5,0.858402,1.94471,NA,160.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107181,3.94105,1.08436,3.01935,NA,NA,-0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107344,2.53926,1.78106,4.56444,NA,NA,NA,NA,NA,NA,NA,3.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107427,4.18047,1.01094,3.62394,NA,NA,NA,44.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107761,4.72009,1.3688,4.34494,NA,NA,NA,332.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107942,5,1.17014,4.90098,728.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108039,4.00393,0.177009,5,NA,NA,NA,-13.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108386,5,-0.00673695,5,NA,NA,NA,NA,NA,5406.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108453,3.4374,-1.06221,5,NA,NA,NA,NA,NA,101.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108742,4.71985,-0.00136763,4.46216,NA,NA,NA,NA,387.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108889,5,0.538806,4.11544,NA,NA,NA,NA,NA,NA,NA,33.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109038,5,-0.102183,4.7106,NA,516.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109351,4.30226,1.54691,3.65855,NA,NA,NA,NA,NA,NA,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109581,5,0.883123,2.53582,NA,25.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109733,4.32483,1.59673,2.53994,-0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109897,3.90691,2.72854,2.34175,NA,NA,NA,NA,NA,NA,NA,-20.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110193,4.58317,3.92905,3.48998,NA,NA,NA,NA,47.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110221,5,2.21565,4.28361,NA,55.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110436,4.77392,2.36798,4.62822,192.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110731,5,2.50486,4.09578,NA,NA,NA,NA,NA,NA,NA,72.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110907,3.57347,2.19635,5,79.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111100,3.95644,2.26085,4.38631,NA,NA,NA,NA,25.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111330,3.39491,3.07172,4.09955,NA,NA,NA,NA,44.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111418,3.94653,4.26526,3.50324,NA,NA,NA,NA,NA,-16.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111722,3.63309,5,3.35221,NA,NA,NA,NA,NA,NA,329.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111972,3.08151,5,2.88907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.871,NA,NA,NA,NA,NA,NA,NA,NA
112102,2.71703,5,1.68706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.268,NA,NA,NA,NA,NA,NA,NA
112238,2.80313,5,0.488678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-213.218,NA,NA,NA,NA,NA,NA,NA
112585,1.72375,4.84132,-0.21033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577.079,NA,NA,NA,NA,NA,NA,NA
112610,1.19448,4.91927,0.0202223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131.358,NA,NA,NA,NA,NA,NA,NA,NA
112810,-0.108036,5,0.0546221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.503,NA,NA,NA,NA,NA
113034,-0.874151,5,-0.415473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3535.115,NA,NA,NA,NA,NA,NA,NA,NA
113242,-0.911583,4.30505,0.511771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1392.64,NA,NA,NA,NA,NA,NA,NA,NA
113542,-1.10771,4.56688,-0.544508,NA,NA,NA,NA,NA,172.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113797,0.0336087,3.25362,-0.88541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.496,NA,NA,NA,NA,NA
113898,-0.149857,3.44889,-1.45146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.436,NA,NA,NA,NA
114070,1.02707,4.55419,-1.6313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.075,NA,NA,NA,NA,NA,NA,NA
114382,2.44002,5,-2.53799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.469,NA,NA,NA,NA
114567,3.68308,4.74673,-2.62495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-194.562,NA,NA,NA,NA
114740,3.39515,4.95118,-1.57042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.006,NA
114977,3.62368,5,-1.16433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.032,NA,NA
115124,3.026,4.86595,-1.94621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.459,NA,NA
115241,1.95205,4.7656,-1.33132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.62,NA,NA,NA
115598,2.01558,3.62084,0.468991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.148,NA,NA,NA
115677,3.26019,3.15886,-1.02156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.038
115838,4.94403,1.62943,-0.542632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-159.85,NA,NA,NA,NA,NA
116072,4.95616,1.13308,0.905396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.648,NA,NA,NA,NA,NA,NA,NA,NA
116309,5,-0.0624886,0.352567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710.095,NA,NA,NA,NA
116535,3.78208,0.518578,0.965617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.069
116723,4.71072,2.10799,1.49228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.72,NA,NA,NA,NA
116972,5,3.48913,1.80705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.215,NA,NA,NA,NA,NA,NA,NA,NA
117088,5,5,1.14616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.693,NA,NA,NA,NA,NA,NA,NA,NA
117344,4.01117,5,-0.117831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.101,NA,NA,NA,NA,NA,NA,NA,NA
117583,4.26631,4.66773,1.14069,NA,NA,NA,NA,NA,NA,285.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117607,5,4.4159,2.24183,NA,NA,NA,NA,NA,NA,213.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117800,4.81859,4.07683,4.40124,NA,NA,NA,NA,NA,NA,-762.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118160,4.65,2.80817,5,NA,NA,NA,NA,166.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118336,4.96927,2.60367,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.783,NA,NA,NA,NA,NA
118566,3.92775,4.53249,3.83461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.036,NA,NA,NA,NA
118786,5,4.30996,4.1181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-525.323
118962,3.90715,4.44637,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.684
119177,4.18008,5,4.62742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713.773
119271,4.82291,4.88975,4.96879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676.181,NA,NA,NA,NA,NA,NA,NA
119454,3.90717,4.79808,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1552.681,NA,NA,NA,NA,NA,NA,NA
119727,3.40751,5,4.22936,NA,NA,NA,NA,NA,2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119839,5,5,4.46969,657.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120193,5,4.29257,3.68057,NA,NA,NA,NA,1482.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120312,4.84887,3.54248,4.72422,NA,NA,NA,NA,NA,NA,313.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120421,5,4.7619,5,NA,NA,NA,NA,NA,10015.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120599,5,5,2.81488,NA,NA,NA,NA,NA,NA,3331.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120890,5,2.68425,1.81114,NA,NA,NA,NA,NA,NA,-143.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121025,5,3.70479,1.79285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.38,NA,NA,NA,NA,NA,NA,NA
121222,3.80373,2.65744,3.5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA
121588,3.31449,2.96657,2.43942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,NA,NA,NA
121755,1.37607,2.4023,0.973273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.559,NA,NA,NA
121970,1.50016,3.19888,0.446957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.433,NA
122136,0.608181,0.998439,1.76535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.391,NA,NA
122280,-0.0843699,1.56025,2.15745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.013,NA,NA,NA,NA,NA
122445,-1.2477,1.17439,1.66525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.191
122783,0.219191,1.70246,1.31176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.07,NA,NA,NA
122895,0.018176,3.20032,0.796116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.959,NA
123001,0.387291,3.83021,0.205313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.85,NA,NA
123391,-0.83596,1.55741,-0.0608591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.425,NA
123430,-0.5187,0.497787,1.52344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.627,NA,NA
123763,0.240645,1.41747,1.16882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.909,NA
123849,1.91221,0.988246,4.2309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.234
124034,1.58226,1.21301,4.88539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.747,NA,NA,NA,NA,NA
124242,1.8283,2.3713,4.92956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.797,NA,NA,NA,NA,NA,NA,NA
124501,1.42463,3.16071,5,NA,NA,NA,NA,NA,NA,772.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124797,-0.147363,2.38475,4.53956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.324,NA,NA,NA,NA,NA,NA,NA,NA
124936,0.223139,3.77598,5,NA,NA,NA,NA,NA,NA,175.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125117,0.722877,5,5,NA,NA,NA,NA,NA,NA,3667.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125322,1.54896,5,5,NA,NA,NA,NA,NA,178.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125504,0.964274,4.53779,4.60577,NA,NA,NA,54.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125646,0.743802,5,5,NA,NA,869.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125844,1.9396,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126000,2.11379,5,5,NA,NA,NA,NA,NA,NA,NA,NA,247.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126251,3.17029,3.85077,5,NA,NA,83.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126464,2.7869,3.59805,4.13236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126704,4.41646,5,3.86863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-335.001,NA,NA,NA,NA,NA,NA
126836,4.40597,5,4.68622,NA,NA,NA,NA,NA,NA,NA,NA,NA,3397.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127048,4.5032,4.60486,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127327,4.27668,2.64782,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,912.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127490,4.69137,1.08379,5,NA,NA,NA,NA,NA,NA,NA,NA,-17.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127658,3.55636,1.56272,4.53351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA
127830,1.28259,2.88298,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,710.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128109,2.08228,2.60419,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.361,NA,NA,NA,NA,NA,NA,NA,NA,NA
128249,2.4596,4.32306,5,NA,NA,NA,NA,NA,NA,NA,NA,476.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128420,3.58283,3.11036,4.04498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.889,NA,NA,NA,NA,NA,NA,NA,NA,NA
128671,4.01884,2.72622,3.09591,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128908,2.07559,3.29142,3.65775,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129118,1.68757,3.30301,4.84204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.035,NA,NA,NA,NA,NA,NA,NA,NA,NA
129270,1.05669,3.15843,5,NA,NA,38.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129421,0.853723,3.67832,4.35317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.443,NA,NA,NA,NA,NA,NA,NA,NA,NA
129681,-1.17504,2.95158,2.84889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.786,NA,NA,NA,NA,NA,NA,NA,NA,NA
129994,-1.38607,4.70223,4.38048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1489.936,NA,NA,NA,NA,NA,NA
130136,-0.588984,5,3.78577,NA,NA,NA,NA,NA,NA,NA,NA,NA,3295.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130293,-1.3969,5,4.45268,NA,NA,NA,NA,NA,NA,NA,NA,NA,3606.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130506,-1.83601,3.80003,4.84494,NA,NA,NA,NA,NA,NA,NA,NA,NA,1217.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130709,-1.38207,4.21215,4.74978,NA,NA,NA,NA,NA,NA,NA,NA,NA,7718.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130970,-1.12563,4.69735,4.73426,NA,NA,NA,NA,NA,NA,NA,NA,NA,-219.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131151,-2.2647,3.8882,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131225,-1.29544,5,3.12395,NA,NA,NA,NA,NA,NA,NA,NA,NA,2036.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131591,-0.515443,4.24539,3.67847,NA,NA,NA,NA,NA,NA,NA,NA,259.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131680,-1.91782,3.21012,2.47609,NA,NA,NA,NA,NA,NA,NA,NA,23.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131895,-1.42257,2.07339,2.66307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132162,-0.905258,1.26879,2.1088,NA,-1.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132373,-0.730374,0.84106,1.2912,NA,NA,387.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132420,-1.93978,1.13471,0.762026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132722,-1.00995,-0.432092,1.40021,NA,70.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132884,-2.26455,-2.00438,1.37718,NA,NA,NA,NA,NA,NA,NA,-40.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133158,-1.41931,-1.49755,2.48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.228,NA,NA,NA,NA,NA,NA,NA,NA,NA
133360,-1.65712,-3.17854,3.23251,NA,NA,NA,NA,NA,NA,NA,NA,181.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133581,-1.53554,-1.13055,4.29267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133655,-1.97831,-2.21721,3.9977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
