id,x0,x1,x2,fitness8,fitness9,fitness8.5,fitness7.5,fitness6.5,fitness7,fitness9.5,fitness10
194250,6.89405,7.82814,8.83581,0.626,NA,NA,NA,NA,NA,NA,NA
194485,8.06566,8.18351,8.60446,NA,NA,NA,0.784,NA,NA,NA,NA
194770,8.20574,8.68729,7.84967,0.741,NA,NA,NA,NA,NA,NA,NA
194916,8.25714,8.18024,7.38783,NA,NA,NA,0.836,NA,NA,NA,NA
195141,7.60778,8.05408,7.51741,NA,0.737,NA,NA,NA,NA,NA,NA
195390,7.7287,7.5815,6.37794,0.652,NA,NA,NA,NA,NA,NA,NA
195588,8.87745,7.42495,7.36258,0.735,NA,NA,NA,NA,NA,NA,NA
195791,8.13727,8.04832,7.80288,NA,NA,NA,0.906,NA,NA,NA,NA
195867,6.95715,7.63106,8.53803,NA,NA,NA,0.741,NA,NA,NA,NA
196016,7.34224,7.23965,7.93983,NA,NA,0.838,NA,NA,NA,NA,NA
196267,7.31936,7.38354,7.19548,NA,NA,NA,NA,NA,0.842,NA,NA
196488,7.78977,6.95929,6.91367,NA,NA,NA,0.746,NA,NA,NA,NA
196635,7.88101,6.80662,7.33502,0.778,NA,NA,NA,NA,NA,NA,NA
196835,7.48909,7.29271,7.9928,0.936,NA,NA,NA,NA,NA,NA,NA
197010,7.68197,6.87439,7.9725,NA,NA,0.744,NA,NA,NA,NA,NA
197284,7.92479,7.18342,7.77206,0.915,NA,NA,NA,NA,NA,NA,NA
197439,8.10722,7.59986,8.43542,NA,NA,0.789,NA,NA,NA,NA,NA
197663,7.70394,8.07056,7.02925,NA,NA,NA,0.875,NA,NA,NA,NA
197848,7.95855,7.33161,7.40681,NA,NA,NA,0.893,NA,NA,NA,NA
198185,7.40463,7.62725,8.75731,NA,NA,NA,0.76,NA,NA,NA,NA
198397,7.08251,8.21269,9.27037,NA,NA,NA,NA,NA,0.495,NA,NA
198448,6.9274,8.22754,8.44293,NA,NA,NA,NA,NA,0.633,NA,NA
198655,7.26861,7.37113,7.62805,NA,0.669,NA,NA,NA,NA,NA,NA
198997,7.10119,8.19928,7.55927,NA,NA,0.803,NA,NA,NA,NA,NA
199121,7.72402,8.13446,8.16934,0.902,NA,NA,NA,NA,NA,NA,NA
199359,7.27788,6.91798,8.20461,0.744,NA,NA,NA,NA,NA,NA,NA
199472,7.67847,7.74007,8.25423,0.921,NA,NA,NA,NA,NA,NA,NA
199790,7.29856,8.66175,7.11947,NA,NA,NA,0.737,NA,NA,NA,NA
200000,7.17308,8.70456,8.10574,0.73,NA,NA,NA,NA,NA,NA,NA
