id,x0,x1,x2,fitness-4,fitness-3.5,fitness-5,fitness-4.5,fitness-3,fitness-1.5,fitness-2.5,fitness-2
191691,-3.11191,4.7908,-5,NA,-111.192,NA,NA,NA,NA,NA,NA
191890,-1.29789,3.69482,-5,NA,-93.366,NA,NA,NA,NA,NA,NA
192101,-1.52864,5,-5,NA,NA,NA,NA,-139.498,NA,NA,NA
192294,-1.11315,5,-5,-103.947,NA,NA,NA,NA,NA,NA,NA
192399,-2.34118,4.99031,-4.65251,NA,NA,NA,-81.593,NA,NA,NA,NA
192688,-2.05955,4.74937,-5,-64.58,NA,NA,NA,NA,NA,NA,NA
192925,-2.5791,4.86991,-4.56434,NA,NA,-84.838,NA,NA,NA,NA,NA
193029,-3.3501,3.53532,-4.75446,NA,NA,-103.608,NA,NA,NA,NA,NA
193236,-3.00437,4.3845,-5,NA,NA,-80.733,NA,NA,NA,NA,NA
193513,-2.48647,3.92472,-5,NA,NA,NA,-52.415,NA,NA,NA,NA
193746,-3.12996,3.71012,-5,NA,NA,NA,-82.246,NA,NA,NA,NA
193894,-3.39809,4.04184,-4.81085,NA,NA,-102.212,NA,NA,NA,NA,NA
194174,-2.79964,3.72484,-4.40309,NA,NA,-77.232,NA,NA,NA,NA,NA
194240,-2.82937,3.56198,-5,NA,NA,-73.762,NA,NA,NA,NA,NA
194538,-3.0641,4.43773,-5,NA,NA,-87.656,NA,NA,NA,NA,NA
194656,-2.53361,3.54237,-5,NA,NA,-66.565,NA,NA,NA,NA,NA
194892,-4.52506,3.70072,-4.80837,NA,NA,-200.831,NA,NA,NA,NA,NA
195074,-3.02327,4.77435,-4.23779,NA,NA,-100.541,NA,NA,NA,NA,NA
195308,-2.46623,5,-3.72368,NA,NA,-113.607,NA,NA,NA,NA,NA
195483,-2.4282,3.56221,-3.77046,NA,NA,NA,-96.805,NA,NA,NA,NA
195709,-2.30334,4.54131,-5,NA,NA,-67.295,NA,NA,NA,NA,NA
195989,-2.02523,3.33524,-3.84287,NA,NA,-115.663,NA,NA,NA,NA,NA
196070,-2.18955,2.1692,-4.80801,NA,NA,-154.186,NA,NA,NA,NA,NA
196223,-0.720417,3.25743,-4.76029,NA,NA,-178.487,NA,NA,NA,NA,NA
196521,-2.6244,3.85405,-4.62358,NA,NA,-62.161,NA,NA,NA,NA,NA
196726,-2.54415,4.36732,-5,NA,NA,-69.223,NA,NA,NA,NA,NA
196892,-2.79042,4.78575,-4.34418,NA,NA,-93.602,NA,NA,NA,NA,NA
197134,-2.02782,5,-4.64625,NA,NA,-81.697,NA,NA,NA,NA,NA
197283,-1.23429,5,-3.31584,NA,NA,-152.338,NA,NA,NA,NA,NA
197468,-0.787753,4.50256,-4.2152,NA,NA,-123.757,NA,NA,NA,NA,NA
197648,-0.712883,4.88495,-4.00211,NA,NA,NA,-148.764,NA,NA,NA,NA
197871,-0.837286,5,-5,NA,NA,-120.171,NA,NA,NA,NA,NA
198059,-1.45671,4.24464,-5,NA,NA,-64.665,NA,NA,NA,NA,NA
198209,-1.30964,5,-4.93571,NA,NA,NA,-78.137,NA,NA,NA,NA
198541,-2.46656,4.34204,-3.66257,NA,NA,-97.056,NA,NA,NA,NA,NA
198773,-2.14926,3.263,-4.31393,NA,NA,-71.934,NA,NA,NA,NA,NA
198891,-4.42883,3.69312,-4.9347,NA,NA,-191.165,NA,NA,NA,NA,NA
199142,-3.83782,4.4286,-4.93182,NA,NA,-139.479,NA,NA,NA,NA,NA
199293,-3.68485,4.33803,-5,-126.888,NA,NA,NA,NA,NA,NA,NA
199590,-3.32899,4.49361,-5,NA,NA,-101.675,NA,NA,NA,NA,NA
199634,-3.13094,4.0764,-4.53549,NA,NA,NA,-85.064,NA,NA,NA,NA
199995,-2.27824,3.5769,-3.30276,NA,NA,NA,-127.33,NA,NA,NA,NA
