id,x0,x1,x2,fitness9,fitness9.5,fitness7.5,fitness7,fitness8,fitness8.5,fitness6.5,fitness4.5,fitness6,fitness10,fitness4
160162,8.95106,7.46238,7.73822,NA,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA
160257,8.1394,8.25954,8.4467,NA,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA
160479,8.06913,8.47529,7.91925,NA,NA,NA,NA,0.855,NA,NA,NA,NA,NA,NA
160788,7.96259,7.83431,7.97878,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA
160825,7.95012,7.9102,7.99994,NA,NA,NA,NA,0.933,NA,NA,NA,NA,NA,NA
161115,7.92797,8.07804,7.65525,NA,NA,NA,NA,NA,NA,NA,NA,0.539,NA,NA
161353,8.88283,7.37512,7.4381,NA,NA,NA,NA,NA,NA,0.537,NA,NA,NA,NA
161424,8.34701,6.52868,8.00137,NA,NA,NA,NA,0.582,NA,NA,NA,NA,NA,NA
161763,6.96677,7.21655,7.19608,NA,NA,NA,NA,NA,0.669,NA,NA,NA,NA,NA
161940,6.60236,7.95725,7.1676,NA,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA
162057,7.83632,8.27357,7.84279,NA,NA,0.932,NA,NA,NA,NA,NA,NA,NA,NA
162314,7.43952,7.45127,8.96662,NA,NA,NA,NA,0.722,NA,NA,NA,NA,NA,NA
162464,7.37459,7.47647,8.18886,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA
162606,6.6489,7.50751,7.25739,NA,NA,NA,NA,0.714,NA,NA,NA,NA,NA,NA
162882,7.53636,8.15611,7.87207,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA,NA
163081,7.64027,8.3769,7.63026,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA
163398,7.14734,7.60131,7.29077,NA,NA,NA,NA,0.889,NA,NA,NA,NA,NA,NA
163434,7.96923,7.59804,8.07285,NA,NA,NA,0.844,NA,NA,NA,NA,NA,NA,NA
163712,8.46964,8.30567,7.9046,NA,NA,NA,0.774,NA,NA,NA,NA,NA,NA,NA
163846,7.68357,6.62959,7.36483,NA,NA,0.706,NA,NA,NA,NA,NA,NA,NA,NA
164125,7.07547,7.21542,6.80368,NA,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA
164350,7.89028,7.34844,7.69483,NA,NA,NA,0.824,NA,NA,NA,NA,NA,NA,NA
164480,7.65011,7.97494,8.31443,NA,NA,0.916,NA,NA,NA,NA,NA,NA,NA,NA
164793,8.02408,7.6707,7.27263,NA,NA,NA,NA,0.932,NA,NA,NA,NA,NA,NA
164843,7.66436,7.8699,8.03737,NA,NA,NA,NA,NA,0.799,NA,NA,NA,NA,NA
165083,7.17668,8.55712,8.22365,NA,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA
165377,7.97689,8.26415,8.27202,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA
165483,7.84145,7.57838,7.86225,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA
165698,7.62859,6.82677,7.51205,NA,NA,NA,0.689,NA,NA,NA,NA,NA,NA,NA
165951,6.73296,6.78887,7.34832,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA
166110,7.61461,6.82427,7.13723,NA,NA,0.748,NA,NA,NA,NA,NA,NA,NA,NA
166381,7.39847,8.15737,8.03198,NA,NA,NA,0.838,NA,NA,NA,NA,NA,NA,NA
166535,7.88311,8.46916,8.88424,NA,NA,NA,NA,0.647,NA,NA,NA,NA,NA,NA
166754,8.36983,8.25048,7.86579,NA,NA,NA,NA,NA,0.782,NA,NA,NA,NA,NA
166867,8.19261,7.54794,6.90581,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA,NA
167198,7.68139,8.13209,7.47391,NA,NA,NA,NA,NA,NA,0.743,NA,NA,NA,NA
167206,7.37553,7.16985,6.69263,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA
167481,7.89751,7.7466,7.4297,NA,NA,NA,NA,0.975,NA,NA,NA,NA,NA,NA
167705,7.54372,6.74381,7.16779,NA,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA
167985,9.22656,7.07287,6.80425,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA
168048,8.13603,7.68768,7.7054,NA,NA,0.964,NA,NA,NA,NA,NA,NA,NA,NA
168280,8.13104,6.75711,7.08112,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA
168404,7.3868,7.17877,7.17435,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA,NA
168764,7.28232,7.67335,6.76171,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA
168870,7.25146,7.89552,7.13521,NA,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA
169085,6.96703,7.90526,7.66991,NA,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA
169328,8.04915,7.78408,7.67643,NA,NA,NA,NA,NA,NA,NA,0.901,NA,NA,NA
169525,7.79493,8.22982,8.09055,NA,NA,NA,NA,NA,NA,NA,0.841,NA,NA,NA
169760,8.26492,6.63226,7.12139,NA,NA,NA,NA,NA,NA,NA,0.581,NA,NA,NA
169970,7.33615,7.6182,7.04068,NA,NA,NA,NA,NA,NA,NA,0.723,NA,NA,NA
170145,7.2106,8.02901,8.57774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
170215,6.88308,7.40841,7.45988,NA,NA,NA,0.685,NA,NA,NA,NA,NA,NA,NA
170469,8.14066,7.89767,7.89513,NA,NA,NA,NA,NA,NA,0.719,NA,NA,NA,NA
170686,7.30333,7.56964,8.62585,NA,NA,NA,0.741,NA,NA,NA,NA,NA,NA,NA
170874,7.32473,8.62805,7.66116,NA,NA,NA,NA,0.822,NA,NA,NA,NA,NA,NA
171197,8.46674,7.19863,7.51367,NA,NA,NA,NA,NA,0.727,NA,NA,NA,NA,NA
171282,8.35189,7.46747,7.50661,NA,NA,NA,NA,NA,0.766,NA,NA,NA,NA,NA
171600,8.89251,7.43423,8.02138,NA,NA,0.749,NA,NA,NA,NA,NA,NA,NA,NA
171651,8.25115,7.43613,8.30092,NA,NA,NA,NA,0.849,NA,NA,NA,NA,NA,NA
171807,8.2081,8.79747,7.64578,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA
172144,7.9711,7.91603,8.52014,NA,NA,NA,0.804,NA,NA,NA,NA,NA,NA,NA
172368,7.39001,7.8969,7.74175,NA,NA,NA,NA,NA,0.906,NA,NA,NA,NA,NA
172472,7.44319,7.63125,8.68671,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA
172697,6.74055,7.50963,7.75303,NA,NA,0.796,NA,NA,NA,NA,NA,NA,NA,NA
172964,7.52378,7.75033,7.7518,NA,NA,NA,0.936,NA,NA,NA,NA,NA,NA,NA
173057,7.3213,8.3731,7.2005,NA,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA
173253,7.01589,8.01367,7.51576,NA,NA,0.866,NA,NA,NA,NA,NA,NA,NA,NA
173520,7.55347,7.60404,8.80534,0.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173697,7.79702,8.36141,7.87617,NA,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA
173879,7.67317,8.22663,7.09672,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174041,9.0516,8.26637,7.7845,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA
174234,8.72744,7.27765,7.27403,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA
174449,8.98465,7.55806,7.85761,NA,NA,0.707,NA,NA,NA,NA,NA,NA,NA,NA
174792,8.21021,6.61971,7.09626,NA,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA
174887,7.51527,6.79339,7.32372,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA
175171,6.82375,7.24036,8.43098,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA
175379,7.8844,8.31591,8.00855,NA,NA,0.888,NA,NA,NA,NA,NA,NA,NA,NA
175555,8.85492,7.64492,9.28696,NA,NA,NA,NA,NA,0.376,NA,NA,NA,NA,NA
175767,8.09247,8.6715,8.40629,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,NA
175817,7.41046,7.90136,7.95161,NA,NA,NA,0.863,NA,NA,NA,NA,NA,NA,NA
176171,7.07346,8.35785,6.59824,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA
176209,8.08188,7.60765,7.23644,NA,NA,0.908,NA,NA,NA,NA,NA,NA,NA,NA
176558,8.00493,7.77213,6.64279,NA,NA,0.712,NA,NA,NA,NA,NA,NA,NA,NA
176609,7.92634,7.98099,7.10164,NA,NA,NA,NA,NA,NA,NA,NA,0.517,NA,NA
176814,7.94395,7.83628,6.78935,NA,NA,0.809,NA,NA,NA,NA,NA,NA,NA,NA
177127,7.23087,7.4236,7.70579,NA,NA,NA,NA,0.903,NA,NA,NA,NA,NA,NA
177222,8.55566,7.8404,7.30019,NA,NA,NA,0.789,NA,NA,NA,NA,NA,NA,NA
177497,9.11665,7.65134,7.7056,NA,NA,0.691,NA,NA,NA,NA,NA,NA,NA,NA
177642,8.09144,7.93521,8.60141,NA,NA,NA,NA,0.814,NA,NA,NA,NA,NA,NA
177872,7.60172,6.73852,7.96145,NA,NA,NA,NA,0.774,NA,NA,NA,NA,NA,NA
178071,7.92084,6.52681,7.49813,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA
178374,8.32628,7.06457,7.19804,NA,NA,0.753,NA,NA,NA,NA,NA,NA,NA,NA
178598,7.36881,7.71774,7.49116,NA,NA,NA,NA,NA,NA,0.674,NA,NA,NA,NA
178748,8.08269,7.59741,8.9325,NA,NA,NA,NA,NA,0.604,NA,NA,NA,NA,NA
178965,8.6594,7.75708,8.16813,NA,NA,NA,NA,0.805,NA,NA,NA,NA,NA,NA
179090,7.64315,6.98782,8.49998,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA
179326,7.11284,7.00397,8.37072,NA,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA
179535,7.02636,7.59081,8.02894,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA
179628,7.91562,6.68546,8.20981,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA
179874,7.02812,7.74322,7.768,NA,NA,0.895,NA,NA,NA,NA,NA,NA,NA,NA
180194,7.69679,6.87229,7.0582,NA,NA,0.762,NA,NA,NA,NA,NA,NA,NA,NA
180347,7.82701,6.5643,7.82389,NA,NA,0.719,NA,NA,NA,NA,NA,NA,NA,NA
180586,7.97561,7.33262,7.28881,NA,NA,NA,NA,0.912,NA,NA,NA,NA,NA,NA
180669,8.01634,7.35051,7.86226,NA,NA,0.948,NA,NA,NA,NA,NA,NA,NA,NA
180897,8.11006,8.07312,7.0388,NA,NA,0.845,NA,NA,NA,NA,NA,NA,NA,NA
181034,7.41969,7.53202,6.34171,NA,NA,NA,0.505,NA,NA,NA,NA,NA,NA,NA
181350,8.32718,8.1969,7.50448,NA,NA,NA,0.804,NA,NA,NA,NA,NA,NA,NA
181600,8.72659,7.45145,8.03779,NA,NA,0.789,NA,NA,NA,NA,NA,NA,NA,NA
181685,8.00596,7.72526,7.82892,NA,NA,0.963,NA,NA,NA,NA,NA,NA,NA,NA
181945,8.6898,7.05504,6.98372,NA,NA,0.608,NA,NA,NA,NA,NA,NA,NA,NA
182019,8.45275,7.30452,7.88746,NA,NA,0.859,NA,NA,NA,NA,NA,NA,NA,NA
182210,8.35026,8.30029,7.57624,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA
182432,8.00755,8.14892,7.82209,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA
182607,8.24627,7.12651,6.97593,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA
182908,7.57182,7.35792,7.91327,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA
183163,6.95912,8.62041,7.46253,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183244,7.72826,8.08914,7.68085,NA,NA,0.971,NA,NA,NA,NA,NA,NA,NA,NA
183401,8.20715,8.69303,9.01072,NA,NA,NA,NA,0.538,NA,NA,NA,NA,NA,NA
183691,8.39872,7.59075,7.88079,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183995,7.97651,7.48194,7.78429,NA,NA,NA,NA,NA,0.854,NA,NA,NA,NA,NA
184146,7.9396,6.75923,7.90837,NA,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA
184315,6.53759,7.95696,8.68482,NA,NA,0.551,NA,NA,NA,NA,NA,NA,NA,NA
184514,7.5423,8.3604,7.37674,NA,NA,NA,NA,0.885,NA,NA,NA,NA,NA,NA
184727,7.35295,8.52685,7.20562,NA,NA,NA,NA,0.794,NA,NA,NA,NA,NA,NA
184837,7.42068,8.50968,7.03076,NA,NA,NA,0.709,NA,NA,NA,NA,NA,NA,NA
185119,7.9132,8.30574,6.87055,NA,NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA
185317,8.07848,8.29864,8.55037,NA,NA,NA,NA,NA,0.637,NA,NA,NA,NA,NA
185518,7.7656,7.93973,7.46597,NA,NA,NA,NA,0.929,NA,NA,NA,NA,NA,NA
185666,8.24185,7.08663,8.36832,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA
185959,8.12693,6.47936,7.79547,NA,NA,NA,NA,0.644,NA,NA,NA,NA,NA,NA
186053,7.0941,9.04716,8.23988,NA,NA,NA,NA,0.606,NA,NA,NA,NA,NA,NA
186377,8.00593,7.79618,7.55578,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA
186475,7.67341,7.7904,7.86638,NA,NA,0.969,NA,NA,NA,NA,NA,NA,NA,NA
186735,8.44381,8.57216,7.58333,NA,NA,NA,0.649,NA,NA,NA,NA,NA,NA,NA
186820,7.13823,8.65531,8.77653,NA,NA,0.591,NA,NA,NA,NA,NA,NA,NA,NA
187069,7.53085,7.40423,7.07574,NA,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA
187343,7.67549,7.30228,6.91922,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA
187578,6.54474,7.35898,6.77177,NA,NA,NA,NA,0.517,NA,NA,NA,NA,NA,NA
187740,8.16819,8.17841,6.59832,NA,NA,NA,0.608,NA,NA,NA,NA,NA,NA,NA
187820,8.54089,7.61466,7.2969,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA
188139,8.53177,7.98038,7.17917,NA,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA
188297,7.97041,7.59612,8.23001,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188558,8.19602,8.514,8.60595,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA
188741,7.80574,8.4456,8.29103,NA,NA,NA,NA,0.803,NA,NA,NA,NA,NA,NA
188961,8.20946,6.99089,7.54765,NA,NA,NA,NA,0.822,NA,NA,NA,NA,NA,NA
189098,7.84328,8.34949,8.15697,NA,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA
189238,7.77901,7.60293,8.64986,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA
189521,7.60607,8.44135,7.64885,NA,NA,NA,NA,NA,0.824,NA,NA,NA,NA,NA
189787,8.12129,8.44595,8.5084,NA,NA,NA,0.706,NA,NA,NA,NA,NA,NA,NA
189845,8.5298,8.25968,8.41299,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA
190190,7.93616,7.86426,7.55444,NA,NA,NA,0.915,NA,NA,NA,NA,NA,NA,NA
190318,7.6039,7.46014,8.07696,NA,NA,NA,0.891,NA,NA,NA,NA,NA,NA,NA
190517,7.72965,7.43485,8.43837,NA,NA,NA,NA,0.883,NA,NA,NA,NA,NA,NA
190678,7.66546,8.4201,7.90377,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA
190901,7.1396,7.88511,7.07049,NA,NA,0.817,NA,NA,NA,NA,NA,NA,NA,NA
191183,7.18986,9.03757,7.69006,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA
191357,8.2468,7.44738,7.88741,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA
191435,7.83024,7.17508,8.05024,NA,NA,NA,NA,0.889,NA,NA,NA,NA,NA,NA
191778,5.55215,7.48938,7.44481,NA,NA,NA,0.302,NA,NA,NA,NA,NA,NA,NA
191803,4.622,7.48262,7.44407,NA,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA
192156,6.38545,7.86664,8.31057,NA,NA,0.596,NA,NA,NA,NA,NA,NA,NA,NA
192361,7.86749,8.26312,7.74092,NA,NA,0.936,NA,NA,NA,NA,NA,NA,NA,NA
192408,8.05831,7.87386,7.8841,NA,NA,NA,NA,NA,0.895,NA,NA,NA,NA,NA
192794,9.26026,8.54078,7.60539,NA,NA,NA,NA,0.551,NA,NA,NA,NA,NA,NA
192921,9.18206,8.28163,7.51256,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA
193171,8.2529,8.14498,8.79302,NA,NA,0.674,NA,NA,NA,NA,NA,NA,NA,NA
193364,8.46904,7.35253,7.65056,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA
193547,6.89186,7.14476,7.53247,NA,NA,0.785,NA,NA,NA,NA,NA,NA,NA,NA
193616,7.45632,8.09953,7.72843,NA,NA,NA,NA,0.908,NA,NA,NA,NA,NA,NA
193801,7.84434,7.9625,7.35225,NA,NA,NA,NA,0.937,NA,NA,NA,NA,NA,NA
194164,7.8779,7.10854,7.50289,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA
194332,7.67991,6.98771,6.63075,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA
194418,8.34485,7.10231,7.30675,NA,NA,NA,NA,NA,0.666,NA,NA,NA,NA,NA
194779,8.20445,8.14586,8.62725,NA,NA,NA,NA,0.766,NA,NA,NA,NA,NA,NA
194921,7.87707,7.52977,8.63759,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA
195034,7.79612,8.85837,7.6098,NA,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA
195210,7.44355,8.27676,9.00138,NA,NA,0.675,NA,NA,NA,NA,NA,NA,NA,NA
195560,7.81406,8.41497,8.23404,NA,NA,NA,NA,0.853,NA,NA,NA,NA,NA,NA
195755,7.07761,7.72496,7.48947,NA,NA,NA,NA,0.899,NA,NA,NA,NA,NA,NA
195842,7.93612,6.16432,7.98912,NA,NA,0.569,NA,NA,NA,NA,NA,NA,NA,NA
196113,8.18703,7.33065,8.1893,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA
196304,8.12471,6.98281,8.86092,NA,NA,0.646,NA,NA,NA,NA,NA,NA,NA,NA
196439,7.28273,7.34057,8.43023,NA,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA
196722,7.50648,7.98573,8.00318,NA,NA,NA,NA,0.909,NA,NA,NA,NA,NA,NA
196973,7.36358,8.67435,7.77782,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA
197075,7.61569,7.80472,7.65957,NA,NA,NA,NA,NA,NA,0.701,NA,NA,NA,NA
197398,6.52363,7.52612,7.37988,NA,NA,NA,NA,0.679,NA,NA,NA,NA,NA,NA
197594,8.08493,7.55533,7.65016,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA
197683,6.5415,7.83503,7.18354,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA
197922,8.12952,7.61835,6.8526,NA,NA,NA,NA,NA,0.694,NA,NA,NA,NA,NA
198089,7.75531,7.13558,6.93514,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA
198353,7.85214,8.73755,7.16269,NA,NA,NA,NA,NA,0.643,NA,NA,NA,NA,NA
198533,8.31104,7.86591,7.55213,NA,NA,NA,NA,0.918,NA,NA,NA,NA,NA,NA
198758,7.89674,7.39934,8.61636,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA
198915,8.12722,7.21935,8.36903,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA
199151,7.97758,7.53058,8.6152,NA,NA,NA,NA,0.816,NA,NA,NA,NA,NA,NA
199237,8.42179,8.88887,8.6085,NA,NA,NA,NA,NA,0.497,NA,NA,NA,NA,NA
199537,7.65088,7.97403,8.20318,NA,NA,NA,NA,0.901,NA,NA,NA,NA,NA,NA
199669,7.28986,7.48175,8.2994,NA,NA,NA,NA,NA,0.747,NA,NA,NA,NA,NA
200000,8.64305,9.02638,8.8343,NA,NA,NA,NA,NA,0.342,NA,NA,NA,NA,NA
