id,x0,x1,x2,fitness5.5,fitness4.5,fitness4,fitness5,fitness7,fitness8.5,fitness8,fitness9,fitness7.5,fitness6.5,fitness6,fitness9.5,fitness10
143588,7.45573,7.21409,6.94782,NA,NA,NA,NA,NA,NA,NA,NA,0.809,NA,NA,NA,NA
143799,6.79388,7.48064,7.37817,NA,NA,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA
143954,7.89012,7.39919,7.31625,NA,NA,NA,NA,NA,NA,NA,NA,0.936,NA,NA,NA,NA
144054,7.84766,7.44918,6.48238,NA,NA,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA
144349,6.35123,7.22048,7.87935,NA,NA,NA,NA,NA,NA,NA,NA,0.603,NA,NA,NA,NA
144584,7.89058,5.79603,7.4015,NA,NA,NA,NA,0.362,NA,NA,NA,NA,NA,NA,NA,NA
144740,7.52143,7.16303,6.91953,NA,NA,NA,NA,NA,0.674,NA,NA,NA,NA,NA,NA,NA
144937,7.42435,8.17864,8.2819,NA,NA,NA,NA,NA,0.741,NA,NA,NA,NA,NA,NA,NA
145011,7.10706,8.15991,6.79209,NA,NA,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,NA
145259,6.87595,7.34742,6.3376,NA,NA,NA,NA,NA,0.406,NA,NA,NA,NA,NA,NA,NA
145586,6.68833,6.75099,8.22308,NA,NA,NA,NA,NA,NA,0.523,NA,NA,NA,NA,NA,NA
145651,6.42208,6.33847,8.0473,NA,NA,NA,NA,NA,NA,0.313,NA,NA,NA,NA,NA,NA
145834,8.16199,7.39697,7.79718,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA,NA,NA
146049,4.69845,7.2374,8.11507,NA,NA,NA,NA,NA,NA,NA,NA,0.724,NA,NA,NA,NA
146400,4.12923,7.81297,7.83608,NA,NA,NA,NA,0.929,NA,NA,NA,NA,NA,NA,NA,NA
146438,4.13506,7.37587,7.73566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,NA
146759,4.1185,7.43057,10.0461,NA,NA,NA,NA,NA,0.391,NA,NA,NA,NA,NA,NA,NA
146872,4.76504,7.76109,9.12104,NA,NA,NA,NA,NA,NA,0.475,NA,NA,NA,NA,NA,NA
147130,3.95464,7.27687,8.34525,NA,NA,NA,NA,0.807,NA,NA,NA,NA,NA,NA,NA,NA
147252,6.08245,7.9067,8.30186,NA,NA,NA,NA,NA,NA,NA,NA,0.494,NA,NA,NA,NA
147470,6.88373,7.32102,8.60301,NA,NA,NA,NA,NA,NA,NA,NA,0.672,NA,NA,NA,NA
147773,7.62293,7.59486,8.32579,NA,NA,NA,NA,NA,NA,NA,NA,0.907,NA,NA,NA,NA
147817,8.02555,8.19092,8.77615,NA,NA,NA,NA,NA,NA,NA,0.475,NA,NA,NA,NA,NA
148050,8.90856,7.52017,7.5389,NA,NA,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA
148359,8.12236,7.10928,8.69101,NA,NA,NA,NA,NA,NA,0.676,NA,NA,NA,NA,NA,NA
148568,7.32036,8.16966,8.77507,NA,NA,NA,NA,NA,0.652,NA,NA,NA,NA,NA,NA,NA
148649,7.85299,8.06555,7.64706,NA,NA,NA,NA,NA,NA,NA,0.789,NA,NA,NA,NA,NA
148961,6.77173,7.81455,6.97591,NA,NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA,NA
149093,8.55885,8.25009,7.42988,NA,NA,NA,NA,NA,NA,NA,NA,0.789,NA,NA,NA,NA
149382,6.91658,6.86466,8.00164,NA,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA
149580,7.88346,7.87673,6.93591,NA,NA,NA,NA,NA,NA,NA,NA,0.861,NA,NA,NA,NA
149678,7.99642,6.64507,7.18259,NA,NA,NA,NA,NA,NA,0.685,NA,NA,NA,NA,NA,NA
149966,8.48489,7.27617,8.01724,NA,NA,NA,NA,NA,NA,NA,NA,0.813,NA,NA,NA,NA
150081,9.69163,7.69296,6.56202,NA,NA,NA,NA,NA,NA,0.321,NA,NA,NA,NA,NA,NA
150259,10.2797,7.99225,6.06685,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA
150564,8.37065,7.79376,8.3351,NA,NA,NA,NA,NA,NA,0.841,NA,NA,NA,NA,NA,NA
150607,7.96464,8.6616,7.91405,NA,NA,NA,NA,NA,NA,0.782,NA,NA,NA,NA,NA,NA
150842,7.73464,8.36586,8.33555,NA,NA,NA,NA,NA,NA,NA,0.561,NA,NA,NA,NA,NA
151155,6.50873,9.08147,7.41166,NA,NA,NA,NA,NA,NA,0.399,NA,NA,NA,NA,NA,NA
151248,7.6112,8.33276,7.99854,NA,NA,NA,NA,NA,NA,NA,0.608,NA,NA,NA,NA,NA
151564,6.95736,7.76049,6.93119,NA,NA,NA,NA,NA,NA,0.749,NA,NA,NA,NA,NA,NA
151685,7.14235,7.94692,7.3082,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA
151865,6.66953,6.9474,8.57478,NA,NA,NA,NA,NA,NA,NA,NA,0.516,NA,NA,NA,NA
152020,6.53857,7.29189,7.53167,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA
152282,8.18207,8.26663,7.81295,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.644,NA,NA,NA
152535,8.01549,8.4622,8.17472,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA
152688,7.99727,8.05208,8.7181,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601,NA,NA,NA
152874,9.33628,7.78593,7.53619,NA,NA,NA,NA,NA,NA,0.643,NA,NA,NA,NA,NA,NA
153159,8.234,7.65429,7.42468,NA,NA,NA,NA,NA,0.868,NA,NA,NA,NA,NA,NA,NA
153349,8.03026,8.28976,7.76146,NA,NA,NA,NA,NA,NA,NA,0.614,NA,NA,NA,NA,NA
153585,7.79188,7.19384,7.07059,NA,NA,NA,NA,NA,NA,NA,0.676,NA,NA,NA,NA,NA
153613,7.62993,7.21389,7.89639,NA,NA,NA,NA,NA,NA,NA,0.754,NA,NA,NA,NA,NA
153807,7.86532,7.25751,7.77694,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA,NA
154188,7.72032,8.55048,8.599,NA,NA,NA,NA,NA,0.596,NA,NA,NA,NA,NA,NA,NA
154212,8.21402,8.5745,9.16835,NA,NA,NA,NA,NA,0.457,NA,NA,NA,NA,NA,NA,NA
154480,7.85231,9.00663,8.4838,NA,NA,NA,NA,NA,NA,0.624,NA,NA,NA,NA,NA,NA
154659,7.62042,7.97589,8.01961,NA,NA,NA,NA,NA,NA,NA,NA,0.959,NA,NA,NA,NA
154931,7.92614,8.78275,6.85325,NA,NA,NA,NA,NA,NA,NA,NA,0.652,NA,NA,NA,NA
155100,7.42405,7.59531,7.08366,NA,NA,NA,NA,NA,NA,NA,NA,0.894,NA,NA,NA,NA
155381,6.79229,7.83515,8.30914,NA,NA,NA,NA,NA,NA,NA,NA,0.718,NA,NA,NA,NA
155519,7.0456,8.56394,7.91281,NA,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA,NA
155648,7.61777,9.07027,9.02166,NA,NA,NA,NA,NA,0.386,NA,NA,NA,NA,NA,NA,NA
155809,8.75194,8.85969,8.09321,NA,NA,NA,NA,NA,NA,NA,0.299,NA,NA,NA,NA,NA
156141,8.71362,7.96086,7.74238,NA,NA,NA,NA,0.752,NA,NA,NA,NA,NA,NA,NA,NA
156275,8.49997,7.93152,8.15048,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.648,NA,NA,NA
156516,6.92251,7.61,7.85859,NA,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA,NA,NA
156735,8.53937,8.90703,8.16999,NA,NA,NA,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA
156825,7.49333,8.47625,8.52564,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543,NA,NA,NA
157021,8.63792,9.78577,8.32902,NA,NA,NA,NA,NA,NA,NA,NA,0.318,NA,NA,NA,NA
157317,7.92979,8.53344,7.94669,NA,NA,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA,NA
157537,8.0691,7.62585,6.03144,NA,NA,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA
157640,7.9909,8.53626,8.16237,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA
157985,8.82903,7.11987,7.95098,NA,NA,NA,NA,NA,NA,0.682,NA,NA,NA,NA,NA,NA
158004,8.80262,7.58547,7.788,NA,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA
158274,8.4932,7.37759,7.30652,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA
158508,8.31559,7.8406,7.78491,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692,NA,NA,NA
158687,7.46388,8.26984,7.14882,NA,NA,NA,NA,NA,NA,NA,NA,0.857,NA,NA,NA,NA
158901,7.03399,7.79931,6.2764,NA,NA,NA,NA,NA,NA,NA,NA,0.529,NA,NA,NA,NA
159193,7.33242,8.05376,7.0928,NA,NA,NA,NA,NA,NA,NA,NA,0.842,NA,NA,NA,NA
159218,7.72977,8.22106,8.11345,NA,NA,NA,NA,NA,NA,0.917,NA,NA,NA,NA,NA,NA
159565,6.78936,8.40232,8.39825,NA,NA,NA,NA,NA,NA,0.602,NA,NA,NA,NA,NA,NA
159638,3.83603,9.36069,8.53181,NA,NA,NA,NA,NA,NA,0.471,NA,NA,NA,NA,NA,NA
159835,4.2635,8.6609,8.17928,NA,NA,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA
160094,5.10138,8.6188,6.60744,NA,NA,NA,NA,NA,0.148,NA,NA,NA,NA,NA,NA,NA
160281,6.0845,8.04884,7.07155,NA,NA,NA,NA,NA,NA,NA,NA,0.456,NA,NA,NA,NA
160515,4.36797,7.28967,7.28633,NA,NA,NA,NA,NA,NA,NA,NA,0.868,NA,NA,NA,NA
160709,6.49351,7.29218,7.50443,NA,NA,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA
160999,7.14902,9.02753,7.66945,NA,NA,NA,NA,NA,NA,NA,NA,0.675,NA,NA,NA,NA
161139,6.91366,9.0247,7.32509,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.332,NA,NA,NA
161378,8.04555,8.82795,7.77325,NA,NA,NA,NA,NA,NA,NA,NA,0.747,NA,NA,NA,NA
161509,8.13617,7.66834,6.64936,NA,NA,NA,NA,NA,NA,NA,NA,0.738,NA,NA,NA,NA
161781,6.92312,6.95992,8.03112,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA
161907,7.85403,7.58883,8.18956,NA,NA,NA,NA,NA,NA,NA,NA,0.946,NA,NA,NA,NA
162043,7.98434,7.33352,8.51346,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532,NA,NA,NA
162397,6.80851,7.17487,8.02416,NA,NA,NA,NA,NA,NA,0.743,NA,NA,NA,NA,NA,NA
162596,7.52116,6.73982,7.79289,NA,NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA,NA
162677,7.9063,7.21274,7.87562,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA
162927,9.04659,8.63102,8.02625,NA,NA,NA,NA,NA,NA,NA,NA,0.568,NA,NA,NA,NA
163191,8.06165,7.81272,7.04924,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA
163364,7.6289,7.01903,7.28892,NA,NA,NA,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA
163548,7.88508,7.19199,8.23614,NA,NA,NA,NA,NA,NA,NA,NA,0.877,NA,NA,NA,NA
163748,7.41282,6.42713,7.99087,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA
163959,7.03391,6.33733,8.14925,NA,NA,NA,NA,NA,NA,0.504,NA,NA,NA,NA,NA,NA
164117,7.90034,7.31537,7.09261,NA,NA,NA,NA,NA,NA,0.856,NA,NA,NA,NA,NA,NA
164291,8.00443,6.83269,6.72394,NA,NA,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA
164466,7.34187,6.45197,8.56094,NA,NA,NA,NA,NA,NA,NA,NA,0.543,NA,NA,NA,NA
164733,8.58923,6.95788,8.25719,NA,NA,NA,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA
164848,7.87568,7.14435,7.99412,NA,NA,NA,NA,NA,NA,NA,NA,0.876,NA,NA,NA,NA
165171,7.67388,6.92967,7.16516,NA,NA,NA,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA
165285,8.06017,7.45525,7.64356,NA,NA,NA,NA,NA,NA,0.939,NA,NA,NA,NA,NA,NA
165585,6.64626,6.58324,8.22747,NA,NA,NA,NA,NA,NA,NA,NA,0.463,NA,NA,NA,NA
165795,7.63932,7.27926,8.11671,NA,NA,NA,NA,NA,NA,0.897,NA,NA,NA,NA,NA,NA
165871,7.98443,7.77054,7.60345,NA,NA,NA,NA,NA,NA,0.973,NA,NA,NA,NA,NA,NA
166179,5.95713,7.60799,7.25368,NA,NA,NA,NA,NA,NA,NA,NA,0.493,NA,NA,NA,NA
166337,6.9597,7.20803,7.45317,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA
166459,7.03807,6.74886,7.29734,NA,NA,NA,NA,NA,NA,NA,NA,0.656,NA,NA,NA,NA
166722,7.04281,7.35716,7.76173,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA
166996,7.29918,7.4698,8.44491,NA,NA,NA,NA,NA,NA,NA,NA,0.846,NA,NA,NA,NA
167171,8.10021,7.70336,7.69107,NA,NA,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA
167306,8.38277,6.96635,8.27887,NA,NA,NA,NA,NA,NA,NA,NA,0.697,NA,NA,NA,NA
167550,7.58241,7.03523,7.78397,NA,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA,NA,NA
167623,8.53021,8.97263,7.29533,NA,NA,NA,NA,NA,NA,NA,NA,0.607,NA,NA,NA,NA
167836,8.20616,7.97454,7.18012,NA,NA,NA,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA
168106,7.21992,6.28167,7.82237,NA,NA,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA
168306,7.27894,7.74765,7.6649,NA,NA,NA,NA,0.902,NA,NA,NA,NA,NA,NA,NA,NA
168441,7.87023,7.03103,8.43341,NA,NA,NA,NA,NA,NA,NA,NA,0.784,NA,NA,NA,NA
168644,8.44555,8.16399,8.83346,NA,NA,NA,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA
168976,8.60601,8.64795,7.0714,NA,NA,NA,NA,NA,0.539,NA,NA,NA,NA,NA,NA,NA
169172,9.02207,8.37643,7.69399,NA,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA
169352,8.64968,8.30715,7.80078,NA,NA,NA,NA,NA,NA,0.752,NA,NA,NA,NA,NA,NA
169506,9.27975,7.62235,8.43481,NA,NA,NA,NA,NA,NA,NA,NA,0.582,NA,NA,NA,NA
169796,7.36715,6.7564,8.0035,NA,NA,NA,NA,NA,NA,NA,NA,0.771,NA,NA,NA,NA
169947,7.1161,7.02005,9.01485,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA
170018,7.30299,7.00445,8.11926,NA,NA,NA,NA,NA,0.751,NA,NA,NA,NA,NA,NA,NA
170254,8.27982,7.91953,8.39429,NA,NA,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA
170566,7.88596,7.85981,7.74843,NA,NA,NA,NA,NA,NA,0.984,NA,NA,NA,NA,NA,NA
170604,8.67841,6.34843,8.3565,NA,NA,NA,NA,NA,NA,NA,NA,0.416,NA,NA,NA,NA
170875,7.53761,5.93134,6.83719,NA,NA,NA,NA,NA,NA,NA,NA,0.363,NA,NA,NA,NA
171003,6.79481,4.60576,7.85718,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA
171262,7.47174,3.70983,8.0767,NA,NA,NA,NA,NA,0.727,NA,NA,NA,NA,NA,NA,NA
171528,7.02013,4.67306,8.01172,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA
171685,8.20223,5.11625,7.31317,NA,NA,NA,NA,0.451,NA,NA,NA,NA,NA,NA,NA,NA
171822,7.80772,7.21975,8.76882,NA,NA,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA
172187,9.30808,7.80861,8.4605,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA
172351,8.74495,7.32292,8.54631,NA,NA,NA,NA,NA,NA,0.622,NA,NA,NA,NA,NA,NA
172435,6.67199,7.74435,8.74633,NA,NA,NA,NA,NA,NA,NA,NA,0.601,NA,NA,NA,NA
172753,8.75937,8.03618,9.35072,NA,NA,NA,NA,NA,0.336,NA,NA,NA,NA,NA,NA,NA
172966,6.8507,7.92744,7.78918,NA,NA,NA,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA
173116,6.53519,8.19796,7.88643,NA,NA,NA,NA,0.517,NA,NA,NA,NA,NA,NA,NA,NA
173349,7.74119,6.91992,7.49617,NA,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA
173590,8.08463,6.2761,7.26369,NA,NA,NA,NA,NA,NA,NA,NA,0.524,NA,NA,NA,NA
173662,8.85459,7.87732,7.80204,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574,NA,NA,NA
173815,9.61433,7.2216,7.75723,NA,NA,NA,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA
174079,8.39116,7.12041,6.84585,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA
174326,7.72128,7.39927,6.73432,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA
174460,7.81198,6.49994,7.29683,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA
174609,7.91438,7.48673,7.44721,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767,NA,NA,NA
174893,8.50041,7.01604,8.38927,NA,NA,NA,NA,NA,NA,NA,NA,0.659,NA,NA,NA,NA
175072,7.96893,6.34951,7.52318,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408,NA,NA,NA
175318,8.28994,6.12278,8.09571,NA,NA,NA,NA,0.371,NA,NA,NA,NA,NA,NA,NA,NA
175595,7.69415,7.01079,6.96938,NA,NA,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA
175799,7.52654,6.94658,9.23682,NA,NA,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA
175828,8.17846,7.09084,9.31755,NA,NA,NA,NA,NA,NA,NA,NA,0.537,NA,NA,NA,NA
176019,7.18062,7.15234,8.36137,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA,NA,NA,NA
176355,9.02095,7.92134,7.25426,NA,NA,NA,NA,NA,NA,NA,NA,0.693,NA,NA,NA,NA
176547,8.98703,8.04837,7.86661,NA,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA,NA,NA
176690,7.37336,7.3471,7.74617,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588,NA,NA,NA
176814,7.39628,8.88679,8.30887,NA,NA,NA,NA,0.608,NA,NA,NA,NA,NA,NA,NA,NA
177123,7.10036,8.33564,7.15356,NA,NA,NA,NA,NA,NA,0.761,NA,NA,NA,NA,NA,NA
177269,6.46266,8.07885,7.04967,NA,NA,NA,NA,0.514,NA,NA,NA,NA,NA,NA,NA,NA
177540,7.89928,8.32598,6.83392,NA,NA,NA,NA,NA,NA,0.746,NA,NA,NA,NA,NA,NA
177750,9.45187,7.46825,7.83008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169
177845,9.00925,7.33649,7.71995,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA
178199,8.57458,7.00876,8.08852,NA,NA,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA,NA
178264,8.65399,7.45801,8.02196,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.499,NA,NA,NA
178425,7.5593,8.11569,7.35858,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.697,NA,NA,NA
178783,8.01884,7.05476,8.14221,NA,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA,NA
178944,8.00406,8.00817,8.58102,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA
179159,7.31774,7.12926,8.45533,NA,NA,NA,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA
179398,8.04435,8.35592,7.43165,NA,NA,NA,NA,NA,NA,NA,0.674,NA,NA,NA,NA,NA
179547,7.867,7.46547,7.92613,NA,NA,NA,NA,NA,NA,0.957,NA,NA,NA,NA,NA,NA
179619,8.47582,8.46709,7.80353,NA,NA,NA,NA,NA,NA,NA,NA,0.752,NA,NA,NA,NA
179981,7.77888,7.89018,8.08271,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.723,NA,NA,NA
180145,8.18278,8.45827,8.83653,NA,NA,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180291,7.80198,8.36839,6.6334,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461,NA,NA,NA
180524,6.6655,9.47228,7.31103,NA,NA,NA,NA,NA,NA,NA,NA,0.377,NA,NA,NA,NA
180679,6.8423,8.23571,6.95095,NA,NA,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA
180990,4.77477,8.00471,6.33401,NA,NA,NA,NA,NA,NA,NA,0.229,NA,NA,NA,NA,NA
181015,3.97842,8.0791,7.53578,NA,NA,NA,NA,NA,0.861,NA,NA,NA,NA,NA,NA,NA
181246,3.74255,7.53895,7.82388,NA,NA,NA,NA,NA,NA,0.866,NA,NA,NA,NA,NA,NA
181509,4.01573,7.47986,8.19704,NA,NA,NA,NA,NA,0.782,NA,NA,NA,NA,NA,NA,NA
181633,4.11814,6.70992,8.11412,NA,NA,NA,NA,NA,0.622,NA,NA,NA,NA,NA,NA,NA
181890,3.50377,7.42786,8.51711,NA,NA,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA
182033,2.43041,7.10108,7.81361,NA,NA,NA,NA,NA,0.685,NA,NA,NA,NA,NA,NA,NA
182332,2.10065,7.05969,7.3928,NA,NA,NA,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA
182479,4.35285,7.75937,7.65348,NA,NA,NA,NA,NA,NA,0.958,NA,NA,NA,NA,NA,NA
182750,4.41401,6.802,8.42187,NA,NA,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA
182974,6.07316,7.32285,7.55171,NA,NA,NA,NA,NA,NA,NA,NA,0.532,NA,NA,NA,NA
183160,7.01744,7.7691,7.46832,NA,NA,NA,NA,NA,NA,NA,NA,0.882,NA,NA,NA,NA
183220,6.79697,7.73925,8.6835,NA,NA,NA,NA,NA,0.558,NA,NA,NA,NA,NA,NA,NA
183447,7.2621,8.4435,7.87506,NA,NA,NA,NA,NA,0.748,NA,NA,NA,NA,NA,NA,NA
183784,7.95207,6.92811,7.81735,NA,NA,NA,NA,NA,0.778,NA,NA,NA,NA,NA,NA,NA
183941,8.01878,7.23863,7.32467,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.646,NA,NA,NA
184137,7.54909,7.65757,7.05859,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA
184330,7.36132,7.32073,6.97358,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA
184446,7.04186,9.07197,7.18463,NA,NA,NA,NA,NA,NA,NA,NA,0.569,NA,NA,NA,NA
184752,8.18598,9.82497,6.98949,NA,NA,NA,NA,NA,NA,NA,NA,0.383,NA,NA,NA,NA
184998,7.59015,8.2486,7.19142,NA,NA,NA,NA,0.784,NA,NA,NA,NA,NA,NA,NA,NA
185178,7.24661,7.25193,7.1765,NA,NA,NA,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA
185203,7.09386,7.37032,7.21945,NA,NA,NA,NA,NA,NA,0.811,NA,NA,NA,NA,NA,NA
185547,7.3632,7.54976,7.47089,NA,NA,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA
185683,8.67157,7.78675,6.62326,NA,NA,NA,NA,NA,NA,NA,NA,0.571,NA,NA,NA,NA
185863,8.56123,7.31845,7.61032,NA,NA,NA,NA,NA,NA,0.833,NA,NA,NA,NA,NA,NA
186039,9.00649,8.57772,8.29612,NA,NA,NA,NA,NA,NA,NA,NA,0.558,NA,NA,NA,NA
186254,9.55157,6.56496,8.28446,NA,NA,NA,NA,NA,NA,NA,NA,0.293,NA,NA,NA,NA
186485,8.90383,7.06631,7.59443,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA
186675,7.60885,6.93311,7.36037,NA,NA,NA,NA,NA,NA,0.793,NA,NA,NA,NA,NA,NA
186812,8.19521,7.76934,6.00795,NA,NA,NA,NA,NA,0.414,NA,NA,NA,NA,NA,NA,NA
187004,8.13016,7.8727,8.01326,NA,NA,NA,NA,NA,NA,NA,NA,0.926,NA,NA,NA,NA
187201,7.76967,8.23744,7.60932,NA,NA,NA,NA,0.796,NA,NA,NA,NA,NA,NA,NA,NA
187409,8.36148,7.88533,8.51955,NA,NA,NA,NA,NA,NA,0.773,NA,NA,NA,NA,NA,NA
187681,9.36,8.23579,8.71284,NA,NA,NA,NA,NA,NA,0.428,NA,NA,NA,NA,NA,NA
187826,9.00281,8.28382,7.69675,NA,NA,NA,NA,NA,NA,0.672,NA,NA,NA,NA,NA,NA
188146,10.0892,7.63337,7.08638,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA
188372,7.64735,8.0778,7.96955,NA,NA,NA,NA,NA,NA,NA,NA,0.958,NA,NA,NA,NA
188534,7.09676,7.40916,7.62636,NA,NA,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA,NA
188691,8.27752,7.54112,7.11139,NA,NA,NA,NA,NA,NA,NA,NA,0.856,NA,NA,NA,NA
188841,7.79451,7.7269,8.56674,NA,NA,NA,NA,0.824,NA,NA,NA,NA,NA,NA,NA,NA
189033,8.0183,8.94779,7.90322,NA,NA,NA,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA
189217,8.11531,7.93787,7.39596,NA,NA,NA,NA,0.807,NA,NA,NA,NA,NA,NA,NA,NA
189535,8.45232,8.05901,7.79422,NA,NA,NA,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA
189734,8.79516,8.44409,8.00009,NA,NA,NA,NA,NA,NA,NA,NA,0.696,NA,NA,NA,NA
189816,8.71163,7.69345,9.05175,NA,NA,NA,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA
190150,7.85832,6.61266,7.64029,NA,NA,NA,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA
190319,8.48138,6.82846,6.9747,NA,NA,NA,NA,0.542,NA,NA,NA,NA,NA,NA,NA,NA
190413,8.09452,7.24022,7.28886,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609,NA,NA,NA
190682,8.21955,7.35462,7.86832,NA,NA,NA,NA,0.838,NA,NA,NA,NA,NA,NA,NA,NA
190906,7.75524,8.59408,6.75049,NA,NA,NA,NA,0.498,NA,NA,NA,NA,NA,NA,NA,NA
191037,7.21755,7.75867,8.07184,NA,NA,NA,NA,NA,NA,NA,NA,0.882,NA,NA,NA,NA
