id,x0,x1,x2,fitness-5,fitness-3.5,fitness-2.5,fitness-1,fitness-2,fitness-1.5,fitness-3,fitness-4,fitness-0.5,fitness-4.5
167253,2.10909,0.935565,-3.27185,NA,NA,NA,NA,-69.649,NA,NA,NA,NA,NA
167572,2.40046,0.37161,-5,NA,NA,-96.168,NA,NA,NA,NA,NA,NA,NA
167774,0.844303,0.928016,-4.81412,NA,-81.64,NA,NA,NA,NA,NA,NA,NA,NA
167936,0.466532,2.37065,-4.27331,NA,NA,-55.315,NA,NA,NA,NA,NA,NA,NA
168105,1.33515,2.69543,-3.24915,NA,NA,NA,NA,-74.614,NA,NA,NA,NA,NA
168307,1.30111,1.00773,-3.61353,NA,NA,-47.33,NA,NA,NA,NA,NA,NA,NA
168520,1.06428,1.5163,-5,NA,NA,-31.873,NA,NA,NA,NA,NA,NA,NA
168782,2.47756,0.491897,-4.8204,NA,NA,-79.249,NA,NA,NA,NA,NA,NA,NA
168842,1.78901,1.46202,-4.30701,NA,NA,NA,NA,NA,-26.924,NA,NA,NA,NA
169134,2.57697,2.55602,-5,NA,NA,NA,NA,NA,-59.317,NA,NA,NA,NA
169393,2.38787,2.3417,-5,NA,NA,-31.483,NA,NA,NA,NA,NA,NA,NA
169534,1.87269,2.47643,-4.05759,NA,NA,NA,NA,-31.121,NA,NA,NA,NA,NA
169738,1.18757,2.74077,-4.35476,NA,NA,-36.82,NA,NA,NA,NA,NA,NA,NA
169854,1.54337,1.19688,-3.53766,NA,NA,-32.589,NA,NA,NA,NA,NA,NA,NA
170200,0.507054,1.39957,-5,NA,NA,NA,NA,NA,-98.195,NA,NA,NA,NA
170298,1.12455,2.07175,-4.14655,NA,NA,-18.755,NA,NA,NA,NA,NA,NA,NA
170587,1.7764,3.65723,-4.2233,NA,NA,-88.845,NA,NA,NA,NA,NA,NA,NA
170602,1.53716,2.59711,-4.7972,NA,NA,-28.739,NA,NA,NA,NA,NA,NA,NA
170935,1.6691,1.77953,-4.3375,NA,-23.496,NA,NA,NA,NA,NA,NA,NA,NA
171150,1.54945,1.50067,-4.28327,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.931
171348,2.25895,2.16738,-5,NA,-38.705,NA,NA,NA,NA,NA,NA,NA,NA
171561,2.00874,2.35461,-5,NA,NA,-25.443,NA,NA,NA,NA,NA,NA,NA
171749,1.55418,2.01434,-4.88155,NA,-31.528,NA,NA,NA,NA,NA,NA,NA,NA
171861,0.807742,2.36754,-4.90892,NA,NA,NA,NA,NA,NA,-44.308,NA,NA,NA
172123,1.22087,1.88728,-4.62415,NA,-31.39,NA,NA,NA,NA,NA,NA,NA,NA
172291,2.21917,1.5937,-4.7349,NA,-29.998,NA,NA,NA,NA,NA,NA,NA,NA
172540,1.68201,1.23257,-5,NA,NA,NA,-85.055,NA,NA,NA,NA,NA,NA
172707,2.04364,1.21445,-5,NA,NA,NA,NA,NA,-58.266,NA,NA,NA,NA
172886,1.33903,1.97856,-5,NA,NA,NA,NA,NA,NA,-27.689,NA,NA,NA
173075,1.76943,3.01313,-5,NA,NA,NA,NA,NA,-70.833,NA,NA,NA,NA
173256,0.929267,2.20184,-5,NA,NA,NA,NA,NA,-62.201,NA,NA,NA,NA
173442,1.26177,1.22144,-5,NA,NA,NA,NA,-35.803,NA,NA,NA,NA,NA
173775,0.462067,1.25019,-4.11778,NA,NA,-69.866,NA,NA,NA,NA,NA,NA,NA
173930,-0.2528,1.37913,-4.79072,NA,-126.301,NA,NA,NA,NA,NA,NA,NA,NA
174092,0.536357,1.84397,-4.45159,NA,NA,NA,NA,NA,NA,-47.357,NA,NA,NA
174366,0.96618,1.39588,-3.9413,NA,NA,-31.106,NA,NA,NA,NA,NA,NA,NA
174581,2.64997,1.9018,-4.63511,NA,NA,NA,NA,NA,NA,-34.307,NA,NA,NA
174620,2.64165,0.939589,-3.72195,NA,NA,NA,NA,NA,NA,-55.498,NA,NA,NA
174921,2.83208,1.84543,-3.50754,NA,NA,NA,NA,-55.418,NA,NA,NA,NA,NA
175051,1.28667,1.93792,-3.79111,NA,NA,-18.098,NA,NA,NA,NA,NA,NA,NA
175278,2.83813,0.795369,-5,NA,NA,NA,-120.04,NA,NA,NA,NA,NA,NA
175498,2.06962,1.86642,-3.7333,NA,NA,-14.814,NA,NA,NA,NA,NA,NA,NA
175729,1.60487,1.64233,-4.0662,NA,NA,-4.183,NA,NA,NA,NA,NA,NA,NA
175984,1.64569,2.05346,-5,NA,NA,NA,NA,-23.873,NA,NA,NA,NA,NA
176014,3.15691,1.43807,-4.71126,NA,NA,-51.128,NA,NA,NA,NA,NA,NA,NA
176379,2.48313,1.36399,-4.50013,NA,NA,-19.505,NA,NA,NA,NA,NA,NA,NA
176404,1.34517,1.97515,-3.42411,NA,NA,NA,NA,NA,NA,-35.683,NA,NA,NA
176688,1.01739,2.64246,-4.80698,NA,NA,NA,-76.471,NA,NA,NA,NA,NA,NA
176866,1.50527,2.72909,-5,NA,NA,-40.101,NA,NA,NA,NA,NA,NA,NA
177124,1.5668,1.74533,-5,NA,NA,NA,-63.294,NA,NA,NA,NA,NA,NA
177220,0.366675,1.20186,-4.84904,NA,NA,NA,NA,-84.85,NA,NA,NA,NA,NA
177589,1.82107,2.26295,-4.12265,NA,NA,NA,-78.36,NA,NA,NA,NA,NA,NA
177631,2.88689,2.23534,-5,NA,NA,NA,NA,NA,-58.299,NA,NA,NA,NA
177821,2.84083,2.27519,-5,NA,-59.966,NA,NA,NA,NA,NA,NA,NA,NA
178066,2.82412,1.67624,-3.41641,NA,NA,-54.175,NA,NA,NA,NA,NA,NA,NA
178363,2.3217,2.91703,-4.5983,NA,NA,NA,NA,-55.067,NA,NA,NA,NA,NA
178407,1.24787,2.3088,-5,NA,NA,NA,NA,-41.296,NA,NA,NA,NA,NA
178729,1.1842,3.0671,-4.76415,NA,NA,NA,NA,NA,-68.45,NA,NA,NA,NA
178964,2.52185,1.64278,-4.41449,NA,-44.762,NA,NA,NA,NA,NA,NA,NA,NA
179171,2.33154,1.64418,-4.05177,NA,-38.454,NA,NA,NA,NA,NA,NA,NA,NA
179327,2.12827,0.780678,-4.36015,NA,-58.407,NA,NA,NA,NA,NA,NA,NA,NA
179467,3.23413,0.921876,-4.75306,NA,NA,NA,NA,NA,NA,-72.778,NA,NA,NA
179766,2.27848,2.58368,-5,NA,NA,NA,NA,-40.095,NA,NA,NA,NA,NA
179881,1.76664,1.45014,-5,NA,NA,-17.02,NA,NA,NA,NA,NA,NA,NA
180128,1.80666,1.40169,-4.97858,NA,NA,NA,NA,-19.653,NA,NA,NA,NA,NA
180240,1.60365,1.79761,-3.67128,NA,NA,NA,NA,-24.758,NA,NA,NA,NA,NA
180528,1.70428,1.57437,-5,NA,NA,NA,NA,-22.946,NA,NA,NA,NA,NA
180717,2.44372,1.41451,-5,NA,NA,-26.814,NA,NA,NA,NA,NA,NA,NA
180834,2.55469,1.13009,-5,NA,-60.747,NA,NA,NA,NA,NA,NA,NA,NA
181134,3.10265,0.738812,-4.49693,NA,NA,-72.269,NA,NA,NA,NA,NA,NA,NA
181210,2.57589,1.12772,-4.18396,NA,NA,NA,NA,-35.638,NA,NA,NA,NA,NA
181402,3.11189,1.77899,-4.88056,NA,NA,-49.579,NA,NA,NA,NA,NA,NA,NA
181667,3.113,1.32806,-4.02446,NA,-68.516,NA,NA,NA,NA,NA,NA,NA,NA
181983,2.07588,1.79656,-4.58502,NA,NA,-6.199,NA,NA,NA,NA,NA,NA,NA
182001,2.07289,3.14463,-4.45697,NA,NA,NA,NA,-54.181,NA,NA,NA,NA,NA
182257,1.30834,2.19971,-4.96417,NA,NA,NA,NA,NA,-41.95,NA,NA,NA,NA
182557,1.8658,2.18344,-4.4851,NA,NA,NA,NA,NA,-39.477,NA,NA,NA,NA
182756,1.53743,2.27992,-5,NA,NA,NA,NA,NA,NA,-25.224,NA,NA,NA
182880,1.76471,2.82911,-5,NA,NA,-42.26,NA,NA,NA,NA,NA,NA,NA
183128,1.81046,1.99193,-5,NA,NA,NA,NA,NA,NA,-23.961,NA,NA,NA
183310,1.39416,2.13648,-5,NA,NA,NA,NA,NA,NA,-31.273,NA,NA,NA
183590,1.95997,2.35731,-5,NA,-45.864,NA,NA,NA,NA,NA,NA,NA,NA
183785,2.28652,1.93741,-3.1822,NA,NA,-46.599,NA,NA,NA,NA,NA,NA,NA
183854,2.07389,2.67107,-4.2929,NA,NA,NA,NA,NA,NA,-34.408,NA,NA,NA
184150,0.442431,1.97749,-4.62265,NA,NA,-53.14,NA,NA,NA,NA,NA,NA,NA
184237,0.960526,2.32068,-4.62147,NA,NA,NA,-81.569,NA,NA,NA,NA,NA,NA
184427,1.47359,0.682522,-4.03428,NA,NA,NA,NA,NA,NA,-57.56,NA,NA,NA
184752,1.6902,1.23343,-4.16603,NA,NA,NA,NA,NA,NA,-9.844,NA,NA,NA
184962,1.1269,1.42865,-4.07909,NA,-35.434,NA,NA,NA,NA,NA,NA,NA,NA
185147,1.62871,-0.246037,-4.22249,NA,NA,NA,NA,NA,NA,NA,-217.222,NA,NA
185270,1.04223,2.17828,-4.44029,NA,NA,NA,NA,NA,NA,-24.545,NA,NA,NA
185534,2.48234,1.16635,-4.47975,NA,NA,NA,NA,NA,NA,-28.863,NA,NA,NA
185675,1.76759,1.83438,-5,NA,NA,NA,NA,NA,-33.965,NA,NA,NA,NA
185834,1.02039,1.61951,-5,NA,NA,-33.597,NA,NA,NA,NA,NA,NA,NA
186185,1.56721,1.80804,-5,NA,NA,-16.574,NA,NA,NA,NA,NA,NA,NA
186308,2.6444,2.53298,-5,NA,NA,NA,NA,NA,NA,-50.886,NA,NA,NA
186444,1.58966,1.93187,-3.35081,NA,-44.238,NA,NA,NA,NA,NA,NA,NA,NA
186644,1.11603,2.81975,-5,NA,NA,NA,NA,NA,NA,-58.274,NA,NA,NA
186930,1.06671,2.12691,-5,NA,-55.271,NA,NA,NA,NA,NA,NA,NA,NA
187145,1.56914,1.70711,-5,NA,NA,-16.999,NA,NA,NA,NA,NA,NA,NA
187260,1.58081,2.51708,-4.77315,NA,-53.979,NA,NA,NA,NA,NA,NA,NA,NA
187404,1.4072,1.23531,-4.14451,NA,NA,NA,NA,NA,NA,-15.9,NA,NA,NA
187712,1.66785,1.84235,-4.40703,NA,NA,NA,NA,-4.908,NA,NA,NA,NA,NA
187801,2.12548,1.40035,-3.7563,NA,NA,NA,NA,NA,NA,-18.448,NA,NA,NA
188025,2.08478,1.9288,-4.8561,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.371
188376,1.76356,1.64269,-4.99088,NA,NA,NA,NA,NA,NA,-26.377,NA,NA,NA
188493,2.6872,1.54465,-5,NA,NA,NA,NA,NA,NA,-34.846,NA,NA,NA
188657,3.28694,1.88856,-4.92802,NA,NA,-60.579,NA,NA,NA,NA,NA,NA,NA
188811,1.78146,2.17823,-4.49028,NA,NA,-10.721,NA,NA,NA,NA,NA,NA,NA
189001,2.54781,0.887973,-5,NA,NA,NA,NA,NA,NA,-55.801,NA,NA,NA
189339,1.61314,2.44567,-5,NA,NA,-27.961,NA,NA,NA,NA,NA,NA,NA
189511,1.47718,1.71315,-5,NA,NA,-18.064,NA,NA,NA,NA,NA,NA,NA
189745,1.03506,2.71099,-4.57791,NA,-70.658,NA,NA,NA,NA,NA,NA,NA,NA
189934,1.38556,2.16181,-3.76875,NA,NA,-20.669,NA,NA,NA,NA,NA,NA,NA
190010,2.98905,1.73383,-4.34139,NA,NA,NA,NA,NA,NA,-38.423,NA,NA,NA
190353,2.49438,0.668413,-3.55245,NA,NA,NA,NA,-79.908,NA,NA,NA,NA,NA
190494,2.08631,2.13628,-5,NA,NA,NA,NA,-28.747,NA,NA,NA,NA,NA
190708,3.23326,1.29346,-5,NA,NA,NA,NA,-65.924,NA,NA,NA,NA,NA
190876,1.55617,1.44643,-5,NA,NA,NA,NA,NA,NA,-20.7,NA,NA,NA
191058,0.973982,1.46741,-5,NA,NA,-37.48,NA,NA,NA,NA,NA,NA,NA
191388,1.29803,2.11523,-3.71549,NA,NA,NA,NA,NA,NA,-24.121,NA,NA,NA
191497,1.69408,2.87337,-3.75865,NA,NA,-44.968,NA,NA,NA,NA,NA,NA,NA
191783,1.41679,3.04162,-3.76658,NA,NA,-55.455,NA,NA,NA,NA,NA,NA,NA
191900,3.00327,2.00627,-4.33598,NA,-66.591,NA,NA,NA,NA,NA,NA,NA,NA
192128,3.05371,2.7593,-4.51758,NA,NA,-64.854,NA,NA,NA,NA,NA,NA,NA
192299,2.57038,2.23988,-4.30556,NA,NA,NA,NA,NA,-53.019,NA,NA,NA,NA
192547,2.44856,2.15082,-5,NA,NA,-29.377,NA,NA,NA,NA,NA,NA,NA
192662,3.12005,1.53318,-4.94564,NA,NA,NA,NA,-59.51,NA,NA,NA,NA,NA
192966,2.51826,2.02371,-5,NA,NA,NA,NA,NA,NA,-33.582,NA,NA,NA
193016,1.02878,1.62681,-4.63682,NA,NA,-23.654,NA,NA,NA,NA,NA,NA,NA
193268,0.828946,2.20399,-3.67756,NA,-53.206,NA,NA,NA,NA,NA,NA,NA,NA
193582,2.20559,2.63761,-3.62962,NA,NA,NA,NA,NA,NA,-52.826,NA,NA,NA
193773,1.9269,3.10997,-4.36764,NA,NA,-49.137,NA,NA,NA,NA,NA,NA,NA
193972,2.4854,1.79705,-4.53732,NA,NA,NA,NA,NA,NA,-23.656,NA,NA,NA
194113,2.38695,1.62191,-4.41253,NA,NA,-12.862,NA,NA,NA,NA,NA,NA,NA
194242,1.89415,1.71805,-4.06705,NA,NA,NA,NA,NA,NA,-16.686,NA,NA,NA
194478,2.39571,2.11394,-5,NA,NA,NA,-77.179,NA,NA,NA,NA,NA,NA
194785,2.04259,2.37068,-5,NA,NA,NA,NA,NA,-48.22,NA,NA,NA,NA
194848,1.05172,2.22796,-5,NA,NA,NA,NA,-45.71,NA,NA,NA,NA,NA
195191,2.158,1.8124,-5,NA,NA,NA,NA,-23.074,NA,NA,NA,NA,NA
195255,2.24925,1.36048,-3.6865,NA,NA,-23.921,NA,NA,NA,NA,NA,NA,NA
195437,1.6921,1.76519,-2.99323,NA,NA,NA,-105.114,NA,NA,NA,NA,NA,NA
195675,2.04607,1.7535,-3.7479,NA,NA,NA,NA,NA,-43.697,NA,NA,NA,NA
195825,1.47805,3.03915,-3.53975,NA,NA,NA,NA,NA,-97.675,NA,NA,NA,NA
196151,2.37743,1.8239,-4.58375,NA,NA,NA,NA,-18.217,NA,NA,NA,NA,NA
196282,2.28503,2.58831,-5,NA,NA,-38.121,NA,NA,NA,NA,NA,NA,NA
196454,1.92696,1.8012,-4.13824,NA,NA,-3.251,NA,NA,NA,NA,NA,NA,NA
196735,1.68437,1.64649,-4.69673,NA,NA,-5.993,NA,NA,NA,NA,NA,NA,NA
196842,2.46331,1.32498,-5,NA,NA,-30.219,NA,NA,NA,NA,NA,NA,NA
197186,1.77463,2.08341,-5,NA,NA,-19.279,NA,NA,NA,NA,NA,NA,NA
197277,2.51176,0.89104,-5,NA,NA,NA,NA,NA,NA,-52.278,NA,NA,NA
197432,1.73411,1.29048,-5,NA,NA,NA,-80.815,NA,NA,NA,NA,NA,NA
197762,1.69811,1.99551,-5,NA,NA,NA,NA,-20.445,NA,NA,NA,NA,NA
197885,1.88562,0.878524,-4.20419,NA,NA,NA,NA,NA,NA,-29.075,NA,NA,NA
198133,2.41078,0.961419,-4.1566,NA,NA,NA,NA,NA,NA,-41.368,NA,NA,NA
198282,1.83484,1.91428,-3.47129,NA,NA,NA,NA,-29.758,NA,NA,NA,NA,NA
198469,2.05969,1.3396,-4.61333,NA,NA,NA,NA,NA,NA,-19.92,NA,NA,NA
198783,3.34433,1.55317,-4.42568,NA,NA,NA,NA,NA,NA,-69.35,NA,NA,NA
198840,3.47958,2.12299,-4.63399,NA,NA,NA,NA,NA,NA,-74.103,NA,NA,NA
199057,3.21538,0.878062,-4.60009,NA,NA,-71.547,NA,NA,NA,NA,NA,NA,NA
199291,2.70434,1.904,-5,NA,NA,-35.157,NA,NA,NA,NA,NA,NA,NA
199595,4.1358,1.58094,-4.54487,NA,NA,NA,NA,-122.754,NA,NA,NA,NA,NA
199624,2.68094,1.63637,-4.63913,NA,NA,NA,NA,NA,NA,-27.881,NA,NA,NA
199998,2.26711,2.30802,-4.42995,NA,NA,NA,NA,NA,-31.11,NA,NA,NA,NA
