id,x0,x1,x2,fitness-1,fitness-2.5,fitness-3,fitness-4,fitness-4.5,fitness-5,fitness-3.5,fitness-2
181444,-3.64206,3.92652,-3.28093,NA,NA,NA,NA,-175.863,NA,NA,NA
181631,-4.37726,4.14255,-4.64811,NA,-251.25,NA,NA,NA,NA,NA,NA
181875,-4.29215,3.58255,-4.97194,NA,NA,-211.463,NA,NA,NA,NA,NA
182172,-3.53282,3.97105,-3.7482,NA,NA,NA,NA,-132.769,NA,NA,NA
182385,-2.0822,3.73762,-4.33405,NA,NA,-155.144,NA,NA,NA,NA,NA
182482,-2.04411,3.66898,-4.06932,NA,NA,NA,NA,-65.39,NA,NA,NA
182798,-2.00014,3.50847,-3.90717,NA,NA,NA,NA,-69.546,NA,NA,NA
182919,-3.24203,4.31311,-2.75518,NA,NA,NA,NA,NA,-205.301,NA,NA
183008,-3.8305,3.28656,-2.96757,NA,NA,NA,NA,-217.907,NA,NA,NA
183339,-3.05792,4.43851,-4.93097,NA,NA,NA,NA,-84.171,NA,NA,NA
183429,-0.849451,4.52074,-4.18466,NA,NA,NA,NA,NA,NA,-179.109,NA
183682,-1.62024,4.384,-4.95786,NA,NA,NA,-51.26,NA,NA,NA,NA
183978,-2.69249,3.91699,-4.95225,NA,NA,NA,NA,NA,NA,-104.864,NA
184022,-2.52428,3.43292,-4.28157,NA,NA,NA,-79.474,NA,NA,NA,NA
184227,-2.55129,2.54266,-4.43889,NA,NA,NA,NA,NA,NA,-123.819,NA
184549,-2.82059,3.57037,-4.95461,NA,NA,NA,NA,NA,-72.268,NA,NA
184662,-2.90508,4.82832,-3.74379,NA,NA,NA,NA,NA,NA,-143.354,NA
184991,-2.31734,4.06954,-4.66581,NA,NA,-122.472,NA,NA,NA,NA,NA
185090,-1.31739,4.35766,-4.48349,NA,NA,NA,NA,NA,-57.592,NA,NA
185214,-1.01645,2.48683,-4.90745,NA,NA,NA,NA,NA,-96.278,NA,NA
185526,-2.36146,2.05227,-4.21347,NA,NA,NA,-137.917,NA,NA,NA,NA
185631,-2.70913,3.03102,-4.18772,NA,NA,NA,-135.957,NA,NA,NA,NA
185985,-2.99132,3.85559,-4.20382,NA,NA,NA,NA,NA,-79.486,NA,NA
186036,-3.5084,4.1994,-4.72846,NA,NA,NA,NA,-106.449,NA,NA,NA
186386,-1.584,4.37864,-4.71315,NA,NA,NA,-52.206,NA,NA,NA,NA
186408,-1.74111,3.65063,-4.5978,NA,NA,NA,NA,-23.059,NA,NA,NA
186601,-2.03361,3.50301,-3.93366,NA,NA,NA,-123.325,NA,NA,NA,NA
186942,-1.73937,4.14525,-4.88199,NA,NA,NA,NA,-33.505,NA,NA,NA
187188,-0.972101,4.59377,-4.92818,NA,NA,NA,NA,-81.437,NA,NA,NA
187343,-1.73476,3.43409,-4.63693,NA,NA,NA,NA,-26.232,NA,NA,NA
187551,-4.86823,3.81518,-4.25775,NA,NA,NA,NA,NA,-249.509,NA,NA
187663,-3.73542,3.00195,-4.72721,NA,NA,NA,NA,NA,NA,-164,NA
187965,-2.11918,3.45536,-4.4653,NA,-175.846,NA,NA,NA,NA,NA,NA
188111,-2.85007,4.02594,-4.76385,NA,NA,NA,NA,NA,NA,-94.505,NA
188328,-3.16706,3.50638,-4.59238,NA,NA,NA,NA,NA,-93.031,NA,NA
188459,-1.19213,3.40137,-4.8833,NA,NA,NA,-33.215,NA,NA,NA,NA
188742,-1.89502,3.9279,-3.36431,NA,NA,-227.111,NA,NA,NA,NA,NA
188899,-1.87728,3.98617,-4.83118,NA,NA,NA,NA,NA,NA,-72.951,NA
189114,-2.70348,4.20738,-4.48618,NA,NA,NA,NA,NA,-66.256,NA,NA
189273,-2.54518,3.65697,-4.66427,NA,NA,NA,NA,-60.678,NA,NA,NA
189600,-2.13995,4.00797,-4.99229,NA,NA,-132.479,NA,NA,NA,NA,NA
189774,-1.42192,4.02155,-4.18487,NA,NA,NA,NA,NA,NA,-118.576,NA
189946,-0.781341,3.57852,-4.62982,NA,NA,NA,NA,-94.128,NA,NA,NA
190058,-1.41756,4.39944,-3.43729,NA,NA,NA,-143.637,NA,NA,NA,NA
190390,-1.44391,3.97357,-4.72169,NA,NA,-161.735,NA,NA,NA,NA,NA
190516,-2.22784,4.53166,-4.42032,NA,NA,NA,-68.653,NA,NA,NA,NA
190740,-2.08339,4.08227,-3.03032,NA,NA,NA,NA,-149.361,NA,NA,NA
190920,-1.89162,4.04718,-4.4002,NA,NA,NA,NA,NA,-52.617,NA,NA
191106,-1.40731,4.8817,-4.24294,NA,NA,NA,NA,-82.094,NA,NA,NA
191321,-2.58733,3.76189,-4.40026,NA,NA,NA,NA,NA,NA,-105.471,NA
191524,-2.24311,3.76513,-4.87795,NA,NA,NA,NA,NA,NA,-84.57,NA
191618,-2.19552,2.87024,-4.25496,NA,NA,NA,NA,NA,NA,-125.783,NA
191871,-2.58021,2.35092,-3.47302,NA,NA,NA,-200.377,NA,NA,NA,NA
192118,-3.62862,3.10821,-4.6906,NA,NA,NA,NA,NA,NA,-151.164,NA
192349,-3.68047,3.52624,-4.30416,NA,NA,NA,-139.723,NA,NA,NA,NA
192599,-3.65378,4.15998,-4.5291,NA,NA,NA,NA,NA,-122.682,NA,NA
192626,-4.35419,3.06437,-4.0964,NA,-288.838,NA,NA,NA,NA,NA,NA
192913,-4.37869,3.77189,-3.32005,NA,-336.467,NA,NA,NA,NA,NA,NA
193179,-3.60656,4.98772,-4.24431,NA,NA,-179.873,NA,NA,NA,NA,NA
193315,-3.83088,4.26473,-4.83685,NA,NA,NA,-146.253,NA,NA,NA,NA
193544,-3.96419,3.97812,-4.11746,NA,NA,NA,NA,NA,-155.161,NA,NA
193682,-3.69669,3.67639,-4.80917,NA,NA,NA,NA,NA,-123.823,NA,NA
193817,-3.42688,3.62761,-3.80701,NA,NA,NA,NA,NA,-127.415,NA,NA
194064,-2.99076,3.82038,-4.80661,NA,NA,NA,-86.55,NA,NA,NA,NA
194346,-2.46382,3.27741,-4.278,NA,NA,NA,NA,NA,NA,-127.611,NA
194453,-1.70707,3.20586,-4.09784,NA,NA,NA,-114.745,NA,NA,NA,NA
194707,-2.50029,4.00702,-4.72178,NA,NA,NA,NA,-55.169,NA,NA,NA
194825,-2.254,3.6058,-4.99068,NA,NA,NA,NA,-41.752,NA,NA,NA
195074,-3.77267,2.79828,-4.89108,NA,NA,-214.777,NA,NA,NA,NA,NA
195228,-3.72124,4.09747,-4.43965,NA,NA,NA,NA,NA,NA,-146.346,NA
195468,-4.50096,4.98777,-3.12646,NA,NA,-333.803,NA,NA,NA,NA,NA
195606,-4.39285,3.80144,-3.16052,NA,NA,NA,NA,-246.677,NA,NA,NA
195902,-3.29466,3.99724,-3.88661,NA,NA,NA,NA,NA,NA,-144.178,NA
196040,-2.71571,4.787,-3.60208,NA,NA,NA,-124.207,NA,NA,NA,NA
196359,-2.55188,4.7894,-4.51267,NA,NA,NA,NA,NA,NA,-95.442,NA
196594,-1.50363,4.82569,-4.808,NA,NA,NA,NA,NA,NA,-104.814,NA
196618,-2.97017,3.48517,-4.60215,NA,NA,NA,NA,NA,NA,-107.907,NA
196966,-3.50783,4.21245,-4.21363,NA,NA,NA,NA,NA,NA,-140.172,NA
197050,-4.5366,4.48501,-4.14863,NA,NA,NA,-223.564,NA,NA,NA,NA
197261,-4.75872,3.99371,-2.89754,NA,-424.849,NA,NA,NA,NA,NA,NA
197518,-3.91756,3.55066,-3.74975,NA,-262.047,NA,NA,NA,NA,NA,NA
197666,-3.24224,4.62705,-4.77591,NA,NA,-158.5,NA,NA,NA,NA,NA
197864,-4.29956,4.48146,-4.05216,NA,-265.644,NA,NA,NA,NA,NA,NA
198017,-2.95078,4.10386,-4.6623,NA,-159.708,NA,NA,NA,NA,NA,NA
198283,-2.45999,4.6922,-4.60749,NA,NA,NA,-72.158,NA,NA,NA,NA
198571,-2.96398,3.57624,-3.81672,NA,NA,-161.256,NA,NA,NA,NA,NA
198608,-1.74789,4.85183,-3.52065,NA,NA,NA,NA,-116.078,NA,NA,NA
198941,-1.33718,4.44141,-3.07785,NA,NA,NA,NA,NA,-153.06,NA,NA
199168,-1.61613,4.9027,-4.01935,NA,NA,NA,NA,-93.353,NA,NA,NA
199380,-1.93605,3.2383,-4.29471,NA,NA,NA,-80.178,NA,NA,NA,NA
199504,-2.35578,2.81438,-4.71462,NA,NA,NA,NA,-74.44,NA,NA,NA
199661,-1.80543,2.40664,-4.56919,NA,NA,NA,NA,NA,-140.972,NA,NA
199999,-2.66278,4.15835,-4.38961,NA,NA,NA,NA,-66.046,NA,NA,NA
