id,x0,x1,x2,fitness-2.5,fitness-3.5,fitness-3,fitness-1.5,fitness-4,fitness-2,fitness-5,fitness-1,fitness0.5,fitness0,fitness1.5,fitness1,fitness3,fitness3.5,fitness4,fitness5,fitness4.5,fitness2.5,fitness-4.5,fitness-0.5,fitness2
99701,1.16071,-2.71907,0.358965,NA,NA,NA,NA,NA,NA,NA,-0.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99855,0.149594,-1.54705,0.0712848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
100097,1.65989,-1.72017,0.533157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100313,2.61099,-1.6577,0.863577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.434,NA,NA,NA,NA,NA,NA,NA
100501,2.70444,-3.52049,-0.759792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1066.381,NA,NA,NA,NA,NA
100614,2.29669,-4.03544,-1.19748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.663,NA,NA,NA,NA,NA,NA,NA
100984,2.30691,-4.14181,0.0329181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.779,NA,NA,NA
101107,2.57733,-4.74759,0.315755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
101258,4.27634,-3.73759,0.0627445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.349,NA,NA,NA,NA,NA,NA,NA,NA
101523,3.69542,-3.96894,-2.65224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.133
101658,2.75908,-3.42134,-2.47198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101886,2.87262,-2.23273,-3.9961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.455,NA
102143,3.61854,-2.11323,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-171.034,NA
102340,3.52853,-1.74919,-3.15181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA
102420,3.71028,-1.61893,-3.67209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.804,NA,NA,NA,NA,NA,NA,NA,NA
102630,4.78429,-1.66183,-2.43893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.837,NA,NA,NA
102951,5,-1.29654,-3.59719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.385,NA,NA,NA,NA,NA,NA,NA
103047,5,-2.67577,-3.63701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.903,NA,NA,NA,NA
103300,4.6308,-2.26578,-3.45038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.474,NA,NA,NA,NA
103496,5,-1.84098,-2.97856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.172,NA,NA,NA
103725,3.71059,-1.72922,-3.1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.331,NA,NA,NA,NA,NA,NA,NA,NA
103846,2.43454,-2.67241,-4.42528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.324,NA,NA,NA,NA,NA,NA,NA
104179,2.7745,-0.573919,-4.8985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.509,NA,NA,NA,NA,NA,NA,NA,NA
104330,2.62499,-0.799845,-3.86473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.094,NA,NA,NA
104436,1.93574,0.240083,-3.83307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.809,NA,NA,NA,NA
104740,1.73386,1.39027,-4.61037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.921,NA,NA,NA,NA,NA,NA,NA,NA
104921,1.78622,1.87726,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.228,NA,NA,NA,NA,NA
105152,0.97743,3.35716,-4.91534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-190.846,NA,NA,NA,NA,NA
105212,-0.591501,3.68007,-4.50177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.375,NA,NA,NA,NA
105455,-0.64142,2.20165,-4.72117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.833,NA,NA,NA,NA,NA
105633,-0.89297,0.541262,-4.99473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.58,NA,NA,NA,NA,NA
105895,-1.52811,0.927277,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,927.912,NA,NA,NA,NA,NA
106113,-1.87141,2.05706,-4.7979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.32,NA,NA,NA,NA,NA
106338,-3.58407,3.45469,-4.62945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.972,NA,NA,NA,NA,NA
106541,-2.77269,3.97916,-3.51638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538,NA,NA,NA,NA
106676,-2.96884,3.78889,-2.39322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.422,NA,NA,NA,NA,NA
106923,-2.32467,4.93219,-1.90836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-146.304,NA,NA,NA,NA,NA,NA,NA,NA
107158,-2.76453,5,-2.05046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.203,NA,NA,NA,NA
107250,-4.17578,5,-1.22598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672.348,NA,NA,NA,NA,NA
107423,-3.92945,5,-1.30666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2728.246,NA,NA,NA,NA,NA
107601,-4.34449,4.26424,-4.29217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.495,NA,NA,NA,NA,NA
107890,-5,3.03921,-3.30391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.247,NA,NA,NA,NA,NA
108018,-3.82747,1.77825,-3.64792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.713,NA,NA,NA,NA,NA,NA,NA
108384,-4.48282,1.02441,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.743,NA,NA,NA,NA,NA,NA,NA
108465,-4.96586,2.00935,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.814,NA,NA,NA,NA,NA
108731,-4.07118,1.06839,-4.76751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.381,NA,NA,NA,NA,NA
108815,-4.0242,1.6427,-3.7173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.047,NA,NA,NA,NA
109095,-5,2.38396,-3.0955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.539,NA,NA,NA,NA,NA
109331,-5,2.19359,-3.74983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.719,NA,NA,NA,NA,NA
109443,-5,0.699728,-2.96886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.18,NA,NA,NA,NA,NA,NA,NA
109751,-5,0.608067,-3.61206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.273,NA,NA,NA,NA,NA,NA,NA,NA
109947,-4.91515,0.775166,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.578,NA,NA,NA,NA,NA,NA,NA,NA
110125,-4.22409,1.73013,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.317
110234,-3.66424,1.13288,-4.30598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.438,NA,NA,NA,NA,NA,NA,NA,NA
110557,-1.95885,-0.562263,-3.37199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.998,NA,NA,NA,NA
110688,-1.76036,-0.227924,-3.30063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.593,NA,NA,NA,NA,NA
110991,0.082484,-0.119418,-3.25244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.561,NA,NA,NA,NA,NA
111158,-0.862375,0.462658,-3.66273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.839,NA,NA,NA,NA
111253,-1.5116,-1.34776,-2.77462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726.609,NA,NA,NA,NA,NA
111519,-1.66683,-0.68165,-3.32949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673.03,NA,NA,NA,NA,NA
111720,-0.795211,-0.889597,-4.09471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.492,NA,NA,NA,NA,NA,NA
111981,-0.0711888,-0.91381,-4.70598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112166,0.429902,-1.04579,-4.09727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112302,0.880809,-2.96506,-4.13629,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112584,1.43413,-1.4773,-3.20364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.604,NA,NA,NA,NA,NA,NA,NA,NA,NA
112696,2.08789,-2.26034,-1.76911,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112934,-0.470301,-2.18797,-1.29419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.718,NA
113172,-0.53119,-1.49888,-3.28252,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113228,0.435497,-2.74758,-3.20205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA
113505,2.07521,-1.81311,-4.07808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.198
113751,0.484001,-1.87648,-3.02849,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113810,0.634819,-1.97232,-2.30685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114150,0.890431,-2.8723,-1.59404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.114
114343,1.27593,-1.65703,-2.32677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.374,NA,NA,NA,NA,NA,NA,NA,NA,NA
114443,0.409713,-2.4449,-2.55477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.167,NA,NA,NA,NA,NA,NA,NA,NA,NA
114623,0.191749,-1.15815,-2.75155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA
114895,0.83878,-0.780066,-2.87714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.793,NA,NA,NA,NA,NA,NA,NA,NA,NA
115009,0.691148,-0.828569,-2.20379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.134,NA,NA,NA,NA,NA,NA,NA,NA,NA
115273,-1.10075,-0.791094,-1.05455,NA,NA,NA,NA,NA,NA,NA,NA,-60.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115540,-1.31033,1.17164,-0.373064,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115706,-1.6175,0.67636,-1.213,NA,NA,NA,NA,NA,NA,NA,904.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115981,-0.532538,1.54911,-1.11742,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116091,1.09699,1.03917,-1.00392,NA,NA,NA,NA,NA,NA,NA,12.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116298,1.70458,0.757441,-2.20446,NA,NA,NA,254.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116454,-1.01279,-0.651635,-2.51008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3409.653,NA
116798,0.135509,2.25614,-2.65743,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116978,-0.24976,3.297,-2.53642,NA,NA,NA,984.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117065,1.03072,3.12858,-2.70662,NA,NA,NA,NA,NA,-11.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117290,0.52277,3.75491,-3.45478,NA,NA,NA,117.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117449,1.66091,4.38559,-4.60617,NA,NA,NA,161.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117608,1.83317,3.30533,-4.78236,NA,NA,NA,NA,NA,NA,NA,-86.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117864,1.14226,2.83733,-3.74188,NA,NA,NA,NA,NA,NA,NA,6.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118029,1.86115,2.94854,-4.90715,NA,NA,NA,NA,NA,NA,NA,-42.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118390,3.66433,3.74613,-4.55794,NA,NA,NA,NA,NA,66.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118521,3.17638,5,-4.62737,135.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118672,2.07843,4.26498,-4.85059,NA,NA,NA,58.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118940,2.30423,2.28469,-5,NA,NA,NA,63.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119052,-0.502779,2.84883,-4.53593,NA,NA,NA,NA,NA,-1.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119280,0.604832,2.96012,-4.84169,NA,NA,NA,18.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119408,0.265479,1.70742,-4.3881,NA,NA,NA,209.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119679,-0.100272,2.19765,-4.25768,NA,NA,NA,71.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119999,-0.827733,0.348561,-4.3567,NA,NA,NA,NA,NA,NA,NA,94.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120073,-0.715979,-0.0275761,-5,NA,NA,NA,NA,NA,NA,NA,1662.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120221,-0.164978,-1.28546,-5,NA,NA,NA,1574.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120596,-0.187607,-1.2545,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750.519,NA,NA,NA,NA,NA,NA,NA,NA,NA
120708,-1.70845,-2.7713,-5,NA,NA,NA,NA,NA,NA,NA,NA,8.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120882,-2.16214,-4.29921,-5,NA,NA,NA,NA,NA,NA,NA,172.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121031,-2.5553,-3.29708,-4.27807,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121368,-3.04557,-2.02454,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121564,-2.45056,-1.14094,-4.09415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.27,NA
121745,-2.0435,-1.55591,-4.67399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.84,NA
121808,-3.45117,-0.975503,-5,NA,NA,NA,NA,NA,NA,NA,981.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122032,-2.82058,-1.95053,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.213,NA
122268,-3.96194,-0.966884,-4.87832,258.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122505,-4.87897,-0.544954,-5,35.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122707,-4.58625,-0.300161,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.844,NA,NA
122875,-4.73113,-0.455638,-5,NA,-0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123189,-5,0.0269087,-3.9818,NA,NA,NA,NA,78.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123261,-5,0.563994,-1.96739,NA,NA,NA,NA,NA,NA,-11.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123539,-5,0.65088,-2.24583,NA,NA,NA,NA,NA,NA,20.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123756,-5,2.00488,-2.51189,NA,NA,NA,NA,-21.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123946,-5,2.20101,-4.34292,NA,NA,NA,NA,NA,NA,33.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124149,-4.22691,1.73476,-4.40473,NA,NA,NA,NA,NA,NA,-2.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124379,-5,2.86873,-5,NA,NA,NA,NA,NA,NA,51.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124482,-5,3.54234,-3.44809,NA,NA,NA,NA,NA,NA,-4.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124647,-5,3.07059,-3.34557,NA,NA,NA,NA,NA,NA,9.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124819,-3.46428,3.34055,-4.14575,NA,NA,NA,NA,26.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125065,-3.76969,1.86507,-3.06463,NA,NA,NA,NA,15.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125261,-3.82827,1.79458,-2.11494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.124,NA,NA
125431,-3.35821,1.35866,-1.79076,NA,NA,NA,NA,9.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125794,-4.69826,-0.383534,-2.30895,NA,NA,NA,NA,NA,NA,1.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125814,-3.94422,-0.366476,-2.44598,NA,NA,-71.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126158,-4.67246,0.278625,-3.86777,-1.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126383,-5,0.165564,-5,NA,14.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126497,-5,0.317802,-5,NA,NA,NA,NA,-69.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126635,-5,1.5016,-5,NA,NA,NA,NA,-10.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126869,-4.72109,1.65212,-4.79997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.131,NA,NA
127142,-5,2.2232,-5,NA,1.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127380,-5,2.66559,-5,NA,NA,NA,NA,NA,20.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127434,-5,1.78081,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.182,NA,NA
127760,-3.6273,1.86929,-3.21678,NA,NA,-10.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127952,-4.39554,0.0745859,-1.78873,NA,NA,-10.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128109,-3.41677,0.084351,-1.99042,37.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128259,-3.62582,-0.4142,-1.88849,NA,NA,NA,NA,NA,-26.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128454,-3.47727,-1.67603,-2.96867,NA,NA,NA,NA,NA,NA,NA,242.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128626,-4.51596,-2.11894,-2.77918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.201,NA
128928,-5,-1.05076,-1.02332,NA,NA,NA,468.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129032,-5,-1.82775,-0.871726,NA,NA,NA,717.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129332,-4.57132,-1.00864,-0.589434,NA,NA,NA,NA,NA,NA,NA,1775.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129520,-5,-3.16582,-0.839804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.646,NA
129634,-4.98981,-4.59758,-2.31557,NA,NA,NA,NA,NA,NA,NA,NA,-13.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129845,-5,-5,-1.35341,NA,NA,NA,NA,NA,NA,NA,NA,177.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130055,-5,-4.91067,-1.96956,NA,NA,NA,NA,NA,NA,NA,NA,100.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130353,-4.78247,-5,-3.43581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.029,NA,NA,NA,NA,NA,NA,NA,NA,NA
130498,-4.68691,-5,-3.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.606
130776,-5,-5,-1.15937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.401,NA,NA,NA
130864,-5,-4.26164,-1.68983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.546
131018,-5,-3.84601,-2.61313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56.587,NA,NA,NA,NA,NA,NA,NA,NA,NA
131382,-5,-2.5726,-2.13325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131411,-4.56125,-1.01975,-3.45033,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131639,-4.45496,-1.29807,-2.25392,NA,NA,NA,NA,NA,NA,NA,NA,-110.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131811,-2.8047,-1.72077,-1.59098,NA,NA,NA,NA,NA,NA,NA,NA,81.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132181,-2.94948,-0.842911,-2.06526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132244,-2.46396,-0.277925,-1.96778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.955
132459,-1.67801,-0.467234,-3.33538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132631,-2.07006,0.262099,-3.85115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.308,NA,NA,NA,NA,NA,NA,NA,NA,NA
