id,x0,x1,x2,fitness-4,fitness-2.5,fitness-3,fitness-1.5,fitness-3.5,fitness-1,fitness-2,fitness-4.5,fitness-5,fitness-0.5
167271,1.15533,2.03408,-4.16616,NA,NA,-25.601,NA,NA,NA,NA,NA,NA,NA
167465,1.82051,3.7759,-4.43235,NA,NA,-104.18,NA,NA,NA,NA,NA,NA,NA
167699,1.67988,3.38523,-4.86011,NA,NA,-81.088,NA,NA,NA,NA,NA,NA,NA
167813,2.77234,3.22819,-5,NA,NA,NA,NA,-106.608,NA,NA,NA,NA,NA
168193,3.6364,2.88925,-4.91783,NA,NA,-117.486,NA,NA,NA,NA,NA,NA,NA
168343,3.02582,2.82776,-4.83904,NA,NA,NA,NA,NA,NA,-72.223,NA,NA,NA
168597,3.40072,2.55042,-5,NA,NA,NA,NA,-108.245,NA,NA,NA,NA,NA
168741,2.69429,1.9431,-4.87926,NA,NA,NA,NA,-42.109,NA,NA,NA,NA,NA
168922,3.01218,2.24823,-4.91097,NA,NA,NA,NA,NA,NA,-53.193,NA,NA,NA
169024,2.11161,2.30175,-5,NA,NA,-30.895,NA,NA,NA,NA,NA,NA,NA
169340,1.83516,1.06788,-3.63833,NA,NA,NA,NA,-51.974,NA,NA,NA,NA,NA
169569,1.60027,0.539692,-3.38836,NA,NA,NA,NA,-100.882,NA,NA,NA,NA,NA
169697,1.81841,2.23866,-4.62618,NA,-13.144,NA,NA,NA,NA,NA,NA,NA,NA
169847,2.65713,1.18533,-4.48171,NA,NA,NA,NA,NA,NA,-37.789,NA,NA,NA
170047,1.29414,1.08974,-4.64438,NA,NA,NA,NA,NA,NA,-31.316,NA,NA,NA
170240,2.67477,2.84285,-4.20328,NA,-52.362,NA,NA,NA,NA,NA,NA,NA,NA
170509,2.76456,2.32269,-3.81576,NA,NA,NA,-60.413,NA,NA,NA,NA,NA,NA
170692,1.71968,1.62266,-4.40902,NA,NA,NA,-37.086,NA,NA,NA,NA,NA,NA
170832,1.47486,2.44009,-4.71452,NA,-22.411,NA,NA,NA,NA,NA,NA,NA,NA
171004,1.28851,1.48615,-3.49036,NA,NA,NA,NA,-54.728,NA,NA,NA,NA,NA
171360,1.23118,1.87164,-4.14307,NA,-12.031,NA,NA,NA,NA,NA,NA,NA,NA
171496,0.728906,1.76927,-5,NA,NA,NA,NA,NA,NA,-52.334,NA,NA,NA
171662,1.17014,1.91803,-5,NA,-27.104,NA,NA,NA,NA,NA,NA,NA,NA
171880,1.58496,1.43585,-5,NA,NA,NA,NA,NA,NA,-32.17,NA,NA,NA
172048,2.90506,1.21484,-5,NA,NA,NA,NA,NA,NA,-52.913,NA,NA,NA
172339,2.24774,0.721544,-3.78124,NA,NA,-51.066,NA,NA,NA,NA,NA,NA,NA
172443,1.74397,2.39059,-5,NA,NA,-30.84,NA,NA,NA,NA,NA,NA,NA
172781,1.8331,2.28223,-5,NA,NA,-29.794,NA,NA,NA,NA,NA,NA,NA
172919,1.68028,2.3166,-5,NA,NA,NA,NA,-37.81,NA,NA,NA,NA,NA
173134,3.26845,2.02092,-3.94885,NA,NA,NA,NA,NA,NA,-69.392,NA,NA,NA
173224,2.5578,2.70838,-4.25723,NA,NA,NA,-67.582,NA,NA,NA,NA,NA,NA
173497,2.88482,1.92628,-4.3049,NA,NA,NA,-47.195,NA,NA,NA,NA,NA,NA
173701,2.11292,1.101,-4.40056,NA,NA,NA,NA,NA,NA,-29.366,NA,NA,NA
173846,2.38012,1.98027,-4.47986,NA,NA,-25.391,NA,NA,NA,NA,NA,NA,NA
174016,1.6027,1.29366,-4.29843,NA,-5.098,NA,NA,NA,NA,NA,NA,NA,NA
174244,2.02503,2.21156,-4.7098,NA,NA,-22.017,NA,NA,NA,NA,NA,NA,NA
174488,2.67699,0.669849,-4.98536,NA,NA,-72.234,NA,NA,NA,NA,NA,NA,NA
174733,1.80913,2.46051,-5,-63.087,NA,NA,NA,NA,NA,NA,NA,NA,NA
174861,2.38841,1.17899,-4.75768,NA,-24.452,NA,NA,NA,NA,NA,NA,NA,NA
175166,1.77466,1.87541,-5,NA,-15.977,NA,NA,NA,NA,NA,NA,NA,NA
175386,2.65689,2.51449,-3.88805,NA,NA,NA,NA,NA,NA,-44.259,NA,NA,NA
175539,1.89092,1.93425,-4.74262,NA,NA,NA,NA,-26.962,NA,NA,NA,NA,NA
175775,1.81862,0.665888,-4.4304,NA,-50.681,NA,NA,NA,NA,NA,NA,NA,NA
175940,1.73458,0.582923,-5,NA,-74.564,NA,NA,NA,NA,NA,NA,NA,NA
176131,0.958761,1.34134,-5,NA,NA,NA,-58.651,NA,NA,NA,NA,NA,NA
176274,2.23543,1.03561,-5,NA,-34.034,NA,NA,NA,NA,NA,NA,NA,NA
176424,1.70593,1.42567,-5,NA,NA,NA,NA,NA,NA,-32.59,NA,NA,NA
176694,0.662968,1.81551,-5,NA,NA,NA,-80.268,NA,NA,NA,NA,NA,NA
176878,0.87456,1.5482,-5,NA,NA,NA,NA,NA,NA,-45.72,NA,NA,NA
177065,0.715734,1.4296,-4.68887,NA,NA,NA,NA,NA,NA,-47.303,NA,NA,NA
177303,1.00722,2.52818,-5,NA,NA,NA,NA,NA,-76.865,NA,NA,NA,NA
177479,1.83301,1.82613,-5,NA,NA,NA,-32.29,NA,NA,NA,NA,NA,NA
177731,2.04387,1.84894,-3.33993,NA,NA,NA,-46.75,NA,NA,NA,NA,NA,NA
177907,1.23769,0.656989,-5,NA,NA,NA,NA,NA,NA,-95.079,NA,NA,NA
178059,1.39834,1.94143,-5,NA,NA,NA,NA,NA,NA,-21.965,NA,NA,NA
178396,0.735085,3.11828,-5,NA,NA,NA,NA,NA,NA,-82.904,NA,NA,NA
178499,1.65862,1.91269,-5,NA,-16.769,NA,NA,NA,NA,NA,NA,NA,NA
178776,2.27389,1.38246,-4.67754,NA,-13.818,NA,NA,NA,NA,NA,NA,NA,NA
178965,1.81012,2.17936,-3.61867,NA,NA,NA,NA,NA,NA,-30.168,NA,NA,NA
179026,1.18668,2.18905,-4.7652,NA,-23.238,NA,NA,NA,NA,NA,NA,NA,NA
179393,0.293006,2.53269,-4.40152,NA,-70.06,NA,NA,NA,NA,NA,NA,NA,NA
179538,0.2039,1.16827,-4.33754,NA,-92.954,NA,NA,NA,NA,NA,NA,NA,NA
179795,1.34892,1.48722,-5,NA,NA,NA,-61.751,NA,NA,NA,NA,NA,NA
179892,1.96298,1.40473,-5,NA,-17.512,NA,NA,NA,NA,NA,NA,NA,NA
180008,1.52287,1.75145,-5,NA,NA,NA,NA,NA,NA,-24.127,NA,NA,NA
180278,1.67466,1.24676,-3.88618,NA,-14.199,NA,NA,NA,NA,NA,NA,NA,NA
180421,0.956999,1.82133,-4.75136,NA,-28.911,NA,NA,NA,NA,NA,NA,NA,NA
180735,0.822465,1.35295,-5,NA,NA,-52.778,NA,NA,NA,NA,NA,NA,NA
180959,1.22869,1.4109,-4.99088,NA,-27.492,NA,NA,NA,NA,NA,NA,NA,NA
181149,2.63256,1.03928,-5,NA,NA,-49.168,NA,NA,NA,NA,NA,NA,NA
181247,1.79157,1.62538,-5,NA,NA,-26.146,NA,NA,NA,NA,NA,NA,NA
181465,1.58323,1.64589,-4.67608,NA,NA,-19.684,NA,NA,NA,NA,NA,NA,NA
181667,1.02426,1.32649,-4.22268,NA,NA,NA,NA,NA,NA,-34.647,NA,NA,NA
181983,2.0685,2.01232,-4.65492,NA,-10.478,NA,NA,NA,NA,NA,NA,NA,NA
182180,1.89577,3.1573,-4.05452,NA,-54.266,NA,NA,NA,NA,NA,NA,NA,NA
182297,0.741969,2.05245,-5,NA,NA,NA,NA,-61.364,NA,NA,NA,NA,NA
182422,1.65323,1.46723,-4.79179,NA,NA,-13.483,NA,NA,NA,NA,NA,NA,NA
182701,2.07978,2.20031,-3.91792,NA,-16.783,NA,NA,NA,NA,NA,NA,NA,NA
182844,2.64068,2.56008,-4.54901,NA,NA,NA,NA,-50.63,NA,NA,NA,NA,NA
183194,2.09271,2.94218,-4.24801,-86.511,NA,NA,NA,NA,NA,NA,NA,NA,NA
183317,1.59566,2.39339,-5,NA,NA,NA,NA,-40.796,NA,NA,NA,NA,NA
183540,2.94412,1.46848,-5,NA,NA,-52.528,NA,NA,NA,NA,NA,NA,NA
183695,1.97498,1.85851,-5,NA,NA,NA,-39.782,NA,NA,NA,NA,NA,NA
183975,0.749389,2.49376,-3.75393,NA,-51.355,NA,NA,NA,NA,NA,NA,NA,NA
184014,1.01808,1.55107,-4.16431,NA,-21.573,NA,NA,NA,NA,NA,NA,NA,NA
184299,2.97178,1.74987,-4.61954,NA,NA,-40.101,NA,NA,NA,NA,NA,NA,NA
184586,1.46003,2.37431,-4.60435,NA,NA,-24.271,NA,NA,NA,NA,NA,NA,NA
184610,2.36245,2.84636,-5,NA,NA,NA,NA,-62.436,NA,NA,NA,NA,NA
184939,2.79056,1.65844,-5,NA,-38.244,NA,NA,NA,NA,NA,NA,NA,NA
185111,1.75101,2.10461,-5,NA,-18.725,NA,NA,NA,NA,NA,NA,NA,NA
185269,1.88723,3.07025,-5,NA,NA,NA,NA,-82.099,NA,NA,NA,NA,NA
185433,1.53488,2.659,-4.63344,NA,-29.73,NA,NA,NA,NA,NA,NA,NA,NA
185768,2.45096,2.66046,-5,NA,-45.092,NA,NA,NA,NA,NA,NA,NA,NA
185961,2.33085,2.67556,-5,NA,-41.75,NA,NA,NA,NA,NA,NA,NA,NA
186086,3.42676,1.92355,-5,NA,-72.4,NA,NA,NA,NA,NA,NA,NA,NA
186376,1.62364,2.84844,-3.73429,NA,NA,NA,-66.88,NA,NA,NA,NA,NA,NA
186558,0.274287,2.87006,-3.5854,NA,NA,NA,NA,NA,-187.321,NA,NA,NA,NA
186638,0.970536,1.57055,-5,NA,NA,NA,NA,NA,NA,-45.426,NA,NA,NA
186978,2.53701,1.86609,-5,NA,-27.775,NA,NA,NA,NA,NA,NA,NA,NA
187033,2.37403,2.40122,-5,NA,NA,-37.395,NA,NA,NA,NA,NA,NA,NA
187224,1.75979,1.61273,-5,NA,NA,-27.345,NA,NA,NA,NA,NA,NA,NA
187416,1.89702,1.62506,-5,NA,NA,NA,NA,NA,NA,-18.401,NA,NA,NA
187619,2.23666,2.10534,-5,NA,NA,NA,-37.795,NA,NA,NA,NA,NA,NA
187866,1.0034,2.3393,-5,NA,NA,NA,NA,NA,NA,-40.791,NA,NA,NA
188128,1.65664,1.49392,-4.87359,NA,NA,NA,-27.895,NA,NA,NA,NA,NA,NA
188313,2.82251,1.12325,-5,NA,NA,NA,-76.619,NA,NA,NA,NA,NA,NA
188498,2.53723,1.76766,-4.88144,NA,NA,NA,-38.66,NA,NA,NA,NA,NA,NA
188705,1.89659,1.92336,-5,NA,NA,NA,NA,-35.559,NA,NA,NA,NA,NA
188834,1.08727,0.837663,-4.49733,NA,NA,-59.947,NA,NA,NA,NA,NA,NA,NA
189031,1.5754,1.15057,-3.19195,NA,-52.599,NA,NA,NA,NA,NA,NA,NA,NA
189299,1.45943,1.98239,-4.5805,NA,-9.08,NA,NA,NA,NA,NA,NA,NA,NA
189401,0.962673,2.35316,-3.8636,NA,-35.681,NA,NA,NA,NA,NA,NA,NA,NA
189700,1.69037,2.89795,-3.64596,NA,NA,-51.13,NA,NA,NA,NA,NA,NA,NA
189913,2.30573,2.79859,-4.54327,NA,NA,-43.306,NA,NA,NA,NA,NA,NA,NA
190054,1.79733,2.75675,-4.67591,NA,NA,-33.677,NA,NA,NA,NA,NA,NA,NA
190276,1.81158,3.52907,-4.94745,NA,NA,-87.913,NA,NA,NA,NA,NA,NA,NA
190532,1.75567,2.96847,-5,NA,NA,-51.229,NA,NA,NA,NA,NA,NA,NA
190604,2.14736,2.88453,-5,NA,NA,NA,NA,NA,NA,-50.167,NA,NA,NA
190893,2.98719,1.57312,-5,NA,NA,-53.413,NA,NA,NA,NA,NA,NA,NA
191096,2.89041,1.97985,-5,NA,-42.335,NA,NA,NA,NA,NA,NA,NA,NA
191246,3.15114,2.67985,-5,NA,NA,NA,-97.828,NA,NA,NA,NA,NA,NA
191404,2.82033,2.06686,-5,NA,NA,NA,NA,NA,NA,-42.816,NA,NA,NA
191645,1.80175,1.72134,-4.96639,NA,NA,-15.754,NA,NA,NA,NA,NA,NA,NA
191925,1.84685,1.2498,-4.58778,NA,-7.953,NA,NA,NA,NA,NA,NA,NA,NA
192008,2.25182,2.39322,-3.90877,NA,NA,NA,NA,-39.927,NA,NA,NA,NA,NA
192304,1.38609,1.3593,-5,NA,NA,NA,NA,-38.875,NA,NA,NA,NA,NA
192424,0.893194,1.48004,-4.27474,NA,NA,-31.437,NA,NA,NA,NA,NA,NA,NA
192630,1.7816,2.32219,-5,NA,NA,NA,NA,NA,NA,-25.016,NA,NA,NA
192862,2.91632,1.50914,-4.48638,NA,NA,-35.825,NA,NA,NA,NA,NA,NA,NA
193125,2.57361,2.31759,-5,NA,NA,NA,NA,NA,NA,-43.541,NA,NA,NA
193208,1.32795,2.3563,-5,NA,NA,NA,NA,-40.655,NA,NA,NA,NA,NA
193416,1.33911,2.15756,-5,NA,NA,-34.927,NA,NA,NA,NA,NA,NA,NA
193712,1.66737,2.19033,-5,NA,NA,-23.363,NA,NA,NA,NA,NA,NA,NA
193805,2.32654,0.866235,-4.50972,NA,-35.579,NA,NA,NA,NA,NA,NA,NA,NA
194120,1.45642,1.42211,-4.64163,NA,NA,-10.791,NA,NA,NA,NA,NA,NA,NA
194389,1.43897,1.53063,-5,NA,NA,-25.018,NA,NA,NA,NA,NA,NA,NA
194447,2.16274,2.01773,-5,NA,NA,NA,NA,-33.265,NA,NA,NA,NA,NA
194693,3.02487,2.26378,-4.24756,NA,NA,-52.862,NA,NA,NA,NA,NA,NA,NA
194912,3.16412,1.43758,-4.49165,NA,NA,NA,NA,NA,NA,-58.147,NA,NA,NA
195111,1.87383,2.04197,-4.28343,NA,NA,NA,NA,-29.734,NA,NA,NA,NA,NA
195308,1.15699,2.30617,-3.90205,NA,NA,NA,NA,-43.937,NA,NA,NA,NA,NA
195526,1.99119,1.63939,-3.18608,NA,NA,-44.529,NA,NA,NA,NA,NA,NA,NA
195683,1.15716,1.03953,-4.09587,NA,NA,NA,NA,NA,NA,-44.421,NA,NA,NA
195970,1.94246,1.15597,-5,NA,NA,NA,NA,-43.146,NA,NA,NA,NA,NA
196032,1.42805,1.28513,-5,NA,-25.393,NA,NA,NA,NA,NA,NA,NA,NA
196207,1.77029,1.91432,-4.5666,NA,-5.089,NA,NA,NA,NA,NA,NA,NA,NA
196487,0.356439,1.52081,-4.07115,NA,NA,NA,NA,-80.106,NA,NA,NA,NA,NA
196684,0.777797,2.42581,-4.27962,NA,NA,NA,NA,-60.058,NA,NA,NA,NA,NA
196868,0.497474,2.8823,-5,NA,-79.79,NA,NA,NA,NA,NA,NA,NA,NA
197189,0.07035,2.67398,-4.32846,NA,NA,NA,NA,NA,-139.194,NA,NA,NA,NA
197314,0.733657,2.41565,-5,NA,NA,NA,-63.097,NA,NA,NA,NA,NA,NA
197452,0.545964,2.52284,-4.74738,NA,NA,-57.698,NA,NA,NA,NA,NA,NA,NA
197650,2.08304,2.23221,-5,NA,NA,NA,NA,NA,NA,-31.359,NA,NA,NA
197879,2.43908,2.66078,-4.8078,NA,-39.861,NA,NA,NA,NA,NA,NA,NA,NA
198067,2.73478,0.962256,-4.24584,NA,-45.434,NA,NA,NA,NA,NA,NA,NA,NA
198294,2.07735,2.44908,-5,NA,NA,-39.94,NA,NA,NA,NA,NA,NA,NA
198411,1.81133,2.15216,-5,NA,NA,NA,NA,NA,NA,-25.243,NA,NA,NA
198750,2.4748,2.50677,-5,NA,NA,-44.192,NA,NA,NA,NA,NA,NA,NA
198849,1.94022,0.729093,-4.17708,-77.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
199139,2.14416,0.720379,-4.68191,NA,NA,-48.519,NA,NA,NA,NA,NA,NA,NA
199241,1.10713,1.51357,-4.24,NA,NA,-23.426,NA,NA,NA,NA,NA,NA,NA
199531,1.28365,2.45595,-5,NA,NA,NA,NA,NA,NA,-35.239,NA,NA,NA
199641,1.61576,2.8712,-5,NA,NA,NA,NA,NA,NA,-50.601,NA,NA,NA
199999,1.83146,1.40062,-5,NA,NA,NA,NA,NA,NA,-23.189,NA,NA,NA
