id,x0,x1,x2,fitness-3.5,fitness-5,fitness-4,fitness-3,fitness-2.5,fitness-2,fitness-1.5,fitness-1,fitness-4.5
173684,1.27732,1.54861,-3.84101,NA,NA,NA,-25.031,NA,NA,NA,NA,NA
173846,1.68723,1.79895,-4.19724,NA,NA,NA,NA,-2,NA,NA,NA,NA
174164,1.56185,2.30223,-4.91739,NA,NA,NA,NA,NA,NA,-38.998,NA,NA
174310,1.52004,1.07511,-4.07599,NA,NA,NA,NA,-18.377,NA,NA,NA,NA
174481,1.77515,1.81364,-3.83752,-32.817,NA,NA,NA,NA,NA,NA,NA,NA
174747,1.36832,1.08401,-2.74747,NA,NA,NA,NA,-96.634,NA,NA,NA,NA
174912,1.63501,2.71745,-4.26473,NA,NA,NA,-32.609,NA,NA,NA,NA,NA
175169,1.58918,2.48395,-3.92511,NA,NA,NA,NA,-23.483,NA,NA,NA,NA
175311,1.75559,1.90402,-3.76658,NA,NA,NA,NA,-13.066,NA,NA,NA,NA
175592,0.969036,1.94379,-4.18189,NA,NA,NA,-32.194,NA,NA,NA,NA,NA
175621,1.44908,2.00646,-4.7108,NA,NA,NA,-14.397,NA,NA,NA,NA,NA
175817,1.18592,2.41531,-3.99996,NA,NA,NA,-28.724,NA,NA,NA,NA,NA
176022,1.93126,1.66625,-3.77997,NA,NA,NA,NA,NA,-18.109,NA,NA,NA
176336,3.05343,2.46853,-4.30084,NA,NA,NA,NA,NA,NA,NA,-90.493,NA
176580,2.35291,1.96204,-4.97404,NA,NA,NA,NA,NA,-25.417,NA,NA,NA
176634,2.14631,2.21774,-4.81154,NA,NA,NA,NA,-19.251,NA,NA,NA,NA
176886,1.6558,1.98284,-3.68902,NA,NA,NA,NA,-16.562,NA,NA,NA,NA
177133,1.27704,1.82027,-2.97209,NA,NA,NA,-57.463,NA,NA,NA,NA,NA
177228,1.73388,2.00896,-4.98413,NA,NA,NA,-19.807,NA,NA,NA,NA,NA
177587,1.60226,2.91267,-3.88716,NA,NA,NA,NA,NA,-53.611,NA,NA,NA
177756,1.90382,2.68493,-3.25384,NA,NA,NA,NA,NA,-64.643,NA,NA,NA
177978,1.87501,1.12903,-3.20949,NA,NA,NA,-55.111,NA,NA,NA,NA,NA
178123,2.46658,1.42268,-3.49986,-57.325,NA,NA,NA,NA,NA,NA,NA,NA
178381,2.28651,2.05211,-4.19081,NA,NA,NA,NA,-13.298,NA,NA,NA,NA
178571,1.16677,2.28221,-4.68414,NA,NA,NA,NA,NA,-31.352,NA,NA,NA
178686,1.82251,0.75126,-4.51139,NA,NA,NA,NA,NA,-51.895,NA,NA,NA
178930,2.09765,1.52837,-4.692,NA,NA,NA,NA,NA,-19.355,NA,NA,NA
179049,1.34827,2.15798,-4.27807,NA,NA,NA,NA,NA,NA,-29.571,NA,NA
179354,1.4689,1.66719,-3.57472,NA,NA,NA,NA,NA,-31.507,NA,NA,NA
179439,1.53617,2.13321,-4.14392,NA,NA,NA,NA,-10.461,NA,NA,NA,NA
179635,2.00492,1.73621,-4.90087,NA,NA,NA,NA,NA,-25.698,NA,NA,NA
179833,2.62982,1.24864,-3.86659,NA,NA,NA,NA,NA,-38.847,NA,NA,NA
180140,2.15639,1.52163,-3.46714,NA,NA,NA,NA,NA,-38.012,NA,NA,NA
180359,1.93256,1.30976,-3.99798,NA,NA,NA,NA,-8.438,NA,NA,NA,NA
180563,1.44085,2.30367,-4.29918,NA,NA,NA,-19.55,NA,NA,NA,NA,NA
180640,1.59916,2.12263,-4.67499,NA,NA,NA,NA,-12.748,NA,NA,NA,NA
180907,2.36145,1.47418,-4.35685,NA,NA,NA,-16.976,NA,NA,NA,NA,NA
181026,1.91668,1.82294,-3.69899,NA,NA,NA,NA,NA,-24.731,NA,NA,NA
181381,1.92703,1.89747,-4.82135,NA,NA,NA,NA,-10.218,NA,NA,NA,NA
181455,0.943109,1.62792,-4.56807,NA,NA,NA,NA,-25.111,NA,NA,NA,NA
181748,1.48688,1.90561,-3.62986,NA,NA,NA,NA,-19.771,NA,NA,NA,NA
181956,1.34208,1.62642,-4.5046,NA,NA,NA,NA,-8.617,NA,NA,NA,NA
182091,1.34154,1.40078,-4.67107,NA,NA,NA,NA,-13.475,NA,NA,NA,NA
182216,1.71767,1.6767,-4.70617,NA,NA,NA,-8.999,NA,NA,NA,NA,NA
182466,2.82356,1.77435,-4.3562,NA,NA,NA,NA,-29.792,NA,NA,NA,NA
182781,2.19723,2.34077,-4.14807,NA,NA,NA,NA,NA,-25.653,NA,NA,NA
182946,2.15688,1.88331,-4.81562,NA,NA,NA,-17.084,NA,NA,NA,NA,NA
183102,1.83318,1.80677,-4.57686,NA,NA,NA,NA,-4.734,NA,NA,NA,NA
183206,2.95519,1.48123,-4.94565,NA,NA,NA,-46.404,NA,NA,NA,NA,NA
183526,2.37086,1.68153,-4.68635,NA,NA,NA,NA,NA,NA,-29.358,NA,NA
183661,1.79615,0.939552,-4.99995,NA,NA,NA,NA,-38.35,NA,NA,NA,NA
183923,2.13926,1.55251,-4.50295,NA,NA,NA,-20.217,NA,NA,NA,NA,NA
184051,2.15805,1.47618,-4.11639,NA,NA,NA,NA,-7.042,NA,NA,NA,NA
184396,1.93302,2.50348,-4.52943,NA,NA,NA,NA,-21.596,NA,NA,NA,NA
184581,1.5635,2.24093,-4.79593,NA,NA,NA,-24.815,NA,NA,NA,NA,NA
184683,1.30573,1.99817,-4.21979,NA,NA,NA,-18.608,NA,NA,NA,NA,NA
184870,1.39366,1.97408,-4.23195,NA,NA,NA,NA,-8.964,NA,NA,NA,NA
185167,1.17208,1.94954,-4.06894,NA,NA,NA,NA,NA,-18.187,NA,NA,NA
185379,2.29355,2.28742,-4.23058,NA,NA,NA,NA,NA,NA,-38.614,NA,NA
185508,1.79217,1.67003,-4.70773,NA,NA,NA,-8.805,NA,NA,NA,NA,NA
185644,2.7327,2.13967,-4.24528,-43.946,NA,NA,NA,NA,NA,NA,NA,NA
185948,2.14548,2.22817,-3.61934,NA,NA,NA,NA,-26.537,NA,NA,NA,NA
186163,1.79176,1.15279,-4.14862,NA,NA,NA,NA,NA,-24.929,NA,NA,NA
186256,1.70641,1.84478,-4.8538,NA,NA,NA,NA,NA,NA,-36.718,NA,NA
186453,1.06,2.15115,-4.62887,NA,NA,NA,NA,-23.356,NA,NA,NA,NA
186684,1.73688,2.5876,-4.51108,NA,NA,NA,-25.411,NA,NA,NA,NA,NA
186858,2.27274,3.05155,-4.78025,NA,NA,NA,-65.495,NA,NA,NA,NA,NA
187034,2.26525,2.06849,-4.97699,NA,NA,NA,NA,-22.593,NA,NA,NA,NA
187384,1.94747,1.59259,-4.42598,-18.525,NA,NA,NA,NA,NA,NA,NA,NA
187525,1.86105,2.08807,-4.09431,NA,NA,NA,-11.858,NA,NA,NA,NA,NA
187625,1.22792,1.80933,-4.69205,-39.686,NA,NA,NA,NA,NA,NA,NA,NA
187921,1.30192,1.0664,-4.92045,NA,NA,NA,NA,-38.275,NA,NA,NA,NA
188177,1.69662,1.90074,-4.7201,NA,NA,NA,-11.615,NA,NA,NA,NA,NA
188393,2.05022,1.74381,-4.49019,-20.016,NA,NA,NA,NA,NA,NA,NA,NA
188553,2.22086,1.13024,-4.95887,-54.061,NA,NA,NA,NA,NA,NA,NA,NA
188723,1.91307,1.79057,-4.3264,NA,NA,NA,NA,-2.068,NA,NA,NA,NA
188960,1.67013,1.57361,-3.9323,NA,NA,NA,NA,NA,NA,-50.708,NA,NA
189162,2.42274,1.85048,-4.91338,NA,NA,NA,NA,NA,NA,-37.856,NA,NA
189255,2.03806,1.64617,-4.18503,NA,NA,NA,-17.967,NA,NA,NA,NA,NA
189566,2.46866,1.57642,-4.58233,NA,NA,NA,NA,-16.494,NA,NA,NA,NA
189629,2.99744,1.74643,-4.08279,NA,NA,NA,NA,-40.22,NA,NA,NA,NA
189926,2.50078,2.08188,-4.10569,NA,NA,NA,NA,NA,NA,-52.425,NA,NA
190010,2.32175,2.19757,-4.64947,NA,NA,NA,NA,NA,-26.669,NA,NA,NA
190399,1.96468,1.67873,-3.79545,NA,NA,NA,-16.42,NA,NA,NA,NA,NA
190530,2.73748,1.06786,-3.60954,NA,NA,NA,-53.867,NA,NA,NA,NA,NA
190748,1.40877,1.3926,-4.66384,NA,NA,NA,NA,-10.997,NA,NA,NA,NA
190979,1.57417,1.78842,-4.47223,NA,NA,NA,NA,NA,NA,-44.978,NA,NA
191075,1.51573,1.51277,-4.93517,NA,NA,NA,NA,-15.58,NA,NA,NA,NA
191290,1.73342,1.74632,-4.10795,NA,NA,NA,NA,-3.109,NA,NA,NA,NA
191508,2.39785,1.05995,-3.96186,NA,NA,-62.566,NA,NA,NA,NA,NA,NA
191752,2.24622,1.00543,-4.84868,NA,NA,NA,NA,-31.246,NA,NA,NA,NA
191948,2.15841,0.867721,-4.17487,NA,NA,NA,NA,-29.994,NA,NA,NA,NA
192180,2.22454,2.25822,-3.96146,NA,NA,NA,-24.708,NA,NA,NA,NA,NA
192274,2.25414,2.12012,-4.79844,NA,NA,NA,NA,NA,-21.235,NA,NA,NA
192586,0.760654,2.10186,-4.25842,NA,NA,NA,-37.803,NA,NA,NA,NA,NA
192760,1.28732,2.72511,-4.81756,NA,NA,NA,NA,NA,NA,-50.425,NA,NA
192845,1.00313,1.74368,-4.59375,NA,NA,NA,-23.918,NA,NA,NA,NA,NA
193080,1.11741,1.47398,-4.18784,-40.208,NA,NA,NA,NA,NA,NA,NA,NA
193262,2.25639,1.57164,-4.48154,NA,NA,NA,-20.114,NA,NA,NA,NA,NA
193576,2.08408,2.34367,-4.05928,NA,NA,NA,NA,NA,-21.453,NA,NA,NA
193720,1.21209,2.8236,-3.68655,NA,NA,NA,NA,NA,-53.458,NA,NA,NA
193985,2.24534,1.55922,-4.25347,NA,NA,NA,NA,-8.096,NA,NA,NA,NA
194113,1.29885,1.51347,-3.54236,NA,NA,NA,-29.746,NA,NA,NA,NA,NA
194282,1.79472,1.3575,-4.41225,NA,NA,NA,NA,-5.013,NA,NA,NA,NA
194520,2.46037,2.12124,-4.74628,NA,NA,NA,NA,-22.835,NA,NA,NA,NA
194720,1.35201,2.1582,-4.79235,NA,NA,NA,-24.022,NA,NA,NA,NA,NA
194975,1.38926,2.3134,-4.29421,NA,NA,NA,-18.725,NA,NA,NA,NA,NA
195021,2.44325,2.07066,-4.27909,NA,NA,NA,-19.288,NA,NA,NA,NA,NA
195207,2.63173,2.05247,-4.63676,NA,NA,NA,NA,-26.506,NA,NA,NA,NA
195599,2.08974,1.48876,-4.9007,NA,NA,NA,NA,-13.871,NA,NA,NA,NA
195672,2.06667,1.74482,-3.85258,-26.244,NA,NA,NA,NA,NA,NA,NA,NA
195903,1.42364,1.45577,-4.85571,NA,NA,NA,NA,-16.983,NA,NA,NA,NA
196136,1.5079,1.31183,-4.31424,NA,NA,NA,NA,-7.016,NA,NA,NA,NA
196245,1.43165,1.54393,-4.73389,NA,NA,NA,NA,NA,-13.959,NA,NA,NA
196505,1.97838,3.24349,-4.78224,NA,NA,NA,NA,NA,-66.345,NA,NA,NA
196790,1.29172,2.10709,-4.97372,NA,NA,NA,-24.577,NA,NA,NA,NA,NA
196883,1.37295,2.28292,-4.48096,NA,NA,NA,NA,-16.423,NA,NA,NA,NA
197191,1.86953,2.32637,-4.2382,NA,NA,NA,NA,NA,-16.142,NA,NA,NA
197335,2.10348,1.73894,-3.15254,NA,NA,NA,-45.212,NA,NA,NA,NA,NA
197543,2.22623,1.62613,-4.55895,NA,NA,NA,-13.532,NA,NA,NA,NA,NA
197715,2.72721,1.65278,-4.64578,NA,NA,NA,NA,NA,-35.244,NA,NA,NA
197818,1.11798,2.07627,-4.32725,NA,NA,NA,NA,-18.759,NA,NA,NA,NA
198115,1.36259,1.7958,-4.45161,NA,NA,NA,-20.312,NA,NA,NA,NA,NA
198277,1.71072,1.68794,-3.65122,NA,NA,NA,-19.89,NA,NA,NA,NA,NA
198494,2.77433,1.67573,-4.57174,NA,NA,NA,-29.402,NA,NA,NA,NA,NA
198618,2.66364,2.18321,-4.8763,NA,NA,NA,NA,NA,-34.196,NA,NA,NA
198826,2.22012,2.3307,-4.33336,NA,NA,NA,-20.675,NA,NA,NA,NA,NA
199118,2.39738,2.37488,-4.34437,NA,NA,NA,NA,NA,NA,-37.889,NA,NA
199278,1.99966,2.22338,-3.97155,NA,NA,NA,-20.606,NA,NA,NA,NA,NA
199419,1.14235,2.2431,-3.5929,NA,NA,NA,-42.143,NA,NA,NA,NA,NA
199784,1.25283,1.68759,-3.8146,NA,NA,NA,NA,NA,-20.712,NA,NA,NA
199998,0.564223,1.58056,-3.07535,NA,NA,NA,NA,NA,NA,-110.007,NA,NA
