id,x0,x1,x2,fitness-3,fitness-2.5,fitness-4,fitness-2,fitness-1.5,fitness-3.5,fitness-1,fitness-4.5,fitness-0.5
177808,2.38987,1.60572,-4.55613,NA,-13.082,NA,NA,NA,NA,NA,NA,NA
178132,1.94234,2.00811,-5,NA,-17.094,NA,NA,NA,NA,NA,NA,NA
178319,1.77319,1.35909,-4.88398,-17.134,NA,NA,NA,NA,NA,NA,NA,NA
178423,1.79105,1.78286,-4.86606,NA,-10.91,NA,NA,NA,NA,NA,NA,NA
178661,2.45488,2.2858,-4.59115,NA,-23.753,NA,NA,NA,NA,NA,NA,NA
178927,2.1451,1.6551,-5,NA,-17.561,NA,NA,NA,NA,NA,NA,NA
179100,1.71046,1.93571,-5,NA,-17.477,NA,NA,NA,NA,NA,NA,NA
179246,2.45599,1.93861,-5,NA,NA,NA,-27.831,NA,NA,NA,NA,NA
179493,2.50865,1.59163,-5,-28.2,NA,NA,NA,NA,NA,NA,NA,NA
179646,1.14444,1.52935,-5,NA,NA,NA,-32.948,NA,NA,NA,NA,NA
179861,1.04306,2.05483,-4.55365,NA,NA,NA,NA,-52.299,NA,NA,NA,NA
180123,2.41434,2.3179,-4.61518,-30.591,NA,NA,NA,NA,NA,NA,NA,NA
180394,2.3393,1.68929,-4.73522,NA,-14.715,NA,NA,NA,NA,NA,NA,NA
180455,3.36752,2.02587,-4.10372,NA,-64.813,NA,NA,NA,NA,NA,NA,NA
180713,1.33225,1.76016,-4.66077,-12.711,NA,NA,NA,NA,NA,NA,NA,NA
180808,1.43977,2.41738,-3.73285,-29.374,NA,NA,NA,NA,NA,NA,NA,NA
181168,1.53629,1.85693,-4.72196,NA,-10.057,NA,NA,NA,NA,NA,NA,NA
181383,2.51745,1.87183,-3.56458,NA,NA,NA,-39.812,NA,NA,NA,NA,NA
181537,2.16591,1.68298,-4.38598,NA,NA,NA,NA,-27.122,NA,NA,NA,NA
181654,1.82687,1.39121,-4.20181,NA,NA,NA,NA,-32.899,NA,NA,NA,NA
181936,1.9061,1.6944,-4.88098,-13.773,NA,NA,NA,NA,NA,NA,NA,NA
182078,2.03795,1.70755,-4.28446,-5.519,NA,NA,NA,NA,NA,NA,NA,NA
182342,1.17964,2.02259,-4.15248,NA,NA,NA,-24.403,NA,NA,NA,NA,NA
182445,2.00413,1.6033,-4.36439,-13.768,NA,NA,NA,NA,NA,NA,NA,NA
182672,2.36053,2.05314,-4.58018,-22.018,NA,NA,NA,NA,NA,NA,NA,NA
182909,2.29447,1.53215,-4.98459,NA,-20.817,NA,NA,NA,NA,NA,NA,NA
183176,1.50311,1.99355,-4.11316,NA,-8.858,NA,NA,NA,NA,NA,NA,NA
183245,1.74123,1.31451,-4.61506,NA,NA,NA,-13.694,NA,NA,NA,NA,NA
183576,1.2392,2.15358,-4.41319,NA,NA,NA,-22.791,NA,NA,NA,NA,NA
183616,1.05234,2.53325,-4.58611,NA,-33.497,NA,NA,NA,NA,NA,NA,NA
183812,2.1005,2.21299,-5,NA,-23.076,NA,NA,NA,NA,NA,NA,NA
184149,1.6909,1.67285,-5,NA,-15.04,NA,NA,NA,NA,NA,NA,NA
184364,1.70805,2.56491,-4.99906,NA,-31.444,NA,NA,NA,NA,NA,NA,NA
184578,1.59667,2.88344,-5,-52.781,NA,NA,NA,NA,NA,NA,NA,NA
184694,2.08552,2.2372,-5,NA,-23.565,NA,NA,NA,NA,NA,NA,NA
184856,1.80351,2.07238,-5,NA,-18.215,NA,NA,NA,NA,NA,NA,NA
185096,0.796335,1.83844,-4.44953,NA,-32.566,NA,NA,NA,NA,NA,NA,NA
185264,1.52187,1.72036,-3.79178,-19.738,NA,NA,NA,NA,NA,NA,NA,NA
185522,1.29345,2.0861,-4.69277,NA,-15.946,NA,NA,NA,NA,NA,NA,NA
185732,1.55224,1.43388,-5,NA,-18.448,NA,NA,NA,NA,NA,NA,NA
185817,1.8231,1.46144,-5,NA,NA,NA,NA,-40.315,NA,NA,NA,NA
186186,1.61434,2.05459,-4.10138,NA,NA,NA,NA,-25.951,NA,NA,NA,NA
186261,1.69968,1.36269,-4.25976,-5.52,NA,NA,NA,NA,NA,NA,NA,NA
186532,1.20237,2.18373,-4.13777,NA,NA,-78.718,NA,NA,NA,NA,NA,NA
186747,1.77707,2.35297,-5,NA,NA,NA,NA,NA,-43.554,NA,NA,NA
186811,2.81283,1.8385,-5,-44.313,NA,NA,NA,NA,NA,NA,NA,NA
187055,1.52929,1.68022,-5,NA,NA,NA,-23.31,NA,NA,NA,NA,NA
187272,1.26567,2.35124,-4.73908,NA,-24.27,NA,NA,NA,NA,NA,NA,NA
187579,1.86444,1.67873,-5,NA,NA,NA,NA,NA,-31.349,NA,NA,NA
187797,2.65909,1.53075,-4.09444,NA,-24.805,NA,NA,NA,NA,NA,NA,NA
187827,2.3038,1.15656,-5,NA,-30.359,NA,NA,NA,NA,NA,NA,NA
188172,1.96919,1.2448,-4.39869,NA,NA,NA,-10.621,NA,NA,NA,NA,NA
188277,1.05305,1.86299,-4.9956,NA,NA,NA,NA,NA,-53.205,NA,NA,NA
188448,2.11547,2.04658,-5,NA,NA,NA,NA,NA,-32.797,NA,NA,NA
188628,1.88111,1.81636,-5,-24.786,NA,NA,NA,NA,NA,NA,NA,NA
188825,1.04856,2.10656,-5,NA,-31.817,NA,NA,NA,NA,NA,NA,NA
189120,2.02159,2.13745,-5,NA,NA,NA,NA,-33.628,NA,NA,NA,NA
189212,1.72608,1.32091,-4.33463,NA,-3.435,NA,NA,NA,NA,NA,NA,NA
189401,1.98469,2.13308,-4.68911,NA,NA,NA,NA,-26.362,NA,NA,NA,NA
189639,2.10373,1.68432,-3.5432,NA,-22.896,NA,NA,NA,NA,NA,NA,NA
189849,0.950497,2.0037,-4.76863,NA,-27.852,NA,NA,NA,NA,NA,NA,NA
190007,0.759634,2.55404,-5,-56.49,NA,NA,NA,NA,NA,NA,NA,NA
190268,1.95851,2.85923,-5,NA,NA,NA,-47.284,NA,NA,NA,NA,NA
190502,2.53085,2.3972,-5,NA,-37.411,NA,NA,NA,NA,NA,NA,NA
190776,1.43586,2.43255,-4.49409,NA,-21.527,NA,NA,NA,NA,NA,NA,NA
190886,1.35971,2.15714,-4.69642,-17.964,NA,NA,NA,NA,NA,NA,NA,NA
191062,1.64961,2.55126,-5,NA,-31.439,NA,NA,NA,NA,NA,NA,NA
191345,2.34146,1.81242,-5,NA,NA,NA,NA,NA,-37.977,NA,NA,NA
191533,2.38883,2.88125,-3.81887,-58.994,NA,NA,NA,NA,NA,NA,NA,NA
191679,2.10354,1.57845,-5,NA,-16.964,NA,NA,NA,NA,NA,NA,NA
191902,2.62347,1.58749,-4.69671,-24.835,NA,NA,NA,NA,NA,NA,NA,NA
192132,1.99571,1.23633,-4.00996,-14.381,NA,NA,NA,NA,NA,NA,NA,NA
192218,1.49768,1.82058,-4.09983,NA,NA,NA,-21.131,NA,NA,NA,NA,NA
192459,2.22772,1.96627,-5,-27.135,NA,NA,NA,NA,NA,NA,NA,NA
192748,1.91401,1.80503,-4.62567,NA,NA,NA,-9.613,NA,NA,NA,NA,NA
192897,1.20828,1.78002,-3.72532,NA,NA,NA,-27.244,NA,NA,NA,NA,NA
193119,2.79448,1.89188,-4.00875,-33.014,NA,NA,NA,NA,NA,NA,NA,NA
193394,2.46519,1.77577,-4.26954,NA,NA,NA,NA,-36.215,NA,NA,NA,NA
193435,1.89909,0.906911,-5,NA,-43.028,NA,NA,NA,NA,NA,NA,NA
193707,1.66815,0.966623,-4.95015,NA,-35.137,NA,NA,NA,NA,NA,NA,NA
193867,1.9509,2.01745,-4.74763,NA,-11.814,NA,NA,NA,NA,NA,NA,NA
194040,1.78308,2.08939,-5,NA,-18.673,NA,NA,NA,NA,NA,NA,NA
194272,1.97817,1.61463,-3.66819,-19.51,NA,NA,NA,NA,NA,NA,NA,NA
194504,1.58368,1.56283,-4.43401,NA,-1.946,NA,NA,NA,NA,NA,NA,NA
194685,1.8052,2.85486,-4.82815,NA,-39.367,NA,NA,NA,NA,NA,NA,NA
194890,1.00529,1.38792,-5,NA,NA,NA,NA,-64.513,NA,NA,NA,NA
195123,0.96507,1.41261,-5,-38.864,NA,NA,NA,NA,NA,NA,NA,NA
195217,1.52974,1.86702,-4.76754,NA,NA,NA,NA,-28.671,NA,NA,NA,NA
195432,2.1524,1.01966,-4.31231,-27.716,NA,NA,NA,NA,NA,NA,NA,NA
195763,1.87237,1.77807,-4.7249,NA,-7.955,NA,NA,NA,NA,NA,NA,NA
195842,2.47911,1.64415,-4.70464,NA,-18.606,NA,NA,NA,NA,NA,NA,NA
196006,2.16448,2.03628,-4.27184,NA,-10.384,NA,NA,NA,NA,NA,NA,NA
196349,1.04855,1.42257,-4.09756,NA,-24.356,NA,NA,NA,NA,NA,NA,NA
196501,2.15287,2.67655,-3.80678,NA,NA,NA,-41.857,NA,NA,NA,NA,NA
196790,1.57202,1.49909,-4.13211,NA,-3.892,NA,NA,NA,NA,NA,NA,NA
196940,1.38883,1.47613,-4.1429,-9.658,NA,NA,NA,NA,NA,NA,NA,NA
197031,1.57888,0.84838,-4.33687,NA,NA,NA,-40.056,NA,NA,NA,NA,NA
197378,1.78291,0.869762,-5,NA,NA,NA,-55.313,NA,NA,NA,NA,NA
197492,1.60107,1.27352,-4.1926,NA,NA,NA,-9.21,NA,NA,NA,NA,NA
197627,1.88021,1.68916,-5,NA,NA,NA,-24.523,NA,NA,NA,NA,NA
197949,2.55003,1.95579,-5,NA,NA,NA,-30.405,NA,NA,NA,NA,NA
198154,2.54991,1.97264,-3.93206,-26.443,NA,NA,NA,NA,NA,NA,NA,NA
198395,1.61835,2.37376,-5,NA,NA,-69.754,NA,NA,NA,NA,NA,NA
198441,1.77525,2.20588,-5,NA,NA,NA,NA,NA,-43.753,NA,NA,NA
198682,1.69253,2.12746,-5,NA,-19.057,NA,NA,NA,NA,NA,NA,NA
198897,1.15775,1.57718,-4.72844,NA,-18.935,NA,NA,NA,NA,NA,NA,NA
199040,1.02954,1.18479,-4.02508,-35.265,NA,NA,NA,NA,NA,NA,NA,NA
199203,1.67071,0.968191,-3.83363,-35.644,NA,NA,NA,NA,NA,NA,NA,NA
199551,2.73945,1.92991,-4.29203,NA,NA,NA,-31.717,NA,NA,NA,NA,NA
199736,1.97289,2.11971,-3.3777,NA,NA,NA,-37.336,NA,NA,NA,NA,NA
200000,1.35522,2.06392,-3.55341,NA,NA,NA,NA,NA,NA,NA,NA,-121.208
