id,x0,x1,x2,fitness-5,fitness-4,fitness-3.5,fitness-4.5,fitness-3,fitness-2.5,fitness-2,fitness-1.5
181437,-3.86918,4.35107,-4.02139,NA,-160.758,NA,NA,NA,NA,NA,NA
181788,-2.33253,4.45868,-4.64656,NA,-62.921,NA,NA,NA,NA,NA,NA
181937,-4.0048,4.14036,-4.12457,-160.25,NA,NA,NA,NA,NA,NA,NA
182136,-2.62072,4.91165,-4.50649,NA,-93.666,NA,NA,NA,NA,NA,NA
182378,-2.24456,4.32902,-4.99596,NA,NA,-58.881,NA,NA,NA,NA,NA
182502,-2.03907,4.13571,-3.60883,NA,NA,NA,-88.026,NA,NA,NA,NA
182672,-1.81859,4.51552,-4.3878,NA,NA,-99.031,NA,NA,NA,NA,NA
182873,-2.11915,4.88952,-4.66917,NA,NA,NA,NA,NA,NA,-222.242,NA
183041,-1.84222,4.69526,-3.95765,NA,NA,NA,NA,-163.177,NA,NA,NA
183232,-2.84708,4.16755,-3.63336,NA,-113.627,NA,NA,NA,NA,NA,NA
183599,-4.50538,4.74949,-3.47612,NA,NA,-278.46,NA,NA,NA,NA,NA
183633,-2.53131,4.71481,-3.31438,NA,NA,NA,NA,-167.113,NA,NA,NA
183853,-3.00401,4.98505,-3.87285,NA,NA,NA,-122.617,NA,NA,NA,NA
184074,-3.1054,4.09869,-4.50872,NA,NA,-104.908,NA,NA,NA,NA,NA
184310,-3.67105,4.10532,-4.79826,NA,-119.614,NA,NA,NA,NA,NA,NA
184417,-4.70851,3.81003,-4.78566,-221.503,NA,NA,NA,NA,NA,NA,NA
184669,-3.38663,3.92449,-4.94206,NA,NA,-113.276,NA,NA,NA,NA,NA
184960,-1.30128,4.56593,-4.48575,NA,-89.523,NA,NA,NA,NA,NA,NA
185088,-1.99643,3.44878,-4.96314,NA,NA,NA,-37.45,NA,NA,NA,NA
185240,-2.59521,3.71251,-3.29723,NA,-145.875,NA,NA,NA,NA,NA,NA
185548,-2.24688,4.33878,-3.03848,NA,NA,NA,-135.536,NA,NA,NA,NA
185725,-2.07749,4.61703,-3.08008,NA,NA,NA,-138.646,NA,NA,NA,NA
185847,-2.61697,4.32827,-3.01183,NA,NA,NA,-148.807,NA,NA,NA,NA
186154,-2.91874,3.86235,-3.57199,NA,-141.477,NA,NA,NA,NA,NA,NA
186372,-4.16355,3.4379,-3.74527,NA,NA,-214.956,NA,NA,NA,NA,NA
186574,-2.92575,1.69677,-2.34529,NA,NA,NA,-353.807,NA,NA,NA,NA
186700,-2.34348,3.56153,-3.20013,NA,NA,NA,-128.149,NA,NA,NA,NA
186941,-1.49973,4.3737,-4.81314,NA,NA,-101.213,NA,NA,NA,NA,NA
187034,-1.05711,4.49089,-4.88793,-77.324,NA,NA,NA,NA,NA,NA,NA
187326,-2.02364,3.73572,-4.30427,-72.32,NA,NA,NA,NA,NA,NA,NA
187516,-3.19853,3.82647,-3.78504,-105.979,NA,NA,NA,NA,NA,NA,NA
187636,-2.97267,3.28587,-4.7579,NA,NA,NA,-86.837,NA,NA,NA,NA
187878,-1.00709,3.67348,-4.21494,NA,NA,-112.468,NA,NA,NA,NA,NA
188138,-0.974535,3.532,-4.38303,NA,NA,NA,-68.64,NA,NA,NA,NA
188218,-1.89322,4.5806,-4.41966,NA,NA,NA,-57.573,NA,NA,NA,NA
188506,-3.55115,4.29433,-4.86219,NA,NA,NA,-110.788,NA,NA,NA,NA
188667,-2.41005,4.21623,-4.72477,NA,-57.932,NA,NA,NA,NA,NA,NA
188830,-3.53305,4.10639,-4.45927,NA,-117.8,NA,NA,NA,NA,NA,NA
189048,-2.2904,2.64308,-4.45454,NA,-112.614,NA,NA,NA,NA,NA,NA
189236,-2.06131,3.056,-3.72818,-94.857,NA,NA,NA,NA,NA,NA,NA
189462,-3.13344,2.8388,-1.97632,NA,NA,NA,-329.702,NA,NA,NA,NA
189698,-2.80233,3.95002,-4.42166,NA,-74.997,NA,NA,NA,NA,NA,NA
189999,-2.3639,3.04776,-4.03876,NA,-116.221,NA,NA,NA,NA,NA,NA
190044,-2.68034,3.09617,-4.38401,NA,-111.704,NA,NA,NA,NA,NA,NA
190206,-2.83543,4.3063,-4.52384,NA,NA,-105.569,NA,NA,NA,NA,NA
190512,-3.05344,4.72953,-4.49803,NA,-102.156,NA,NA,NA,NA,NA,NA
190711,-3.07994,4.62146,-4.04792,NA,NA,NA,NA,NA,-220.445,NA,NA
190918,-4.72583,4.3091,-4.68325,NA,NA,NA,NA,-277.455,NA,NA,NA
191161,-4.92576,4.32984,-4.89573,NA,NA,-273.31,NA,NA,NA,NA,NA
191236,-4.36116,3.61793,-4.09437,NA,NA,NA,NA,-230.656,NA,NA,NA
191498,-4.01914,3.08981,-4.4847,NA,-171.16,NA,NA,NA,NA,NA,NA
191687,-3.04232,3.36734,-4.29627,-98.731,NA,NA,NA,NA,NA,NA,NA
191997,-1.54684,3.24274,-4.29587,NA,NA,NA,-62.816,NA,NA,NA,NA
192179,-1.10473,3.3359,-4.26266,NA,-141.213,NA,NA,NA,NA,NA,NA
192217,-3.69027,3.68209,-4.41398,NA,-130.945,NA,NA,NA,NA,NA,NA
192558,-2.41816,4.02293,-4.6807,NA,NA,NA,NA,-106.02,NA,NA,NA
192707,-3.50291,3.78403,-3.74961,NA,-147.036,NA,NA,NA,NA,NA,NA
192852,-3.95991,4.16903,-4.03541,NA,NA,NA,-158.145,NA,NA,NA,NA
193039,-2.15581,3.95309,-3.73234,NA,NA,NA,-89.117,NA,NA,NA,NA
193367,-2.46539,3.62491,-4.62017,-60.72,NA,NA,NA,NA,NA,NA,NA
193448,-1.43161,3.95358,-4.2632,-81.02,NA,NA,NA,NA,NA,NA,NA
193669,-1.77645,3.64877,-4.36006,NA,NA,NA,-41.656,NA,NA,NA,NA
193874,-1.08392,4.68306,-4.79166,NA,NA,-133.591,NA,NA,NA,NA,NA
194140,-0.792257,3.87656,-4.39261,NA,-176.179,NA,NA,NA,NA,NA,NA
194229,-1.08347,3.54396,-4.53289,NA,NA,NA,-56.173,NA,NA,NA,NA
194424,-0.771562,3.68328,-4.98792,-75.081,NA,NA,NA,NA,NA,NA,NA
194777,-0.37466,3.63402,-4.95714,NA,NA,NA,-144.484,NA,NA,NA,NA
194938,-2.47845,3.21096,-3.85588,NA,NA,NA,NA,-169.179,NA,NA,NA
195029,-2.36826,4.93405,-4.43661,NA,NA,-108.194,NA,NA,NA,NA,NA
195247,-2.66679,4.93959,-4.89468,-85.828,NA,NA,NA,NA,NA,NA,NA
195494,-2.97176,4.06989,-4.50975,-82.327,NA,NA,NA,NA,NA,NA,NA
195781,-2.43016,4.08522,-4.42688,-64.011,NA,NA,NA,NA,NA,NA,NA
195926,-2.17497,4.43652,-4.67865,-59.031,NA,NA,NA,NA,NA,NA,NA
196125,-2.41385,3.42141,-4.14229,NA,-71.79,NA,NA,NA,NA,NA,NA
196390,-2.83723,3.11464,-4.45164,NA,-102.8,NA,NA,NA,NA,NA,NA
196442,-1.94055,3.14309,-4.60855,-63.377,NA,NA,NA,NA,NA,NA,NA
196629,-2.39408,4.32493,-4.42311,NA,-85.907,NA,NA,NA,NA,NA,NA
196889,-2.60267,3.89494,-4.54204,NA,-64.148,NA,NA,NA,NA,NA,NA
197158,-2.2009,4.51898,-4.93264,NA,NA,NA,-56.055,NA,NA,NA,NA
197345,-1.41244,4.21883,-4.27102,NA,NA,-48.192,NA,NA,NA,NA,NA
197465,-2.84424,3.8093,-4.37379,NA,-80.288,NA,NA,NA,NA,NA,NA
197739,-3.72546,4.3382,-4.81472,NA,NA,-147.225,NA,NA,NA,NA,NA
197966,-3.44053,2.56255,-4.64981,NA,NA,NA,-142.512,NA,NA,NA,NA
198053,-2.57714,3.12004,-4.41038,NA,NA,NA,-83.089,NA,NA,NA,NA
198267,-1.55526,2.18419,-4.00051,NA,NA,-293.829,NA,NA,NA,NA,NA
198436,-1.67226,4.54954,-4.69052,NA,-65.43,NA,NA,NA,NA,NA,NA
198722,-1.67869,4.8613,-4.15934,NA,-95.533,NA,NA,NA,NA,NA,NA
198816,-1.69399,3.86314,-4.8854,NA,NA,-72.759,NA,NA,NA,NA,NA
199042,-1.41415,2.76325,-4.39775,NA,NA,NA,NA,-193.183,NA,NA,NA
199336,-1.20594,3.21365,-4.6406,NA,NA,NA,-60.93,NA,NA,NA,NA
199454,-1.70389,4.17146,-4.889,NA,NA,NA,-36.363,NA,NA,NA,NA
199608,-1.85406,2.72175,-4.99013,-101.105,NA,NA,NA,NA,NA,NA,NA
199995,-2.08175,2.13167,-4.5967,NA,NA,NA,-159.328,NA,NA,NA,NA
