id,x0,x1,x2,fitness2,fitness0.5,fitness1,fitness0,fitness-0.5,fitness-1.5,fitness-2,fitness-3,fitness-1,fitness-2.5,fitness2.5,fitness-3.5,fitness3,fitness1.5,fitness-5,fitness-4,fitness4,fitness3.5,fitness5,fitness4.5,fitness-4.5
104082,5,5,-0.690031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14848.655,NA,NA
104198,4.76627,4.1369,0.072542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.934,NA,NA
104375,5,5,0.319959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2954.116,NA
104662,5,5,0.183378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603.59,NA,NA
104912,5,5,-1.05384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4231.118,NA,NA
105100,5,5,0.33391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3462.803,NA,NA
105186,5,5,-0.525265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2741.089,NA
105559,5,3.70367,-0.964381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3914.018,NA,NA
105566,5,4.92229,-0.534245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5279.72,NA,NA
105943,5,5,0.236002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1282.791,NA
106091,5,4.29052,0.892524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950.194,NA,NA
106260,4.42017,5,0.744345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1161.953,NA,NA
106371,4.37722,4.48385,0.250731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.24,NA,NA,NA,NA
106690,4.85161,5,0.556843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.553,NA,NA
106920,5,5,-1.50112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.504,NA
107068,4.78668,4.82456,-2.0425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8929.503,NA,NA
107163,5,3.37023,-1.37109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4639.985,NA,NA
107407,5,4.12451,-1.75064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.148,NA,NA,NA
107673,5,4.4831,-1.73159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.211,NA,NA
107909,5,5,-2.1769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3101.923,NA,NA
108104,5,5,-0.770968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12925.693,NA,NA
108281,5,5,-0.492831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932.744,NA,NA
108530,5,3.89761,0.392312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766.249,NA,NA
108760,5,3.35598,1.47727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.276,NA,NA,NA,NA
108922,5,4.37306,1.93218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.751,NA,NA,NA
109058,5,4.86439,1.94395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.467,NA,NA,NA,NA,NA,NA,NA,NA
109240,5,4.68659,3.85093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1035.869,NA,NA,NA,NA
109371,5,5,3.37835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930.258,NA
109697,4.82733,4.62483,3.29785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2537.446,NA,NA
109795,5,4.02439,3.73543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.901,NA,NA
110002,4.69369,3.59607,4.12552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.338,NA,NA
110292,4.74325,3.99754,4.76457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.825,NA,NA
110468,5,3.31294,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4130.297,NA,NA
110692,4.36398,4.57182,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482.734,NA,NA
110826,3.61783,3.97699,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66.277,NA,NA
111054,5,4.2244,4.66888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4329.059,NA,NA
111247,5,3.66138,4.14245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1383.217,NA,NA
111426,4.61759,5,3.36761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1556.718,NA,NA
111699,4.89529,5,3.15342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3083.611,NA,NA
111903,4.92269,5,3.01253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.92,NA,NA
112087,5,5,3.44585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1685.332,NA,NA
112235,5,4.41637,2.75246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212.282,NA,NA
112464,4.81158,3.84514,3.75567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.379,NA,NA,NA
112617,4.86049,5,3.90476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916.841,NA,NA,NA,NA,NA,NA,NA,NA
112795,4.99499,4.81037,4.27416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600.879,NA,NA,NA,NA
113055,5,4.79663,4.02218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.446,NA,NA,NA,NA
113302,4.09464,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764.329,NA,NA,NA,NA,NA,NA,NA,NA
113465,4.27853,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2059.452,NA,NA,NA,NA
113587,5,4.60178,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1214.701,NA,NA,NA
113775,2.44526,5,4.96122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.454,NA,NA,NA,NA,NA,NA,NA,NA
113997,2.45237,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519.412,NA,NA
114237,1.55298,4.44987,3.91113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA
114465,1.03151,5,4.02008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.918,NA,NA
114671,0.126793,5,2.7417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.632,NA,NA
114830,-1.17983,3.90015,4.45345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.379,NA,NA
115070,-1.3006,4.49645,4.38008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.551,NA
115233,-1.27366,4.93901,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.762,NA
115495,-1.2627,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4879.988,NA
115665,-0.754847,4.97823,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13921.402,NA,NA
115858,-0.980521,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8293.254,NA,NA
115961,-2.12356,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.559,NA,NA
116318,-1.46813,3.6637,4.92901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300.562,NA
116383,-3.3738,5,4.30689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,993.249,NA,NA
116671,-4.96623,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2634.504,NA,NA
116852,-3.97195,5,4.75764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3083.477,NA,NA
117114,-2.77817,5,4.78235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692.09,NA,NA
117238,-1.84037,5,4.89848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3468.52,NA,NA
117426,-3.14461,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2763.349,NA,NA
117590,-1.73849,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875.053,NA
117927,-2.61737,4.46801,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.473,NA,NA
118034,-0.864062,4.71542,4.71127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12835.648,NA,NA
118279,-1.38813,4.13032,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4822.304,NA,NA
118395,-0.86872,2.6148,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1387.282,NA,NA
118633,-0.479107,4.67816,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1229.659,NA,NA
118836,-0.79209,4.87301,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20144.127,NA,NA
119136,-1.02663,4.70018,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5600.446,NA,NA
119275,-0.253183,5,4.25252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1628.645,NA,NA,NA,NA
119497,-0.489985,5,4.61091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703.972,NA
119701,1.33509,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737.964,NA,NA,NA
119858,3.2668,4.1788,3.93004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.457,NA,NA,NA
120070,2.78887,4.38239,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.13,NA,NA,NA
120353,2.43189,3.6164,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.878,NA,NA
120406,4.2519,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5494.866,NA,NA
120666,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3692.967,NA
120958,4.91,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4355.257,NA
121034,2.18539,5,2.91615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.709,NA
121237,3.22898,5,4.84355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4118.55,NA,NA
121512,5,5,4.56736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1484.112,NA,NA,NA,NA
121706,5,4.31636,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5383.474,NA,NA
121822,5,5,4.46372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917.487,NA,NA
121989,5,4.72738,4.81495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7745.218,NA
122325,5,4.80782,3.46939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917.019,NA
122489,3.57358,3.49439,4.3318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.817,NA,NA,NA,NA
122556,4.31431,4.44088,4.72031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1072.363,NA,NA,NA,NA
122794,4.57077,2.83542,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433.91,NA
123077,4.61453,1.53462,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.537,NA
123289,5,0.497783,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1610.925,NA,NA
123427,4.68443,-0.792128,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11626.97,NA,NA
123635,5,-0.891329,4.89783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15399.603,NA,NA
123849,4.34778,-0.573732,4.63226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1417.831,NA
124087,5,-0.553844,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693.366,NA,NA,NA
124187,5,-0.857365,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11407.682,NA
124461,5,0.116972,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.814,NA,NA,NA,NA,NA,NA,NA,NA
124751,5,0.772785,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124870,4.72713,1.69956,4.02497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.701,NA,NA,NA
125024,4.00066,3.62124,4.87647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.807,NA,NA,NA,NA
125300,4.15578,4.71369,4.17223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1396.734,NA,NA,NA,NA
125476,5,4.19422,4.99249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3372.455,NA
125555,5,5,4.15838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4285.805,NA,NA
125843,5,4.65489,4.08951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003.654,NA,NA
126141,5,5,3.04716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.108,NA,NA
126222,5,5,1.14298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010.651,NA,NA
126468,5,5,2.19136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2058.043,NA,NA
126713,5,5,1.34925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2587.66,NA,NA
126943,5,4.11346,1.66156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546.384,NA,NA
127020,5,4.44501,-0.0101717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1286.762,NA,NA
127234,4.65164,2.19526,0.85595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755.762,NA,NA
127550,5,1.65509,2.05562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.976,NA,NA,NA,NA
127601,4.91512,1.97061,4.4055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654.483,NA,NA
127792,3.60669,1.13997,4.88491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.159,NA,NA
127959,4.36654,0.614324,3.95857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.656,NA,NA
128233,3.13571,0.902598,3.77019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.797,NA,NA
128383,3.22137,2.4253,4.12796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.102,NA,NA
128752,2.33819,3.94814,2.95616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.687,NA,NA
128921,1.5893,4.39076,2.84152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.797,NA,NA
129008,2.69915,5,4.40286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881.674,NA,NA
129239,3.21264,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2985.154,NA,NA
129487,3.44662,4.66103,4.97404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.596,NA,NA,NA
129574,2.52102,5,4.56927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.594,NA,NA
129761,1.34588,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2597.902,NA,NA
130012,1.46969,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1505.512,NA,NA
130354,0.0666949,4.34373,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1069.29,NA,NA
130485,-1.28913,4.23789,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5552.843,NA,NA
130703,-0.312301,4.41925,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2355.648,NA,NA
130891,0.226369,4.78014,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3088.315,NA,NA
131084,1.43826,5,4.85555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2540.148,NA,NA
131227,4.34251,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5089.066,NA,NA
131374,4.17077,4.54342,4.74159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.863,NA
131706,3.05089,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699.654,NA,NA
131918,3.72153,4.42192,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1164.038,NA,NA
131965,4.18292,4.10499,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1058.923,NA
132280,5,4.18009,4.49092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.954,NA,NA,NA,NA,NA,NA,NA,NA
132516,5,3.16887,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132716,4.62728,2.75243,4.96054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.103,NA,NA,NA,NA,NA,NA,NA,NA
132844,4.27852,0.959033,4.54657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77,NA,NA,NA,NA,NA,NA,NA,NA
133021,5,2.13412,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1804.889,NA,NA
133244,5,1.28907,3.97696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.431,NA,NA
133463,4.89999,2.26633,4.85737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4479.547,NA,NA
133719,4.51696,2.44738,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.985,NA,NA
133835,5,0.551457,4.83193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634.62,NA,NA
134015,5,1.54683,4.81612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.834,NA,NA
134230,4.36958,1.60773,4.84464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.957,NA,NA
134513,4.74108,1.28048,3.74078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037.122,NA,NA
134598,4.9055,2.19133,4.87524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3823.042,NA,NA
134903,5,2.41926,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927.512,NA,NA
135013,3.78911,1.14202,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.198,NA,NA
135261,3.19215,1.92759,4.71314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.054,NA,NA
135494,2.04701,2.40952,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.328,NA
135731,-0.0587018,4.82917,4.57695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1620.02,NA
135877,-0.783765,5,4.9647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14877.167,NA,NA
135970,-0.0670616,5,3.11013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1171.435,NA,NA
136239,-1.08642,5,4.7702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2706.555,NA,NA
136549,-2.50443,4.151,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1742.196,NA
136713,-0.912821,3.04228,4.22108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.003,NA,NA
136863,-1.22916,4.17469,2.98802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.745,NA,NA
137066,-1.94357,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5128.842,NA,NA
137344,-3.05084,5,4.5908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292.556,NA,NA
137458,-1.53743,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337.442,NA,NA,NA,NA
137658,-0.543318,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4665.955,NA,NA
137797,-0.617422,4.99306,4.42707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.62,NA,NA,NA
138036,-0.191205,5,4.22331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6208.443,NA,NA
138155,-1.304,5,4.05541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916.549,NA,NA
138407,-0.126687,5,4.19919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4096.136,NA,NA
