id,x0,x1,x2,fitness7,fitness7.5,fitness9.5,fitness9,fitness8.5,fitness8,fitness10,fitness6.5,fitness6,fitness5,fitness4.5,fitness4
151406,9.17645,7.80796,7.95119,NA,NA,NA,NA,NA,NA,NA,NA,0.267,NA,NA,NA
151757,7.16991,7.42023,8.0607,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152000,7.45335,7.54297,8.92436,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152123,6.73204,7.32579,9.47014,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152367,8.01253,6.94251,10.0801,NA,NA,NA,NA,NA,0.353,NA,NA,NA,NA,NA,NA
152451,7.54738,6.41462,7.98906,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152655,9.07228,6.11269,7.47579,NA,NA,NA,NA,0.216,NA,NA,NA,NA,NA,NA,NA
152907,8.96393,7.39383,7.67468,NA,NA,NA,NA,0.588,NA,NA,NA,NA,NA,NA,NA
153157,8.04141,7.74422,8.39725,NA,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA
153203,7.13282,7.8868,8.17067,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA
153537,7.4008,8.24691,7.58218,NA,NA,NA,NA,0.758,NA,NA,NA,NA,NA,NA,NA
153761,7.95323,8.03935,7.83492,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA
153987,7.22326,9.25538,7.39638,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154166,6.94537,7.80417,7.56965,NA,NA,NA,NA,NA,NA,NA,0.589,NA,NA,NA,NA
154324,7.26756,8.21085,6.56981,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154544,7.99369,8.98894,6.81113,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154671,8.23444,8.2023,7.7266,NA,NA,NA,NA,NA,NA,NA,0.599,NA,NA,NA,NA
154856,8.19668,7.54712,8.65089,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA
155066,7.75568,8.03531,8.61235,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.567,NA,NA
155214,7.8864,8.15855,8.95825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598,NA
155583,5.50511,7.5098,8.21669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435
155731,7.27615,7.56152,7.94347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878
155949,7.688,7.02338,8.74077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA
156125,8.13166,7.89066,8.30944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.889
156338,7.68904,8.2193,7.65115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.883,NA
156432,8.21257,7.51809,7.63342,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507,NA,NA
156646,7.42728,7.21058,7.39444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.723,NA
156837,7.41168,8.51805,7.71846,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157144,8.75522,7.99646,6.17433,NA,0.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157390,7.86956,8.21294,6.46147,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157575,8.29333,7.79042,8.57343,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157745,8.25982,7.04166,7.96189,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157988,8.55764,7.80981,6.21323,NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158069,7.76834,7.07459,5.72944,NA,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158280,7.25453,8.13085,5.64656,NA,0.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158509,7.85745,6.49888,4.57776,NA,NA,NA,NA,0.482,NA,NA,NA,NA,NA,NA,NA
158668,8.31707,8.9409,6.21067,NA,NA,NA,NA,0.247,NA,NA,NA,NA,NA,NA,NA
158912,7.39904,7.79314,6.50804,NA,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159152,6.73639,7.56323,7.84385,NA,NA,NA,NA,NA,NA,NA,0.513,NA,NA,NA,NA
159377,6.04406,8.38434,8.25256,NA,NA,NA,NA,NA,0.404,NA,NA,NA,NA,NA,NA
159403,4.0506,6.97736,6.86478,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA
159671,4.08957,7.22273,8.03091,NA,NA,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA
159991,4.58476,7.15291,7.55858,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA
160187,4.98673,8.09696,8.04166,NA,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160256,5.33279,8.41746,7.65732,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160598,7.58069,8.8242,6.62573,NA,NA,NA,NA,NA,0.512,NA,NA,NA,NA,NA,NA
160734,6.96953,9.02176,6.72589,NA,NA,NA,NA,NA,0.434,NA,NA,NA,NA,NA,NA
160951,6.42332,9.46406,7.74407,NA,NA,NA,NA,NA,NA,NA,-0.029,NA,NA,NA,NA
161128,6.98832,8.66652,8.63995,NA,NA,NA,NA,NA,0.565,NA,NA,NA,NA,NA,NA
161275,6.23677,8.83869,7.22044,NA,NA,NA,NA,NA,NA,NA,0.101,NA,NA,NA,NA
161533,6.21655,7.71967,7.61444,NA,NA,NA,NA,NA,0.568,NA,NA,NA,NA,NA,NA
161750,7.09308,7.93355,7.90263,NA,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161968,7.49687,7.11346,7.63015,NA,0.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162147,7.63417,6.21774,8.77186,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162232,8.44276,8.21102,7.68939,NA,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162445,8.69019,7.77624,7.7362,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA
162797,7.67196,7.06357,8.16061,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA
162941,7.66337,7.09579,7.38972,NA,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA,NA
163121,6.91441,7.58794,6.36095,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
163206,6.47258,7.1623,4.5215,NA,NA,NA,NA,NA,NA,0.092,NA,NA,NA,NA,NA
163509,5.46139,7.50022,4.3101,NA,NA,NA,0.237,NA,NA,NA,NA,NA,NA,NA,NA
163736,7.1856,9.09731,4.8493,NA,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163833,7.56937,8.55333,4.53607,NA,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164043,6.83579,7.84609,4.2958,NA,NA,NA,0.531,NA,NA,NA,NA,NA,NA,NA,NA
164379,6.893,8.06555,4.15673,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164489,6.54521,7.95396,4.6412,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164618,8.05089,7.32025,4.97935,NA,NA,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA
164969,7.40105,7.93158,5.27463,NA,NA,NA,NA,0.355,NA,NA,NA,NA,NA,NA,NA
165096,9.35623,7.34872,7.30789,NA,NA,NA,NA,NA,0.573,NA,NA,NA,NA,NA,NA
165361,8.72279,7.57405,6.63931,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165565,7.91933,8.36489,8.29426,NA,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA
165698,7.65581,7.46965,7.92317,NA,NA,NA,NA,NA,0.964,NA,NA,NA,NA,NA,NA
165820,7.23894,7.06385,7.97908,NA,NA,NA,NA,NA,NA,NA,0.605,NA,NA,NA,NA
166132,8.16569,7.73341,7.92747,NA,NA,NA,NA,NA,0.922,NA,NA,NA,NA,NA,NA
166340,8.09781,7.69449,7.09539,NA,NA,NA,NA,0.804,NA,NA,NA,NA,NA,NA,NA
166532,8.36549,8.57739,7.07386,NA,NA,NA,NA,0.614,NA,NA,NA,NA,NA,NA,NA
166649,7.24535,9.90621,7.89842,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA
166872,7.03402,8.74107,7.93811,NA,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167104,6.83031,7.68789,8.15854,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA
167284,7.87495,7.55079,7.31845,NA,0.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167496,8.2911,8.43778,8.3853,NA,NA,NA,NA,NA,NA,NA,0.453,NA,NA,NA,NA
167757,6.34824,8.28192,7.83545,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167990,7.38839,8.56604,7.46926,NA,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA
168046,7.7557,8.17848,7.68369,NA,NA,NA,NA,0.886,NA,NA,NA,NA,NA,NA,NA
168400,7.08933,8.53058,8.50099,NA,NA,NA,NA,NA,NA,NA,0.494,NA,NA,NA,NA
168480,7.00091,8.0469,9.06884,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168667,7.17706,7.2621,6.81372,NA,NA,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA
168983,7.61583,8.19182,7.40078,NA,NA,NA,NA,NA,0.894,NA,NA,NA,NA,NA,NA
169156,7.93572,7.91693,8.65216,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA,NA
169350,9.01802,8.38995,8.64446,NA,NA,NA,NA,0.375,NA,NA,NA,NA,NA,NA,NA
169544,9.0628,8.86058,7.11861,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA
169787,9.2666,6.98358,7.73761,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA
169814,8.33864,7.40202,7.50399,NA,NA,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA
170109,8.6606,7.06809,7.78197,NA,NA,NA,0.581,NA,NA,NA,NA,NA,NA,NA,NA
170215,7.77375,8.43451,8.29229,NA,NA,NA,0.649,NA,NA,NA,NA,NA,NA,NA,NA
170477,8.51509,8.3718,7.19906,NA,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA
170664,6.73621,7.67701,7.71783,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA
170884,5.65466,7.50948,7.61196,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171199,6.51391,7.48894,7.54002,NA,NA,NA,NA,NA,NA,NA,0.491,NA,NA,NA,NA
171367,7.90712,6.45954,8.56503,NA,NA,NA,NA,NA,0.517,NA,NA,NA,NA,NA,NA
171490,8.46575,7.06924,8.57273,NA,NA,NA,NA,NA,0.668,NA,NA,NA,NA,NA,NA
171756,8.29043,8.49715,8.30579,NA,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171868,7.13097,8.08878,8.43285,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172091,6.16074,7.40504,8.05503,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172269,4.16611,8.58032,7.80885,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172483,4.56691,7.71969,7.93833,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA,NA,NA
172658,3.9435,7.97582,8.36287,0.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172986,4.55264,7.08925,7.07166,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173181,3.98691,8.86464,7.18623,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173222,4.513,7.71631,7.988,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA
173448,3.82102,8.10933,7.0847,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA
173748,3.75518,8.42461,8.64614,0.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173834,7.17884,8.19134,7.60839,NA,NA,NA,NA,0.818,NA,NA,NA,NA,NA,NA,NA
174089,7.95931,8.6005,6.80721,NA,NA,NA,NA,0.585,NA,NA,NA,NA,NA,NA,NA
174285,8.94761,7.79811,7.01992,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174514,8.50763,7.32653,7.79231,NA,0.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174768,6.50291,7.63894,8.24045,NA,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA
174958,7.16549,7.9623,7.9658,NA,NA,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA
175155,7.53545,8.84111,7.63681,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175400,7.27173,8.87855,7.6088,NA,NA,NA,NA,NA,0.694,NA,NA,NA,NA,NA,NA
175411,7.03127,7.81565,8.21939,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA
175751,7.14137,7.55326,7.54766,NA,NA,NA,0.696,NA,NA,NA,NA,NA,NA,NA,NA
175985,7.52897,6.74522,8.04352,NA,NA,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA
176134,8.20328,5.66542,7.67848,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176300,8.74811,6.53581,8.38435,NA,NA,NA,NA,NA,0.469,NA,NA,NA,NA,NA,NA
176505,8.70481,6.62634,7.85964,NA,NA,NA,NA,NA,0.595,NA,NA,NA,NA,NA,NA
176648,8.55159,7.81997,7.94993,NA,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176859,7.43722,6.90945,7.76938,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177194,7.6748,7.85647,7.59311,NA,NA,NA,NA,NA,NA,NA,0.671,NA,NA,NA,NA
177398,7.78454,6.67662,7.7341,NA,NA,NA,NA,0.694,NA,NA,NA,NA,NA,NA,NA
177412,7.73758,7.47871,7.3235,NA,0.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177601,7.50735,7.80731,6.56236,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA
177848,6.7125,8.84604,7.41712,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA
178022,6.67398,8.28461,7.85522,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA
178393,7.36171,7.68735,7.30454,NA,NA,NA,NA,0.822,NA,NA,NA,NA,NA,NA,NA
178597,7.316,7.99127,8.20465,NA,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178741,8.09579,8.64962,9.36398,NA,NA,NA,NA,NA,NA,NA,0.196,NA,NA,NA,NA
178950,7.66694,6.72505,9.36122,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179031,7.29786,6.83347,7.35623,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA
179335,8.21524,6.54975,7.26058,NA,NA,NA,NA,NA,NA,NA,0.413,NA,NA,NA,NA
179437,8.76114,7.75347,6.80444,NA,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179767,9.67599,8.24809,7.5009,NA,NA,NA,NA,NA,0.517,NA,NA,NA,NA,NA,NA
179893,9.46952,8.43035,8.46973,NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180086,9.15357,8.02991,8.18424,NA,NA,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA
180308,7.75085,6.62846,8.21878,NA,NA,NA,NA,NA,0.663,NA,NA,NA,NA,NA,NA
180447,7.96605,8.37907,7.50808,NA,NA,NA,NA,NA,0.876,NA,NA,NA,NA,NA,NA
180763,7.26695,8.66732,6.8958,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180861,7.20414,6.71891,7.83955,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181128,6.89645,5.68432,8.3849,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA,NA,NA
181223,7.94011,7.42707,8.53897,NA,NA,NA,0.602,NA,NA,NA,NA,NA,NA,NA,NA
181522,8.73976,7.75414,6.52687,NA,NA,NA,NA,0.444,NA,NA,NA,NA,NA,NA,NA
181698,7.76334,7.68087,7.30117,NA,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA,NA
181914,7.92231,8.7586,7.45889,NA,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA
182078,6.57691,8.00708,8.08658,NA,NA,NA,0.454,NA,NA,NA,NA,NA,NA,NA,NA
182372,7.4573,8.62307,7.93806,NA,NA,NA,NA,NA,0.792,NA,NA,NA,NA,NA,NA
182542,7.30508,8.81125,8.19524,NA,NA,NA,NA,NA,0.702,NA,NA,NA,NA,NA,NA
182652,6.9945,9.40048,7.26094,NA,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182941,7.86862,7.88475,6.0682,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183159,9.14144,8.43087,8.01428,NA,NA,NA,NA,NA,0.565,NA,NA,NA,NA,NA,NA
183357,8.1931,10.1604,7.06638,NA,NA,NA,NA,NA,0.382,NA,NA,NA,NA,NA,NA
183596,9.24019,8.3854,7.37388,NA,NA,NA,NA,NA,0.572,NA,NA,NA,NA,NA,NA
183644,10.1007,8.38332,7.47255,NA,NA,NA,NA,0.355,NA,NA,NA,NA,NA,NA,NA
183957,8.65606,7.90777,8.4079,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA
184189,7.75978,8.32701,9.15265,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184281,6.86727,7.56654,8.38506,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184573,7.14594,7.69653,8.84293,NA,NA,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA
184659,7.04371,8.63835,7.08104,NA,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184964,7.91045,8.82396,7.60633,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185125,7.12437,8.2043,6.92237,NA,NA,NA,NA,NA,NA,NA,0.549,NA,NA,NA,NA
185326,8.39606,7.15477,6.26205,NA,NA,NA,NA,0.415,NA,NA,NA,NA,NA,NA,NA
185518,8.46928,7.69836,6.80478,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA
185612,9.1552,7.45544,7.81261,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA
185954,7.80385,7.84251,7.44345,NA,NA,NA,0.672,NA,NA,NA,NA,NA,NA,NA,NA
186063,7.3042,9.24583,7.03624,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA
186233,7.00394,8.08985,6.637,NA,NA,NA,NA,0.507,NA,NA,NA,NA,NA,NA,NA
186526,7.20978,8.68512,7.51962,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA
186690,7.95733,7.62086,7.46719,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA
186935,7.56862,8.05006,7.78869,NA,0.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187099,7.36401,8.40991,7.73994,NA,NA,NA,NA,NA,0.838,NA,NA,NA,NA,NA,NA
187314,7.78355,7.29174,7.09758,NA,0.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187492,7.06991,6.66791,7.89472,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187719,6.95762,6.65968,7.3818,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA
187906,8.3392,6.89875,7.40938,NA,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA
188002,7.23716,5.91827,7.13011,NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188265,8.1432,6.40474,8.5661,NA,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188452,6.88355,7.21684,8.16346,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188644,6.09527,7.73234,7.69508,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188992,7.47032,7.23804,7.65846,NA,0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189129,8.05647,8.41372,8.34591,NA,NA,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA
189279,7.25723,7.67299,7.73999,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA
189458,8.42135,8.56815,7.57189,NA,NA,NA,0.505,NA,NA,NA,NA,NA,NA,NA,NA
189677,8.13256,8.93063,7.72997,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189893,7.85837,8.64513,7.48982,NA,NA,NA,NA,0.767,NA,NA,NA,NA,NA,NA,NA
190094,7.24162,8.30751,7.91856,NA,NA,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA
190271,8.71164,7.90442,7.2038,NA,0.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190432,8.94737,8.70673,8.5552,NA,NA,NA,NA,NA,0.476,NA,NA,NA,NA,NA,NA
190609,8.34893,9.63711,9.12433,NA,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190828,7.97171,9.36296,8.64648,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191042,7.5644,9.92918,8.23334,NA,NA,NA,NA,NA,0.482,NA,NA,NA,NA,NA,NA
191263,8.65243,8.56701,7.33399,NA,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191542,7.31826,9.2431,7.07599,NA,NA,NA,NA,NA,0.524,NA,NA,NA,NA,NA,NA
191799,7.35395,9.07416,8.01717,NA,NA,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA
191846,6.90337,8.58358,8.63377,NA,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192136,7.47377,8.05069,7.63198,NA,NA,NA,NA,0.883,NA,NA,NA,NA,NA,NA,NA
192236,7.0035,7.73846,8.00714,NA,NA,NA,NA,0.782,NA,NA,NA,NA,NA,NA,NA
192555,7.07922,7.52394,7.88107,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA
192796,7.53018,7.86654,7.25177,NA,NA,NA,NA,NA,NA,0.494,NA,NA,NA,NA,NA
192980,7.02912,7.20698,7.57864,NA,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA
193171,7.48108,6.87164,6.82103,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA
193291,6.98626,7.43815,6.405,NA,NA,NA,NA,0.448,NA,NA,NA,NA,NA,NA,NA
193480,6.42967,7.6993,6.93308,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193701,7.12692,7.5411,6.85025,NA,NA,0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA
193848,7.97496,7.46517,6.89273,NA,NA,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA
194058,8.58591,7.96972,6.71592,NA,NA,NA,NA,0.541,NA,NA,NA,NA,NA,NA,NA
194241,6.84458,7.82279,7.50563,NA,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194571,7.36343,7.74407,6.88331,0.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194664,7.55717,8.02769,7.45618,NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194979,7.46393,7.8854,8.30721,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA
195076,8.25742,6.91743,7.53792,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA
195292,8.6429,8.63699,8.387,NA,NA,NA,NA,NA,0.587,NA,NA,NA,NA,NA,NA
195442,7.89328,8.5557,7.13704,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA
195737,7.83772,7.03624,8.1283,NA,NA,NA,0.668,NA,NA,NA,NA,NA,NA,NA,NA
195935,6.69737,8.32215,8.4803,NA,NA,NA,0.427,NA,NA,NA,NA,NA,NA,NA,NA
196024,6.45378,6.5383,8.2849,NA,NA,NA,NA,0.301,NA,NA,NA,NA,NA,NA,NA
196358,6.95047,7.95796,7.38486,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA
196450,7.26046,8.09729,6.07892,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196662,7.79556,7.67957,7.61296,NA,NA,NA,NA,NA,0.985,NA,NA,NA,NA,NA,NA
196998,8.44546,6.71896,8.3999,NA,NA,NA,NA,NA,0.592,NA,NA,NA,NA,NA,NA
197139,6.65096,6.08514,7.50672,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197245,6.9823,6.79419,7.57033,NA,NA,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA
197479,7.37473,8.0481,6.88049,NA,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA
197665,8.03426,8.75616,7.8287,NA,NA,NA,NA,0.685,NA,NA,NA,NA,NA,NA,NA
197866,7.33731,8.20941,7.4916,NA,NA,NA,0.622,NA,NA,NA,NA,NA,NA,NA,NA
198115,8.01677,7.79653,6.6419,NA,NA,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA
198272,7.67031,7.59591,6.08365,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA
198531,6.97966,7.90783,7.1032,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198645,7.26258,8.52052,7.425,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198955,8.11231,8.9845,8.40622,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199047,7.31805,8.59361,6.47822,NA,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199202,8.10061,8.1773,7.51611,NA,0.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199491,7.18563,7.52406,8.61488,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199684,8.07074,8.41286,10.1538,NA,0.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199996,7.77466,9.12141,9.51864,NA,NA,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA
