id,x0,x1,x2,fitness-0.5,fitness-1.5,fitness-3,fitness-2.5,fitness-2,fitness-3.5,fitness-4,fitness-1
185392,2.27264,2.06351,-3.61215,NA,NA,NA,NA,-31.013,NA,NA,NA
185473,2.21057,2.05613,-4.73319,NA,NA,-22.211,NA,NA,NA,NA,NA
185681,2.41502,2.39016,-4.86009,NA,NA,-32.52,NA,NA,NA,NA,NA
185853,1.9316,1.59318,-3.82225,NA,NA,NA,-8.922,NA,NA,NA,NA
186192,1.64703,2.21928,-4.57336,NA,NA,NA,-11.908,NA,NA,NA,NA
186325,1.4662,1.36365,-3.36408,NA,NA,NA,-37.126,NA,NA,NA,NA
186465,1.65835,2.17454,-4.42829,NA,NA,NA,NA,-16.889,NA,NA,NA
186788,2.37105,1.97748,-4.18559,NA,NA,NA,NA,NA,NA,NA,-58.797
186881,1.72232,0.941165,-4.94445,NA,NA,NA,-36.934,NA,NA,NA,NA
187011,1.77294,1.85841,-4.36231,NA,NA,NA,NA,-5.478,NA,NA,NA
187241,1.83199,1.12208,-4.27655,NA,NA,-21.535,NA,NA,NA,NA,NA
187490,0.793835,1.70498,-3.90449,NA,-58.833,NA,NA,NA,NA,NA,NA
187680,1.68112,1.65437,-4.98374,NA,NA,-16.141,NA,NA,NA,NA,NA
187951,1.50839,2.86936,-4.00925,NA,NA,NA,-39.76,NA,NA,NA,NA
188081,2.30801,1.79143,-4.72423,NA,NA,NA,NA,-25.192,NA,NA,NA
188364,1.31988,1.69698,-4.64223,NA,NA,NA,-10.387,NA,NA,NA,NA
188522,2.50851,1.7842,-4.09711,NA,NA,NA,-18.722,NA,NA,NA,NA
188646,2.20967,1.76956,-3.98134,NA,-33.617,NA,NA,NA,NA,NA,NA
188895,1.82323,1.73348,-4.65446,NA,NA,NA,NA,NA,-22.967,NA,NA
189126,1.60565,1.21793,-4.55217,NA,NA,-11.442,NA,NA,NA,NA,NA
189237,2.36476,1.82503,-4.57496,NA,NA,NA,-13.469,NA,NA,NA,NA
189600,1.66292,1.58005,-3.99869,NA,NA,NA,-3.742,NA,NA,NA,NA
189601,1.81641,2.3795,-4.32672,NA,NA,NA,NA,-17.983,NA,NA,NA
189893,2.71956,1.30915,-4.04187,NA,NA,NA,-30.972,NA,NA,NA,NA
190032,1.43682,1.09914,-4.79121,NA,NA,NA,-27.175,NA,NA,NA,NA
190349,1.12596,1.91999,-3.79583,NA,NA,NA,-23.213,NA,NA,NA,NA
190466,1.84808,1.76312,-4.95983,NA,NA,NA,NA,-23.83,NA,NA,NA
190674,2.02153,2.04178,-4.40778,NA,NA,NA,NA,-12.778,NA,NA,NA
190929,1.92828,1.71163,-4.6297,NA,NA,NA,-4.589,NA,NA,NA,NA
191168,2.34761,2.7729,-4.69146,NA,NA,NA,-40.115,NA,NA,NA,NA
191217,1.76801,1.72297,-3.9322,NA,NA,NA,NA,-8.043,NA,NA,NA
191600,1.17086,2.05227,-4.20739,NA,NA,NA,NA,-19.451,NA,NA,NA
191646,1.40082,2.29836,-4.82907,NA,NA,NA,-22.947,NA,NA,NA,NA
191983,2.3488,1.52491,-4.39717,NA,NA,NA,-11.29,NA,NA,NA,NA
192111,1.72186,2.69837,-3.86852,NA,NA,NA,NA,-34.726,NA,NA,NA
192288,1.79694,2.17105,-4.90101,NA,NA,-20.298,NA,NA,NA,NA,NA
192560,1.78585,1.02727,-4.75108,NA,NA,NA,NA,NA,-38.6,NA,NA
192768,1.863,1.77278,-3.49809,NA,NA,NA,-22.2,NA,NA,NA,NA
192883,1.88426,1.12917,-3.9715,NA,NA,-23.03,NA,NA,NA,NA,NA
193047,1.46592,1.67351,-3.97203,NA,NA,NA,NA,NA,-23.187,NA,NA
193263,1.29195,2.18519,-4.66373,NA,NA,NA,-18.656,NA,NA,NA,NA
193554,1.28395,1.07498,-4.91627,NA,NA,NA,-36.718,NA,NA,NA,NA
193741,2.03616,1.89674,-4.94057,NA,NA,NA,NA,-19.191,NA,NA,NA
193972,1.44757,2.00504,-4.41989,NA,NA,-10.65,NA,NA,NA,NA,NA
194194,1.94609,2.47442,-4.70751,NA,NA,NA,NA,-23.391,NA,NA,NA
194205,1.3049,1.69797,-4.39189,NA,NA,-18.351,NA,NA,NA,NA,NA
194415,2.54676,2.46268,-4.61834,NA,NA,NA,-33.174,NA,NA,NA,NA
194786,1.97718,2.23149,-3.61703,NA,NA,NA,NA,NA,-45.551,NA,NA
194872,1.97445,1.56907,-3.72336,NA,NA,NA,NA,-17.193,NA,NA,NA
195045,1.6004,1.34723,-3.68102,NA,NA,-19.862,NA,NA,NA,NA,NA
195233,2.06787,2.47731,-4.62837,NA,NA,NA,NA,-26.55,NA,NA,NA
195561,2.58399,3.05113,-3.89853,NA,-81.338,NA,NA,NA,NA,NA,NA
195613,1.64802,1.72455,-4.76184,NA,NA,-12.488,NA,NA,NA,NA,NA
195840,1.23112,1.40632,-4.44818,NA,NA,NA,NA,-16.319,NA,NA,NA
196061,1.79011,1.838,-4.26059,NA,NA,NA,NA,-11.467,NA,NA,NA
196320,1.41528,2.01001,-3.91257,NA,NA,NA,NA,-26.07,NA,NA,NA
196460,0.617383,1.85361,-3.83479,NA,-76.267,NA,NA,NA,NA,NA,NA
196793,1.68586,1.07719,-3.74042,NA,NA,NA,-28.582,NA,NA,NA,NA
196844,2.4039,2.56578,-4.59201,NA,NA,NA,-31.692,NA,NA,NA,NA
197035,1.6785,2.14055,-4.80675,NA,NA,-16.253,NA,NA,NA,NA,NA
197280,1.66537,3.04862,-4.99007,NA,NA,-55.287,NA,NA,NA,NA,NA
197423,2.23625,2.61124,-4.16861,NA,NA,NA,NA,NA,-41.761,NA,NA
197761,2.05097,1.69466,-4.40004,NA,NA,NA,-3.421,NA,NA,NA,NA
197860,1.87566,1.85338,-4.19201,NA,NA,NA,-4.486,NA,NA,NA,NA
198148,1.48815,1.41793,-4.14679,NA,NA,NA,-6.768,NA,NA,NA,NA
198254,1.36412,1.4515,-4.09414,NA,NA,NA,-8.72,NA,NA,NA,NA
198459,2.95484,1.3042,-4.72628,NA,NA,-43.319,NA,NA,NA,NA,NA
198760,1.96737,1.55493,-3.66836,NA,NA,NA,NA,-17.574,NA,NA,NA
198816,1.88983,1.92776,-4.68654,NA,-25.385,NA,NA,NA,NA,NA,NA
199015,1.96005,2.01631,-4.62204,NA,NA,NA,-8.73,NA,NA,NA,NA
199253,0.882595,2.09035,-4.29852,NA,NA,NA,-27.981,NA,NA,NA,NA
199406,1.04429,2.12528,-4.60972,NA,NA,NA,-23.192,NA,NA,NA,NA
199763,1.28246,1.52219,-3.48803,NA,NA,-33.065,NA,NA,NA,NA,NA
200000,1.3256,3.46267,-3.73258,NA,NA,NA,NA,NA,-96.223,NA,NA
