id,x0,x1,x2,fitness7.5,fitness8,fitness9,fitness7,fitness8.5,fitness9.5,fitness6.5,fitness10,fitness5.5,fitness4.5,fitness4,fitness5,fitness6,fitness2.5,fitness3,fitness3.5,fitness2,fitness0.5,fitness1,fitness1.5,fitness10.5
100716,8.14455,7.36133,8.23047,0.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100801,7.11526,8.52289,9.05295,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101074,7.50598,9.73748,9.87009,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101309,7.56245,9.02171,8.24827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189
101573,7.74193,8.51453,7.99666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.369
101646,6.42344,8.10206,7.86343,NA,NA,NA,NA,NA,NA,NA,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101916,5.79741,7.85825,8.06545,NA,NA,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102139,6.83306,6.15123,9.14534,NA,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102393,6.96329,4.48067,8.08752,NA,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102576,6.50313,3.06622,7.6678,NA,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102735,7.44178,2.75731,6.7119,NA,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102900,8.46387,3.87146,6.58951,NA,NA,NA,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103180,8.82208,2.48391,7.05543,NA,NA,NA,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103256,8.73559,2.79245,8.1633,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103587,8.55694,4.49014,8.31055,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103608,9.04267,4.01512,9.01059,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103849,9.34798,2.67644,9.20835,NA,NA,NA,-0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104037,8.4247,4.20242,8.31969,NA,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104221,9.98918,4.31501,7.56786,NA,NA,NA,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104437,8.46817,4.22904,8.13765,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104646,8.81739,4.19927,8.854,NA,NA,NA,NA,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104940,8.99775,3.75413,8.82072,NA,NA,NA,NA,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105087,8.37819,4.15463,8.93805,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105365,9.09032,5.57667,7.80023,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105597,8.3836,6.39967,7.85874,0.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105690,8.97529,6.4635,7.9683,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105865,10.0905,7.81806,8.87836,NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106090,9.54645,7.71524,7.9968,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106283,7.96282,7.50273,8.08646,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106532,8.23211,7.86777,8.1311,NA,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106611,7.85633,9.04794,7.58107,NA,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106939,9.74334,8.89611,8.54571,NA,NA,NA,NA,NA,NA,-0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107013,8.29321,8.33028,6.70235,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107235,7.68152,8.92597,6.53655,0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107474,7.34222,7.88837,6.6294,NA,NA,NA,NA,NA,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107725,7.70667,7.87224,7.20483,NA,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107811,7.48072,6.71371,6.76679,NA,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108003,8.26389,6.31621,7.63474,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108228,8.53101,8.51852,8.78292,NA,NA,NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108432,7.70924,8.49185,9.5373,NA,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108777,7.07958,9.35499,8.48632,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108804,7.38109,8.94417,8.88711,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109002,7.28001,9.24704,9.53823,NA,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109352,6.98104,8.82723,8.45027,NA,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109503,6.87263,8.74184,7.53606,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109749,7.20443,8.17559,7.08864,NA,NA,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109961,6.33874,7.66591,7.88769,NA,NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110164,6.93908,8.14216,8.57939,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110247,6.82827,7.36957,7.45158,NA,NA,NA,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110494,6.3671,7.38661,7.86959,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110717,6.07588,7.8416,6.54799,NA,NA,NA,NA,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110897,6.98541,7.93031,5.92516,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111078,6.27995,7.30617,3.64515,NA,NA,NA,NA,NA,NA,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111244,7.33907,8.27815,1.74672,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111408,8.86863,7.50061,2.3579,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111689,8.18082,7.93354,2.94207,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111899,7.50355,7.8319,2.38577,NA,NA,NA,NA,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112079,7.74566,7.62676,1.84236,NA,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112272,9.17803,8.23847,2.32245,NA,NA,NA,NA,NA,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112436,9.0555,8.05399,4.51393,NA,NA,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112738,9.41513,8.06402,4.2867,NA,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112876,9.95213,8.40466,4.46775,NA,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113146,9.54658,9.35514,3.87636,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113346,8.28693,8.23386,4.19557,NA,0.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113441,7.65526,8.96514,4.60703,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113718,6.87286,7.46357,3.84191,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113858,7.95672,7.04409,4.71606,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114169,8.27071,7.33006,7.76941,NA,NA,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114330,8.55065,8.41222,7.53017,NA,NA,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114543,7.83192,8.50282,5.56156,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114719,8.55446,8.25782,5.74654,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114994,8.40156,8.96377,6.53421,NA,NA,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115034,8.38326,8.87883,7.27462,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115363,8.66901,8.62067,7.25208,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115516,8.0499,7.09375,7.28762,NA,NA,NA,NA,NA,NA,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115730,8.80437,8.20727,6.93129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA
115997,8.65539,7.94965,8.11272,NA,NA,NA,NA,NA,NA,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116133,7.50933,8.64181,7.47979,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116271,8.34399,7.13941,5.98957,NA,NA,NA,NA,NA,NA,NA,-0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116476,8.12234,6.75128,8.1412,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116702,8.21018,7.17583,7.33032,NA,NA,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116998,8.79515,7.57557,6.54756,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117152,7.71883,7.34171,8.04281,NA,0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117266,8.15116,7.54679,8.28052,NA,NA,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117518,8.73108,8.05959,7.60331,NA,0.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117769,9.01179,8.01261,8.10815,0.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117822,8.23368,8.61361,7.76227,NA,NA,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118087,7.91312,9.02042,8.02014,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118211,6.80038,9.61397,7.24166,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118467,7.94295,9.13136,6.59158,NA,NA,NA,NA,NA,NA,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118606,7.92658,8.81826,6.25576,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118923,8.75253,8.5875,5.70522,NA,NA,NA,NA,NA,NA,-0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119069,8.80461,8.82388,6.27181,NA,NA,NA,NA,NA,NA,-0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119215,8.2732,7.04656,7.26316,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119524,7.64974,6.62379,6.92348,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119649,6.4188,6.33683,6.73526,NA,NA,NA,NA,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119807,5.19824,6.99294,7.00958,NA,NA,NA,NA,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120102,3.72218,6.93857,8.89287,NA,NA,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120326,2.64228,7.66866,9.84433,NA,NA,NA,NA,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120582,4.08537,7.39757,10.5,NA,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120637,2.46217,7.08744,9.86772,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120847,2.53268,6.75246,8.7352,NA,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121002,3.43299,7.93773,7.26866,0.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121218,4.29965,8.22623,7.40911,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121510,3.91111,6.86632,7.7806,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121652,4.19155,6.96668,8.31943,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121895,5.1186,6.74512,9.19027,NA,NA,NA,NA,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122060,5.30025,7.03909,8.58294,NA,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122357,4.9448,7.29456,8.15848,NA,NA,NA,NA,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122417,6.01049,8.29294,7.5142,NA,NA,NA,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122621,5.76962,7.40116,6.66986,NA,NA,NA,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122864,7.73126,8.34921,6.66955,0.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123183,6.72724,7.89288,6.47604,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123371,7.15148,8.26544,5.34988,NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123432,6.94277,8.00098,4.07422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485,NA,NA,NA,NA,NA
123707,7.52279,8.73708,6.04917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164,NA,NA,NA,NA,NA
123917,6.61928,8.21893,6.56646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA
124105,6.89058,8.02877,6.68724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274,NA,NA,NA,NA,NA
124365,6.40404,8.92815,7.14698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243,NA,NA,NA,NA
124475,7.48074,6.62459,6.15888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.061,NA
124611,7.05164,5.68464,4.40452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344,NA,NA
124906,7.4052,8.58017,5.18996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA
125123,6.52316,7.63884,4.5805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA
125232,5.95067,6.82208,4.45977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.105,NA,NA,NA
125405,5.34448,8.24989,4.35466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,NA,NA,NA,NA
125618,5.9873,8.12506,5.25489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,NA,NA,NA,NA
125944,5.99565,7.89943,5.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,NA,NA,NA,NA
126100,7.35625,7.67081,6.99514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.776,NA,NA,NA,NA,NA,NA,NA
126236,7.51928,6.96501,7.63216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395,NA,NA,NA,NA,NA,NA
126574,7.44638,6.80295,7.3626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA,NA
126628,6.83298,7.55279,8.21235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573,NA,NA,NA
126993,7.33852,7.74065,7.39529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.549,NA,NA,NA
127047,7.17183,6.7936,8.99091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383,NA
127228,5.35736,7.41004,8.19214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346,NA,NA,NA,NA
127458,4.59959,7.33376,8.20338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127610,4.85405,7.12277,8.55224,NA,NA,NA,NA,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127981,6.41096,7.83639,8.53136,NA,NA,NA,NA,NA,NA,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128021,6.67775,9.2412,7.93849,NA,NA,NA,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128380,7.21167,8.1076,6.49366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142,NA,NA,NA,NA,NA,NA,NA,NA
128511,7.49645,9.15587,6.59716,NA,NA,NA,NA,NA,NA,NA,NA,-0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128781,8.59438,8.4503,6.51112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA
128861,7.34799,8.31673,5.19737,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129170,7.57537,7.49306,5.9622,NA,NA,NA,0.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129315,7.5565,7.45238,3.10975,NA,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129484,7.60296,8.32539,4.80349,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129695,6.97892,7.35297,5.85764,NA,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129875,6.19477,7.46755,5.90221,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130036,6.49409,7.42878,7.19493,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130335,7.30232,9.44849,7.78328,NA,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130508,6.78964,8.59767,7.10314,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130608,6.76564,7.11326,7.6246,NA,NA,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130894,7.13428,9.21788,7.06044,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131144,7.69823,9.13358,6.5721,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131326,8.09408,7.63027,7.00604,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131458,8.28429,6.46393,8.43218,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131615,6.53104,7.98616,9.13791,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131954,6.514,7.96432,9.08055,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132131,7.96291,7.45697,8.32872,NA,0.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132213,7.07656,7.15813,9.13507,NA,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132424,6.56342,7.65575,9.46914,NA,NA,NA,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132627,6.59707,8.57037,7.56733,NA,NA,NA,NA,NA,NA,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132908,7.81438,7.71885,7.91804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA
133009,8.15174,8.49108,7.17206,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133234,6.60442,7.33814,7.55438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA
133438,6.26694,7.40586,6.75311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA
133756,6.55576,7.72947,6.12826,NA,NA,NA,NA,NA,NA,NA,NA,-0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133895,6.70572,7.77992,7.36735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299,NA,NA,NA,NA,NA,NA,NA,NA
134005,7.18556,7.09124,6.99563,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
