id,x0,x1,x2,fitness-1,fitness-2.5,fitness-3,fitness-2,fitness-4,fitness-3.5,fitness-1.5,fitness0.5
189510,2.09806,2.36374,-4.82384,NA,NA,-30.723,NA,NA,NA,NA,NA
189669,2.15796,1.5727,-5,NA,NA,NA,NA,NA,-43.209,NA,NA
189881,1.51497,1.64695,-5,NA,-16.801,NA,NA,NA,NA,NA,NA
190095,1.57522,1.69364,-4.25893,NA,NA,NA,-16.19,NA,NA,NA,NA
190234,1.66089,1.6047,-3.62676,NA,-18.396,NA,NA,NA,NA,NA,NA
190596,1.61174,1.77106,-5,NA,NA,-17.107,NA,NA,NA,NA,NA
190606,1.45131,2.60041,-3.68914,NA,NA,-36.511,NA,NA,NA,NA,NA
190935,1.96975,2.33001,-4.18515,NA,-15.279,NA,NA,NA,NA,NA,NA
191167,2.54081,0.982765,-4.49368,NA,-36.561,NA,NA,NA,NA,NA,NA
191259,1.91405,1.48565,-3.79595,NA,NA,NA,-16.901,NA,NA,NA,NA
191469,2.07145,1.88912,-4.47267,NA,-5.959,NA,NA,NA,NA,NA,NA
191673,1.36699,1.53024,-4.84831,NA,NA,-16.967,NA,NA,NA,NA,NA
191886,1.91459,1.34547,-4.42313,NA,-4.137,NA,NA,NA,NA,NA,NA
192057,2.21832,2.14495,-3.59924,NA,NA,NA,-34.763,NA,NA,NA,NA
192396,1.41968,1.47375,-4.55486,NA,-8.343,NA,NA,NA,NA,NA,NA
192542,1.47648,1.4731,-4.67293,NA,NA,NA,-19.468,NA,NA,NA,NA
192779,2.0886,1.37224,-4.46535,NA,NA,-20.147,NA,NA,NA,NA,NA
192906,1.8155,1.64107,-4.45866,NA,-1.553,NA,NA,NA,NA,NA,NA
193028,2.19211,2.29012,-4.83227,NA,-21.684,NA,NA,NA,NA,NA,NA
193237,1.55186,2.04335,-4.01769,NA,NA,NA,-17.713,NA,NA,NA,NA
193596,2.07768,2.40152,-4.21447,NA,-18.668,NA,NA,NA,NA,NA,NA
193768,2.30635,2.35152,-4.3349,NA,NA,-29.061,NA,NA,NA,NA,NA
193925,1.4569,2.02927,-4.90083,NA,-17.645,NA,NA,NA,NA,NA,NA
194018,1.52648,1.26166,-5,NA,NA,NA,-27.109,NA,NA,NA,NA
194216,1.99921,1.74628,-4.68527,NA,NA,-13.366,NA,NA,NA,NA,NA
194593,2.35695,1.35753,-4.59098,NA,NA,-19.955,NA,NA,NA,NA,NA
194794,1.77132,2.11268,-4.70522,NA,NA,-18.968,NA,NA,NA,NA,NA
194936,1.37188,2.06768,-5,NA,-23.223,NA,NA,NA,NA,NA,NA
195046,1.16486,1.87417,-4.50069,NA,NA,-17.788,NA,NA,NA,NA,NA
195296,1.64684,1.85367,-4.99241,NA,NA,-18.206,NA,NA,NA,NA,NA
195508,1.5841,1.7793,-4.83431,NA,-10.18,NA,NA,NA,NA,NA,NA
195630,1.64173,1.33959,-4.09379,NA,NA,NA,-7.837,NA,NA,NA,NA
195958,1.53621,1.18418,-4.36183,NA,-11.869,NA,NA,NA,NA,NA,NA
196013,1.55901,1.35929,-5,NA,NA,NA,-28.348,NA,NA,NA,NA
196379,1.84689,1.77083,-5,NA,-15.533,NA,NA,NA,NA,NA,NA
196456,2.17757,1.9201,-5,NA,-19.449,NA,NA,NA,NA,NA,NA
196772,0.987367,1.59076,-3.64165,NA,NA,NA,-39.747,NA,NA,NA,NA
196894,1.30929,1.70706,-4.27521,NA,NA,NA,-12.38,NA,NA,NA,NA
197004,1.80445,1.7777,-4.02239,NA,NA,-6.617,NA,NA,NA,NA,NA
197239,1.95382,2.0349,-4.68379,NA,-10.378,NA,NA,NA,NA,NA,NA
197494,1.66744,1.81748,-3.9972,NA,-5.223,NA,NA,NA,NA,NA,NA
197640,1.4081,1.64541,-4.27715,NA,-5.132,NA,NA,NA,NA,NA,NA
197908,1.45405,1.85912,-4.49012,NA,NA,-14.38,NA,NA,NA,NA,NA
198073,1.15943,1.69144,-4.77276,NA,-19.874,NA,NA,NA,NA,NA,NA
198208,1.57269,1.24089,-4.90948,NA,NA,NA,-24.73,NA,NA,NA,NA
198590,2.8215,1.4139,-4.58694,NA,-33.145,NA,NA,NA,NA,NA,NA
198624,1.95135,2.41108,-4.05268,NA,-19.092,NA,NA,NA,NA,NA,NA
198993,1.54865,1.56341,-5,NA,-16.823,NA,NA,NA,NA,NA,NA
199175,2.36185,2.09197,-5,NA,-25.655,NA,NA,NA,NA,NA,NA
199253,2.39608,2.73314,-5,NA,NA,NA,-50.221,NA,NA,NA,NA
199563,1.52859,2.33532,-4.80303,NA,-20.816,NA,NA,NA,NA,NA,NA
199707,1.47003,1.93269,-4.00467,NA,NA,NA,NA,NA,NA,-30.974,NA
199999,0.677479,3.57816,-2.93602,NA,NA,NA,NA,NA,NA,NA,-617.78
