id,x0,x1,x2,fitness7.5,fitness6,fitness7,fitness9.5,fitness8,fitness6.5,fitness9,fitness8.5,fitness4,fitness4.5,fitness2.5,fitness3.5,fitness3,fitness5,fitness10,fitness10.5,fitness5.5,fitness0.5,fitness1.5
108866,7.61853,6.77841,8.00297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317,NA,NA,NA,NA,NA,NA
109054,7.47966,7.43366,8.38838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772,NA,NA,NA,NA,NA,NA,NA
109244,6.53412,7.55191,9.15646,NA,-0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109585,7.30959,7.97694,10.1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,NA,NA
109757,7.0818,7.68205,10.5,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109831,7.32479,7.62197,10.39,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110010,5.73016,7.81293,7.87879,NA,NA,NA,NA,NA,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110297,6.24097,7.24045,8.11723,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110494,4.42658,7.22294,7.48055,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110755,4.79,7.6797,8.31628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195,NA,NA
110990,2.71346,8.01315,7.44837,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111026,3.41702,6.93705,9.2409,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111217,6.13709,7.06646,8.67836,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111514,6.07557,7.97814,9.22327,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111781,6.27468,7.52169,8.98265,NA,NA,NA,NA,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111982,6.0383,7.46565,8.35091,NA,NA,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112145,4.64193,8.19725,8.22346,NA,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112274,5.84097,7.44225,8.44033,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112574,6.17238,6.91263,8.16118,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112716,6.17959,8.34963,8.67781,NA,NA,NA,NA,NA,NA,NA,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112876,5.95903,8.34828,8.22826,NA,NA,NA,NA,NA,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113190,6.491,7.72964,8.34514,NA,NA,NA,NA,NA,NA,NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113239,6.86893,7.61975,10.1464,NA,NA,NA,NA,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113434,6.36901,8.49006,10.2625,NA,NA,NA,-0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113731,6.94767,8.39476,8.65655,NA,NA,NA,NA,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113915,7.4679,8.56315,9.92051,0.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114198,7.6369,8.82003,8.75579,NA,NA,NA,NA,NA,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114384,5.16427,9.48172,9.098,NA,NA,NA,NA,NA,NA,NA,-0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114504,4.90713,8.30802,9.47271,NA,NA,NA,NA,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114704,5.49024,7.06325,8.24212,NA,NA,NA,NA,NA,NA,NA,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114980,6.91914,7.52126,6.62799,NA,NA,NA,NA,NA,NA,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115028,6.06052,6.20591,7.9035,NA,NA,NA,NA,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115226,6.54537,6.11752,8.00005,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115526,7.76798,6.705,6.47595,NA,NA,NA,NA,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115702,8.35419,7.36763,7.76253,NA,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115919,7.84103,7.56555,6.90213,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116109,7.43205,7.93653,7.39635,NA,NA,NA,NA,0.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116383,7.4048,8.04864,6.91492,NA,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116574,7.18118,8.74322,7.12346,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116739,9.04438,8.46521,7.74729,NA,NA,NA,NA,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116905,7.13384,7.41252,7.78749,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA
117133,6.17088,7.55343,7.39397,NA,NA,NA,NA,NA,NA,NA,NA,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117230,6.35448,7.54159,6.72119,NA,NA,NA,NA,NA,NA,NA,NA,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117543,6.70747,8.56499,7.40506,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA
117632,6.63918,8.69256,7.2211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235,NA,NA,NA,NA,NA,NA,NA
117819,7.8092,6.42982,6.76531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191,NA,NA,NA,NA,NA,NA,NA
118022,7.4405,6.54083,7.20087,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA
118382,7.27363,7.27096,7.17329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA
118442,8.42765,6.26181,8.02112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA
118711,7.46386,7.5375,7.51903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481,NA,NA,NA,NA,NA,NA
118912,8.58462,7.97017,7.49872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,NA,NA,NA,NA,NA,NA
119105,8.52281,6.49944,9.17436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.192,NA,NA,NA,NA,NA,NA
119315,7.67247,7.49382,7.34548,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA,NA,NA
119520,9.5769,6.92152,7.40945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.239,NA,NA,NA,NA,NA
119788,7.29725,7.6338,7.4519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581,NA,NA,NA,NA,NA
119933,7.88307,8.08148,6.07978,NA,NA,NA,NA,NA,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120046,6.79023,8.18379,6.31087,NA,NA,NA,NA,NA,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120310,7.32314,7.92968,4.8523,NA,NA,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120518,9.24645,8.1285,5.1723,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120732,7.45021,8.55877,6.28676,NA,NA,NA,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120847,7.96302,8.15917,7.77927,NA,NA,NA,NA,NA,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121095,7.80835,9.30175,6.27563,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121249,8.78043,9.35717,6.47572,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121440,7.56703,8.54346,7.60317,NA,NA,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121650,7.05139,7.86291,7.11414,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121966,7.08608,8.03028,6.88565,NA,NA,NA,NA,NA,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122047,7.63821,8.60834,6.22562,NA,NA,NA,NA,NA,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122319,7.70206,6.68832,4.84232,NA,NA,NA,NA,NA,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122444,8.43495,7.71036,4.99409,NA,NA,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122722,5.92447,7.66493,6.84472,NA,NA,NA,NA,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122872,6.71542,7.22949,7.47589,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123116,7.07575,7.03998,8.8421,NA,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123204,7.71604,7.53155,7.38811,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123587,8.72852,8.00676,6.68696,NA,NA,NA,NA,NA,NA,NA,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123760,9.04307,7.6053,6.89219,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123873,8.86129,7.22961,7.2478,NA,NA,NA,NA,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124004,9.44503,7.24439,8.19682,NA,NA,NA,NA,NA,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124277,6.79874,7.61439,8.40755,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124456,7.18045,8.23383,7.19587,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124720,6.93316,8.07131,6.02018,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124976,5.93454,7.8107,7.12681,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125153,5.73215,7.57507,6.4954,NA,NA,NA,NA,NA,-0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125265,6.51057,7.17312,7.03415,NA,NA,0.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125573,7.86852,8.37093,7.23895,NA,NA,NA,NA,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125727,8.40183,8.59415,8.65594,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125890,7.56179,9.58299,8.63595,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126012,6.71534,7.85286,8.05137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341,NA,NA,NA,NA
126326,7.15267,7.69584,7.52348,NA,NA,NA,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126562,6.36721,7.15913,7.62937,NA,NA,NA,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126616,7.43527,6.87902,7.45881,NA,NA,NA,NA,NA,NA,NA,0.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126814,8.35563,6.84746,7.6056,NA,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127121,7.58657,8.61339,7.02868,NA,NA,NA,NA,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127271,6.52184,8.95554,7.3337,NA,NA,NA,NA,NA,NA,NA,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127542,6.25158,7.2256,7.10263,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127657,4.58,7.24406,8.2967,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127935,4.36651,7.71996,8.04482,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128004,4.55981,7.68925,9.41165,NA,NA,NA,NA,NA,NA,NA,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128208,4.57543,7.07515,8.91551,NA,NA,NA,NA,0.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128403,4.77331,6.94301,7.24068,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128604,5.76019,6.82546,6.78158,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128936,6.55695,7.24496,6.93994,NA,NA,NA,NA,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129124,7.78789,6.68964,8.88777,NA,NA,NA,NA,NA,NA,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129282,7.43401,7.79448,7.39178,NA,NA,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129531,7.77815,8.93143,7.3841,NA,NA,NA,NA,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129642,7.02807,8.94772,7.29354,NA,NA,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129957,6.62892,8.04562,7.09069,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130168,7.80156,6.54213,7.30754,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130315,7.24857,8.50056,6.24659,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130569,6.93447,7.49264,4.94924,NA,NA,NA,NA,NA,NA,NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130651,7.06465,6.46001,5.48932,NA,NA,NA,NA,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130929,6.42074,5.02523,7.05928,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131064,5.18652,4.00961,6.65023,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131239,4.22618,3.00539,6.97681,NA,NA,NA,NA,NA,NA,NA,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131521,4.8773,3.49087,6.54193,NA,NA,NA,NA,NA,NA,NA,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131792,5.69927,3.61682,6.82642,NA,NA,NA,NA,NA,NA,-0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131977,4.98981,4.52209,6.69803,NA,NA,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132120,5.25387,5.07876,9.05923,-0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132296,5.73399,6.4205,7.95914,NA,NA,NA,NA,NA,NA,NA,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132580,7.93627,5.78419,8.60174,NA,NA,NA,NA,NA,NA,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132679,7.04441,6.30075,8.78484,NA,NA,NA,NA,NA,NA,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132864,7.44508,7.27589,8.7057,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133140,6.30962,7.51615,8.97812,NA,NA,NA,NA,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133251,7.24421,7.74107,7.8002,NA,NA,0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133530,7.09899,9.49047,6.79601,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133625,7.52685,8.30484,6.57107,NA,NA,NA,NA,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133822,7.5276,6.84739,6.5229,NA,NA,NA,NA,NA,NA,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134142,7.73875,7.2243,7.13187,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134221,8.56896,7.5953,7.3363,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134459,6.25233,6.29063,6.55649,-0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134736,7.29633,7.51349,6.03054,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134946,6.4388,7.88521,7.94557,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135166,3.38516,8.48806,8.75519,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135238,5.02054,6.84248,7.61064,NA,NA,NA,NA,NA,NA,NA,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135437,6.37877,7.25078,7.54749,NA,NA,NA,NA,NA,NA,NA,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135615,7.23788,7.08996,6.85478,NA,NA,NA,NA,NA,NA,NA,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135949,8.23437,7.51724,6.78038,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136108,7.55824,5.71216,7.72536,NA,NA,NA,NA,NA,NA,NA,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136290,7.8826,7.53883,7.08672,NA,NA,NA,NA,0.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136505,8.52764,8.32566,5.77681,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136753,7.97215,8.79076,7.06,NA,NA,NA,NA,NA,NA,NA,0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136941,8.85426,9.0434,6.59668,NA,NA,NA,NA,NA,NA,NA,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137018,8.95396,8.94778,6.1638,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137236,9.46567,8.34755,6.77272,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137578,8.35488,7.60836,7.19073,NA,NA,NA,NA,NA,NA,NA,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137704,6.68654,8.46068,7.64595,NA,NA,NA,NA,0.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137845,7.70574,7.66106,6.20005,NA,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138009,7.57085,8.99267,6.56509,NA,NA,NA,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138280,6.60569,9.43127,7.06098,NA,NA,NA,-0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138466,6.95355,8.31729,7.86609,NA,NA,NA,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138609,5.61534,7.6869,8.0822,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138965,3.89311,8.60181,6.76025,NA,NA,NA,NA,NA,NA,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139162,4.97531,8.48598,7.56139,NA,NA,NA,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139362,5.05567,8.11119,7.12327,NA,NA,NA,NA,NA,0.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139589,5.7628,8.19598,7.28218,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139714,6.9418,8.04932,8.5172,NA,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139945,7.86686,6.58562,7.89295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.237,NA,NA
140090,7.27039,6.45295,7.90941,NA,NA,NA,NA,NA,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140283,8.30708,6.76293,8.03603,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140558,8.54524,7.35718,7.08573,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140761,7.85079,7.25773,6.68937,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140852,8.01122,7.31409,5.77633,NA,NA,NA,NA,NA,NA,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141059,6.93628,7.0367,7.84764,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141398,6.94449,7.8333,6.51535,NA,NA,NA,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141407,6.48642,7.62277,6.77303,NA,NA,NA,NA,NA,NA,NA,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141753,5.17397,7.59692,6.88669,NA,NA,NA,NA,NA,NA,0.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141920,6.73725,7.88492,7.11954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294,NA,NA,NA,NA
142083,7.62815,7.92932,6.80006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318,NA,NA,NA
142298,8.24359,7.95195,7.03403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336,NA,NA,NA
142454,7.26555,7.78364,6.77305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.293,NA,NA,NA,NA
142696,7.37036,9.05198,7.32089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194,NA,NA,NA,NA
142980,6.79245,9.184,8.48525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.065,NA,NA,NA,NA
143014,6.62736,8.72821,6.67447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.119,NA,NA,NA
143287,8.41606,7.87768,6.9024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266,NA,NA,NA
143477,7.84443,7.81853,5.6828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.005,NA,NA,NA
143676,7.05159,8.4302,7.81764,NA,NA,NA,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143843,6.65221,8.23373,7.39068,NA,NA,NA,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144045,7.21402,7.53102,7.93446,NA,NA,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144263,6.87138,6.76449,8.00469,NA,NA,NA,NA,NA,NA,NA,0.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144467,7.59236,7.13154,8.59493,NA,NA,NA,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144731,7.86315,7.63737,7.69757,NA,NA,NA,NA,NA,NA,NA,0.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144926,7.72114,7.8205,7.60491,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145027,8.0273,6.41235,7.20205,NA,NA,NA,NA,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
