id,x0,x1,x2,fitness0.5,fitness-0.5,fitness-1.5,fitness-1,fitness-2.5,fitness-2,fitness0,fitness1.5,fitness1,fitness2,fitness2.5,fitness5,fitness3.5,fitness4,fitness4.5,fitness3,fitness-3,fitness-4,fitness-3.5,fitness-4.5,fitness-5
97024,-0.22992,-1.43294,-2.9771,NA,NA,4592.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97383,-2.0576,-1.89975,-1.724,NA,NA,NA,971.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97448,-2.54778,-0.886565,-1.99194,NA,NA,NA,NA,NA,1127.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97613,-1.87683,-0.754151,-1.89628,NA,NA,1986.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97877,-0.703291,-0.874266,-1.95549,NA,NA,13234.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98118,-1.50381,-1.93196,-2.47104,NA,NA,2918.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98241,-1.63514,-1.956,-2.53032,NA,NA,1845.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98450,-2.61958,-1.16272,-2.51635,NA,NA,NA,165.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98687,-0.979765,-1.48965,-2.04328,NA,NA,NA,NA,NA,3282.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98932,-1.37961,-2.92766,-1.56989,NA,NA,3939.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99134,-1.44973,-3.07872,-2.4906,NA,NA,1424.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99260,-1.44885,-3.80961,-1.44144,NA,866.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99530,-0.869772,-2.63896,-0.295464,NA,NA,2016.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99624,0.140412,-2.53982,-0.550969,NA,138.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99815,0.444348,-0.0222219,-1.28702,NA,NA,NA,NA,NA,NA,1208.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100153,-0.838004,-0.892889,-1.63984,NA,9605.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100234,-0.584096,-0.42521,-2.47481,NA,NA,NA,NA,NA,NA,391.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100542,-0.69551,-0.793043,-0.834689,NA,NA,NA,NA,NA,NA,22258.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100672,0.886234,-0.139384,-0.564398,NA,NA,NA,NA,NA,NA,753.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100979,1.15114,-0.272683,-0.677183,NA,NA,NA,1707.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101134,0.0141034,0.212867,-1.2154,NA,NA,655.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101359,0.866612,0.943576,-1.15434,NA,NA,NA,NA,NA,109.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101578,0.450191,0.268175,-0.836109,NA,NA,NA,1040.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101673,1.14407,-0.916933,0.0386082,NA,391.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101994,1.946,-0.785171,-0.813896,NA,NA,NA,4995.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102052,0.303422,-0.851735,-0.393657,NA,NA,NA,2398.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102268,-1.4525,0.140237,-1.38088,NA,489.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102504,-1.55982,-0.767893,-0.750449,NA,NA,NA,NA,NA,3867.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102719,-2.17113,-0.744471,-0.42536,NA,NA,NA,1062.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102838,-0.284925,0.0396424,-1.39336,NA,1285.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103006,-1.6946,-0.75437,-1.93587,NA,677.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103398,-0.945342,-0.556684,-2.1807,NA,NA,2644.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103442,-1.0778,-0.357308,-4.09526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.922,NA,NA,NA,NA
103644,-0.501067,-0.118286,-4.10782,NA,NA,NA,NA,NA,259.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103939,-0.659656,-0.0858431,-2.92021,NA,NA,NA,NA,NA,720.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104005,-1.41344,-1.09815,-1.41862,NA,NA,2694.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104356,-2.06452,-1.51534,-1.48951,NA,NA,NA,6355.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104557,-2.43394,-0.679938,-1.48917,NA,NA,5170.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104763,-1.3845,0.428979,-0.821834,NA,NA,NA,8134.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104802,-1.49626,2.2271,-1.31968,NA,2640.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105123,-0.328597,3.56664,-1.63866,NA,NA,NA,461.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105207,-1.07291,4.33583,-1.42154,NA,NA,NA,2582.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105450,-0.917652,3.94722,-0.622669,NA,NA,NA,1859.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105745,-1.15141,4.75864,-0.14442,NA,NA,NA,NA,NA,440.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105839,0.346332,4.91018,-1.16457,NA,NA,NA,NA,382.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106133,0.000848989,4.81324,-1.38212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127.076,NA,NA,NA
106389,-0.556803,4.69602,-1.44432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825.477,NA,NA
106531,-1.89273,3.42851,-1.96734,NA,NA,NA,NA,206.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106766,-0.713263,4.16016,-1.22619,NA,4459.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106970,-1.78574,4.41777,-0.22538,NA,205.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107129,-1.41503,4.16604,-1.27356,NA,NA,NA,NA,NA,NA,4867.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107202,-2.0744,4.2733,-0.546735,NA,NA,772.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107585,-2.653,4.30664,-0.99237,NA,NA,NA,1247.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107749,-0.548347,4.87085,-1.72324,NA,NA,NA,989.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107824,0.213519,4.64043,-2.02944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.139,NA,NA,NA,NA
108019,-0.91667,3.64753,-2.17167,NA,NA,NA,200.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108288,-0.632537,4.75753,-1.47398,NA,NA,2723.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108563,-0.736943,4.19864,-1.41201,NA,13811.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108660,-1.38431,4.40779,-0.203792,NA,NA,NA,NA,1139.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108903,-1.47688,4.78272,-0.502784,NA,NA,472.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109054,-2.08864,2.29427,-0.277686,NA,1481.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109241,-0.78861,2.30425,-0.520554,NA,NA,NA,NA,NA,NA,1377.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109600,0.176465,1.7706,-0.764363,NA,NA,NA,149.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109659,0.841693,0.35581,-1.94953,NA,909.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109911,1.32127,-0.26668,-1.30237,NA,NA,NA,1452.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110051,-0.821147,-0.0605169,-1.87141,NA,NA,NA,2744.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110342,-0.710134,-0.22358,-0.321381,NA,NA,NA,NA,2448.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110537,-0.0860957,-0.293359,-0.067098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1214.757,NA,NA,NA,NA
110687,-0.838726,-0.186258,-1.6194,NA,NA,NA,NA,2421.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110820,-0.241624,-0.957091,1.19334,NA,NA,NA,NA,NA,362.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111058,0.044029,-1.59597,0.259824,NA,NA,787.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111233,-0.825299,-2.10685,0.225345,NA,NA,2494.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111590,-1.47089,-2.55995,-0.946529,NA,NA,NA,NA,1032.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111610,-1.49012,-3.48355,-1.4325,NA,NA,NA,NA,NA,2372.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111909,-1.44822,-1.15347,-2.07028,NA,NA,NA,880.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112164,-0.60243,-2.90065,-1.2211,NA,2185.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112338,-0.545342,-2.19899,-1.16631,NA,NA,NA,649.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112489,-0.472511,-2.3908,-2.90604,NA,84.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112661,-1.28507,-2.39025,-2.40165,NA,762.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112956,-1.4144,-1.10942,-1.92402,NA,NA,NA,NA,NA,362.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113152,-0.318473,0.180231,-0.74238,NA,NA,NA,1001.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113323,0.973672,-0.168212,-1.30129,NA,806.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113568,1.32586,0.233766,-0.851238,NA,NA,1334.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113693,0.926289,-0.598381,-1.9483,NA,NA,NA,NA,NA,611.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113835,1.38453,-0.848262,-1.58378,NA,NA,NA,5059.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114007,-0.718915,-1.45282,-1.4159,NA,NA,NA,3571.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114252,0.437221,-0.3651,-1.3362,NA,NA,NA,693.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114596,-0.555606,-2.47639,-1.54211,NA,NA,1362.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114702,0.208279,-0.650782,-1.07164,NA,169.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114914,-0.570161,0.102622,0.351253,NA,NA,NA,186.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115058,-0.59385,-0.520632,-0.796875,NA,NA,3948.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115385,-1.28104,-1.05151,-1.69447,NA,NA,881.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115566,-2.16248,-2.05328,-1.31651,NA,NA,NA,3527.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115641,-3.89106,-0.552722,-0.949483,NA,NA,NA,NA,NA,NA,1246.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115846,-3.53664,-0.739027,-0.717767,1631.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116152,-2.87696,-0.870251,-1.57458,799.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116267,-2.14605,-0.509164,-0.992257,NA,NA,907.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116525,-1.97378,-0.874557,0.295611,NA,NA,3132.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116760,-0.901575,-0.50434,1.22874,NA,NA,NA,NA,NA,NA,717.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116899,-0.916824,-1.53376,1.69102,NA,NA,NA,NA,NA,NA,2302.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117067,-1.45181,-2.15899,0.102623,NA,NA,NA,NA,NA,NA,314.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117336,-1.43352,-1.30751,-0.0218459,NA,1764.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117452,-1.36303,-1.92875,-0.221913,NA,NA,NA,NA,NA,NA,NA,NA,2082.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117606,-0.99099,-1.27113,-0.938041,NA,2414.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117979,-0.961397,-0.994216,-1.18676,1094.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118030,-0.429221,-0.333328,-1.62857,NA,NA,NA,NA,NA,321.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118274,-1.10039,0.0330899,-2.43246,NA,NA,NA,NA,54.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118596,-1.23666,-0.71322,-0.859115,NA,NA,NA,NA,NA,5434.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118793,-1.22926,-1.79177,-0.962979,NA,NA,NA,NA,NA,404.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118827,-0.96862,-2.9085,-0.912539,NA,NA,2107.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119169,-1.64831,-2.63873,-3.16955,NA,NA,NA,225.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119206,-2.13043,-3.03087,-2.51818,NA,NA,NA,833.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119559,-0.729727,-3.43382,-1.37994,NA,NA,4102.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119643,-0.607091,-2.41736,-2.48219,NA,NA,592.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119989,-0.722515,-2.92902,-3.10677,NA,NA,NA,748.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120073,-1.39082,-2.99143,-3.31401,NA,NA,NA,NA,92.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120277,-0.931487,-2.50963,-1.96407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895.962,NA,NA,NA,NA
120441,-1.95117,-0.143033,-1.70682,NA,NA,NA,NA,409.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120780,-1.75518,-0.220516,-3.06368,NA,NA,241.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120850,-0.782345,-0.171107,-1.67479,NA,NA,6421.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121191,-1.58564,-0.364936,-2.85811,NA,NA,968.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121325,-1.55566,-0.305693,-2.63862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.08,NA,NA,NA
121450,0.0778436,-0.0357205,-2.1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.363,NA,NA
121679,-0.935379,-1.50052,-1.46506,NA,NA,NA,NA,2878.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121937,-1.99868,-1.416,-0.283384,NA,NA,NA,2628.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122003,-1.70262,-0.88719,-2.07108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.338,NA,NA,NA,NA
122358,-1.38509,-1.2593,-1.74793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.029,NA,NA,NA,NA
122500,-0.307285,0.19362,-1.04372,NA,NA,NA,NA,NA,463.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122610,-0.539147,-0.181842,-0.906406,NA,NA,NA,NA,NA,2303.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122815,-2.48762,-0.297991,-2.16374,NA,NA,NA,NA,341.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123088,-2.67873,-0.34627,-0.232295,NA,NA,NA,NA,NA,251.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123220,-3.35971,-0.265451,-1.06931,NA,NA,428.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123420,-2.96124,-1.26364,0.800577,NA,NA,690.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123772,-1.57332,-0.397224,-1.12891,NA,NA,NA,NA,NA,88.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123914,-3.61747,1.32968,-0.0914041,NA,NA,410.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124086,-3.98255,0.00842602,-0.607091,NA,904.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124365,-4.97362,-0.644632,-1.43318,NA,4768.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124409,-4.99664,-1.05297,-0.282306,NA,NA,NA,888.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124699,-4.41488,0.375832,-0.627299,NA,NA,NA,1221.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124894,-4.96192,-0.52234,-0.385752,NA,NA,NA,217.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125179,-2.85059,-1.41639,-2.63077,NA,NA,784.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125384,-2.95352,-2.02698,-1.97335,NA,NA,NA,NA,NA,NA,1022.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125510,-1.78802,-0.815388,-1.29093,405.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125782,-0.64453,-0.574858,-1.00249,NA,NA,6880.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125822,-0.312583,-0.09351,-0.746661,NA,NA,4438.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126027,-0.794978,-2.00975,-0.718429,NA,NA,15337.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126279,-0.978881,-1.21121,-1.49161,NA,NA,4296.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126540,-0.366514,0.691388,-1.64584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.976,NA,NA,NA,NA
126798,-0.964579,-1.06969,-3.5458,NA,NA,NA,NA,NA,562.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126990,-0.559351,-1.58421,-2.14927,NA,NA,NA,NA,NA,1202.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127157,-0.662591,-0.806775,-2.79943,NA,NA,NA,NA,619.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127324,-1.17589,-1.32211,-1.59924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779.708,NA,NA,NA,NA
127539,-0.701133,-0.618742,-1.27519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075.33,NA,NA,NA,NA
127602,-2.96121,0.0489685,-0.98364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.245,NA,NA,NA,NA
127841,-3.38428,-0.0480898,0.784623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.921,NA,NA,NA,NA
128190,-2.70913,-1.49068,1.73218,NA,NA,NA,252.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128376,-2.9315,-2.93734,-0.64396,NA,NA,1140.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128420,-4.02393,-2.00691,-0.794342,NA,NA,2216.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128610,-2.65058,0.479739,-0.881229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.545,NA,NA,NA,NA
128862,-3.24876,-0.755407,0.368979,NA,NA,304.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129170,-0.777195,-0.309794,-0.914763,NA,12492.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129369,-1.34176,-0.294583,0.242069,NA,NA,3153.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
