id,x0,x1,x2,fitness-2.5,fitness-4,fitness-3,fitness-3.5,fitness-2,fitness-1.5,fitness-4.5,fitness-1,fitness-0.5,fitness-5
167767,1.29891,2.06576,-4.55906,-13.752,NA,NA,NA,NA,NA,NA,NA,NA,NA
167812,1.61916,1.81185,-3.71195,NA,NA,NA,NA,-27.301,NA,NA,NA,NA,NA
168126,1.91832,2.16644,-4.14157,-10.851,NA,NA,NA,NA,NA,NA,NA,NA,NA
168319,2.21739,1.41026,-5,NA,NA,NA,NA,-27.843,NA,NA,NA,NA,NA
168439,2.61845,1.34214,-5,NA,NA,NA,NA,-40.793,NA,NA,NA,NA,NA
168734,2.06133,0.663185,-5,NA,NA,NA,NA,-73.129,NA,NA,NA,NA,NA
168917,2.22228,2.02194,-4.57776,NA,NA,NA,NA,-19.07,NA,NA,NA,NA,NA
169160,1.00865,1.67474,-5,NA,NA,NA,NA,-39.159,NA,NA,NA,NA,NA
169343,1.26095,1.62797,-5,NA,NA,NA,NA,-36.206,NA,NA,NA,NA,NA
169432,1.36411,1.08148,-4.98808,NA,NA,NA,NA,NA,-65.043,NA,NA,NA,NA
169641,1.92896,1.39416,-5,NA,NA,NA,NA,NA,-34.11,NA,NA,NA,NA
169818,2.80556,1.55914,-5,NA,NA,NA,NA,NA,-64.94,NA,NA,NA,NA
170168,2.26795,0.969806,-4.6659,NA,NA,NA,NA,-33.509,NA,NA,NA,NA,NA
170280,1.97729,1.09713,-3.78531,NA,NA,-32.613,NA,NA,NA,NA,NA,NA,NA
170410,1.43905,0.645481,-4.90464,NA,NA,-65.933,NA,NA,NA,NA,NA,NA,NA
170617,1.9526,1.52849,-5,NA,-49.682,NA,NA,NA,NA,NA,NA,NA,NA
170870,2.18382,1.03156,-5,NA,NA,NA,-50.77,NA,NA,NA,NA,NA,NA
171078,2.11535,1.35625,-4.82001,-15.359,NA,NA,NA,NA,NA,NA,NA,NA,NA
171242,0.969992,1.47419,-4.20577,NA,NA,NA,-38.791,NA,NA,NA,NA,NA,NA
171428,2.68051,2.27002,-4.29781,NA,NA,-42.601,NA,NA,NA,NA,NA,NA,NA
171638,2.94813,1.5179,-5,NA,NA,NA,-67.59,NA,NA,NA,NA,NA,NA
171860,1.58311,2.14737,-4.48226,NA,NA,NA,NA,-17.123,NA,NA,NA,NA,NA
172088,1.57487,2.15519,-4.81489,-15.313,NA,NA,NA,NA,NA,NA,NA,NA,NA
172292,1.40757,3.24021,-5,NA,NA,NA,NA,-72.675,NA,NA,NA,NA,NA
172506,2.00171,1.52032,-4.9857,-16.546,NA,NA,NA,NA,NA,NA,NA,NA,NA
172737,2.18409,1.94069,-4.70407,NA,NA,NA,NA,-22.588,NA,NA,NA,NA,NA
172988,2.60017,1.01777,-4.21414,NA,NA,-41.643,NA,NA,NA,NA,NA,NA,NA
173042,2.95056,1.45996,-3.92316,-42.829,NA,NA,NA,NA,NA,NA,NA,NA,NA
173258,3.55189,2.50532,-5,-93.716,NA,NA,NA,NA,NA,NA,NA,NA,NA
173515,2.76527,2.16407,-4.53832,NA,NA,NA,NA,-33.526,NA,NA,NA,NA,NA
173738,1.19839,2.39949,-3.88029,NA,NA,-29.483,NA,NA,NA,NA,NA,NA,NA
173845,1.66411,1.6986,-4.10471,NA,-47.751,NA,NA,NA,NA,NA,NA,NA,NA
174096,1.61302,0.63903,-5,NA,NA,-66.181,NA,NA,NA,NA,NA,NA,NA
174311,1.40652,0.682096,-5,NA,NA,NA,NA,-83.762,NA,NA,NA,NA,NA
174475,2.20338,1.63396,-5,NA,NA,-19.469,NA,NA,NA,NA,NA,NA,NA
174747,2.30998,1.48403,-4.63608,-13.154,NA,NA,NA,NA,NA,NA,NA,NA,NA
174991,0.961126,1.41474,-3.81319,-37.568,NA,NA,NA,NA,NA,NA,NA,NA,NA
175134,1.44264,1.65088,-3.3448,NA,NA,NA,NA,NA,NA,NA,-79.922,NA,NA
175380,1.55399,1.34856,-4.83516,NA,NA,NA,NA,NA,NA,NA,NA,-118.775,NA
175559,1.66455,2.19643,-4.22492,NA,NA,NA,NA,NA,NA,NA,NA,-83.328,NA
175677,1.95078,2.03469,-3.53881,NA,NA,NA,NA,NA,-56.89,NA,NA,NA,NA
175888,2.13867,2.24377,-3.74093,NA,NA,NA,NA,NA,-42.055,NA,NA,NA,NA
176090,1.03449,1.58381,-4.02542,NA,NA,NA,NA,-31.58,NA,NA,NA,NA,NA
176214,1.70342,1.98568,-3.63354,-18.137,NA,NA,NA,NA,NA,NA,NA,NA,NA
176528,1.89358,2.58589,-4.37259,NA,NA,-28.897,NA,NA,NA,NA,NA,NA,NA
176697,2.61182,1.58603,-4.66772,NA,NA,NA,NA,-28.463,NA,NA,NA,NA,NA
176932,2.21585,1.04481,-5,NA,NA,-36.48,NA,NA,NA,NA,NA,NA,NA
177023,1.67765,1.55657,-4.3926,NA,NA,-9.748,NA,NA,NA,NA,NA,NA,NA
177391,1.25709,1.9438,-4.38614,NA,NA,-14.356,NA,NA,NA,NA,NA,NA,NA
177482,2.02851,1.21799,-4.87104,NA,NA,NA,-40.261,NA,NA,NA,NA,NA,NA
177624,2.13038,1.59649,-5,NA,NA,NA,-46.264,NA,NA,NA,NA,NA,NA
177922,1.22092,1.70228,-5,NA,NA,-27.867,NA,NA,NA,NA,NA,NA,NA
178159,0.77449,1.58367,-5,NA,NA,-53.886,NA,NA,NA,NA,NA,NA,NA
178320,1.29568,2.58541,-5,-37.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
178562,1.99634,3.69014,-4.61515,-92.848,NA,NA,NA,NA,NA,NA,NA,NA,NA
178724,3.05904,1.60077,-5,NA,NA,NA,-78.975,NA,NA,NA,NA,NA,NA
178966,1.29384,1.8947,-5,NA,NA,NA,-49.023,NA,NA,NA,NA,NA,NA
179024,1.51177,2.06942,-4.87257,NA,NA,-26.381,NA,NA,NA,NA,NA,NA,NA
179384,1.7284,2.33007,-4.85274,NA,NA,NA,-49.929,NA,NA,NA,NA,NA,NA
179537,0.663271,2.11942,-5,-47.747,NA,NA,NA,NA,NA,NA,NA,NA,NA
179697,1.50326,1.93969,-5,NA,NA,-20.508,NA,NA,NA,NA,NA,NA,NA
179973,0.202192,1.6915,-5,NA,NA,NA,NA,NA,NA,-132.66,NA,NA,NA
180007,1.04153,2.11623,-5,NA,NA,-38.968,NA,NA,NA,NA,NA,NA,NA
180380,0.653394,3.38868,-4.46599,NA,NA,-101.148,NA,NA,NA,NA,NA,NA,NA
180500,1.6908,1.54223,-4.02642,-4.697,NA,NA,NA,NA,NA,NA,NA,NA,NA
180615,1.86668,1.93921,-3.60903,NA,-65.633,NA,NA,NA,NA,NA,NA,NA,NA
180989,-0.0820632,2.73836,-3.66663,-118.008,NA,NA,NA,NA,NA,NA,NA,NA,NA
181007,0.607348,3.04665,-3.41301,NA,NA,-98.976,NA,NA,NA,NA,NA,NA,NA
181337,1.06285,2.76557,-4.46598,NA,NA,NA,NA,-44.33,NA,NA,NA,NA,NA
181480,3.1076,3.05072,-4.61038,NA,NA,NA,-107.382,NA,NA,NA,NA,NA,NA
181669,1.21576,3.59978,-4.74409,NA,NA,NA,NA,NA,-114.556,NA,NA,NA,NA
181955,1.87503,2.38008,-3.9852,NA,NA,NA,NA,-20.007,NA,NA,NA,NA,NA
182182,1.55842,2.24875,-3.4718,NA,NA,NA,NA,-39.645,NA,NA,NA,NA,NA
182249,0.294996,2.7571,-3.00999,NA,NA,NA,NA,-134.859,NA,NA,NA,NA,NA
182457,0.498036,2.25015,-4.53972,NA,NA,NA,NA,NA,NA,NA,-87.425,NA,NA
182660,1.29161,1.27724,-5,-29.963,NA,NA,NA,NA,NA,NA,NA,NA,NA
182828,2.64686,2.54152,-4.8863,-43.984,NA,NA,NA,NA,NA,NA,NA,NA,NA
183128,2.4628,2.204,-4.32066,NA,NA,-27.474,NA,NA,NA,NA,NA,NA,NA
183393,1.79774,1.98289,-4.89142,-12.831,NA,NA,NA,NA,NA,NA,NA,NA,NA
183446,1.54813,1.51924,-5,NA,NA,NA,NA,NA,-39.258,NA,NA,NA,NA
183619,-0.193379,1.65762,-4.8974,NA,NA,NA,NA,NA,-133.36,NA,NA,NA,NA
183904,0.848831,1.8026,-4.731,NA,NA,-35.797,NA,NA,NA,NA,NA,NA,NA
184109,1.17255,2.70565,-5,-45.408,NA,NA,NA,NA,NA,NA,NA,NA,NA
184208,1.66325,2.79069,-5,NA,NA,NA,NA,NA,-60.457,NA,NA,NA,NA
184407,2.28292,2.3758,-5,NA,NA,NA,NA,NA,NA,NA,-68.537,NA,NA
184630,1.36128,1.2373,-4.381,NA,NA,NA,NA,NA,-40.413,NA,NA,NA,NA
184846,1.8106,0.807772,-5,-50.658,NA,NA,NA,NA,NA,NA,NA,NA,NA
185076,0.959015,1.32034,-4.27617,NA,NA,NA,NA,NA,-60.01,NA,NA,NA,NA
185257,2.09285,2.60687,-4.28838,NA,NA,NA,NA,-29.304,NA,NA,NA,NA,NA
185553,1.06872,1.98462,-4.56368,NA,NA,-26.361,NA,NA,NA,NA,NA,NA,NA
185687,1.79545,2.65133,-5,-35.108,NA,NA,NA,NA,NA,NA,NA,NA,NA
185835,1.91119,2.34677,-5,NA,NA,NA,NA,-30.303,NA,NA,NA,NA,NA
186134,2.6143,1.98148,-5,NA,NA,NA,NA,-34.563,NA,NA,NA,NA,NA
186280,1.47468,2.23979,-5,NA,NA,-30.095,NA,NA,NA,NA,NA,NA,NA
186427,2.17457,1.92495,-4.70793,NA,NA,-12.906,NA,NA,NA,NA,NA,NA,NA
186614,3.34539,1.74963,-5,NA,NA,NA,-78.279,NA,NA,NA,NA,NA,NA
186806,3.83242,0.909643,-4.80325,NA,NA,-114.394,NA,NA,NA,NA,NA,NA,NA
187062,2.60253,1.11534,-5,NA,NA,NA,NA,NA,-62.643,NA,NA,NA,NA
187392,2.85956,1.76549,-4.80732,-36.426,NA,NA,NA,NA,NA,NA,NA,NA,NA
187478,1.42365,2.77812,-5,NA,NA,NA,NA,-44.445,NA,NA,NA,NA,NA
187669,2.8993,2.78854,-5,NA,NA,-72.945,NA,NA,NA,NA,NA,NA,NA
187909,1.98124,2.60783,-4.53339,NA,NA,NA,-44.453,NA,NA,NA,NA,NA,NA
188167,2.0408,2.49574,-5,NA,NA,NA,-43.651,NA,NA,NA,NA,NA,NA
188321,1.43881,1.83062,-4.14569,NA,NA,NA,-34.136,NA,NA,NA,NA,NA,NA
188506,1.66687,0.833566,-4.37886,-32.717,NA,NA,NA,NA,NA,NA,NA,NA,NA
188755,2.65457,1.12771,-3.76797,-43.248,NA,NA,NA,NA,NA,NA,NA,NA,NA
188952,2.45345,2.17937,-3.59172,NA,NA,NA,NA,-40.901,NA,NA,NA,NA,NA
189121,2.61205,0.965458,-4.05566,-40.382,NA,NA,NA,NA,NA,NA,NA,NA,NA
189317,1.96165,1.60933,-4.80123,NA,NA,-15.851,NA,NA,NA,NA,NA,NA,NA
189517,1.95505,1.03991,-5,NA,NA,-38.107,NA,NA,NA,NA,NA,NA,NA
189646,2.8501,1.77988,-4.67309,-33.352,NA,NA,NA,NA,NA,NA,NA,NA,NA
189920,1.43881,2.23408,-5,NA,NA,NA,NA,-27.108,NA,NA,NA,NA,NA
190031,2.07125,2.24536,-4.87154,NA,NA,NA,NA,-24.56,NA,NA,NA,NA,NA
190205,2.50559,1.57936,-4.70659,NA,NA,NA,-37.999,NA,NA,NA,NA,NA,NA
190512,3.03278,1.63615,-5,NA,NA,-52.883,NA,NA,NA,NA,NA,NA,NA
190656,1.87768,2.44606,-4.55167,NA,NA,-24.198,NA,NA,NA,NA,NA,NA,NA
190948,2.23593,1.41918,-4.45442,NA,NA,-16.741,NA,NA,NA,NA,NA,NA,NA
191066,2.03653,1.59034,-4.15592,-4.841,NA,NA,NA,NA,NA,NA,NA,NA,NA
191201,2.82118,1.38696,-5,-40.998,NA,NA,NA,NA,NA,NA,NA,NA,NA
191598,1.27782,1.46853,-5,NA,NA,NA,NA,-31.717,NA,NA,NA,NA,NA
191646,2.41264,1.34969,-5,NA,NA,-32.869,NA,NA,NA,NA,NA,NA,NA
191871,1.87505,2.15734,-5,-19.862,NA,NA,NA,NA,NA,NA,NA,NA,NA
192047,1.46927,1.92854,-5,NA,NA,NA,NA,NA,-37.754,NA,NA,NA,NA
192252,1.9275,1.98334,-5,NA,NA,NA,NA,-18.387,NA,NA,NA,NA,NA
192585,2.26929,0.830752,-5,NA,NA,NA,NA,NA,-73.332,NA,NA,NA,NA
192716,1.72257,1.50386,-4.86268,NA,NA,NA,NA,NA,-30.785,NA,NA,NA,NA
192943,1.44817,1.16905,-5,NA,NA,NA,NA,-48.663,NA,NA,NA,NA,NA
193047,1.43062,1.67473,-5,-20.343,NA,NA,NA,NA,NA,NA,NA,NA,NA
193204,0.669956,1.77914,-3.65561,-51.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
193548,1.54503,1.82589,-4.3738,NA,NA,-12.031,NA,NA,NA,NA,NA,NA,NA
193669,1.62606,2.51416,-5,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
193935,1.76705,1.89832,-5,-15.787,NA,NA,NA,NA,NA,NA,NA,NA,NA
194193,2.09235,1.21084,-4.56722,NA,NA,NA,NA,NA,-30.177,NA,NA,NA,NA
194326,0.654618,1.85457,-4.1228,NA,NA,NA,NA,-44.439,NA,NA,NA,NA,NA
194573,0.662754,2.5557,-5,-57.587,NA,NA,NA,NA,NA,NA,NA,NA,NA
194616,0.947698,1.54318,-5,NA,NA,NA,-65.048,NA,NA,NA,NA,NA,NA
194863,1.59201,1.36518,-4.91146,NA,NA,NA,NA,NA,-40.617,NA,NA,NA,NA
195099,1.59987,2.21586,-4.54878,-13.109,NA,NA,NA,NA,NA,NA,NA,NA,NA
195213,0.748251,2.31461,-4.55355,-38.792,NA,NA,NA,NA,NA,NA,NA,NA,NA
195559,1.01111,2.54235,-3.6215,NA,-90.072,NA,NA,NA,NA,NA,NA,NA,NA
195714,1.22309,1.6611,-3.35423,NA,NA,NA,-54.363,NA,NA,NA,NA,NA,NA
195985,0.988763,1.47164,-3.97189,NA,NA,-28.488,NA,NA,NA,NA,NA,NA,NA
196184,1.85944,1.92061,-4.75641,NA,NA,NA,-40.084,NA,NA,NA,NA,NA,NA
196309,2.81241,2.21817,-5,NA,NA,NA,-71.009,NA,NA,NA,NA,NA,NA
196514,-0.162271,2.34139,-4.63533,NA,NA,NA,NA,NA,NA,NA,NA,NA,-218.6
196637,1.22457,1.72396,-3.66514,NA,NA,NA,-47.79,NA,NA,NA,NA,NA,NA
196942,1.6323,0.951019,-4.80103,NA,NA,-38.227,NA,NA,NA,NA,NA,NA,NA
197053,2.90798,0.914882,-4.63073,NA,NA,-56.299,NA,NA,NA,NA,NA,NA,NA
197398,1.90619,1.41184,-5,-17.338,NA,NA,NA,NA,NA,NA,NA,NA,NA
197449,1.21264,1.88796,-4.66523,NA,NA,NA,-39.567,NA,NA,NA,NA,NA,NA
197796,2.22739,2.70363,-4.64025,NA,NA,-38.48,NA,NA,NA,NA,NA,NA,NA
197852,1.78788,3.36967,-4.2477,NA,NA,NA,NA,-70.116,NA,NA,NA,NA,NA
198054,1.61464,3.32806,-5,NA,NA,NA,NA,-81.961,NA,NA,NA,NA,NA
198291,0.734528,3.71577,-4.10805,NA,NA,-120.537,NA,NA,NA,NA,NA,NA,NA
198445,0.463086,3.0851,-4.09714,NA,NA,-92.932,NA,NA,NA,NA,NA,NA,NA
198612,1.27174,1.82346,-3.71131,NA,NA,NA,-43.113,NA,NA,NA,NA,NA,NA
198873,1.8405,1.24623,-4.05678,-9.592,NA,NA,NA,NA,NA,NA,NA,NA,NA
199021,1.89993,1.31378,-5,-19.011,NA,NA,NA,NA,NA,NA,NA,NA,NA
199285,1.04353,1.93713,-4.62343,NA,NA,NA,NA,NA,-58.958,NA,NA,NA,NA
199578,0.788079,1.05704,-5,NA,NA,-71.199,NA,NA,NA,NA,NA,NA,NA
199745,0.88135,1.54665,-4.85649,NA,NA,NA,-59.66,NA,NA,NA,NA,NA,NA
200000,1.40755,1.32804,-5,-24.407,NA,NA,NA,NA,NA,NA,NA,NA,NA
