id,x0,x1,x2,fitness4.5,fitness4,fitness5,fitness7,fitness6.5,fitness7.5,fitness8,fitness8.5,fitness9,fitness9.5,fitness6
160110,8.31395,7.59224,8.42399,NA,NA,NA,NA,NA,0.836,NA,NA,NA,NA,NA
160217,7.31377,8.23698,7.74901,NA,NA,NA,NA,NA,0.887,NA,NA,NA,NA,NA
160458,7.91002,7.78071,7.57032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524
160657,7.47833,7.30646,7.30485,NA,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA
160932,7.84955,7.59953,8.42377,NA,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA
161162,7.78352,8.88942,7.86849,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA
161232,8.82698,7.23628,8.54928,NA,NA,NA,NA,NA,NA,NA,0.456,NA,NA,NA
161422,8.25669,7.31295,8.04205,NA,NA,NA,NA,NA,0.879,NA,NA,NA,NA,NA
161648,8.14119,7.95717,7.03699,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA
161889,7.26565,7.61689,6.69852,NA,NA,NA,NA,NA,0.732,NA,NA,NA,NA,NA
162123,8.80332,8.67569,6.99864,NA,NA,NA,NA,NA,NA,0.531,NA,NA,NA,NA
162332,8.32242,8.98083,7.62699,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA
162574,7.71947,9.52566,8.38164,NA,NA,NA,NA,NA,NA,0.511,NA,NA,NA,NA
162644,8.10967,7.69627,7.52891,NA,NA,NA,NA,NA,0.957,NA,NA,NA,NA,NA
162801,7.13175,7.87642,7.43798,NA,NA,NA,NA,NA,NA,NA,0.835,NA,NA,NA
163005,7.72536,7.21045,6.78117,NA,NA,NA,NA,NA,NA,0.738,NA,NA,NA,NA
163235,8.28743,7.59414,7.2355,NA,NA,NA,0.833,NA,NA,NA,NA,NA,NA,NA
163578,8.5135,6.88307,7.05344,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA
163800,8.41262,7.36382,6.96808,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA,NA
163844,8.04277,8.07595,6.65993,NA,NA,NA,NA,NA,NA,0.693,NA,NA,NA,NA
164065,7.94243,7.22004,7.08871,NA,NA,NA,NA,NA,0.854,NA,NA,NA,NA,NA
164339,7.23552,7.30724,7.34303,NA,NA,NA,NA,NA,0.889,NA,NA,NA,NA,NA
164538,8.01041,7.26079,8.16077,NA,NA,NA,NA,NA,NA,NA,NA,0.592,NA,NA
164768,7.43013,7.95542,7.85439,NA,NA,NA,NA,NA,NA,NA,0.897,NA,NA,NA
164821,7.3466,7.57329,8.39907,NA,NA,NA,NA,NA,NA,NA,0.776,NA,NA,NA
165188,7.07299,7.83906,7.55259,NA,NA,NA,NA,NA,NA,NA,0.832,NA,NA,NA
165332,8.25489,7.17221,8.23684,NA,NA,NA,NA,NA,NA,0.818,NA,NA,NA,NA
165493,8.88746,7.49052,8.91664,NA,NA,NA,NA,NA,NA,0.529,NA,NA,NA,NA
165767,7.93287,7.28448,8.78561,NA,NA,NA,NA,NA,NA,0.733,NA,NA,NA,NA
165926,8.39781,8.77525,7.72365,NA,NA,NA,NA,NA,0.726,NA,NA,NA,NA,NA
166167,7.7077,7.79201,7.97168,NA,NA,NA,NA,NA,0.947,NA,NA,NA,NA,NA
166294,7.6584,7.60648,7.44171,NA,NA,NA,NA,NA,0.965,NA,NA,NA,NA,NA
166545,7.86648,7.14861,7.32499,NA,NA,NA,NA,NA,0.887,NA,NA,NA,NA,NA
166692,7.56299,7.03786,7.05947,NA,NA,NA,NA,NA,NA,0.763,NA,NA,NA,NA
166956,7.38281,7.56557,8.08289,NA,NA,NA,NA,0.574,NA,NA,NA,NA,NA,NA
167099,7.55957,8.58783,8.07029,NA,NA,NA,0.673,NA,NA,NA,NA,NA,NA,NA
167301,7.92431,7.47737,7.26397,NA,NA,NA,NA,NA,NA,0.914,NA,NA,NA,NA
167519,7.13473,6.76965,7.84044,NA,NA,NA,0.646,NA,NA,NA,NA,NA,NA,NA
167775,7.73469,7.14626,7.8374,NA,NA,NA,0.883,NA,NA,NA,NA,NA,NA,NA
167899,8.17231,7.51679,7.84102,NA,NA,NA,NA,NA,NA,0.903,NA,NA,NA,NA
168084,8.0939,8.44132,7.46475,NA,NA,NA,NA,NA,NA,0.817,NA,NA,NA,NA
168265,8.61643,7.31223,8.23278,NA,NA,NA,NA,NA,NA,0.732,NA,NA,NA,NA
168471,7.66087,8.0997,8.19749,NA,NA,NA,0.841,NA,NA,NA,NA,NA,NA,NA
168662,7.31985,7.69409,8.11003,NA,NA,NA,NA,0.612,NA,NA,NA,NA,NA,NA
168814,6.85342,7.22133,8.22613,NA,NA,NA,NA,NA,NA,0.737,NA,NA,NA,NA
169008,7.73865,7.62997,8.30242,NA,NA,NA,NA,NA,0.902,NA,NA,NA,NA,NA
169378,8.38717,8.13398,8.45302,NA,NA,NA,NA,NA,NA,0.778,NA,NA,NA,NA
169542,8.07982,8.39557,7.5367,NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA
169782,7.60591,8.25788,7.53241,NA,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA
169822,8.14977,8.05526,7.32882,NA,NA,NA,NA,NA,0.889,NA,NA,NA,NA,NA
170020,7.99913,7.99161,7.15713,NA,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA
170397,7.28023,8.31353,6.74382,NA,NA,NA,NA,NA,NA,NA,0.644,NA,NA,NA
170498,8.62691,7.0907,7.59853,NA,NA,NA,NA,NA,NA,0.771,NA,NA,NA,NA
170603,9.43833,6.79624,7.72928,NA,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA
170830,8.05385,6.97776,7.55093,NA,NA,NA,NA,NA,NA,0.815,NA,NA,NA,NA
171168,7.94284,8.05666,8.45649,NA,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA
171233,7.36729,8.66811,8.42433,NA,NA,NA,NA,NA,NA,0.689,NA,NA,NA,NA
171574,7.23186,7.59426,8.19434,NA,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA
171748,7.19361,7.97468,8.08258,NA,NA,NA,NA,NA,NA,0.873,NA,NA,NA,NA
171822,8.19275,7.47457,6.99499,NA,NA,NA,NA,NA,0.816,NA,NA,NA,NA,NA
172199,7.55299,7.27552,7.57127,NA,NA,NA,0.873,NA,NA,NA,NA,NA,NA,NA
172227,6.74836,6.85387,7.73795,NA,NA,NA,NA,NA,NA,NA,0.582,NA,NA,NA
172436,6.45317,6.96381,8.17224,NA,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA
172615,8.07845,7.78004,7.27602,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA
172859,7.48416,6.79137,6.89349,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA
173194,7.90885,6.77304,7.48062,NA,NA,NA,NA,NA,NA,0.782,NA,NA,NA,NA
173377,7.75115,7.43301,7.72611,NA,NA,NA,0.933,NA,NA,NA,NA,NA,NA,NA
173593,7.93336,7.872,7.98034,NA,NA,NA,NA,NA,0.964,NA,NA,NA,NA,NA
173603,8.26153,8.22702,7.99803,NA,NA,NA,NA,NA,NA,0.873,NA,NA,NA,NA
173851,7.76882,7.71295,7.52186,NA,NA,NA,0.923,NA,NA,NA,NA,NA,NA,NA
174033,7.57912,7.7825,7.34907,NA,NA,NA,NA,NA,0.966,NA,NA,NA,NA,NA
174213,7.17562,7.66099,7.16285,NA,NA,NA,NA,NA,NA,0.851,NA,NA,NA,NA
174581,7.61399,7.80741,8.08186,NA,NA,NA,NA,0.727,NA,NA,NA,NA,NA,NA
174643,8.66654,7.51115,7.83521,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA
174951,8.0796,7.88308,7.98526,NA,NA,NA,0.887,NA,NA,NA,NA,NA,NA,NA
175089,7.56646,8.82586,8.07167,NA,NA,NA,NA,NA,NA,0.727,NA,NA,NA,NA
175227,8.50925,7.74535,7.53593,NA,NA,NA,NA,NA,NA,0.873,NA,NA,NA,NA
175408,8.87714,7.51133,7.52813,NA,NA,NA,NA,NA,NA,NA,NA,0.563,NA,NA
175674,8.63134,7.60323,7.90785,NA,NA,NA,NA,NA,NA,NA,NA,0.586,NA,NA
175944,7.17465,8.24454,8.12344,NA,NA,NA,NA,NA,NA,0.825,NA,NA,NA,NA
176126,7.14852,7.64897,7.79256,NA,NA,NA,NA,NA,0.908,NA,NA,NA,NA,NA
176275,6.90211,7.43839,7.30139,NA,NA,NA,NA,NA,NA,NA,0.681,NA,NA,NA
176478,8.49583,7.70874,8.01723,NA,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA
176653,7.25352,8.13662,6.99241,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA
176894,8.17554,7.8981,7.30294,NA,NA,NA,NA,NA,NA,NA,0.837,NA,NA,NA
177052,8.28145,7.03571,6.91433,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA
177265,9.19226,7.23403,7.79749,NA,NA,NA,NA,NA,NA,0.645,NA,NA,NA,NA
177571,8.0782,7.85748,8.09517,NA,NA,NA,NA,NA,0.921,NA,NA,NA,NA,NA
177631,7.33432,8.63704,7.74576,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA
177953,8.51508,7.90284,9.13337,NA,NA,NA,NA,NA,NA,NA,0.476,NA,NA,NA
178085,7.29756,6.68348,8.35461,NA,NA,NA,NA,NA,NA,0.673,NA,NA,NA,NA
178218,7.24806,6.84609,8.99936,NA,NA,NA,NA,NA,NA,0.508,NA,NA,NA,NA
178431,8.24292,8.00042,8.21375,NA,NA,NA,0.817,NA,NA,NA,NA,NA,NA,NA
178720,8.82267,7.69095,8.18366,NA,NA,NA,NA,NA,NA,0.755,NA,NA,NA,NA
178844,8.23178,7.66122,8.19195,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA
179162,7.81807,8.08798,7.91245,NA,NA,NA,NA,NA,NA,0.908,NA,NA,NA,NA
179321,7.38477,8.27151,7.48314,NA,NA,NA,NA,NA,NA,0.899,NA,NA,NA,NA
179512,6.55281,7.99427,7.99744,NA,NA,NA,0.536,NA,NA,NA,NA,NA,NA,NA
179635,7.31664,10.3187,7.07942,NA,NA,NA,NA,NA,0.388,NA,NA,NA,NA,NA
179998,6.88772,7.73812,6.43932,NA,NA,NA,NA,NA,0.552,NA,NA,NA,NA,NA
180156,7.873,7.41911,6.79463,NA,NA,NA,NA,NA,NA,0.762,NA,NA,NA,NA
180396,7.70099,7.58838,6.77749,NA,NA,NA,NA,NA,NA,0.771,NA,NA,NA,NA
180531,7.35585,8.10663,7.81708,NA,NA,NA,NA,NA,0.939,NA,NA,NA,NA,NA
180625,7.85392,7.75689,7.80826,NA,NA,NA,NA,NA,0.986,NA,NA,NA,NA,NA
180804,8.46226,8.27227,8.10103,NA,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA
181093,7.80576,8.34849,8.94378,NA,NA,NA,NA,NA,NA,NA,NA,0.512,NA,NA
181333,7.95861,7.53642,7.14932,NA,NA,NA,NA,NA,NA,0.871,NA,NA,NA,NA
181446,8.1349,8.16062,6.90614,NA,NA,NA,NA,NA,NA,NA,0.716,NA,NA,NA
181771,7.63932,8.10576,7.57915,NA,NA,NA,NA,NA,NA,NA,0.812,NA,NA,NA
181861,8.54724,7.28865,8.64134,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA
182023,8.0619,7.57964,8.95176,NA,NA,NA,NA,NA,0.737,NA,NA,NA,NA,NA
182229,7.70037,7.64159,9.19604,NA,NA,NA,0.626,NA,NA,NA,NA,NA,NA,NA
182506,7.86153,7.65194,8.20498,NA,NA,NA,NA,NA,0.947,NA,NA,NA,NA,NA
182673,7.13108,7.77851,8.41706,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA
182857,8.19456,8.1649,8.05659,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA
183157,7.91974,8.14038,7.96742,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA
183267,7.89192,7.15786,7.31736,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA,NA
183460,7.7982,7.00431,7.63128,NA,NA,NA,NA,NA,0.889,NA,NA,NA,NA,NA
183737,7.38339,7.46619,7.7294,NA,NA,NA,NA,NA,0.955,NA,NA,NA,NA,NA
183865,8.47937,8.35139,7.59509,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA
184148,7.46437,8.01409,7.83418,NA,NA,NA,NA,NA,0.965,NA,NA,NA,NA,NA
184268,7.04218,7.80376,7.80707,NA,NA,NA,NA,NA,NA,0.889,NA,NA,NA,NA
184417,7.21801,8.34145,8.27917,NA,NA,NA,NA,NA,NA,0.781,NA,NA,NA,NA
184664,7.88111,7.09182,8.60821,NA,NA,NA,NA,NA,NA,0.763,NA,NA,NA,NA
184992,7.81737,7.30658,8.52253,NA,NA,NA,NA,NA,NA,0.839,NA,NA,NA,NA
185173,7.10893,7.54709,7.17957,NA,NA,NA,NA,NA,NA,0.849,NA,NA,NA,NA
185210,7.99684,7.27922,7.33215,NA,NA,NA,NA,NA,NA,0.904,NA,NA,NA,NA
185504,8.2099,7.63202,7.68345,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA
185742,7.64054,8.48616,8.23736,NA,NA,NA,NA,NA,NA,NA,NA,0.607,NA,NA
185912,7.23653,8.09272,8.78921,NA,NA,NA,NA,0.507,NA,NA,NA,NA,NA,NA
186125,7.73952,8.0963,7.44267,NA,NA,NA,NA,NA,0.953,NA,NA,NA,NA,NA
186314,7.65438,8.63349,8.47457,NA,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA
186460,7.54016,8.42722,8.29297,NA,NA,NA,NA,NA,NA,0.823,NA,NA,NA,NA
186646,7.39361,7.86128,7.61754,NA,NA,NA,0.887,NA,NA,NA,NA,NA,NA,NA
186877,7.9383,6.95197,8.43941,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA
187045,7.65524,7.16067,6.9776,NA,NA,NA,NA,NA,NA,0.817,NA,NA,NA,NA
187343,7.73455,7.95609,7.08421,NA,NA,NA,NA,NA,0.899,NA,NA,NA,NA,NA
187416,7.39313,7.44401,7.36572,NA,NA,NA,NA,NA,0.927,NA,NA,NA,NA,NA
187601,7.17611,7.6716,8.10287,NA,NA,NA,NA,NA,NA,0.878,NA,NA,NA,NA
187968,6.81914,7.97507,7.74931,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA
188025,7.86137,6.99237,7.89385,NA,NA,NA,NA,NA,NA,NA,0.769,NA,NA,NA
188364,7.48584,7.25801,7.42186,NA,NA,NA,NA,NA,NA,0.899,NA,NA,NA,NA
188555,6.75988,7.44471,7.73115,NA,NA,NA,NA,NA,NA,NA,0.721,NA,NA,NA
188753,7.6957,7.69785,7.27374,NA,NA,NA,NA,NA,0.958,NA,NA,NA,NA,NA
188807,6.79166,7.50611,6.96852,NA,NA,NA,NA,NA,NA,0.699,NA,NA,NA,NA
189045,8.18561,7.74055,8.8239,NA,NA,NA,NA,NA,NA,0.732,NA,NA,NA,NA
189222,7.86029,8.00887,7.90629,NA,NA,NA,NA,NA,0.947,NA,NA,NA,NA,NA
189460,8.28359,7.33902,7.51908,NA,NA,NA,NA,NA,NA,NA,0.843,NA,NA,NA
189795,7.90316,7.79161,7.74495,NA,NA,NA,NA,NA,NA,NA,0.914,NA,NA,NA
189966,7.54325,8.07027,6.94891,NA,NA,NA,NA,NA,NA,0.804,NA,NA,NA,NA
190089,7.88892,7.15562,8.10061,NA,NA,NA,NA,NA,NA,0.885,NA,NA,NA,NA
190214,6.8598,7.357,7.41066,NA,NA,NA,NA,NA,NA,0.799,NA,NA,NA,NA
190554,6.47919,7.78824,8.00592,NA,NA,NA,NA,NA,NA,0.657,NA,NA,NA,NA
190689,7.72537,6.39653,8.65538,NA,NA,NA,NA,NA,NA,0.482,NA,NA,NA,NA
190951,8.85292,7.47866,8.35752,NA,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA
191040,8.20644,7.84798,7.61961,NA,NA,NA,NA,0.632,NA,NA,NA,NA,NA,NA
191217,7.16665,8.52279,8.2011,NA,NA,NA,NA,NA,0.751,NA,NA,NA,NA,NA
191577,7.46971,6.64833,7.77461,NA,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA
191631,8.08401,7.83887,8.19609,NA,NA,NA,NA,NA,0.922,NA,NA,NA,NA,NA
191905,8.29442,7.89024,8.86035,NA,NA,NA,NA,NA,0.722,NA,NA,NA,NA,NA
192132,7.33427,7.27877,7.96557,NA,NA,NA,NA,NA,NA,NA,0.795,NA,NA,NA
192356,6.96529,7.37248,8.23766,NA,NA,NA,NA,NA,NA,0.787,NA,NA,NA,NA
192541,8.23647,7.85211,7.62786,NA,NA,NA,NA,NA,NA,0.903,NA,NA,NA,NA
192737,7.74146,7.96379,7.06961,NA,NA,NA,NA,NA,NA,NA,0.729,NA,NA,NA
192848,7.54887,7.98684,6.91014,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA,NA
193006,7.49073,7.96199,7.8856,NA,NA,NA,NA,0.756,NA,NA,NA,NA,NA,NA
193375,8.08745,7.8762,8.15189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535
193416,8.13927,7.73606,7.70864,NA,NA,NA,0.891,NA,NA,NA,NA,NA,NA,NA
193758,8.50551,8.25539,7.71678,NA,NA,NA,0.778,NA,NA,NA,NA,NA,NA,NA
193850,8.35834,8.7134,8.56326,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA
194029,7.86256,8.10487,7.62988,NA,NA,NA,NA,NA,0.938,NA,NA,NA,NA,NA
194328,8.21454,8.37711,8.20312,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA
194547,8.01461,8.38388,7.29308,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA
194614,8.81982,8.45255,6.95554,NA,NA,NA,NA,NA,0.578,NA,NA,NA,NA,NA
194987,7.97036,8.41678,7.79936,NA,NA,NA,NA,NA,NA,0.867,NA,NA,NA,NA
195054,7.40262,7.31782,7.48008,NA,NA,NA,NA,NA,NA,NA,0.833,NA,NA,NA
195254,7.61448,7.92776,7.4411,NA,NA,NA,NA,NA,0.973,NA,NA,NA,NA,NA
195525,7.2236,7.50703,7.89406,NA,NA,NA,NA,NA,NA,0.902,NA,NA,NA,NA
195670,9.05716,7.14526,7.85564,NA,NA,NA,NA,NA,0.666,NA,NA,NA,NA,NA
195944,7.84014,7.89103,7.45965,NA,NA,NA,NA,NA,NA,NA,0.907,NA,NA,NA
196044,7.5339,7.86152,7.95148,NA,NA,NA,NA,NA,NA,0.973,NA,NA,NA,NA
196293,6.42909,7.21536,7.67963,NA,NA,NA,NA,NA,0.635,NA,NA,NA,NA,NA
196565,7.76125,8.43044,6.77614,NA,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA
196782,8.60932,7.1795,8.02557,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA
196821,8.15046,8.93832,8.67168,NA,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA
197072,7.46735,7.26587,8.47838,NA,NA,NA,NA,NA,NA,0.814,NA,NA,NA,NA
197384,7.25685,7.82478,8.42842,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA
197459,7.4136,8.25699,8.03767,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA
197740,7.8397,6.9062,8.9668,NA,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA
197985,7.11975,6.70413,7.9745,NA,NA,NA,NA,NA,NA,0.678,NA,NA,NA,NA
198137,7.862,7.03355,8.21632,NA,NA,NA,NA,NA,NA,0.842,NA,NA,NA,NA
198258,7.6086,8.4119,7.31635,NA,NA,NA,NA,NA,NA,0.873,NA,NA,NA,NA
198425,6.99794,6.96863,8.05336,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA
198667,7.66432,7.77962,8.09011,NA,NA,NA,NA,NA,0.954,NA,NA,NA,NA,NA
198848,8.2175,7.63057,8.40204,NA,NA,NA,0.804,NA,NA,NA,NA,NA,NA,NA
199054,7.51107,8.6458,7.58718,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA
199253,6.8365,8.11455,7.57105,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA
199467,7.50553,7.95363,8.55328,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA,NA
199800,7.67405,8.12696,8.00865,NA,NA,NA,NA,NA,NA,0.943,NA,NA,NA,NA
199997,6.67224,8.32196,8.20613,NA,NA,NA,NA,NA,NA,0.663,NA,NA,NA,NA
