id,x0,x1,x2,fitness-2.5,fitness-3,fitness-4,fitness-1,fitness0.5,fitness0,fitness1.5,fitness1,fitness2,fitness2.5,fitness-1.5,fitness-0.5,fitness3,fitness3.5,fitness5,fitness4,fitness4.5,fitness-2,fitness-3.5
111612,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2553.584,NA,NA
111848,5,5,2.16688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1784.473,NA,NA,NA,NA
112105,5,5,1.45933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1644.664,NA,NA,NA,NA
112194,3.64806,5,0.954593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.6,NA,NA,NA
112345,3.6423,4.22191,3.6361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.999,NA,NA,NA,NA,NA
112692,3.33822,4.31745,4.17953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.226,NA,NA,NA,NA,NA
112830,2.78138,5,4.84179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1882.887,NA,NA,NA
112946,3.73012,4.43983,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.111,NA,NA
113310,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5552.943,NA,NA
113486,4.10914,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1171.964,NA,NA,NA
113643,5,4.99257,4.56289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.722,NA,NA
113925,5,5,4.26264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.256,NA,NA,NA
113993,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2067.446,NA,NA,NA,NA,NA,NA
114328,5,4.88774,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2226.839,NA,NA,NA,NA,NA
114404,4.14705,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.929,NA,NA,NA
114564,4.72907,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400.931,NA,NA,NA,NA,NA
114775,4.81563,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.998,NA,NA
115064,5,5,4.92631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6226.86,NA,NA
115218,3.15281,3.66111,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644.982,NA,NA,NA,NA
115503,3.14899,4.24465,4.27417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920.425,NA,NA,NA,NA
115697,3.99015,4.5618,4.02266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,NA,NA,NA,NA
115838,5,4.61746,4.28177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3090.419,NA,NA,NA,NA
116001,5,4.99799,4.05191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680.008,NA,NA,NA,NA
116229,3.77893,4.40379,3.71458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.275,NA,NA,NA,NA
116435,4.35226,3.95045,2.65171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.469,NA,NA,NA,NA
116694,5,5,1.20018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854.645,NA,NA,NA,NA
116770,4.21906,3.2747,2.09608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.172,NA,NA,NA
117080,5,3.32924,-0.225385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2701.505,NA,NA,NA,NA
117291,5,4.79544,0.236043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3380.915,NA,NA,NA,NA
117472,4.99971,5,1.26286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2456.098,NA,NA,NA,NA
117691,5,4.06017,2.9532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.695,NA,NA,NA,NA
117775,5,5,2.45442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1491.87,NA,NA,NA,NA
118027,4.28769,4.28267,2.16691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726.385,NA,NA,NA,NA
118214,4.74228,5,0.373098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3759.345,NA,NA,NA,NA
118459,4.63233,4.06077,1.28576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.864,NA,NA
118616,5,3.74193,1.47118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.357,NA,NA,NA,NA
118760,5,2.62413,2.36891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.03,NA,NA,NA
118946,5,3.25785,3.76027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.385,NA,NA,NA
119311,4.65514,4.13206,3.41006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.755,NA,NA,NA,NA,NA,NA
119424,4.46671,2.98509,0.903056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.082,NA,NA,NA
119593,4.36081,2.62026,-0.660738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.873,NA,NA,NA,NA,NA,NA
119759,5,1.793,-0.710952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899.108,NA,NA,NA,NA,NA,NA
120091,5,1.05755,-0.565769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.774,NA,NA,NA
120219,5,-0.278698,-0.699382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.057,NA,NA,NA,NA,NA
120479,5,-1.06278,-0.48304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.915,NA,NA
120670,3.69914,-0.651677,-0.123372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2646.53,NA,NA,NA,NA
120775,5,0.069246,-0.626629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1775.795,NA,NA,NA,NA
121107,5,0.809995,-1.10226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.687,NA,NA,NA,NA
121195,4.3727,2.21139,-0.659481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1498.923,NA,NA
121490,4.03204,2.20805,-1.07642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.391,NA,NA,NA,NA
121603,4.58911,2.83549,0.145127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.804,NA,NA,NA,NA
121835,4.83365,3.81481,0.177454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749.512,NA,NA
122004,5,4.75288,-0.777964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5058.845,NA,NA,NA
122245,4.11876,5,0.0380311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090.146,NA,NA,NA,NA
122479,5,4.39351,-1.46054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4896.668,NA,NA
122538,5,4.27325,-2.49731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.304,NA,NA,NA
122815,5,4.16191,-3.00098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591.198,NA,NA,NA,NA,NA,NA
123107,5,4.52159,-2.29269,NA,NA,NA,NA,NA,NA,NA,NA,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123324,5,3.73377,-1.74359,NA,NA,NA,NA,NA,NA,-89.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123533,5,5,-0.99607,NA,NA,NA,NA,NA,NA,1885.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123554,5,5,0.956415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,862.295,NA,NA,NA,NA,NA
123933,5,4.05859,0.34676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.649,NA,NA,NA
124067,4.98857,5,-1.21457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3085.116,NA,NA
124265,5,5,-2.24528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1621.443,NA,NA,NA,NA
124390,4.38425,3.44041,-2.39558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.27,NA,NA,NA
124618,5,3.27804,-1.08408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.078,NA,NA
124890,4.92602,3.62089,-2.11797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1461.177,NA,NA,NA,NA
125048,5,0.754894,-1.82038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693.459,NA,NA,NA,NA
125143,5,0.960083,-0.993928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2445.177,NA,NA,NA,NA
125517,5,1.83898,-1.99383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527.708,NA,NA,NA,NA
125653,4.09548,3.43465,-0.628489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.143,NA,NA
125930,4.77898,4.84784,0.279022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5934.451,NA,NA,NA,NA
125975,5,4.6788,0.356631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2960.772,NA,NA,NA,NA
126150,5,4.78305,-0.801351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16228.351,NA,NA,NA,NA
126409,5,5,-0.549436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4993.093,NA,NA,NA,NA
126687,4.93708,5,-1.84555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3474.42,NA,NA,NA,NA
126794,4.80451,4.53562,-1.06581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688.879,NA,NA,NA,NA
126948,4.89502,4.39284,-2.68856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781.962,NA,NA,NA,NA
127142,5,5,-4.10125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1958.019,NA,NA,NA,NA
127536,5,4.15628,-0.404399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1249.685,NA,NA,NA,NA
127567,5,4.07658,-1.62539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1781.545,NA,NA,NA,NA
127841,4.82026,4.90055,-3.10348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4562.868,NA,NA,NA,NA
127975,5,5,-2.93835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3454.689,NA,NA,NA,NA
128236,5,5,-0.723576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12170.356,NA,NA,NA,NA
128338,4.78958,3.7067,-0.796504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5524.444,NA,NA,NA,NA
128672,4.01441,4.62623,-0.436112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.467,NA,NA
128926,5,5,0.0225275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.004,NA,NA,NA,NA,NA
128996,5,5,-0.664719,NA,NA,NA,NA,NA,NA,NA,NA,NA,1876.766,NA,NA,NA,NA,NA,NA,NA,NA,NA
129279,5,4.6487,-0.986048,NA,NA,NA,NA,NA,NA,NA,NA,1248.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129504,5,4.815,-0.200073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3570.884,NA,NA,NA,NA,NA
129684,3.71779,4.54278,0.32422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.718,NA,NA,NA,NA,NA,NA
129868,4.66179,4.53677,-0.280841,NA,NA,NA,NA,NA,NA,NA,179.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130110,3.45314,5,0.507809,NA,NA,NA,NA,75.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130149,4.72634,4.4381,-0.154388,NA,NA,NA,NA,NA,NA,658.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130437,4.6586,4.85278,-0.736094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2863.065,NA,NA,NA,NA,NA,NA
130637,5,5,-0.152511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2831.175,NA,NA,NA
130747,4.65444,5,-2.39552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1035.319,NA,NA,NA
131105,4.95604,5,-1.17322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2330.929,NA,NA
131162,5,5,-1.0726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1808.413,NA,NA
131513,5,5,-0.369829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1687.546,NA,NA
131614,5,5,-1.69878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2112.095,NA,NA
131880,4.87058,4.99107,-1.04851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6293.221,NA,NA,NA,NA
131998,5,5,-0.957272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9387.081,NA,NA,NA,NA
132137,4.34969,5,-0.827673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3910.445,NA,NA
132411,5,5,-1.02646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6018.019,NA,NA
132562,5,5,0.0408197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1614.213,NA,NA
132912,5,4.27536,0.698809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737.247,NA,NA
133001,4.54099,4.06012,-1.17147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.094,NA,NA,NA,NA
133156,4.17977,4.20033,-0.887511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3688.674,NA,NA,NA,NA
133423,4.96139,5,-0.943948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11499.048,NA,NA,NA,NA
133642,5,5,-0.796596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13236.396,NA,NA,NA,NA
133736,4.87874,5,-1.98989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7322.051,NA,NA,NA,NA
134020,4.63538,4.7817,-0.477515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895.241,NA,NA,NA,NA
134233,5,3.7657,-1.73005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.934,NA,NA
134512,4.64177,3.61451,-0.986866,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.669,NA,NA,NA,NA,NA,NA,NA,NA,NA
134558,4.87204,5,-2.31266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.161,NA,NA,NA
134825,5,5,-0.718731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15133.627,NA,NA,NA,NA
135065,5,5,-0.602609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7711.26,NA,NA,NA,NA
135246,5,5,-0.677241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10839.698,NA,NA,NA,NA
135356,5,5,-0.77429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12953.852,NA,NA,NA,NA
135579,4.90502,4.34461,0.100936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.983,NA,NA,NA,NA
135885,5,3.34484,-1.05613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846.77,NA,NA,NA
136044,5,3.44108,-1.58761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1673.511,NA,NA,NA,NA
136287,4.79851,3.63484,-0.975942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319.624,NA,NA
136477,5,4.41416,-0.227284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3082.357,NA,NA,NA,NA
136664,4.49572,5,-0.329094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.257,NA,NA,NA,NA
136886,4.71252,5,-1.91564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4731.192,NA,NA,NA,NA
137007,4.63983,5,-2.22837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,965.193,NA,NA
137307,3.35523,5,-3.48061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790.999,NA,NA,NA,NA
137469,3.80161,5,-3.82408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.186,NA,NA,NA,NA
137630,5,5,-3.89611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655.627,NA,NA,NA,NA
137836,4.57548,5,-3.85031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588.045,NA,NA,NA,NA
138112,5,3.79336,-1.90499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1638.016,NA,NA,NA,NA
138182,5,4.10251,-1.21806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1953.064,NA,NA,NA,NA
138493,4.56555,4.0765,-0.692967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.288,NA,NA
138560,5,3.7298,1.49346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.483,NA,NA
138797,5,4.89493,1.39369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3067.675,NA,NA,NA,NA
139084,5,5,2.17441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2042.191,NA,NA,NA,NA
139237,3.78436,4.93808,3.50333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.185,NA,NA,NA,NA
139386,3.68269,5,3.1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.921,NA,NA,NA,NA,NA
139556,4.75632,4.48109,3.92281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.434,NA,NA,NA,NA,NA
139814,4.66713,4.79131,4.11642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3362.089,NA,NA
140105,4.78311,4.17645,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4208.557,NA,NA
140203,4.87935,4.6603,4.1202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3543.217,NA,NA,NA,NA
140449,5,4.44443,4.69918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2489.62,NA,NA,NA,NA
140564,3.41753,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2516.992,NA,NA,NA,NA
140874,5,5,4.55386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084.278,NA,NA,NA
141035,4.56931,5,4.8087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175.275,NA,NA,NA,NA,NA,NA
141297,3.8657,4.62582,4.41551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627.477,NA,NA,NA,NA
141534,4.18528,4.34156,4.30532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762.746,NA,NA,NA,NA
141619,5,4.88687,4.27381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7324.891,NA,NA,NA,NA
141847,4.52788,4.35172,3.88166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.273,NA,NA
142014,5,5,3.13659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2120.474,NA,NA,NA,NA
142285,5,5,4.90338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3879.719,NA,NA,NA,NA,NA
142519,5,4.33028,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5244.94,NA,NA,NA,NA
142733,5,4.48644,4.4506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.567,NA,NA,NA
142748,4.85078,2.9732,4.48619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.704,NA,NA,NA,NA
142966,5,2.19379,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2691.49,NA,NA,NA,NA
143228,5,2.12055,3.65169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.62,NA,NA,NA,NA
143401,4.63462,0.869675,2.11033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.437,NA,NA,NA,NA
143682,4.04775,1.90125,2.51603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.625,NA,NA,NA,NA
143887,4.96553,1.11293,4.5314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.691,NA,NA,NA,NA
144134,4.68471,1.03762,3.8895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.781,NA,NA,NA
144137,5,2.05127,4.78112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.635,NA,NA,NA,NA
144414,5,3.19472,4.64751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.222,NA,NA,NA,NA
144618,5,3.2479,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3190.621,NA,NA,NA,NA
144784,5,3.22318,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.927,NA,NA,NA,NA,NA
145089,5,3.2228,4.43494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.61,NA,NA,NA,NA,NA
145333,5,2.36968,4.11359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.874,NA,NA,NA,NA,NA,NA
145518,5,1.60776,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.712,NA,NA,NA,NA,NA,NA
145690,5,2.22154,4.92823,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.269,NA,NA,NA,NA,NA,NA,NA,NA,NA
145912,4.5197,2.67334,3.62302,NA,NA,NA,NA,NA,NA,NA,NA,3.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146109,4.03688,2.72395,3.7361,NA,NA,NA,NA,NA,NA,-30.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146328,2.73253,2.35393,5,NA,NA,NA,NA,NA,NA,NA,NA,158.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146348,2.80686,4.81834,5,NA,NA,NA,NA,NA,NA,NA,797.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146671,2.88495,4.29174,4.65365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.594,NA,NA,NA,NA,NA
146828,1.87315,4.21175,4.21928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.727,NA,NA,NA,NA,NA
147096,0.601467,4.63236,4.55669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.08,NA,NA,NA
147335,-0.346237,5,4.60515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854.112,NA,NA,NA,NA,NA
147510,2.25465,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.213,NA,NA,NA,NA,NA,NA
147614,2.23203,4.56785,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.119,NA,NA,NA,NA,NA,NA
147873,2.57316,3.16833,5,NA,NA,NA,NA,NA,NA,NA,NA,27.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148135,2.14279,4.38611,4.59113,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.567,NA,NA,NA,NA,NA,NA,NA,NA,NA
148162,0.744375,3.6471,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391.765,NA,NA
148433,0.922646,3.21682,4.9237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206.441,NA,NA,NA,NA
148703,1.78904,5,4.27348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1560.119,NA,NA,NA,NA
148778,2.45919,4.94769,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1709.958,NA,NA,NA,NA
