id,x0,x1,x2,fitness-5,fitness-4,fitness-3.5,fitness-4.5,fitness-3,fitness-2.5,fitness-2
194255,-3.11195,3.96933,-4.06773,NA,-100.548,NA,NA,NA,NA,NA
194451,-2.72949,4.48783,-4.67593,NA,-73.084,NA,NA,NA,NA,NA
194752,-3.49737,4.83815,-4.32456,NA,NA,NA,-131.91,NA,NA,NA
194914,-3.0662,4.66012,-3.56147,-132.473,NA,NA,NA,NA,NA,NA
195024,-1.57189,4.84485,-2.53701,NA,NA,NA,-210.179,NA,NA,NA
195205,-3.81272,4.3134,-3.71226,NA,NA,NA,-156.2,NA,NA,NA
195484,-3.02008,4.22497,-4.12933,NA,-89.685,NA,NA,NA,NA,NA
195687,-3.09052,4.70387,-4.4907,-97.672,NA,NA,NA,NA,NA,NA
195816,-3.86954,4.37269,-4.90069,-142.529,NA,NA,NA,NA,NA,NA
196190,-3.01007,4.02441,-4.32048,NA,NA,NA,-83.628,NA,NA,NA
196212,-2.11773,4.23351,-4.59301,NA,NA,NA,NA,-106.173,NA,NA
196566,-1.17299,4.64576,-3.05123,NA,-192.961,NA,NA,NA,NA,NA
196708,-0.526613,4.08616,-3.20536,NA,NA,NA,-208.869,NA,NA,NA
196838,-1.61013,4.25412,-3.18178,NA,-134.446,NA,NA,NA,NA,NA
197181,-0.416449,4.12183,-4.23329,NA,-137.649,NA,NA,NA,NA,NA
197234,-0.802206,4.6509,-4.47537,NA,-100.584,NA,NA,NA,NA,NA
197433,-1.12219,4.79624,-4.51912,NA,NA,NA,-89.653,NA,NA,NA
197738,-2.73117,4.36173,-4.80709,NA,NA,NA,NA,-107.207,NA,NA
197961,-3.37114,3.19353,-3.98201,NA,NA,NA,-124.703,NA,NA,NA
198055,-1.93343,3.05134,-3.61576,NA,NA,NA,-139.261,NA,NA,NA
198315,-1.20689,2.64323,-3.62828,NA,NA,NA,-222.982,NA,NA,NA
198593,-2.08036,4.0808,-4.65432,NA,NA,NA,-38.204,NA,NA,NA
198753,-1.0595,3.96452,-4.92626,NA,NA,NA,-47.49,NA,NA,NA
198846,-1.86068,4.54919,-3.70053,NA,NA,NA,-96.027,NA,NA,NA
199057,-2.01767,4.82187,-3.35282,NA,-125.13,NA,NA,NA,NA,NA
199362,-2.9641,4.75893,-4.62778,NA,NA,NA,-87.707,NA,NA,NA
199591,-1.3558,4.67033,-4.45549,NA,NA,NA,-59.005,NA,NA,NA
199793,-2.52087,4.72627,-4.67299,NA,NA,NA,NA,NA,-148.679,NA
200000,-0.335516,4.55847,-2.28566,NA,NA,-394.099,NA,NA,NA,NA
