id,x0,x1,x2,fitness8,fitness7.5,fitness6.5,fitness7,fitness8.5,fitness9.5,fitness9,fitness6,fitness4.5
181481,8.47859,7.76665,8.40184,0.779,NA,NA,NA,NA,NA,NA,NA,NA
181626,9.23165,8.16833,7.39723,NA,NA,NA,0.536,NA,NA,NA,NA,NA
181860,8.51845,7.34108,7.96846,0.8,NA,NA,NA,NA,NA,NA,NA,NA
182057,7.78235,7.25373,7.72839,NA,NA,NA,0.895,NA,NA,NA,NA,NA
182201,9.05324,7.84734,7.43063,0.704,NA,NA,NA,NA,NA,NA,NA,NA
182591,8.17512,6.45533,8.30494,0.566,NA,NA,NA,NA,NA,NA,NA,NA
182667,8.6736,6.97406,8.59056,0.594,NA,NA,NA,NA,NA,NA,NA,NA
182910,8.2586,6.67376,7.75529,NA,NA,NA,NA,0.616,NA,NA,NA,NA
183181,7.70296,8.15432,8.38612,NA,NA,NA,NA,0.748,NA,NA,NA,NA
183341,8.05469,7.30213,8.89679,0.724,NA,NA,NA,NA,NA,NA,NA,NA
183551,7.4395,7.73313,8.90273,NA,NA,NA,0.666,NA,NA,NA,NA,NA
183662,8.2044,7.96856,8.90253,NA,0.721,NA,NA,NA,NA,NA,NA,NA
183904,8.41341,8.25586,8.91776,NA,NA,NA,0.509,NA,NA,NA,NA,NA
184181,8.39379,8.86573,8.22023,NA,0.612,NA,NA,NA,NA,NA,NA,NA
184270,7.90169,7.28956,8.27926,NA,0.858,NA,NA,NA,NA,NA,NA,NA
184559,7.45827,8.16226,8.66343,NA,0.78,NA,NA,NA,NA,NA,NA,NA
184727,7.54527,7.77984,7.77605,NA,0.983,NA,NA,NA,NA,NA,NA,NA
184906,7.36633,6.79042,7.30069,0.761,NA,NA,NA,NA,NA,NA,NA,NA
185142,7.88418,6.73158,6.83638,0.615,NA,NA,NA,NA,NA,NA,NA,NA
185378,7.86274,6.78427,7.39675,NA,0.796,NA,NA,NA,NA,NA,NA,NA
185438,8.16546,9.07275,7.6073,0.672,NA,NA,NA,NA,NA,NA,NA,NA
185708,8.74137,7.9004,8.0813,0.773,NA,NA,NA,NA,NA,NA,NA,NA
185924,8.41536,6.88284,7.78534,NA,NA,NA,NA,0.629,NA,NA,NA,NA
186098,9.32601,7.67897,7.82901,NA,0.648,NA,NA,NA,NA,NA,NA,NA
186367,8.45541,8.1005,7.76785,0.868,NA,NA,NA,NA,NA,NA,NA,NA
186497,7.60326,8.13058,8.0859,NA,0.908,NA,NA,NA,NA,NA,NA,NA
186791,7.74031,8.92342,7.91385,NA,0.727,NA,NA,NA,NA,NA,NA,NA
186842,8.48623,8.27134,7.69786,NA,NA,0.497,NA,NA,NA,NA,NA,NA
187098,7.30645,8.52431,7.74579,0.844,NA,NA,NA,NA,NA,NA,NA,NA
187284,8.106,7.82458,8.49278,NA,NA,NA,NA,0.691,NA,NA,NA,NA
187507,8.07651,8.3676,8.2583,NA,NA,NA,NA,0.713,NA,NA,NA,NA
187769,7.79865,8.6111,7.64428,NA,0.842,NA,NA,NA,NA,NA,NA,NA
187890,7.32517,7.378,7.84676,0.906,NA,NA,NA,NA,NA,NA,NA,NA
188119,7.33895,8.26339,7.16362,NA,NA,NA,0.751,NA,NA,NA,NA,NA
188304,7.56222,8.15482,7.07078,NA,0.85,NA,NA,NA,NA,NA,NA,NA
188562,7.95231,8.42578,7.35663,NA,0.868,NA,NA,NA,NA,NA,NA,NA
188620,7.88214,6.82688,7.35858,NA,0.805,NA,NA,NA,NA,NA,NA,NA
188939,7.43405,7.95596,7.43173,NA,0.933,NA,NA,NA,NA,NA,NA,NA
189030,6.95028,7.90936,8.22125,NA,0.809,NA,NA,NA,NA,NA,NA,NA
189240,7.03275,6.8226,7.80846,0.732,NA,NA,NA,NA,NA,NA,NA,NA
189596,7.2219,7.68444,8.31643,0.825,NA,NA,NA,NA,NA,NA,NA,NA
189655,6.39573,7.63297,8.14524,0.634,NA,NA,NA,NA,NA,NA,NA,NA
189806,7.73847,8.08908,7.98386,NA,NA,NA,NA,0.852,NA,NA,NA,NA
190112,6.92703,7.42984,6.72094,NA,0.635,NA,NA,NA,NA,NA,NA,NA
190210,7.82745,8.64087,7.83182,NA,0.844,NA,NA,NA,NA,NA,NA,NA
190494,7.99173,7.47434,7.96217,0.943,NA,NA,NA,NA,NA,NA,NA,NA
190788,7.48161,7.91888,6.88143,NA,NA,NA,0.777,NA,NA,NA,NA,NA
190992,8.30447,8.64629,8.20209,NA,0.728,NA,NA,NA,NA,NA,NA,NA
191097,6.72839,8.1294,7.72154,0.745,NA,NA,NA,NA,NA,NA,NA,NA
191285,6.99088,7.41188,6.83222,0.66,NA,NA,NA,NA,NA,NA,NA,NA
191504,6.40658,7.53917,8.27866,0.602,NA,NA,NA,NA,NA,NA,NA,NA
191607,6.80231,6.76115,7.41278,0.611,NA,NA,NA,NA,NA,NA,NA,NA
191854,8.57611,8.15315,8.24948,NA,NA,NA,NA,0.706,NA,NA,NA,NA
192107,8.2836,8.31035,6.73548,NA,0.666,NA,NA,NA,NA,NA,NA,NA
192346,7.59274,7.12477,8.07782,0.893,NA,NA,NA,NA,NA,NA,NA,NA
192402,8.66116,8.44997,8.72163,0.53,NA,NA,NA,NA,NA,NA,NA,NA
192749,9.01928,8.58327,8.1054,NA,0.577,NA,NA,NA,NA,NA,NA,NA
192956,7.92942,7.7375,7.16422,NA,NA,NA,NA,0.869,NA,NA,NA,NA
193022,7.24989,7.72405,7.46168,NA,NA,NA,NA,0.884,NA,NA,NA,NA
193284,8.07594,7.53456,7.54839,0.95,NA,NA,NA,NA,NA,NA,NA,NA
193563,8.02498,6.24615,7.70462,NA,0.581,NA,NA,NA,NA,NA,NA,NA
193713,7.67727,5.6671,7.85904,NA,0.496,NA,NA,NA,NA,NA,NA,NA
193826,7.74531,5.21738,6.86395,NA,0.388,NA,NA,NA,NA,NA,NA,NA
194069,7.759,6.84674,7.54995,NA,0.826,NA,NA,NA,NA,NA,NA,NA
194241,7.70562,8.29411,7.24898,0.887,NA,NA,NA,NA,NA,NA,NA,NA
194516,7.04143,6.99223,7.25854,NA,0.752,NA,NA,NA,NA,NA,NA,NA
194671,6.8274,7.66397,7.63544,NA,NA,NA,0.71,NA,NA,NA,NA,NA
194917,7.49301,7.58675,8.20083,NA,NA,NA,0.775,NA,NA,NA,NA,NA
195125,8.01993,7.78413,8.92768,NA,NA,NA,0.66,NA,NA,NA,NA,NA
195347,7.50118,7.56204,7.73113,0.966,NA,NA,NA,NA,NA,NA,NA,NA
195402,7.06366,7.12892,7.21917,0.737,NA,NA,NA,NA,NA,NA,NA,NA
195756,7.256,7.44035,7.25951,NA,NA,NA,0.831,NA,NA,NA,NA,NA
195831,8.44795,8.11083,7.32435,0.82,NA,NA,NA,NA,NA,NA,NA,NA
196174,9.57636,7.37791,7.19231,NA,0.486,NA,NA,NA,NA,NA,NA,NA
196221,8.52638,8.29497,8.35315,NA,0.741,NA,NA,NA,NA,NA,NA,NA
196441,7.21586,8.00707,7.33364,0.874,NA,NA,NA,NA,NA,NA,NA,NA
196768,6.90138,7.73408,7.23713,0.792,NA,NA,NA,NA,NA,NA,NA,NA
196910,7.25194,7.75576,7.00335,NA,NA,NA,NA,0.723,NA,NA,NA,NA
197034,8.24128,7.98994,7.26361,NA,NA,NA,NA,0.749,NA,NA,NA,NA
197228,8.36108,7.55916,6.91077,NA,NA,NA,0.708,NA,NA,NA,NA,NA
197445,9.13254,8.49294,7.75935,NA,NA,NA,NA,0.535,NA,NA,NA,NA
197767,8.39614,7.49871,8.89636,NA,0.667,NA,NA,NA,NA,NA,NA,NA
197870,7.81638,7.74971,7.98278,NA,0.971,NA,NA,NA,NA,NA,NA,NA
198002,8.2632,7.35529,7.06955,0.787,NA,NA,NA,NA,NA,NA,NA,NA
198256,8.1719,7.96664,7.09241,NA,0.85,NA,NA,NA,NA,NA,NA,NA
198482,7.77363,8.04374,7.4697,NA,0.963,NA,NA,NA,NA,NA,NA,NA
198708,7.71405,6.67422,7.38235,0.742,NA,NA,NA,NA,NA,NA,NA,NA
198865,8.76795,7.31364,7.75043,NA,NA,NA,0.658,NA,NA,NA,NA,NA
199011,7.74031,7.62595,8.06156,0.961,NA,NA,NA,NA,NA,NA,NA,NA
199231,9.03014,7.66205,7.984,NA,0.73,NA,NA,NA,NA,NA,NA,NA
199592,7.79263,6.65065,7.97608,NA,NA,NA,0.571,NA,NA,NA,NA,NA
199647,6.67283,7.54985,7.45934,NA,NA,NA,0.616,NA,NA,NA,NA,NA
200000,8.39292,7.5253,6.31719,NA,0.525,NA,NA,NA,NA,NA,NA,NA
