id,x0,x1,x2,fitness-1,fitness0.5,fitness2.5,fitness3.5,fitness3,fitness4,fitness5,fitness4.5,fitness1.5,fitness2,fitness1,fitness-0.5,fitness-2,fitness-3.5,fitness-5,fitness-4,fitness-4.5,fitness-1.5,fitness0,fitness-2.5,fitness-3
103773,4.24113,2.81241,-5,NA,NA,NA,NA,NA,260.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103904,4.84018,2.63346,-5,NA,NA,NA,NA,NA,NA,586.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104175,5,2.84563,-5,NA,NA,NA,NA,NA,239.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104375,5,4.71049,-4.14972,NA,NA,NA,NA,NA,NA,1802.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104489,5,5,-1.58353,NA,NA,NA,185.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104611,5,5,-1.0108,NA,NA,NA,2286.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104901,5,5,-1.06056,NA,NA,NA,NA,NA,NA,NA,3026.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105127,5,5,-0.875866,NA,NA,NA,NA,NA,NA,12178.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105283,5,5,-0.656075,NA,NA,NA,NA,NA,NA,11784.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105378,5,5,0.355796,NA,NA,NA,NA,NA,NA,NA,3765.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105679,5,5,-0.175298,NA,NA,NA,NA,NA,NA,NA,3082.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105850,4.97106,5,0.579943,NA,NA,NA,NA,NA,NA,NA,80.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106101,5,3.89445,-1.01821,NA,NA,NA,NA,NA,NA,2036.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106203,5,4.11762,-0.210969,NA,NA,NA,NA,NA,NA,2971.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106502,5,4.65938,-0.613252,NA,NA,NA,NA,NA,NA,6342.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106582,4.26894,5,-0.414429,NA,NA,NA,NA,NA,NA,1559.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106792,4.7226,5,-0.565869,NA,NA,NA,NA,NA,NA,6170.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107132,4.03743,5,-1.65155,NA,NA,NA,NA,NA,NA,866.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107322,3.29898,4.32673,-0.667055,NA,NA,NA,NA,NA,NA,2368.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107404,2.7052,4.81768,-0.799919,NA,NA,NA,NA,NA,NA,3995.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107754,3.8906,5,-0.645303,NA,NA,NA,NA,NA,NA,2441.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107948,3.97802,5,-1.62733,NA,NA,NA,NA,NA,113.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107980,3.81622,5,-0.919243,NA,NA,NA,NA,1058.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108262,5,4.06689,-0.990363,NA,NA,NA,695.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108568,5,4.46367,-0.806835,NA,NA,NA,NA,NA,NA,NA,1840.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108728,5,4.18318,-0.353209,NA,NA,NA,NA,651.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108859,5,4.03321,-0.605822,NA,NA,NA,366.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109138,4.22677,4.27633,-1.07707,NA,NA,213.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109253,3.99205,4.12895,-1.25309,NA,NA,NA,NA,NA,NA,NA,NA,4.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109414,4.5296,4.62744,-2.65183,NA,NA,NA,NA,NA,NA,NA,NA,31.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109641,4.85298,5,-2.86908,NA,NA,NA,NA,460.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109886,5,5,-3.11786,NA,NA,559.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110144,5,5,-0.368939,NA,NA,742.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110353,5,4.41603,-1.20976,NA,NA,463.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110517,4.85857,5,-0.394673,NA,NA,1188.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110715,5,5,-1.38946,NA,4408.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110973,5,5,-1.07887,NA,NA,NA,NA,NA,NA,NA,NA,533.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111160,4.07284,5,-1.76942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111286,4.0066,5,-2.1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111473,3.25865,4.82584,-3.10666,1755.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111746,2.7588,5,-2.84603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.468,NA
111974,3.62506,5,-1.70209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.126,NA,NA,NA,NA,NA,NA,NA,NA
112093,3.53344,5,-0.840996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.989,NA,NA,NA,NA,NA,NA,NA,NA
112349,4.18545,5,-1.31253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650.552,NA,NA,NA,NA,NA,NA,NA
112519,3.43197,4.73987,-1.44179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006.967,NA
112767,2.92209,5,0.914705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.757,NA,NA,NA,NA,NA,NA,NA,NA
112807,3.88512,5,2.15657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.62,NA,NA,NA
113006,4.80044,5,2.86706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.098,NA,NA,NA,NA,NA,NA,NA,NA
113371,5,5,1.60501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.485,NA,NA,NA,NA,NA,NA,NA,NA
113378,4.63301,5,2.29875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484.412,NA,NA,NA
113729,4.21336,5,3.33085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.765
113972,4.77697,5,4.18463,3454.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114152,5,5,4.69938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930.596
114350,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1813.854
114508,4.52222,5,4.74294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.267,NA,NA,NA,NA,NA,NA,NA,NA
114596,5,4.34575,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2342.645,NA,NA,NA,NA,NA,NA,NA,NA,NA
114929,5,4.43781,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.462,NA,NA,NA
115168,5,4.36159,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4508.515,NA,NA,NA
115213,4.80297,4.53969,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016.689,NA,NA,NA,NA,NA,NA,NA,NA
115401,4.56223,4.96224,4.73872,846.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115578,5,4.81229,4.46005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3486,NA,NA,NA
115837,5,4.72514,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5699.507,NA,NA,NA,NA,NA,NA,NA,NA
116121,5,5,3.41525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.047,NA,NA,NA,NA
116226,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2086.003
116557,4.69882,5,4.8189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1688.546,NA,NA,NA,NA,NA,NA,NA,NA
116641,3.70546,4.88291,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1393.701
116923,4.90895,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3360.556
117162,4.61736,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1298.902,NA,NA,NA,NA,NA,NA,NA,NA
117251,3.81728,5,4.48735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.161,NA,NA,NA,NA,NA,NA,NA
117561,4.81997,5,4.9872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2866.318,NA,NA,NA,NA,NA
117739,4.79493,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3246.703,NA,NA,NA,NA,NA,NA
117886,4.10707,5,4.99411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841.67,NA,NA,NA,NA
118105,2.8194,4.45937,3.89824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.079,NA
118329,1.86028,4.92179,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1632.864,NA,NA,NA,NA,NA,NA,NA,NA
118409,2.63633,4.90213,4.86064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1349.272,NA,NA,NA,NA,NA,NA,NA,NA
118658,4.4426,4.23473,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047.694,NA,NA,NA,NA,NA,NA,NA,NA
118773,4.27706,5,3.48123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.64,NA
119038,4.42554,5,4.40269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.357,NA,NA,NA,NA,NA,NA,NA,NA
119325,4.26061,4.41545,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.354
119411,4.85345,4.97679,4.91065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2241.458,NA,NA,NA,NA,NA,NA,NA,NA
119626,5,4.99064,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5601.144,NA,NA,NA,NA,NA,NA,NA,NA
119910,3.77525,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692.705
119985,3.64035,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.286,NA,NA,NA,NA,NA
120258,3.8047,5,4.90165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.761,NA,NA,NA,NA,NA,NA
120555,3.81676,3.13748,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.747,NA,NA,NA,NA
120657,4.17958,2.51413,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.095,NA,NA,NA,NA,NA,NA
120784,5,1.7035,3.66624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.8,NA,NA,NA,NA,NA,NA
121111,4.32906,-0.347217,2.29613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.6,NA,NA,NA,NA,NA
121222,5,-0.776092,2.19777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081.61
121540,5,-1.2909,4.1643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1406.723,NA
121687,5,-1.49106,4.23517,1672.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121934,4.48352,-0.616249,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636.412,NA,NA,NA,NA,NA,NA,NA,NA
122088,5,0.372678,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2924.087,NA,NA
122347,5,0.262747,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4050.094,NA,NA,NA
122537,5,-1.01786,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4857.355,NA,NA,NA,NA,NA,NA,NA,NA,NA
122613,5,-0.32924,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1725.299,NA,NA
122852,4.88053,-0.707176,5,NA,3350.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123118,5,0.110166,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.151,NA,NA,NA,NA,NA,NA,NA,NA,NA
123271,4.67445,-0.880432,4.93056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1471.509,NA,NA
123474,4.88363,-1.172,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5061.673,NA,NA,NA,NA,NA,NA,NA,NA,NA
123725,4.38191,-1.14462,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.649,NA,NA,NA,NA,NA,NA,NA,NA,NA
123904,5,-0.111598,4.98746,6527.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124153,5,0.616595,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190.567,NA,NA,NA,NA,NA,NA,NA,NA,NA
124202,4.71619,0.129865,4.25656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.073,NA,NA,NA,NA,NA,NA,NA,NA,NA
124528,4.96139,1.24737,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015.062,NA,NA,NA,NA,NA,NA,NA,NA,NA
124587,4.81237,0.913101,5,5589.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124937,4.25158,-0.965198,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8025.856,NA,NA,NA,NA,NA,NA,NA,NA,NA
125061,2.74319,-0.210917,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1672.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
125347,3.23752,0.577733,3.33804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.412,NA,NA,NA,NA,NA,NA,NA,NA,NA
125422,3.51455,2.82724,3.22883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
125725,4.28068,3.77958,2.46201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.484,NA,NA,NA,NA,NA,NA,NA,NA
125864,4.40227,5,1.69725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1085.97,NA,NA,NA
126119,4.45911,4.83608,4.90111,2898.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126177,3.49232,4.54421,2.59656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.957,NA
126424,4.20896,3.47154,2.48021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.912
126629,5,4.38305,2.35896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.807,NA,NA,NA,NA,NA
126898,2.50628,4.96731,2.35659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.295,NA,NA,NA,NA,NA,NA
127125,3.29125,4.21124,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.864,NA,NA,NA,NA,NA,NA
127171,4.33064,3.67712,3.73947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.324,NA,NA,NA,NA,NA,NA,NA
127447,5,4.20903,3.46992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.319
127650,4.74857,5,2.7882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801.505,NA,NA,NA,NA,NA,NA
127789,5,4.80144,3.46737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.144,NA,NA,NA,NA
128032,5,3.88562,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673.275,NA,NA,NA,NA,NA,NA
128317,5,3.87373,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657.6,NA,NA,NA,NA,NA,NA
128424,5,4.30549,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.219,NA,NA,NA,NA
128619,5,4.7777,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3147.413,NA,NA,NA,NA,NA,NA
128802,4.92481,4.91617,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3490.053,NA,NA,NA,NA,NA,NA
128992,5,5,4.7678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860.798,NA,NA,NA,NA,NA,NA
129227,5,3.13423,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.549,NA,NA,NA,NA,NA,NA,NA
129371,5,2.33802,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.71,NA,NA,NA,NA,NA,NA,NA
129617,5,3.31445,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1096.266,NA
129780,4.97934,3.12312,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.202,NA
130083,5,4.10196,4.08425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.51
130216,4.64753,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6880.233,NA,NA,NA,NA,NA,NA,NA,NA,NA
130544,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054.345,NA,NA,NA,NA,NA,NA,NA,NA,NA
130602,4.80254,4.41961,4.56048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,936.627,NA,NA
130860,4.83754,5,5,3910.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131081,4.85757,4.93911,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7103.364,NA,NA,NA,NA,NA,NA,NA,NA
131211,5,5,4.6169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830.142,NA,NA,NA,NA,NA,NA,NA,NA,NA
131400,5,4.16543,4.48215,NA,NA,NA,NA,NA,NA,NA,NA,184.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131577,5,5,4.85847,NA,NA,NA,NA,NA,NA,NA,NA,NA,941.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131876,5,4.18594,4.44218,NA,279.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132077,5,3.40843,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.929,NA,NA
132262,5,5,4.38568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835.424,NA,NA
132498,3.76164,5,3.9262,830.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132668,3.78012,5,4.10863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.874,NA
132915,4.36803,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743.279,NA,NA,NA,NA,NA,NA,NA
133097,4.8568,5,3.70408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1138.452,NA,NA,NA,NA,NA,NA
133214,5,4.49619,2.91925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.311,NA,NA,NA,NA,NA,NA,NA
133446,4.50053,3.7726,2.32306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.507,NA,NA,NA,NA,NA,NA,NA
133695,5,4.11905,1.54543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.472
133886,4.65835,5,1.57732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.439,NA
133988,5,3.73291,1.30267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.461,NA,NA,NA,NA
134335,4.76976,4.20158,1.83248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.466,NA,NA,NA,NA
134500,4.5182,4.08863,3.03476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.231,NA,NA,NA,NA,NA,NA
134739,3.91089,4.55077,3.47799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.551,NA,NA,NA,NA
134879,4.80024,4.95752,4.81144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4958.184,NA,NA,NA,NA,NA,NA
135117,5,5,3.83848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855.251,NA,NA,NA,NA,NA,NA
135280,3.63615,5,3.86997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.586,NA,NA,NA,NA,NA,NA
135421,2.7828,4.48322,4.27723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.171,NA,NA,NA,NA,NA
135594,2.31058,3.20225,4.72203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.292,NA,NA,NA,NA,NA,NA,NA,NA
135960,2.80932,2.47612,4.79757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.783,NA
136109,4.85977,2.59944,4.16678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.774,NA,NA,NA,NA,NA,NA,NA,NA,NA
136239,5,2.60901,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
136405,4.9325,3.59372,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
136643,4.81978,4.55562,4.54044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.773,NA,NA,NA,NA,NA,NA,NA,NA
136780,5,4.37283,4.42536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.276
137112,3.4338,4.55061,4.52846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.565
137284,4.81803,4.82354,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5328.677
137413,5,4.37235,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903.215,NA
137718,5,4.60833,5,6592.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137846,4.80968,4.60128,5,7767.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138047,4.85223,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2495.474,NA,NA,NA,NA,NA,NA,NA,NA
138253,4.36376,5,4.8034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918.938,NA,NA,NA,NA,NA,NA,NA
