id,x0,x1,x2,fitness8.5,fitness8,fitness7.5,fitness7,fitness9,fitness6.5,fitness10,fitness9.5,fitness6,fitness5,fitness5.5,fitness10.5,fitness4.5,fitness4,fitness3.5
129936,7.33298,8.07792,9.29686,NA,NA,NA,NA,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130130,7.40916,7.5866,8.49341,NA,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130380,8.98343,7.43557,7.28522,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130422,7.54264,7.52935,6.2132,NA,NA,NA,NA,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130713,8.8951,7.65082,6.84888,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130857,8.8518,7.87973,6.86188,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131193,8.16604,7.56464,8.05603,NA,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131289,8.40684,7.52771,7.87143,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131590,7.97721,7.81371,8.31633,NA,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA
131635,7.18071,7.02338,9.27003,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131950,7.48482,9.68731,7.68711,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132019,7.74198,8.14756,9.01562,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132280,7.4225,7.59736,9.09988,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132596,6.29131,8.17343,7.59317,NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132789,7.96685,8.77497,7.12235,NA,NA,NA,NA,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132959,7.74926,8.37797,7.80679,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133180,8.06546,9.42758,7.59961,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133312,7.83621,8.43212,8.19419,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133403,8.23321,7.46616,7.70409,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133601,8.12491,7.89967,7.90513,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133883,7.4138,7.85585,8.26047,NA,NA,0.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134001,6.89823,6.3767,8.23151,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134360,7.47401,7.34379,7.94815,NA,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134439,8.74426,8.2946,7.59527,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134764,8.37799,7.83962,7.86233,NA,NA,NA,NA,NA,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA
134973,7.51002,7.64021,7.22429,NA,NA,NA,0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135163,8.83008,7.54108,7.0189,NA,NA,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135328,7.81764,6.66271,7.72979,NA,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135485,8.14237,6.98611,8.22539,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135761,9.30254,8.19725,8.61631,NA,NA,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135927,10.0908,8.9397,8.45188,NA,NA,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136036,8.41772,8.40436,6.81823,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136369,8.31233,9.67027,8.15858,NA,NA,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136449,8.02265,8.80902,8.43879,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136732,7.72831,7.71134,8.37713,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136883,7.2593,9.15064,7.08199,NA,NA,NA,NA,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137158,6.88563,9.14573,6.79827,NA,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137287,8.37947,7.66476,7.17587,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137533,7.57378,6.6927,8.05284,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137681,6.88091,7.42758,6.14735,NA,NA,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137974,7.48172,7.50447,6.38214,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138110,7.04905,6.98841,7.6527,NA,NA,NA,NA,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138312,7.62733,8.44315,9.10554,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138572,7.12871,8.0236,6.15016,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138781,8.56372,7.54753,7.83384,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138872,7.55715,7.17105,7.63377,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139183,6.73978,7.52397,8.24063,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139382,7.78216,7.7073,8.08147,NA,NA,0.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139599,8.26262,9.05521,7.22578,NA,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139723,8.16871,7.74021,7.16563,NA,NA,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139825,8.50094,6.67025,6.24724,NA,NA,NA,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140137,8.77982,8.10593,6.96929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172,NA,NA,NA,NA
140262,9.02242,7.81104,7.90646,NA,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140476,8.40538,8.0174,6.90288,NA,NA,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140797,8.56247,7.90323,6.99033,NA,NA,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140985,7.87387,7.78625,7.01904,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141147,8.86848,8.16754,6.81447,NA,NA,NA,NA,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141381,7.12113,7.94094,8.07904,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141586,6.98165,7.71861,6.14655,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141659,7.61963,7.54939,5.40086,NA,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141901,6.62101,6.48956,4.36943,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142096,8.40287,6.6734,4.13269,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142296,8.18799,7.21773,4.36097,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142502,7.79302,8.2254,4.93255,NA,NA,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142627,8.13215,7.996,4.5893,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142872,7.80375,8.35527,5.48506,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143143,8.30196,8.25405,5.05375,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143317,8.64787,7.77435,6.57456,NA,NA,NA,NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143418,9.27852,7.95277,6.55038,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143629,7.64388,5.68746,7.39883,NA,NA,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143926,6.79343,7.11095,7.44792,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144051,8.02535,7.774,8.13208,NA,0.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144380,7.45426,7.43347,8.52367,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144566,7.30987,8.57416,8.34151,NA,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144747,7.71967,7.20965,8.24573,NA,0.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144848,7.91082,6.96512,7.91013,NA,NA,NA,NA,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145060,8.272,7.29643,8.18304,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145241,6.35033,7.81948,7.45603,NA,0.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145558,7.12491,7.13882,7.50356,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145767,6.89531,6.04355,6.91603,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145885,8.40732,7.20394,7.13763,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146092,8.29566,6.96287,7.13196,NA,NA,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146337,8.02263,7.40031,7.28277,NA,NA,NA,NA,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146411,8.42581,7.28208,7.10285,NA,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146644,6.21455,8.02051,7.61556,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146849,6.55843,8.74512,6.67354,NA,NA,0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147005,7.79078,9.31746,7.48561,NA,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147228,7.55086,9.1666,7.6171,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147490,6.10098,7.65366,8.60722,NA,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147779,7.3978,6.79343,8.64772,NA,NA,NA,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147834,7.08292,8.36829,8.93702,NA,NA,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148020,7.28714,8.10295,8.07008,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148329,6.45334,7.3926,8.44972,NA,NA,NA,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148581,7.42551,7.49828,7.44594,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
148660,7.18598,7.74919,6.91957,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148885,8.06068,7.47658,7.54043,NA,0.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149001,8.71571,7.39257,7.84117,NA,NA,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149325,8.66049,7.41644,8.10818,NA,NA,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149554,7.90604,7.40159,7.47554,NA,NA,NA,NA,NA,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA
149688,7.80219,7.79928,7.84167,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149836,8.91621,9.55147,7.2291,NA,NA,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150070,8.53157,7.83893,7.5126,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150304,8.92054,8.1838,7.13772,NA,NA,0.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150481,8.41746,8.97477,8.29079,NA,NA,NA,NA,NA,NA,NA,NA,0.175,NA,NA,NA,NA,NA,NA
150722,7.87584,7.61465,7.58324,NA,NA,NA,0.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150801,8.35515,8.87879,7.97938,NA,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151074,9.00646,8.29395,7.44667,NA,NA,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151210,7.92975,8.37055,8.4043,NA,NA,NA,NA,NA,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA
151428,9.09357,8.77425,7.33928,NA,NA,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151653,8.34612,7.65846,7.93212,NA,NA,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151866,8.58322,8.20936,8.31543,NA,NA,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152041,7.56611,8.35991,8.72056,NA,0.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152345,8.55073,7.73105,8.54644,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152469,7.80223,8.32802,8.14798,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152753,7.24736,8.13712,7.32737,NA,0.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152927,7.99429,8.04583,8.50078,NA,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153041,8.01777,9.19992,9.34723,NA,NA,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153338,7.81461,7.70315,8.94509,NA,NA,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153467,7.62115,8.64403,8.51699,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153658,8.01545,7.22794,7.8807,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153916,7.52802,6.6806,7.46235,NA,NA,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154039,7.55246,7.2176,7.63746,NA,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA
154295,8.2195,8.435,6.57623,NA,NA,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154594,7.31774,7.2921,6.06264,NA,0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154666,8.13079,7.47929,7.65448,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154999,8.69648,8.05999,8.13357,NA,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA
155104,7.80196,6.96693,7.80451,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155328,6.20032,6.94782,8.82737,NA,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155477,7.93059,8.05511,9.58139,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155799,7.66859,7.97372,8.8515,NA,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155842,7.33892,7.69252,8.52697,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156103,8.22312,7.5872,8.48898,NA,NA,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156280,7.32353,7.20562,7.68354,NA,NA,0.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156401,7.3823,5.16112,8.39822,NA,NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156666,7.39155,6.567,8.43497,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156847,7.4689,7.59364,8.51954,NA,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157098,6.65874,7.16802,8.78605,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157259,7.22104,7.93667,7.88888,NA,NA,NA,NA,NA,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA
157406,7.8633,7.13655,8.58525,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157611,7.63428,7.66136,8.32861,NA,NA,NA,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157994,7.51593,7.23355,6.82681,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158085,8.51173,7.70387,6.46308,NA,NA,0.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158305,7.95571,7.43125,7.58727,NA,NA,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158476,9.0272,6.95338,8.10509,NA,NA,NA,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158773,7.91832,7.47237,7.88968,NA,NA,NA,0.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158941,8.30491,7.71419,7.23576,NA,NA,0.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159162,8.88289,8.61582,7.79811,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159315,8.06824,7.54668,8.30369,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159451,8.08949,7.12127,9.30218,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159739,7.1503,6.72526,8.77852,NA,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159864,8.31578,7.62704,8.23043,NA,NA,0.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160096,8.03508,7.97773,8.30403,NA,NA,0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160276,7.64707,7.36149,8.67508,NA,NA,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160583,8.67555,7.86616,8.5232,NA,NA,NA,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160736,7.84121,9.44634,8.35746,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160899,7.84438,7.60698,6.31862,NA,NA,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161033,8.14299,7.2985,6.37214,NA,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161335,8.067,8.06864,7.52742,0.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161491,7.12607,8.21937,7.31462,NA,NA,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA
161727,7.62871,7.76994,8.64052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377,NA,NA,NA,NA
161909,7.93878,8.25656,8.60183,NA,NA,NA,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA
162121,7.66398,8.28005,8.7437,NA,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162302,7.96854,8.07599,7.24159,NA,NA,NA,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162421,7.54247,7.79203,8.5422,NA,0.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162717,7.84139,8.12469,7.85767,NA,NA,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162886,7.73857,8.31259,7.52978,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163063,7.38449,8.25985,8.42449,NA,NA,NA,NA,NA,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA
163314,7.59333,8.48651,7.39839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372,NA,NA,NA
163434,7.34971,8.43015,8.15654,NA,NA,NA,NA,NA,NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA
163691,8.08534,8.00548,8.28281,NA,NA,NA,NA,NA,NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA
163822,7.63988,8.12468,8.50597,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164188,7.84373,7.28868,7.79496,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164250,8.05151,9.26538,8.30481,NA,NA,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164541,7.73457,8.06876,8.45096,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164664,7.42651,8.58967,8.59929,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164826,7.20894,7.82761,8.68024,NA,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165152,7.78831,8.49874,6.68393,NA,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165321,7.63708,8.54852,7.34665,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165528,6.85853,7.45389,7.74137,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165678,7.44695,8.0396,7.1217,NA,NA,0.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165924,7.28512,8.58188,6.97876,NA,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166025,6.75308,8.78811,7.84042,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166306,6.59175,8.14592,7.80952,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
166464,6.79444,8.39692,7.52454,NA,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166797,7.65825,8.81768,8.1854,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166954,7.75135,8.49276,6.89772,NA,NA,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167028,8.09999,8.28422,7.81141,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167398,7.10375,7.94823,8.74164,NA,NA,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167523,7.45699,7.65735,9.23132,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167672,8.90601,8.47632,7.8042,NA,NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167999,7.80225,7.22165,7.40497,NA,NA,0.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168025,8.86557,8.57626,7.6168,0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168284,8.07787,8.2268,9.3911,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168482,8.37984,7.07974,7.80963,NA,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168771,8.99645,7.52087,8.36286,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168842,8.39092,7.87277,9.36672,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169124,7.48886,7.94723,8.87305,NA,NA,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA
169309,8.22823,8.09722,8.66538,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169402,8.19391,7.78053,8.52087,NA,NA,NA,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169727,6.62802,7.61739,7.23736,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169879,7.02846,7.40695,8.67811,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170153,6.80219,7.83785,7.96957,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170210,7.00151,8.26376,8.7205,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170490,8.16759,9.04918,9.67647,NA,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170795,7.17077,7.44641,9.17553,NA,NA,NA,NA,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170945,8.67301,7.18778,8.0078,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171101,7.67888,7.45051,7.31103,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171270,7.67715,7.3935,8.06659,NA,0.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171480,8.43654,7.2653,7.57704,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171618,7.44427,7.41973,5.76285,NA,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171943,7.2359,6.91024,7.15911,NA,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172086,8.45528,6.7797,7.59624,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172342,7.59138,6.46654,9.33404,NA,NA,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172571,6.85182,6.48644,8.71672,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172663,7.73923,7.18781,8.56485,NA,NA,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172804,7.28369,6.77692,7.8358,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173071,6.40089,8.1058,7.36275,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
