id,x0,x1,x2,fitness-3.5,fitness-3,fitness-4.5,fitness-4,fitness-2.5,fitness-2,fitness-1.5,fitness0,fitness0.5,fitness-0.5,fitness-1,fitness-5
148959,2.02522,0.249512,-2.95345,-149.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149092,1.9387,0.294383,-3.16326,-140.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149379,2.32244,-0.69819,-3.7686,-273.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149440,2.22359,0.415056,-3.39498,NA,NA,NA,NA,-96.744,NA,NA,NA,NA,NA,NA,NA
149621,1.90729,0.926293,-3.87308,NA,-31.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149960,2.52684,1.28073,-3.18342,NA,NA,NA,NA,NA,-64.935,NA,NA,NA,NA,NA,NA
150116,2.35311,1.61806,-5,NA,NA,NA,NA,-22.517,NA,NA,NA,NA,NA,NA,NA
150311,1.53774,0.81742,-4.20156,NA,NA,NA,NA,NA,NA,-87.343,NA,NA,NA,NA,NA
150554,2.90999,2.33656,-5,NA,-56.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150737,1.63174,3.45469,-5,NA,-84.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150989,1.82406,2.17278,-4.27002,-22.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151084,3.32835,1.65987,-5,-80.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151326,2.41557,1.12718,-5,-56.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151416,3.10563,1.37979,-5,-77.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151769,3.48549,2.12943,-5,NA,-83.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151974,4.17111,1.61978,-5,NA,NA,NA,NA,-131.232,NA,NA,NA,NA,NA,NA,NA
152175,3.48575,2.36846,-4.02223,-105.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152255,2.88637,1.86729,-4.88853,NA,-43.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152575,2.65374,3.1766,-3.88466,NA,-86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152673,1.66339,2.60404,-3.53482,NA,NA,NA,NA,-39.844,NA,NA,NA,NA,NA,NA,NA
152828,0.40269,3.25456,-4.47143,NA,NA,NA,NA,NA,NA,-128.063,NA,NA,NA,NA,NA
153173,1.81602,3.1289,-3.59151,NA,NA,NA,NA,NA,NA,NA,-209.615,NA,NA,NA,NA
153213,2.65255,2.11979,-4.7562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.667,NA
153499,1.93175,1.61007,-3.9212,-31.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153787,2.66508,2.07597,-4.41263,NA,-28.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153989,2.84123,1.88238,-3.24177,-87.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154070,2.9804,1.86394,-3.67242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.276,NA
154250,2.11522,1.19778,-4.06198,NA,NA,NA,NA,NA,NA,-52.162,NA,NA,NA,NA,NA
154488,2.29836,1.73465,-3.21438,NA,NA,NA,NA,NA,-56.342,NA,NA,NA,NA,NA,NA
154715,1.67594,1.77087,-2.07682,NA,NA,NA,NA,-146.625,NA,NA,NA,NA,NA,NA,NA
154815,0.560454,1.72172,-2.47413,NA,-132.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155065,0.779535,2.05419,-2.90188,NA,NA,NA,NA,NA,-88.391,NA,NA,NA,NA,NA,NA
155302,1.15557,2.88675,-3.42548,-73.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155520,0.956813,2.38738,-5,NA,NA,NA,NA,-40.503,NA,NA,NA,NA,NA,NA,NA
155623,1.82322,2.6578,-5,NA,NA,-114.521,NA,NA,NA,NA,NA,NA,NA,NA,NA
155873,1.16166,1.43017,-4.81426,NA,NA,-86.314,NA,NA,NA,NA,NA,NA,NA,NA,NA
156069,2.28602,1.73203,-4.41327,NA,-21.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156354,2.25538,0.97935,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-159.315
156461,1.7262,1.45086,-4.97889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-143.224
156633,2.06058,0.753856,-2.74773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-241.785
156875,2.02327,0.39977,-3.66286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-198.165
157069,2.30523,2.17102,-3.87252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153.27
157338,2.2242,1.26609,-3.62271,NA,-33.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157430,1.02168,0.694189,-4.09026,NA,NA,NA,NA,-85.136,NA,NA,NA,NA,NA,NA,NA
157699,2.44325,0.137476,-5,NA,-122.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157832,2.01566,0.657552,-5,NA,NA,NA,NA,-65.208,NA,NA,NA,NA,NA,NA,NA
158199,1.81116,1.77899,-5,NA,NA,NA,-57.462,NA,NA,NA,NA,NA,NA,NA,NA
158327,2.93772,1.8036,-4.67013,NA,NA,-101.257,NA,NA,NA,NA,NA,NA,NA,NA,NA
158504,1.93903,1.79695,-4.38269,-38.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158793,1.29676,1.55755,-5,NA,NA,NA,-56.942,NA,NA,NA,NA,NA,NA,NA,NA
159000,0.935116,0.721679,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-191.435
159021,0.697277,2.514,-3.81503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-174.795
159312,1.15049,1.37091,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-154.641
159556,2.27271,-0.195307,-4.88473,NA,NA,NA,-189.395,NA,NA,NA,NA,NA,NA,NA,NA
159783,1.36633,0.80853,-5,-72.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159991,1.84006,0.986562,-5,NA,NA,NA,-67.485,NA,NA,NA,NA,NA,NA,NA,NA
160070,1.84382,0.932854,-3.21416,NA,-67.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160354,1.69719,1.69457,-2.94223,NA,NA,NA,NA,-57.037,NA,NA,NA,NA,NA,NA,NA
160595,2.66346,2.0242,-3.44831,NA,NA,NA,NA,NA,-50.185,NA,NA,NA,NA,NA,NA
160777,3.08431,1.00256,-5,NA,NA,NA,NA,NA,NA,-82.127,NA,NA,NA,NA,NA
160984,2.78831,2.44027,-5,NA,NA,NA,NA,NA,-55.533,NA,NA,NA,NA,NA,NA
161092,1.64774,2.69416,-5,NA,NA,NA,NA,-37.484,NA,NA,NA,NA,NA,NA,NA
161292,2.15987,2.09824,-4.52468,-35.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161522,2.70718,2.13205,-3.7623,NA,NA,NA,-98.637,NA,NA,NA,NA,NA,NA,NA,NA
161640,1.88978,1.54824,-5,-39.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161899,1.07011,2.79468,-4.26105,NA,-45.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162183,1.71639,2.80379,-5,NA,NA,NA,-87.611,NA,NA,NA,NA,NA,NA,NA,NA
162354,1.76228,1.43466,-3.80784,NA,-20.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162533,2.24334,2.08448,-4.07597,-47.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162632,2.75642,2.03546,-4.12198,-50.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162957,1.85178,2.93255,-5,-69.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163038,1.36499,0.98181,-5,NA,NA,-120.826,NA,NA,NA,NA,NA,NA,NA,NA,NA
163235,0.995021,0.810076,-4.39524,NA,NA,-140.224,NA,NA,NA,NA,NA,NA,NA,NA,NA
163585,0.800666,1.34475,-4.59489,NA,NA,-98.546,NA,NA,NA,NA,NA,NA,NA,NA,NA
163714,1.71087,1.32518,-3.97152,NA,NA,NA,NA,-9.542,NA,NA,NA,NA,NA,NA,NA
163801,2.43488,3.15398,-4.23338,NA,NA,NA,NA,NA,-67.677,NA,NA,NA,NA,NA,NA
164172,3.102,3.05174,-3.83528,NA,NA,NA,NA,NA,-94.982,NA,NA,NA,NA,NA,NA
164221,2.10991,1.70442,-3.45264,NA,NA,NA,NA,NA,-36.157,NA,NA,NA,NA,NA,NA
164582,2.00369,1.61694,-5,NA,NA,NA,NA,-15.584,NA,NA,NA,NA,NA,NA,NA
164772,0.732757,1.60782,-4.49466,NA,NA,NA,NA,NA,NA,-68.683,NA,NA,NA,NA,NA
164817,2.18918,1.74515,-4.31564,NA,NA,NA,NA,NA,NA,NA,-131.805,NA,NA,NA,NA
165039,1.86805,2.45128,-4.21944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-60.72,NA
165301,2.74037,2.5184,-4.64184,NA,-44.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165535,1.34302,2.39911,-5,NA,-36.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165657,2.50981,2.87634,-3.86773,NA,-61.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165806,3.11387,2.45796,-4.62633,NA,NA,NA,-95.804,NA,NA,NA,NA,NA,NA,NA,NA
166021,2.86547,2.24716,-5,NA,NA,-117.352,NA,NA,NA,NA,NA,NA,NA,NA,NA
166399,1.3886,1.19094,-5,NA,NA,NA,-80.352,NA,NA,NA,NA,NA,NA,NA,NA
166574,1.39938,1.58611,-4.66794,NA,-11.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166601,2.86158,1.04595,-4.96872,-79.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166996,3.81861,0.540181,-4.72197,NA,NA,NA,NA,NA,-134.873,NA,NA,NA,NA,NA,NA
167128,3.16172,1.11752,-5,NA,-73.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167369,2.62027,0.729483,-5,-81.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167461,2.07037,0.702173,-4.78814,-65.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167605,2.56608,-0.444815,-5,NA,-215.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167920,2.50345,1.18663,-3.07042,NA,-81.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168174,3.22499,1.93372,-3.76045,NA,-73.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168359,3.74733,0.717492,-4.98767,NA,NA,NA,NA,-119.121,NA,NA,NA,NA,NA,NA,NA
168573,3.65742,0.52488,-4.70415,NA,NA,NA,NA,-121.644,NA,NA,NA,NA,NA,NA,NA
168681,2.44774,0.666787,-3.87621,NA,NA,NA,NA,NA,NA,-81.749,NA,NA,NA,NA,NA
168816,3.09963,0.503787,-3.82235,NA,NA,NA,NA,NA,NA,NA,NA,NA,-180.446,NA,NA
169070,3.41262,0.574205,-4.04746,NA,NA,NA,NA,-106.099,NA,NA,NA,NA,NA,NA,NA
169325,2.77313,0.247827,-5,NA,-113.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169524,2.21504,1.06932,-4.33321,NA,NA,NA,NA,NA,-21.28,NA,NA,NA,NA,NA,NA
169653,2.20105,2.20352,-5,NA,-32.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169965,1.80552,2.97771,-4.07346,NA,-45.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170087,1.50406,1.04017,-2.80393,NA,NA,NA,NA,NA,NA,-118.249,NA,NA,NA,NA,NA
170317,2.89929,0.294782,-2.45345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-265.627,NA
170493,3.48705,0.750754,-3.87187,NA,NA,NA,NA,NA,-110.821,NA,NA,NA,NA,NA,NA
170706,3.72941,1.80497,-4.43856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.543,NA
170859,3.67244,1.59236,-5,NA,NA,NA,NA,NA,NA,-108.481,NA,NA,NA,NA,NA
171052,4.44655,1.339,-5,NA,NA,NA,NA,NA,-163.044,NA,NA,NA,NA,NA,NA
171244,3.90855,2.28534,-5,NA,NA,NA,NA,-115.006,NA,NA,NA,NA,NA,NA,NA
171535,4.14318,2.49151,-5,NA,NA,NA,NA,-141.895,NA,NA,NA,NA,NA,NA,NA
171667,3.20394,2.81002,-4.98038,-97.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171870,4.12984,2.01013,-4.9037,NA,-130.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172069,2.87399,2.48842,-5,NA,NA,NA,NA,-53.363,NA,NA,NA,NA,NA,NA,NA
172400,2.15142,2.54081,-4.62383,NA,-33.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172589,1.9452,1.77278,-2.93557,NA,NA,-156.867,NA,NA,NA,NA,NA,NA,NA,NA,NA
172791,3.55479,0.895293,-3.07127,NA,NA,-250.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
172938,1.69715,1.14666,-3.992,NA,NA,NA,NA,-14.688,NA,NA,NA,NA,NA,NA,NA
173001,1.45482,1.71466,-3.63306,NA,NA,NA,NA,-21.272,NA,NA,NA,NA,NA,NA,NA
173213,1.982,2.12084,-3.46702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.963,NA
173543,1.76137,0.919934,-3.32041,NA,NA,NA,NA,-60.037,NA,NA,NA,NA,NA,NA,NA
173750,2.67996,0.978032,-2.6987,NA,-129.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173810,1.77992,1.10559,-2.21631,NA,NA,NA,NA,NA,-143.844,NA,NA,NA,NA,NA,NA
174100,2.29478,0.247357,-3.01757,NA,-139.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174384,2.93697,1.11286,-2.59694,NA,NA,-285.213,NA,NA,NA,NA,NA,NA,NA,NA,NA
174584,2.11473,1.67581,-2.49297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-252.012
174792,2.06927,2.64068,-3.70521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-166.77
174848,1.91168,2.35994,-4.72713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-145.307
175003,2.55542,2.16498,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-158.597
175328,2.02704,1.54431,-4.9562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-142.026
175458,1.63103,1.48924,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-143.863
175677,2.83486,2.12858,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-168.602
175847,1.88219,2.16158,-3.99904,NA,NA,-101.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
176162,1.33195,2.02526,-5,NA,-23.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176247,0.943441,1.32205,-5,NA,NA,NA,NA,-42.755,NA,NA,NA,NA,NA,NA,NA
176583,-0.436155,1.69521,-5,NA,NA,NA,NA,-129.863,NA,NA,NA,NA,NA,NA,NA
176637,0.455609,1.40649,-5,NA,NA,-135.233,NA,NA,NA,NA,NA,NA,NA,NA,NA
176950,0.166432,1.34866,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-202.63
177179,0.571378,1.2864,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-180.592
177354,0.146573,2.15523,-3.93641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-194.229
177406,0.22585,2.74781,-5,NA,-90.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177712,0.857182,1.0037,-5,NA,NA,NA,NA,-69.501,NA,NA,NA,NA,NA,NA,NA
177864,0.895899,2.20606,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.39,NA
178167,0.725853,1.48757,-5,NA,NA,NA,NA,NA,-61.84,NA,NA,NA,NA,NA,NA
178206,1.39409,2.2309,-5,NA,NA,NA,NA,NA,-31.242,NA,NA,NA,NA,NA,NA
178566,0.402715,1.60986,-5,-84.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178614,0.297983,1.66158,-4.47371,-87.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178986,0.613268,2.00569,-5,NA,NA,NA,NA,-49.578,NA,NA,NA,NA,NA,NA,NA
179135,-0.0667008,1.64664,-5,NA,-98.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179287,2.04459,0.60209,-4.25214,NA,NA,NA,NA,NA,-57.197,NA,NA,NA,NA,NA,NA
179422,2.71567,0.110557,-4.67045,NA,-121.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179688,2.31136,1.42109,-4.37106,NA,NA,NA,NA,NA,-24.268,NA,NA,NA,NA,NA,NA
179953,1.12683,2.71324,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-144.581,NA,NA
180143,2.84013,2.07984,-5,NA,NA,NA,NA,-42.602,NA,NA,NA,NA,NA,NA,NA
180240,2.25759,2.44646,-4.73451,NA,-33.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180405,2.20421,2.72562,-3.57939,NA,NA,-144.433,NA,NA,NA,NA,NA,NA,NA,NA,NA
180651,0.0396564,2.58781,-3.30489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-219.16
180955,0.302885,2.1627,-4.23384,NA,-65.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181189,-0.00748405,0.721763,-4.69752,NA,-159.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181306,0.500793,1.17675,-4.04566,NA,NA,NA,-116.732,NA,NA,NA,NA,NA,NA,NA,NA
181530,2.53148,0.932517,-4.73015,NA,-48.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181726,2.08121,1.09607,-4.79128,NA,-29.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181860,2.3763,1.60676,-4.30409,NA,NA,NA,-47.939,NA,NA,NA,NA,NA,NA,NA,NA
182184,1.94954,1.191,-5,NA,NA,NA,-68.434,NA,NA,NA,NA,NA,NA,NA,NA
182235,1.98739,2.04702,-4.68389,NA,-12.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182532,2.52066,1.15425,-5,NA,-40.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182698,3.44201,0.495842,-5,-131.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182967,2.78434,1.36767,-4.75611,NA,NA,NA,NA,-33.84,NA,NA,NA,NA,NA,NA,NA
183069,1.60238,0.705123,-5,NA,-64.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183285,2.11837,1.19178,-4.74317,NA,-20.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183491,2.07852,2.46444,-5,NA,NA,NA,NA,NA,-30.944,NA,NA,NA,NA,NA,NA
183770,3.2394,1.65214,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.284,NA
183817,3.94973,1.5673,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-156.704,NA
184132,1.93706,1.12857,-5,NA,NA,NA,NA,NA,NA,-63.13,NA,NA,NA,NA,NA
184205,1.13247,0.412383,-5,NA,NA,NA,NA,NA,-137.58,NA,NA,NA,NA,NA,NA
184490,0.240888,1.69243,-4.35067,NA,NA,NA,NA,-67.44,NA,NA,NA,NA,NA,NA,NA
184797,2.34906,1.70277,-3.6283,NA,NA,NA,-80.544,NA,NA,NA,NA,NA,NA,NA,NA
184866,3.17617,1.77678,-4.75577,NA,-58.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185055,2.96675,1.19327,-4.94015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-173.387
185327,3.38064,0.919497,-5,NA,NA,NA,NA,-86.298,NA,NA,NA,NA,NA,NA,NA
185468,3.93696,0.210066,-4.97777,NA,NA,NA,NA,NA,-181.279,NA,NA,NA,NA,NA,NA
185645,2.5293,0.170831,-4.33905,NA,-109.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185991,1.39137,0.84342,-2.71289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-184.813,NA
186085,1.81807,0.91836,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-146.439,NA,NA
186360,3.38538,0.565559,-3.12119,NA,NA,NA,NA,NA,-149.385,NA,NA,NA,NA,NA,NA
186535,2.24118,0.788966,-3.05994,NA,NA,NA,NA,NA,-89.069,NA,NA,NA,NA,NA,NA
186606,3.01179,0.0375189,-3.91035,NA,NA,NA,NA,NA,NA,NA,NA,NA,-291.399,NA,NA
186902,3.92435,0.485154,-3.55845,NA,NA,NA,NA,NA,NA,-188.644,NA,NA,NA,NA,NA
187142,2.51563,1.29304,-4.13684,NA,NA,NA,NA,-21.83,NA,NA,NA,NA,NA,NA,NA
187214,2.33887,-0.863592,-3.37347,NA,NA,NA,NA,NA,-389.123,NA,NA,NA,NA,NA,NA
187522,2.59632,-0.68966,-4.28301,NA,NA,NA,NA,-285.062,NA,NA,NA,NA,NA,NA,NA
187753,2.0216,0.0288105,-4.01626,NA,NA,NA,-148.935,NA,NA,NA,NA,NA,NA,NA,NA
187894,1.64222,-0.156249,-5,NA,-198.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188090,1.88555,1.65706,-5,-36.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188284,2.39651,2.83418,-4.99023,NA,NA,NA,NA,-50.11,NA,NA,NA,NA,NA,NA,NA
188455,1.48633,2.89976,-4.86018,NA,NA,NA,NA,NA,NA,-75.259,NA,NA,NA,NA,NA
188604,2.93639,4.07853,-4.47418,NA,NA,NA,NA,NA,-156.405,NA,NA,NA,NA,NA,NA
188924,2.56721,4.73451,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-283.812,NA,NA
189191,1.96312,3.64575,-5,NA,NA,NA,NA,NA,NA,-112.505,NA,NA,NA,NA,NA
189302,2.15243,2.55785,-5,NA,NA,NA,-69.695,NA,NA,NA,NA,NA,NA,NA,NA
189511,3.67738,2.21546,-3.95187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-221.465
189757,3.11878,2.70238,-3.98563,-99.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189947,2.81013,2.65227,-3.33321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-240.513
190005,1.43158,1.77699,-4.59956,-34.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190329,1.69715,3.48591,-4.80336,NA,-79.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190457,1.67615,2.19027,-5,-47.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190620,1.90346,1.56461,-5,NA,NA,NA,-60.137,NA,NA,NA,NA,NA,NA,NA,NA
190942,0.329234,1.04018,-5,NA,-95.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191022,1.61502,1.54112,-4.8231,NA,-14.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191280,2.07158,1.30616,-4.6074,-31.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191497,2.45321,1.6168,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.557
191603,1.85612,1.86398,-3.90996,NA,-12.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191837,1.57768,1.43484,-5,NA,NA,NA,NA,NA,NA,-40.074,NA,NA,NA,NA,NA
192003,0.995599,1.36291,-5,NA,NA,NA,NA,-40.279,NA,NA,NA,NA,NA,NA,NA
192237,1.19601,0.182132,-4.43638,NA,NA,NA,NA,-160.873,NA,NA,NA,NA,NA,NA,NA
192544,1.65407,0.960869,-4.72497,NA,NA,NA,NA,NA,-47.372,NA,NA,NA,NA,NA,NA
192696,2.578,1.53224,-5,NA,NA,NA,NA,NA,NA,-60.562,NA,NA,NA,NA,NA
192833,2.13857,0.734491,-5,NA,NA,NA,NA,NA,-64.005,NA,NA,NA,NA,NA,NA
193020,2.09774,2.43762,-4.1206,NA,NA,NA,NA,NA,-25.043,NA,NA,NA,NA,NA,NA
193267,2.11479,2.36782,-3.75455,NA,NA,NA,NA,NA,-35.912,NA,NA,NA,NA,NA,NA
193530,2.80702,2.72493,-3.85342,NA,NA,NA,NA,-58.899,NA,NA,NA,NA,NA,NA,NA
193635,3.17968,4.47576,-3.53371,NA,NA,NA,NA,-237.36,NA,NA,NA,NA,NA,NA,NA
193916,3.60464,4.83065,-4.11371,NA,NA,NA,NA,-285.635,NA,NA,NA,NA,NA,NA,NA
194185,3.20508,5,-4.19078,NA,NA,NA,NA,NA,NA,-306.618,NA,NA,NA,NA,NA
194371,3.1559,3.51822,-3.97566,NA,NA,NA,NA,NA,-126.811,NA,NA,NA,NA,NA,NA
194484,3.79433,3.62879,-5,NA,NA,NA,NA,-177.682,NA,NA,NA,NA,NA,NA,NA
194669,3.91401,2.27743,-4.01533,NA,-121.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194972,2.36537,2.26178,-3.30074,NA,NA,NA,NA,NA,-53.82,NA,NA,NA,NA,NA,NA
195121,0.667292,1.40269,-4.85909,NA,NA,NA,NA,-49.472,NA,NA,NA,NA,NA,NA,NA
195307,1.78489,2.50164,-4.42925,-48.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195590,1.48915,2.1428,-4.07161,NA,-18.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195727,1.85641,2.20237,-2.26007,NA,-133.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195976,2.21295,0.852728,-3.95107,NA,NA,NA,-95.59,NA,NA,NA,NA,NA,NA,NA,NA
196037,2.97745,2.33658,-3.41431,-108.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196273,3.96687,3.27979,-2.47365,NA,NA,NA,NA,-369.704,NA,NA,NA,NA,NA,NA,NA
196414,2.77117,2.96874,-3.18308,NA,NA,NA,NA,-103.01,NA,NA,NA,NA,NA,NA,NA
196741,2.76281,2.76515,-3.86651,NA,-63.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196807,2.49254,2.46722,-5,NA,-48.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197138,2.45734,1.3859,-4.51126,NA,-29.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197298,0.879015,1.25307,-4.71704,NA,NA,NA,NA,NA,-47.855,NA,NA,NA,NA,NA,NA
197465,0.870705,2.21393,-5,NA,NA,NA,NA,NA,-42.652,NA,NA,NA,NA,NA,NA
197665,1.72903,2.20706,-3.0024,-65.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197853,-1.07048,2.23104,-4.12979,NA,-190.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198118,-0.406436,1.45459,-4.72679,NA,NA,NA,NA,-132.677,NA,NA,NA,NA,NA,NA,NA
198215,0.0382332,1.98037,-4.62874,NA,NA,NA,NA,-78.176,NA,NA,NA,NA,NA,NA,NA
