id,x0,x1,x2,fitness-2.5,fitness-1,fitness-0.5,fitness-2,fitness-1.5,fitness-3,fitness0,fitness-4.5,fitness-5,fitness-3.5,fitness-4
157887,0.325403,-0.282989,-5,-390.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158052,0.345282,1.35479,-5,NA,NA,NA,NA,NA,-79.94,NA,NA,NA,NA,NA
158236,1.18445,1.63906,-5,NA,NA,NA,-28.59,NA,NA,NA,NA,NA,NA,NA
158457,1.14742,2.74311,-4.03408,NA,NA,NA,-47.663,NA,NA,NA,NA,NA,NA,NA
158698,2.29809,3.56863,-5,NA,NA,NA,NA,-116.363,NA,NA,NA,NA,NA,NA
158915,2.36752,2.10137,-4.56198,NA,-52.562,NA,NA,NA,NA,NA,NA,NA,NA,NA
159085,2.80371,2.95383,-4.36676,NA,NA,NA,NA,-74.272,NA,NA,NA,NA,NA,NA
159353,4.37874,2.79756,-4.37964,NA,NA,NA,NA,-186.069,NA,NA,NA,NA,NA,NA
159528,4.21104,4.04172,-5,NA,NA,NA,-253.819,NA,NA,NA,NA,NA,NA,NA
159680,2.87025,2.54346,-5,NA,NA,NA,NA,NA,-59.65,NA,NA,NA,NA,NA
159944,2.22016,4.11308,-4.8559,NA,NA,NA,-142.309,NA,NA,NA,NA,NA,NA,NA
160091,1.78254,3.96304,-4.03986,NA,NA,NA,-121.346,NA,NA,NA,NA,NA,NA,NA
160310,2.59375,2.84309,-4.74275,-51.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160423,2.97348,3.40531,-4.36024,NA,NA,NA,NA,NA,-101.697,NA,NA,NA,NA,NA
160621,2.67861,1.98095,-4.23284,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.888,NA
160937,1.63018,1.56585,-5,NA,NA,NA,NA,-36.644,NA,NA,NA,NA,NA,NA
161128,1.79866,1.44083,-4.69836,NA,NA,NA,-12.725,NA,NA,NA,NA,NA,NA,NA
161201,1.29682,1.49525,-5,NA,NA,NA,NA,NA,NA,NA,-87.985,NA,NA,NA
161464,1.20539,2.07685,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.106
161800,1.21184,2.08256,-5,NA,NA,NA,NA,NA,-35.202,NA,NA,NA,NA,NA
161915,1.54711,0.515432,-5,NA,NA,NA,NA,NA,-84.946,NA,NA,NA,NA,NA
162046,2.98912,1.04075,-4.96623,-60.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162366,2.51957,2.33457,-5,NA,NA,NA,NA,NA,-36.836,NA,NA,NA,NA,NA
162455,1.86503,1.54966,-5,-14.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162754,2.56457,0.798922,-4.63384,NA,NA,NA,NA,NA,-48.274,NA,NA,NA,NA,NA
162823,2.639,2.65802,-4.87056,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.616,NA
163134,1.76485,1.08399,-4.69991,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.205,NA
163342,1.58691,1.68907,-4.29413,-1.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163553,1.83339,1.38268,-4.18513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.678
163663,1.95102,1.08684,-3.09752,NA,NA,NA,NA,NA,NA,NA,NA,-181.518,NA,NA
163829,1.93704,1.70567,-4.7304,NA,NA,NA,NA,NA,NA,NA,-87.516,NA,NA,NA
164199,2.13015,1.41444,-5,NA,NA,NA,NA,NA,NA,NA,NA,-145.529,NA,NA
164213,2.26625,2.11174,-5,NA,NA,NA,NA,NA,NA,NA,NA,-149.711,NA,NA
164441,1.49769,2.28731,-5,NA,NA,NA,NA,NA,NA,NA,NA,-149.958,NA,NA
164796,2.54688,3.20127,-3.49846,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.709,NA
164987,1.18026,1.96504,-4.70753,-18.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165015,1.17855,2.30762,-4.67284,NA,NA,NA,-30.133,NA,NA,NA,NA,NA,NA,NA
165212,2.2688,2.38551,-5,NA,NA,NA,NA,NA,NA,NA,-112.748,NA,NA,NA
165599,2.33624,2.12285,-5,NA,NA,NA,NA,NA,NA,NA,-103.225,NA,NA,NA
165778,3.98008,2.02779,-4.15102,NA,NA,NA,NA,NA,NA,NA,-231.896,NA,NA,NA
165836,4.0043,2.80802,-4.46421,NA,NA,NA,NA,NA,-141.571,NA,NA,NA,NA,NA
166034,3.21034,1.37452,-4.09382,NA,NA,NA,NA,NA,-61.765,NA,NA,NA,NA,NA
166236,2.74536,0.327937,-3.98227,NA,NA,NA,NA,NA,-94.337,NA,NA,NA,NA,NA
166598,1.5812,1.30921,-4.89949,NA,NA,NA,NA,-47.953,NA,NA,NA,NA,NA,NA
166769,1.47284,1.4096,-4.70021,NA,NA,NA,NA,-36.417,NA,NA,NA,NA,NA,NA
166895,2.36505,2.60244,-5,NA,NA,NA,NA,-68.738,NA,NA,NA,NA,NA,NA
167096,3.06189,2.2332,-3.38745,NA,NA,NA,-79.119,NA,NA,NA,NA,NA,NA,NA
167247,4.18504,1.40256,-4.87687,NA,NA,NA,NA,NA,-132.351,NA,NA,NA,NA,NA
167429,3.4783,0.966665,-4.95861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125.385
167786,3.01074,0.610546,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97.315,NA
167884,2.72932,1.61204,-5,NA,NA,NA,NA,NA,-38.445,NA,NA,NA,NA,NA
168183,1.29836,2.74848,-3.58925,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59.042,NA
168399,0.305275,1.69499,-4.03559,NA,NA,NA,NA,NA,-66.997,NA,NA,NA,NA,NA
168570,0.455988,1.09511,-2.71285,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141.225,NA
168718,0.440514,0.919519,-3.25112,-135.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168917,0.988194,2.66614,-4.0193,NA,NA,NA,-46.265,NA,NA,NA,NA,NA,NA,NA
169042,0.186571,1.82624,-3.92157,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.648,NA
169224,0.305206,2.71233,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.841,NA
169452,0.355677,3.15881,-4.59511,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.236,NA
169604,1.3693,1.94496,-4.55225,-11.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169894,0.542146,2.48143,-5,NA,NA,NA,-64.414,NA,NA,NA,NA,NA,NA,NA
170062,1.89896,2.76988,-4.55438,-32.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170370,0.881659,2.94641,-4.3012,NA,NA,NA,-64.328,NA,NA,NA,NA,NA,NA,NA
170429,0.66886,2.84045,-4.98207,NA,NA,NA,NA,-92.136,NA,NA,NA,NA,NA,NA
170706,1.77353,1.3254,-4.47304,-3.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170801,3.26601,1.41695,-3.90258,NA,NA,NA,NA,NA,-71.18,NA,NA,NA,NA,NA
171058,3.2428,2.54957,-3.618,NA,NA,NA,-85.439,NA,NA,NA,NA,NA,NA,NA
171248,2.6794,3.52184,-4.02096,-98.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171439,3.12081,1.50407,-5,NA,NA,NA,-56.957,NA,NA,NA,NA,NA,NA,NA
171785,3.82022,2.35544,-5,NA,NA,NA,NA,NA,-115.032,NA,NA,NA,NA,NA
171901,2.11207,3.22279,-4.74639,NA,NA,NA,NA,NA,-67.304,NA,NA,NA,NA,NA
172171,3.5953,2.74224,-4.97296,NA,NA,NA,NA,NA,NA,NA,NA,NA,-128.851,NA
172347,4.14524,1.7168,-4.87221,NA,NA,NA,NA,-137.898,NA,NA,NA,NA,NA,NA
172433,5,2.55,-5,NA,NA,NA,NA,-251.647,NA,NA,NA,NA,NA,NA
172738,5,3.72955,-5,NA,NA,NA,NA,NA,-317.697,NA,NA,NA,NA,NA
172847,3.21555,3.40618,-4.66063,NA,NA,NA,NA,NA,NA,NA,NA,NA,-139.783,NA
173181,2.99527,3.69035,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-154.057,NA
173363,2.44159,2.70349,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.496,NA
173434,3.20755,2.14128,-5,-61.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173670,2.86606,1.94254,-5,-40.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173963,2.45794,2.45271,-5,NA,NA,NA,NA,-56.039,NA,NA,NA,NA,NA,NA
174161,2.78325,1.50329,-5,NA,NA,NA,NA,NA,-38.484,NA,NA,NA,NA,NA
174224,1.15977,0.943799,-4.96211,NA,NA,NA,-60.761,NA,NA,NA,NA,NA,NA,NA
174575,1.78525,1.59701,-3.60324,NA,NA,NA,-24.082,NA,NA,NA,NA,NA,NA,NA
174713,0.848195,2.52759,-5,NA,NA,NA,NA,NA,-50.288,NA,NA,NA,NA,NA
174827,2.61336,2.49932,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.583,NA
175181,2.22821,2.50855,-5,NA,NA,NA,NA,NA,NA,NA,NA,-159.651,NA,NA
175305,0.63587,2.14583,-3.70897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.797
175511,1.62056,2.32952,-3.32286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.259
175623,1.291,2.32596,-4.58756,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38.549,NA
175992,0.921053,1.50518,-4.68184,-30.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176031,2.05367,1.84962,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.66,NA
176303,0.833479,2.74018,-4.62575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84.374
176403,0.801038,1.4403,-3.27967,NA,NA,NA,NA,NA,NA,NA,-119.896,NA,NA,NA
176654,2.61985,2.28285,-3.85112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.763
176875,4.04613,2.83813,-5,NA,NA,NA,NA,NA,NA,NA,-222.686,NA,NA,NA
177015,4.16906,2.56552,-5,NA,NA,NA,NA,NA,-151.388,NA,NA,NA,NA,NA
177230,3.187,2.16268,-4.79214,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.54,NA
177453,1.86943,0.716121,-4.31883,NA,NA,NA,NA,NA,NA,NA,-108.702,NA,NA,NA
177631,1.74756,1.53515,-3.63914,NA,NA,NA,NA,NA,-18.775,NA,NA,NA,NA,NA
177907,1.95466,1.57315,-5,NA,NA,NA,NA,NA,NA,NA,-107.714,NA,NA,NA
178195,1.13103,1.23342,-4.80855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.69
178344,1.01347,1.31784,-5,NA,NA,NA,NA,NA,NA,NA,NA,-159.997,NA,NA
178512,0.973161,0.828721,-4.8506,NA,NA,NA,NA,NA,NA,NA,NA,-181.061,NA,NA
178624,2.48838,1.75391,-4.4731,NA,NA,NA,NA,NA,NA,NA,-112.088,NA,NA,NA
178817,0.576809,1.4176,-4.60134,NA,NA,NA,NA,NA,NA,NA,-137.415,NA,NA,NA
179144,2.44717,1.1118,-5,NA,NA,NA,NA,NA,NA,NA,NA,-158.743,NA,NA
179225,1.63043,2.29586,-4.41962,NA,NA,NA,NA,NA,NA,NA,NA,-140.605,NA,NA
179570,1.18304,1.79939,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.66
179714,2.26464,2.66315,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.121,NA
179911,2.73062,1.38861,-3.94887,NA,NA,NA,NA,NA,-33.089,NA,NA,NA,NA,NA
180172,1.87393,2.16011,-4.39798,NA,-77.342,NA,NA,NA,NA,NA,NA,NA,NA,NA
180320,1.10912,3.03792,-5,NA,NA,NA,NA,-77.018,NA,NA,NA,NA,NA,NA
180558,1.8424,2.72984,-4.56452,NA,-82.174,NA,NA,NA,NA,NA,NA,NA,NA,NA
180774,1.73634,2.14467,-2.79324,NA,-146.308,NA,NA,NA,NA,NA,NA,NA,NA,NA
180915,2.62798,2.88505,-3.67227,NA,NA,NA,NA,-80.516,NA,NA,NA,NA,NA,NA
181003,2.43264,2.70497,-4.18906,-37.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181257,2.84152,2.42932,-4.8886,NA,NA,NA,NA,-64.239,NA,NA,NA,NA,NA,NA
181450,0.762245,0.716927,-3.42598,NA,-194.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
181660,2.798,0.247392,-2.48244,NA,-260.822,NA,NA,NA,NA,NA,NA,NA,NA,NA
181893,3.20203,1.61531,-2.72074,NA,NA,NA,-135.479,NA,NA,NA,NA,NA,NA,NA
182129,2.68488,1.41516,-3.69807,NA,NA,NA,NA,-62.305,NA,NA,NA,NA,NA,NA
182400,1.59018,0.760698,-3.42089,NA,-160.834,NA,NA,NA,NA,NA,NA,NA,NA,NA
182587,1.81173,1.57491,-3.75561,NA,NA,-102.026,NA,NA,NA,NA,NA,NA,NA,NA
182689,2.00549,2.6031,-3.97086,NA,NA,NA,-38.513,NA,NA,NA,NA,NA,NA,NA
182908,2.15585,2.9159,-5,-49.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183160,2.35295,3.00737,-3.62873,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.524,NA
183225,2.46272,2.31027,-3.27004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.59
183469,1.82319,2.35216,-2.80281,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.29,NA
183614,2.25784,2.53741,-3.29962,NA,NA,NA,NA,NA,-63.802,NA,NA,NA,NA,NA
183941,1.32041,3.20565,-3.26403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-139.406
184007,1.0481,2.53725,-3.40245,NA,NA,NA,NA,NA,NA,NA,-115.329,NA,NA,NA
184241,1.79563,0.261824,-2.7188,NA,NA,NA,NA,NA,-162.775,NA,NA,NA,NA,NA
184537,1.79639,1.32795,-2.71741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.95
184760,1.0962,1.79792,-2.47291,-107.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184833,1.21248,3.07029,-2.75914,NA,NA,NA,NA,NA,-114.668,NA,NA,NA,NA,NA
185103,1.72958,2.49729,-3.61344,NA,NA,NA,NA,-63.493,NA,NA,NA,NA,NA,NA
185286,1.55508,1.4027,-4.95144,NA,-84.033,NA,NA,NA,NA,NA,NA,NA,NA,NA
185519,0.984911,1.6279,-4.96658,NA,-79.074,NA,NA,NA,NA,NA,NA,NA,NA,NA
185798,-0.16402,1.92125,-5,NA,NA,NA,NA,-131.884,NA,NA,NA,NA,NA,NA
185831,1.35818,2.66978,-4.16647,NA,NA,NA,NA,-51.332,NA,NA,NA,NA,NA,NA
186176,0.596914,3.19411,-4.80164,NA,NA,NA,NA,-110.824,NA,NA,NA,NA,NA,NA
186350,1.21058,1.92953,-5,-25.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186541,1.15032,0.549924,-4.68994,-92.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186653,2.14203,2.2549,-4.31647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.428
186948,0.91981,2.40883,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.979,NA
187187,0.720033,1.94925,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.07,NA
187341,2.22065,1.7128,-5,NA,NA,NA,NA,-32.582,NA,NA,NA,NA,NA,NA
187595,1.37219,0.608386,-4.44629,-69.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187753,2.75618,1.40647,-4.96738,NA,NA,NA,NA,NA,-39.007,NA,NA,NA,NA,NA
187945,2.35251,0.168606,-5,-118.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188031,2.50878,1.25678,-5,-34.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188333,1.09579,1.12066,-5,NA,NA,NA,-50.961,NA,NA,NA,NA,NA,NA,NA
188554,0.761164,2.36747,-5,NA,NA,NA,NA,-74.503,NA,NA,NA,NA,NA,NA
188635,1.33868,3.07362,-5,-58.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188843,2.55845,3.7166,-5,NA,NA,NA,NA,-131.511,NA,NA,NA,NA,NA,NA
189062,3.27698,3.79285,-5,NA,NA,NA,NA,-170.776,NA,NA,NA,NA,NA,NA
189225,3.09108,3.45139,-4.7687,NA,NA,NA,-116.951,NA,NA,NA,NA,NA,NA,NA
189403,2.40114,3.17059,-4.08665,NA,NA,NA,NA,NA,NA,NA,-146.977,NA,NA,NA
189680,3.10824,2.53258,-5,NA,NA,NA,NA,NA,NA,NA,NA,-193.835,NA,NA
189870,3.50371,2.02093,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.295,NA
190104,3.39269,2.52424,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.426,NA
190255,4.6475,1.62371,-5,NA,NA,NA,NA,NA,-184.959,NA,NA,NA,NA,NA
190406,3.17484,1.68719,-4.82271,NA,NA,NA,NA,NA,-61.482,NA,NA,NA,NA,NA
190654,4.0068,1.09179,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.117
190810,1.75915,1.52886,-5,NA,NA,NA,NA,NA,NA,NA,-80.584,NA,NA,NA
191125,0.979694,2.219,-4.40384,NA,NA,NA,NA,NA,-34.013,NA,NA,NA,NA,NA
191299,1.54309,2.298,-4.06054,NA,NA,NA,NA,NA,NA,NA,-83.564,NA,NA,NA
191479,0.280749,1.77787,-4.02782,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.797,NA
191646,1.11561,2.55512,-3.75441,NA,NA,NA,NA,NA,-46.091,NA,NA,NA,NA,NA
191913,0.765444,1.65509,-5,NA,NA,NA,NA,NA,-47.153,NA,NA,NA,NA,NA
192124,1.66815,2.76456,-4.96148,-38.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192286,1.79939,2.01535,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.553,NA
192543,0.725952,2.11928,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57.676,NA
192782,1.41619,0.932319,-5,NA,NA,NA,NA,-86.523,NA,NA,NA,NA,NA,NA
192917,1.89537,1.43568,-4.93667,NA,NA,NA,NA,-39.039,NA,NA,NA,NA,NA,NA
193036,2.67892,1.71345,-4.8611,NA,NA,NA,-31.231,NA,NA,NA,NA,NA,NA,NA
193260,0.818984,0.697776,-4.12724,-93.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193518,1.73775,1.62544,-4.73293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.986
193719,0.648776,1.89056,-3.6042,NA,NA,NA,NA,NA,NA,NA,-121.218,NA,NA,NA
193899,2.34536,1.26291,-5,NA,NA,NA,NA,NA,NA,NA,NA,-141.371,NA,NA
194033,1.46564,1.04882,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50.325,NA
194369,2.19616,1.22188,-5,NA,NA,NA,NA,NA,NA,NA,-88.17,NA,NA,NA
194500,1.98631,1.73669,-3.66278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74
194648,0.858164,0.320421,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-170.965
194947,2.28306,0.832537,-5,NA,NA,NA,NA,-69.567,NA,NA,NA,NA,NA,NA
195033,2.44668,0.921257,-3.93091,-38.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195205,2.49277,0.551098,-3.95336,-67.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195594,1.77769,0.652968,-4.31132,NA,NA,NA,-66.165,NA,NA,NA,NA,NA,NA,NA
195605,0.824748,-0.0638903,-4.69489,NA,NA,NA,-300.116,NA,NA,NA,NA,NA,NA,NA
195813,1.91676,0.823441,-4.79394,NA,NA,NA,NA,NA,-41.381,NA,NA,NA,NA,NA
196078,-0.0792186,1.09409,-5,-128.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196304,0.808372,3.09244,-4.13398,NA,NA,NA,NA,-103.295,NA,NA,NA,NA,NA,NA
196451,1.33056,4.03809,-5,-133.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196629,1.0463,3.81646,-4.11127,NA,NA,NA,NA,NA,NA,NA,NA,NA,-128.418,NA
196925,1.59818,3.08318,-4.02102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.876
197188,2.00041,2.65139,-4.00666,-30.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197243,2.42805,2.91502,-4.28492,NA,NA,NA,NA,-68.519,NA,NA,NA,NA,NA,NA
197565,2.16733,1.54096,-2.90913,NA,-100.976,NA,NA,NA,NA,NA,NA,NA,NA,NA
197708,2.09313,2.12164,-3.03879,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.587,NA
197980,0.767728,2.19303,-3.32511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.248
198126,-0.949285,1.94336,-4.16366,NA,NA,NA,NA,NA,NA,NA,NA,NA,-187.928,NA
198218,-0.900383,2.15547,-4.89298,-170.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198434,-0.599442,1.67846,-5,NA,NA,NA,-154.057,NA,NA,NA,NA,NA,NA,NA
198667,1.27391,1.41146,-5,NA,NA,NA,NA,-42.302,NA,NA,NA,NA,NA,NA
198968,2.21224,1.17255,-4.91306,-24.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199133,3.20584,2.12617,-4.63557,NA,NA,NA,-57.807,NA,NA,NA,NA,NA,NA,NA
199310,3.28374,2.89035,-5,NA,NA,NA,NA,NA,-103.233,NA,NA,NA,NA,NA
199443,2.83033,2.57667,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.392
199655,4.81713,1.27453,-5,NA,NA,NA,NA,NA,-213.812,NA,NA,NA,NA,NA
200000,4.45983,1.45078,-4.73544,NA,NA,NA,NA,NA,NA,NA,NA,NA,-188.105,NA
