id,x0,x1,x2,fitness4,fitness3.5,fitness4.5,fitness6.5,fitness7.5,fitness8,fitness7,fitness9,fitness8.5,fitness9.5,fitness10,fitness10.5,fitness6,fitness5,fitness5.5,fitness2.5,fitness3,fitness2
113770,7.7604,8.21208,6.02195,NA,NA,NA,NA,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113959,7.68287,8.54782,6.97588,NA,NA,NA,0.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114071,8.55615,7.58262,6.9018,NA,NA,NA,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114313,7.65827,7.57293,6.34497,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114545,5.84939,7.71339,4.50427,NA,NA,NA,NA,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114623,7.21019,8.14453,6.40439,NA,NA,NA,NA,NA,NA,NA,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114983,7.20121,7.7352,7.22502,NA,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115077,6.63126,7.10641,6.62184,NA,NA,NA,NA,NA,NA,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115339,6.93116,6.71609,5.03181,NA,NA,NA,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115600,8.99201,7.63803,6.62695,NA,NA,NA,NA,NA,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115723,7.70645,6.44769,8.16331,NA,NA,NA,NA,NA,NA,NA,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115927,8.53166,7.10608,9.5311,NA,NA,NA,NA,0.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116058,7.47882,8.55128,9.15482,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116269,8.07444,7.42175,9.45872,NA,NA,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116496,7.25704,8.58949,10.5,NA,NA,NA,-0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116603,8.09223,7.7184,10.5,NA,NA,NA,NA,NA,NA,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116971,8.08765,8.32803,10.3341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,NA,NA,NA,NA,NA
117090,7.54311,8.2034,9.13022,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117341,8.02743,9.53679,10.3816,NA,NA,NA,NA,NA,NA,-0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117483,9.02096,8.61841,8.80339,NA,NA,NA,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117785,9.67033,7.99604,6.9581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,NA,NA,NA,NA,NA
117866,10.2128,7.80814,7.48096,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118015,10.1823,8.105,8.23393,NA,NA,NA,NA,NA,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118213,9.15648,7.88075,7.15196,NA,NA,NA,NA,NA,NA,NA,NA,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA
118576,7.73587,7.87931,8.127,NA,NA,NA,NA,NA,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118601,7.15836,7.64049,8.32148,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA
118818,7.42526,8.58485,8.25848,NA,NA,NA,NA,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA
119188,8.1089,7.74882,6.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306,NA,NA,NA,NA,NA,NA,NA
119395,10.0166,8.06425,7.71379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA
119516,8.44869,8.13871,7.87612,NA,NA,NA,NA,NA,0.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119713,8.38453,7.97469,8.687,NA,NA,NA,NA,NA,NA,NA,NA,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA
119889,8.22237,6.89589,9.30727,NA,NA,NA,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120070,8.65285,7.47462,8.39871,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120274,9.23892,6.67653,10.3606,NA,NA,NA,NA,NA,NA,NA,NA,-0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA
120486,9.4858,7.64773,8.99395,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.018,NA,NA,NA,NA,NA,NA,NA,NA
120621,9.86406,8.18013,9.46131,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.194,NA,NA,NA,NA,NA,NA,NA,NA
120960,9.3184,8.38975,8.89898,NA,NA,NA,NA,NA,NA,NA,NA,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA
121048,9.39447,7.23465,7.81126,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201,NA,NA,NA,NA,NA,NA,NA,NA
121298,9.36209,7.82408,7.54606,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251,NA,NA,NA,NA,NA,NA,NA,NA
121457,9.33029,7.55971,7.39093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202,NA,NA,NA,NA,NA,NA,NA
121728,8.01799,7.14762,7.83723,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121933,9.87351,7.30575,7.07303,NA,NA,NA,NA,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122140,9.12195,8.13878,8.68741,NA,NA,NA,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122232,10.1149,7.24742,8.90664,NA,NA,NA,NA,NA,NA,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122506,10.0708,8.43925,8.48281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,NA,NA,NA,NA
122700,8.44722,8.74945,7.66641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377,NA,NA,NA,NA
122981,7.99092,8.53188,7.02502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315,NA,NA,NA,NA,NA
123127,8.71591,9.10176,7.2239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA
123237,9.27278,9.21821,7.02823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.138,NA,NA,NA,NA
123437,9.02614,8.79344,8.49399,NA,NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123698,8.1165,8.61861,6.61431,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123908,7.58706,8.69322,6.39061,NA,NA,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124088,8.13127,9.11575,7.24767,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124317,7.28358,8.50058,8.42068,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124592,6.96813,8.31894,8.08134,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124676,6.73079,9.00755,7.39703,NA,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124908,6.87682,7.79675,8.08917,NA,NA,0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125196,8.62236,9.02007,6.72806,NA,NA,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125320,8.86493,8.66887,7.61216,NA,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125436,7.21806,9.33964,9.64074,NA,-0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125653,7.21592,7.83523,9.32723,NA,NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125837,4.94801,8.53862,8.44953,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126189,6.77974,7.02641,8.12963,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126345,7.39729,7.82477,7.34011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527,NA,NA,NA,NA,NA
126473,8.15744,7.79664,7.58938,NA,NA,NA,NA,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126601,8.41974,8.05133,6.48245,NA,NA,NA,NA,NA,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126895,7.87991,8.4011,7.16474,NA,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127137,7.58298,7.98005,7.49768,NA,NA,NA,NA,NA,NA,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127288,8.429,7.89286,6.46517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103,NA,NA,NA
127410,7.65211,6.67335,6.41097,NA,NA,NA,NA,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127656,7.3882,8.10617,6.91449,NA,NA,NA,NA,NA,NA,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127955,8.13868,8.40008,7.7063,NA,NA,NA,NA,NA,NA,0.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128094,7.51298,8.50795,7.6129,NA,NA,NA,NA,NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128221,8.55086,7.09366,7.19749,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
128553,7.92871,7.27553,7.38578,NA,NA,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128765,6.02102,6.9224,8.13232,NA,NA,NA,NA,NA,NA,NA,NA,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA
128846,5.95314,7.7176,7.89954,NA,NA,NA,NA,NA,NA,NA,NA,0.449,NA,NA,NA,NA,NA,NA,NA,NA,NA
129161,6.49392,9.50551,7.41762,NA,NA,NA,NA,NA,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129254,5.14659,8.88525,6.89402,NA,NA,NA,NA,NA,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129491,6.32002,9.48491,7.44449,NA,NA,NA,NA,NA,NA,NA,NA,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA
129655,6.9202,9.97703,8.15274,NA,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129817,7.55116,9.78778,7.76724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,NA,NA,NA
130197,7.31264,8.13009,8.27636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA
130310,6.95226,8.29119,9.01089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174,NA,NA,NA,NA,NA
130516,7.5854,7.06884,9.07677,NA,NA,NA,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130679,7.88392,8.31931,7.82233,NA,NA,NA,NA,NA,NA,0.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130936,9.58741,6.49544,7.7305,NA,NA,NA,NA,NA,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131175,8.45757,6.67405,6.86626,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131233,7.32284,5.39067,7.64839,NA,NA,NA,NA,NA,NA,NA,NA,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA
131538,6.99028,4.95302,7.67277,NA,NA,NA,NA,NA,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131639,7.04323,7.25459,8.05917,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131928,6.74054,7.53036,7.41712,NA,NA,NA,NA,NA,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132195,6.86145,8.71827,8.49878,NA,NA,NA,NA,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132254,6.01267,6.75596,8.19246,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132545,6.35411,7.08553,7.93575,NA,NA,NA,NA,NA,NA,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132627,7.42718,7.13843,8.05862,NA,NA,NA,NA,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132940,8.73394,8.1256,7.77982,NA,NA,NA,NA,NA,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133031,8.4788,8.5038,7.4439,NA,NA,NA,NA,NA,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133292,8.14524,9.21936,7.22201,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133549,8.10905,8.03426,6.56043,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
133605,7.84715,7.65306,6.98668,NA,NA,NA,NA,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133823,8.22513,7.79179,6.89423,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134066,8.79848,8.23404,8.43045,NA,NA,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134399,9.07292,7.79812,7.57986,NA,NA,NA,NA,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134545,8.49139,8.51696,8.20777,NA,NA,NA,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134791,7.68172,7.43165,7.79823,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134923,8.09269,6.93831,5.27937,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135139,7.60468,6.57355,4.71651,NA,NA,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135333,8.51125,7.79892,3.29122,NA,NA,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135581,7.73807,7.53949,4.32903,NA,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135655,7.75381,7.74481,4.06446,NA,NA,0.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135978,7.63502,8.41868,4.83231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622,NA,NA
136144,8.76902,8.20307,4.55308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238,NA
136375,9.68966,8.0418,4.16655,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136496,9.28805,7.19306,3.76297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,NA
136657,7.90039,7.9732,4.58905,NA,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136856,6.77539,7.82226,5.23723,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137039,7.52466,7.33529,6.4935,NA,NA,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137308,5.21296,8.51775,6.25514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.175,NA,NA,NA,NA
137527,4.24209,8.55642,4.37166,NA,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137695,4.70314,10.3581,4.56484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,NA
137892,5.35745,9.5449,3.7825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA
138195,4.64768,9.05906,3.61698,NA,NA,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138291,4.56976,9.91858,2.97538,NA,-0.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138515,3.61312,8.18154,3.38123,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138789,4.34492,8.84272,3.27446,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138843,4.42818,7.95942,1.97389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,NA
139040,5.65175,7.47208,2.5352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268
139334,8.7527,8.39689,2.89143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.048,NA,NA
139530,7.41869,8.80338,4.0746,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139683,8.32835,7.8986,4.36296,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139945,7.45689,7.42025,4.89102,NA,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140037,7.31654,6.97468,4.09664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831
140306,7.06183,6.14083,3.21803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA
140479,7.16105,7.61091,4.30576,NA,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140681,7.24891,9.19636,3.975,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140857,7.12317,8.93985,4.63652,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141014,7.6434,8.18548,4.59114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577,NA,NA,NA,NA
141379,7.00603,8.11951,5.27764,NA,NA,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141479,7.64961,7.95591,6.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189,NA,NA,NA,NA,NA
141730,7.70979,8.55858,4.98729,NA,NA,NA,NA,NA,0.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141912,7.93722,8.133,5.06109,NA,NA,NA,NA,NA,NA,NA,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA
142073,7.13783,7.02601,4.12674,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142328,8.93235,7.72353,3.77197,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142459,7.84844,7.17369,3.99945,NA,NA,NA,NA,NA,NA,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142645,7.67866,7.60119,4.5148,NA,NA,NA,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142801,8.14595,6.02412,4.70585,NA,NA,NA,NA,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143091,8.15393,9.43511,4.51927,NA,NA,NA,NA,NA,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143237,7.62993,8.74146,5.70981,NA,NA,NA,NA,NA,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143531,8.90725,7.45112,6.64051,NA,NA,NA,NA,NA,NA,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143681,8.43532,7.62687,6.45188,NA,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143938,6.05493,8.2108,8.68218,NA,NA,NA,NA,NA,NA,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144138,6.78301,8.2205,8.47051,NA,NA,NA,NA,NA,NA,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144297,7.20081,8.30058,8.05126,NA,NA,NA,NA,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA
144489,8.08657,8.19464,6.81828,NA,NA,NA,NA,NA,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144764,8.83966,7.66289,7.69875,NA,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144813,8.06068,7.40831,7.58928,NA,NA,NA,NA,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145073,8.74492,8.53619,8.29245,NA,NA,NA,NA,NA,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA
145267,10.1454,8.8308,8.31781,NA,NA,NA,NA,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145566,10.3228,8.29648,7.28149,NA,NA,NA,NA,NA,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145747,10.5,6.87217,7.84923,NA,NA,NA,NA,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145825,9.39971,6.95665,8.19277,NA,NA,NA,NA,NA,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146062,10.0031,6.78424,6.95399,NA,NA,NA,NA,NA,NA,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146216,9.98878,7.45583,6.84178,NA,NA,NA,NA,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146522,8.05909,9.10636,7.64768,NA,NA,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146674,8.53703,10.5,8.42,NA,NA,NA,NA,NA,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146915,7.6847,9.68285,8.23746,NA,NA,NA,NA,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147161,7.67394,8.86772,8.27313,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147389,5.75967,8.12081,7.87924,NA,NA,NA,NA,NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147503,7.58749,7.65608,7.87437,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147647,8.93798,7.27845,7.99396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216,NA,NA,NA
147823,7.69058,7.62055,8.55919,NA,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148106,7.88857,8.13499,8.90058,NA,NA,NA,NA,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148321,8.12557,7.1224,6.61596,NA,NA,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148527,7.86803,7.20856,7.98608,NA,NA,NA,NA,NA,0.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148732,7.42085,7.65519,7.12398,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148819,7.85646,7.1125,7.79652,NA,NA,NA,NA,NA,NA,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149078,7.52581,8.41677,7.8792,NA,NA,NA,NA,NA,0.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149296,7.16156,7.68648,8.27084,NA,NA,NA,NA,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA
149534,7.64455,7.70553,9.65126,NA,NA,NA,NA,NA,NA,NA,NA,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA
149609,7.98056,8.23797,7.41875,NA,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149916,8.52004,8.45864,9.51426,NA,NA,NA,NA,NA,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150148,8.37323,8.66554,9.86658,NA,NA,NA,NA,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150297,6.72095,8.88985,9.58218,NA,NA,NA,NA,NA,NA,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150514,5.7728,8.93338,8.46127,NA,NA,NA,NA,NA,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150782,5.97197,6.4865,8.23979,NA,NA,NA,NA,NA,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150970,7.0018,7.73887,6.48874,NA,NA,NA,NA,NA,NA,NA,NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA
151125,8.29848,8.87226,7.96529,NA,NA,NA,NA,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA
151258,7.81721,8.41381,7.84757,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.511,NA,NA,NA,NA,NA,NA,NA,NA
151580,7.64114,7.88255,6.15098,NA,NA,NA,NA,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
