id,x0,x1,x2,fitness-4.5,fitness-5,fitness-4,fitness-3,fitness-3.5,fitness-1.5,fitness-2.5,fitness-2
191025,-0.651227,5,-5,NA,NA,-162.755,NA,NA,NA,NA,NA
191272,-1.45469,5,-4.86287,-79.206,NA,NA,NA,NA,NA,NA,NA
191481,-2.64587,5,-4.44267,NA,-90.82,NA,NA,NA,NA,NA,NA
191674,-1.6307,4.58944,-4.15739,NA,-70.756,NA,NA,NA,NA,NA,NA
191888,-2.19623,4.07298,-4.30399,NA,-64.078,NA,NA,NA,NA,NA,NA
192013,-2.64965,3.74814,-5,NA,-56.088,NA,NA,NA,NA,NA,NA
192268,-1.2762,4.24262,-5,NA,-68.419,NA,NA,NA,NA,NA,NA
192542,-1.93226,4.49115,-5,NA,-57.023,NA,NA,NA,NA,NA,NA
192747,-2.56349,4.07241,-4.21737,NA,-71.604,NA,NA,NA,NA,NA,NA
192856,-1.16562,5,-4.68704,NA,NA,NA,NA,-155.161,NA,NA,NA
193031,-1.64185,4.68675,-5,NA,NA,NA,-107.816,NA,NA,NA,NA
193271,-2.03519,5,-5,NA,NA,NA,NA,-104.631,NA,NA,NA
193474,-1.59018,4.57695,-5,NA,NA,-82.042,NA,NA,NA,NA,NA
193725,-2.53355,5,-5,NA,-87.654,NA,NA,NA,NA,NA,NA
193951,-2.3935,4.69093,-4.54774,NA,NA,-73.655,NA,NA,NA,NA,NA
194132,-2.83883,4.25016,-5,NA,-71.307,NA,NA,NA,NA,NA,NA
194300,-2.59394,4.54801,-5,NA,-68.419,NA,NA,NA,NA,NA,NA
194511,-1.25283,5,-5,-85.575,NA,NA,NA,NA,NA,NA,NA
194725,-1.98636,4.97589,-4.48683,-77.292,NA,NA,NA,NA,NA,NA,NA
194893,-1.48999,5,-5,NA,-85.584,NA,NA,NA,NA,NA,NA
195008,-2.5532,4.09908,-4.27168,NA,NA,NA,NA,NA,NA,NA,-219.617
195202,-2.21878,4.15442,-5,NA,NA,NA,NA,-94.038,NA,NA,NA
195528,-1.65687,3.82472,-5,NA,NA,-6.627,NA,NA,NA,NA,NA
195604,-2.10852,3.84006,-5,NA,NA,-40.671,NA,NA,NA,NA,NA
195990,-2.01096,3.39097,-5,NA,-70.097,NA,NA,NA,NA,NA,NA
196053,-1.31732,3.52024,-4.97004,NA,-62.976,NA,NA,NA,NA,NA,NA
196271,-2.03473,3.79678,-4.76156,NA,NA,-32.075,NA,NA,NA,NA,NA
196461,-0.981949,5,-5,NA,NA,-113.291,NA,NA,NA,NA,NA
196759,-2.03978,4.97604,-4.53794,-77.654,NA,NA,NA,NA,NA,NA,NA
196942,-1.34913,5,-4.35057,NA,-85.56,NA,NA,NA,NA,NA,NA
197193,-1.84073,5,-3.38966,NA,-131.57,NA,NA,NA,NA,NA,NA
197311,-1.6926,4.54132,-3.50177,NA,-113.688,NA,NA,NA,NA,NA,NA
197539,-2.03814,4.08774,-3.86489,NA,-88.939,NA,NA,NA,NA,NA,NA
197641,-1.41347,3.63642,-4.94574,-9.365,NA,NA,NA,NA,NA,NA,NA
197797,-3.5548,4.54866,-5,-114.656,NA,NA,NA,NA,NA,NA,NA
198148,-2.8116,5,-5,-90.965,NA,NA,NA,NA,NA,NA,NA
198266,-2.39874,5,-5,NA,NA,NA,-134.411,NA,NA,NA,NA
198453,-1.83872,4.33096,-4.4933,NA,NA,NA,-144.259,NA,NA,NA,NA
198756,-1.43208,3.34494,-4.00402,NA,NA,NA,NA,-159.099,NA,NA,NA
198956,-1.86698,4.04832,-5,-29.34,NA,NA,NA,NA,NA,NA,NA
199139,-1.08229,4.17689,-3.36991,NA,-169.758,NA,NA,NA,NA,NA,NA
199200,-1.36361,3.61572,-4.20531,NA,-82.8,NA,NA,NA,NA,NA,NA
199592,-2.40146,4.33591,-3.92664,NA,-77.089,NA,NA,NA,NA,NA,NA
199698,-3.22564,5,-3.19675,-177.931,NA,NA,NA,NA,NA,NA,NA
199995,-3.67525,5,-2.0499,NA,NA,-366.839,NA,NA,NA,NA,NA
