id,x0,x1,x2,fitness-4,fitness-5,fitness-3.5,fitness-4.5,fitness-3,fitness-2,fitness-1.5,fitness-2.5,fitness-1
179354,-3.0191,4.4228,-4.44938,NA,-88.28,NA,NA,NA,NA,NA,NA,NA
179571,-3.38061,5,-5,NA,-127.488,NA,NA,NA,NA,NA,NA,NA
179745,-2.65222,5,-4.17382,NA,NA,NA,-97.522,NA,NA,NA,NA,NA
179939,-1.48624,4.66669,-5,-70.021,NA,NA,NA,NA,NA,NA,NA,NA
180042,-1.94071,5,-4.03222,NA,NA,-126.188,NA,NA,NA,NA,NA,NA
180197,0.00250277,5,-3.69466,-280.388,NA,NA,NA,NA,NA,NA,NA,NA
180427,-0.813172,5,-4.92926,NA,NA,NA,NA,-155.149,NA,NA,NA,NA
180730,0.641682,4.04782,-5,NA,-305.963,NA,NA,NA,NA,NA,NA,NA
180947,0.207643,4.48925,-5,NA,-222.065,NA,NA,NA,NA,NA,NA,NA
181145,-2.61241,4.87909,-5,NA,-81.187,NA,NA,NA,NA,NA,NA,NA
181310,-2.03342,4.65999,-4.89884,-73.035,NA,NA,NA,NA,NA,NA,NA,NA
181426,-4.21096,5,-4.6626,NA,NA,NA,-193.865,NA,NA,NA,NA,NA
181756,-3.80099,4.75947,-2.67889,NA,-255.311,NA,NA,NA,NA,NA,NA,NA
181985,-4.42004,5,-2.76183,NA,-322.572,NA,NA,NA,NA,NA,NA,NA
182096,-3.8413,5,-3.61495,NA,-199.311,NA,NA,NA,NA,NA,NA,NA
182391,-3.3888,5,-4.08951,NA,NA,-154.637,NA,NA,NA,NA,NA,NA
182422,-2.9625,5,-5,-100.761,NA,NA,NA,NA,NA,NA,NA,NA
182794,-2.37456,5,-4.65601,NA,-81.253,NA,NA,NA,NA,NA,NA,NA
182805,-3.29491,3.51537,-5,NA,-101.888,NA,NA,NA,NA,NA,NA,NA
183189,-2.7362,3.26323,-3.92441,NA,-108.38,NA,NA,NA,NA,NA,NA,NA
183198,-1.78204,4.22772,-4.42627,NA,NA,NA,-34.62,NA,NA,NA,NA,NA
183441,-1.94883,5,-4.53698,NA,NA,NA,-76.696,NA,NA,NA,NA,NA
183727,-1.0768,5,-4.32168,NA,NA,NA,-109.995,NA,NA,NA,NA,NA
183830,-0.481917,5,-5,NA,-125.102,NA,NA,NA,NA,NA,NA,NA
184116,-1.49222,5,-4.69503,NA,-86.871,NA,NA,NA,NA,NA,NA,NA
184242,-2.81661,4.86788,-4.20509,-98.874,NA,NA,NA,NA,NA,NA,NA,NA
184481,-4.00301,4.76731,-4.77331,NA,-167.224,NA,NA,NA,NA,NA,NA,NA
184788,-4.03959,5,-4.83478,NA,-182.731,NA,NA,NA,NA,NA,NA,NA
184974,-3.05637,4.49257,-5,NA,-86.649,NA,NA,NA,NA,NA,NA,NA
185042,-1.6057,3.6265,-5,-28.351,NA,NA,NA,NA,NA,NA,NA,NA
185196,-1.34078,3.83902,-5,NA,NA,-83.925,NA,NA,NA,NA,NA,NA
185537,-2.07917,4.2339,-4.88644,-75.435,NA,NA,NA,NA,NA,NA,NA,NA
185725,-1.89642,3.27095,-5,NA,-64.01,NA,NA,NA,NA,NA,NA,NA
185988,-2.24035,3.89988,-5,NA,-57.97,NA,NA,NA,NA,NA,NA,NA
186168,-1.89331,5,-3.10186,NA,-149.43,NA,NA,NA,NA,NA,NA,NA
186252,-1.74593,4.77931,-4.93155,NA,-81.72,NA,NA,NA,NA,NA,NA,NA
186523,-2.45939,5,-4.94354,NA,-82.824,NA,NA,NA,NA,NA,NA,NA
186713,-2.63062,5,-5,NA,NA,NA,-80.944,NA,NA,NA,NA,NA
186863,-3.36248,4.963,-4.87467,NA,NA,NA,-119.672,NA,NA,NA,NA,NA
187137,-3.22741,5,-3.77867,NA,NA,NA,-134.828,NA,NA,NA,NA,NA
187249,-2.07973,5,-5,NA,-81.074,NA,NA,NA,NA,NA,NA,NA
187430,-2.88496,5,-3.75217,NA,NA,NA,-123.687,NA,NA,NA,NA,NA
187702,-3.43252,4.27188,-4.60362,NA,NA,NA,-104.104,NA,NA,NA,NA,NA
187970,-3.52523,5,-4.74395,NA,-136.904,NA,NA,NA,NA,NA,NA,NA
188124,-2.75465,5,-3.94048,NA,-114.636,NA,NA,NA,NA,NA,NA,NA
188373,-3.12316,5,-4.35363,NA,NA,NA,-112.137,NA,NA,NA,NA,NA
188414,-3.24291,5,-3.95912,NA,NA,NA,-129.721,NA,NA,NA,NA,NA
188618,-3.13234,5,-4.18835,NA,-122.124,NA,NA,NA,NA,NA,NA,NA
188855,-1.92788,4.63036,-5,NA,-55.545,NA,NA,NA,NA,NA,NA,NA
189017,-1.41422,5,-5,NA,NA,NA,-80.442,NA,NA,NA,NA,NA
189373,-2.21817,4.11102,-5,NA,-50.257,NA,NA,NA,NA,NA,NA,NA
189594,-2.79587,4.60084,-5,NA,-80.252,NA,NA,NA,NA,NA,NA,NA
189655,-2.66997,5,-4.41825,NA,NA,NA,-90.845,NA,NA,NA,NA,NA
189893,-2.16352,5,-3.65583,-115.768,NA,NA,NA,NA,NA,NA,NA,NA
190063,-1.34855,5,-3.90983,NA,-118.342,NA,NA,NA,NA,NA,NA,NA
190206,-1.5939,5,-3.64178,NA,NA,-143.703,NA,NA,NA,NA,NA,NA
190582,-1.47789,3.9627,-4.86594,NA,NA,NA,-15.458,NA,NA,NA,NA,NA
190596,-1.11499,3.49799,-5,-40.582,NA,NA,NA,NA,NA,NA,NA,NA
190980,-2.29568,5,-5,NA,-76.654,NA,NA,NA,NA,NA,NA,NA
191091,-2.43374,4.29503,-4.74871,NA,-54.421,NA,NA,NA,NA,NA,NA,NA
191255,-1.23346,4.02507,-4.32666,NA,-70.294,NA,NA,NA,NA,NA,NA,NA
191430,-0.54616,4.05602,-4.0322,NA,-155.392,NA,NA,NA,NA,NA,NA,NA
191654,-0.644514,3.0321,-5,NA,-141.671,NA,NA,NA,NA,NA,NA,NA
191980,-1.76113,3.80354,-5,NA,NA,NA,-9.389,NA,NA,NA,NA,NA
192115,-1.95656,4.42057,-5,NA,-53.697,NA,NA,NA,NA,NA,NA,NA
192206,-1.67355,5,-5,NA,-72.601,NA,NA,NA,NA,NA,NA,NA
192553,-1.4844,4.65753,-5,NA,NA,NA,-66.875,NA,NA,NA,NA,NA
192762,-1.19163,4.29533,-4.32297,NA,NA,-127.436,NA,NA,NA,NA,NA,NA
192960,-1.30293,3.06725,-3.77932,-145.984,NA,NA,NA,NA,NA,NA,NA,NA
193109,-1.76665,4.34324,-3.08045,-176.681,NA,NA,NA,NA,NA,NA,NA,NA
193362,-0.368752,3.36845,-4.70777,NA,-125.391,NA,NA,NA,NA,NA,NA,NA
193586,-1.63118,3.65122,-5,NA,-46.758,NA,NA,NA,NA,NA,NA,NA
193750,-0.630693,3.68047,-5,NA,-111.236,NA,NA,NA,NA,NA,NA,NA
193847,-0.456106,5,-5,-152.332,NA,NA,NA,NA,NA,NA,NA,NA
194190,-2.46616,5,-5,-83.349,NA,NA,NA,NA,NA,NA,NA,NA
194312,-2.90586,5,-4.10526,NA,NA,NA,-108.159,NA,NA,NA,NA,NA
194450,-1.96831,4.19679,-4.30177,NA,-44.403,NA,NA,NA,NA,NA,NA,NA
194788,-1.58814,5,-4.41394,NA,-90.776,NA,NA,NA,NA,NA,NA,NA
194946,-1.63051,5,-4.96462,NA,-73.145,NA,NA,NA,NA,NA,NA,NA
195183,-1.11514,4.46298,-5,NA,-73.363,NA,NA,NA,NA,NA,NA,NA
195321,-1.8289,4.46601,-5,NA,-56.035,NA,NA,NA,NA,NA,NA,NA
195553,-2.76892,4.75849,-4.80027,NA,-80.935,NA,NA,NA,NA,NA,NA,NA
195670,-3.08095,5,-4.04901,NA,NA,-133.71,NA,NA,NA,NA,NA,NA
195957,-4.29867,5,-4.62296,NA,NA,NA,-204.242,NA,NA,NA,NA,NA
196009,-2.23471,4.74372,-5,NA,-74.376,NA,NA,NA,NA,NA,NA,NA
196326,-2.27802,4.40928,-5,NA,-54.287,NA,NA,NA,NA,NA,NA,NA
196410,-2.62983,3.15172,-4.80961,NA,NA,NA,-76.567,NA,NA,NA,NA,NA
196788,-3.42177,3.68125,-4.69439,NA,-104.467,NA,NA,NA,NA,NA,NA,NA
196912,-3.73428,3.22957,-4.30028,NA,NA,NA,NA,NA,NA,NA,-247.945,NA
197101,-5,3.32949,-4.17417,NA,NA,NA,NA,-308.128,NA,NA,NA,NA
197250,-3.08241,2.86151,-2.55375,-271.436,NA,NA,NA,NA,NA,NA,NA,NA
197467,-1.67203,2.80975,-4.60625,NA,NA,NA,-93.115,NA,NA,NA,NA,NA
197695,-1.26782,2.35352,-5,NA,NA,NA,-177.499,NA,NA,NA,NA,NA
197945,-0.995595,4.35692,-4.82678,NA,-59.699,NA,NA,NA,NA,NA,NA,NA
198124,-1.38742,2.68752,-3.99083,-176.969,NA,NA,NA,NA,NA,NA,NA,NA
198241,-2.62442,2.67941,-3.23242,NA,-164.373,NA,NA,NA,NA,NA,NA,NA
198565,-2.21827,4.1876,-3.37254,NA,-119.647,NA,NA,NA,NA,NA,NA,NA
198780,-3.67756,4.49756,-2.6181,NA,-248.067,NA,NA,NA,NA,NA,NA,NA
198858,-2.68723,4.03042,-3.29377,NA,-126.432,NA,NA,NA,NA,NA,NA,NA
199161,-2.31054,4.2685,-4.02657,NA,NA,-96.917,NA,NA,NA,NA,NA,NA
199284,-3.38404,4.24628,-5,NA,NA,-126.896,NA,NA,NA,NA,NA,NA
199566,-3.7526,4.44951,-5,NA,NA,NA,-130.455,NA,NA,NA,NA,NA
199660,-1.9549,3.77141,-4.40863,NA,-70.133,NA,NA,NA,NA,NA,NA,NA
199994,-1.64294,5,-3.45993,NA,-131.001,NA,NA,NA,NA,NA,NA,NA
